name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
"AAA AUTO ACCESSORIES, INC.",CORPORATION,PA,,,,,,,,5,,,112 POINT BREEZE PLACE PITTSBURGH PA 0 -0 ALLEGHENY,
AAA BASEMENT WATERPROOFERS INC.,CORPORATION,PA,,,,PA,4654 NORTH 15TH ST,PHILA,,7,,,4654 NORTH 15TH ST PHILA PA 0 -0 PHILADELPHIA,
AAA BAZAAR COMPANY,CORPORATION,PA,,,,PA,417 VERBEKE ST,HARRISBURG,,8,,,417 VERBEKE ST HARRISBURG PA 0 -0 DAUPHIN,
"AAA BEAUTY SUPPLY, INC.",CORPORATION,PA,,,,PA,1618 COTTMAN AVE,PHILA,,9,,,1618 COTTMAN AVE PHILA PA 0 -0 PHILADELPHIA,
AMERICAN ELECTRIC LIGHT AND POWER COMPANY,CORPORATION,PA,,,,PA,356 358 NORTH FIRST ST,JEANNETTE,,10,,,356 358 NORTH FIRST ST JEANNETTE PA 0 -0 WESTMORELAND,
"AAA BRIDALTOWN OF AMERICA, INC.",CORPORATION,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,11,WILLIAM J TITZE,PRESIDENT,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504 MONROE,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504
AAA BUILDERS INC,CORPORATION,PA,PO BOX 656,RICHBORO,19047-0,PA,"SUITE 2D, 801 W STREET RD",FEASTERVILLE,19047-0,12,DONALD STOVER,PRESIDENT,"SUITE 2D, 801 W STREET RD FEASTERVILLE PA 19047-0 MONROE",PO BOX 656 RICHBORO PA 18954-09
AAA BUILDING MAINTENANCE CORPORATION,CORPORATION,PA,,,,,,,,13,,,1808 FINANCE BLDG 1420 SOUTH PENN SQ PHILA PA 0 -0 PHILADELPHIA,
WEST FRANKLIN COAL CORP.,CORPORATION,NAN,R D 7,KITTANNING,,PA 16201-0 ARMSTRONG,105 MILBAR STREET,KITTANNING,,14,R W HALLER,PRESIDENT,105 MILBAR STREET KITTANNING PA 16201-0 ARMSTRONG,R D 7 KITTANNING PA 16201-03
"AAA BUYING SERVICE, (INC.)",CORPORATION,NJ,,,,PA,9898 WISTARIA ST,PHILADELPHIA,,15,,,9898 WISTARIA ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. CAPACITOR, INC.",CORPORATION,NAN,PO BOX 218,CHERRY TREE,,PA,515 1/2 LIBERTY BLVD,DUBOIS,,16,ELIZABETH BERNECKY,SECRETARY,515 1/2 LIBERTY BLVD DUBOIS PA 0 -0 CLEARFIELD,PO BOX 218 CHERRY TREE PA 15724-32
"AAA CLEANING SERVICE & JANITOR SUPPLY, INC.",CORPORATION,PA,505 W BROAD ST,BETHLEHEM,,PA,1519 STANHOPE STREET,BETHLEHEM,,17,GEORGE M DYONDA,PRESIDENT,1519 STANHOPE STREET BETHLEHEM PA 0 -0 NORTHAMPTON,505 W BROAD ST BETHLEHEM PA 18018-68
A A A CLUB OF ARMSTRONG COUNTY,NONPROFIT,NAN,,,,PA,339 MARKET ST,KITTANNING,,18,,,339 MARKET ST KITTANNING PA 0 -0 ARMSTRONG,
AAA COMPANY INC,CORPORATION,NAN,,,,PA,5719 ADDISON STREET,PHILADELPHIA,,19,,,5719 ADDISON STREET PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. APPLIANCE, INC.",CORPORATION,PA,,,,PA,739 E CHELTEN AVENUE,PHILADELPHIA,,1,,,739 E CHELTEN AVENUE PHILADELPHIA PA 0 -0 PHILADELPHIA,
"AAA-ARMOR FENCE CO., INC.",CORPORATION,PA,"C/O, GEORGE FEICHTHALE5760 PRESCOTT CT",BENSALEM,,PA,2360 PHILMONT AVE,HUNTINGDON VALLEY,,3,MANUEL BURK,PRESIDENT,2360 PHILMONT AVE HUNTINGDON VALLEY PA 0 -0 MONROE,"C/O, GEORGE FEICHTHALE5760 PRESCOTT CT BENSALEM PA 19020-09"
"AAA AUTO ACCESSORIES, INC.",CORPORATION,PA,,,,,,,,5,,,112 POINT BREEZE PLACE PITTSBURGH PA 0 -0 ALLEGHENY,
AAA BASEMENT WATERPROOFERS INC.,CORPORATION,PA,,,,PA,4654 NORTH 15TH ST,PHILA,,7,,,4654 NORTH 15TH ST PHILA PA 0 -0 PHILADELPHIA,
AAA BAZAAR COMPANY,CORPORATION,PA,,,,PA,417 VERBEKE ST,HARRISBURG,,8,,,417 VERBEKE ST HARRISBURG PA 0 -0 DAUPHIN,
"AAA BEAUTY SUPPLY, INC.",CORPORATION,PA,,,,PA,1618 COTTMAN AVE,PHILA,,9,,,1618 COTTMAN AVE PHILA PA 0 -0 PHILADELPHIA,
AMERICAN ELECTRIC LIGHT AND POWER COMPANY,CORPORATION,PA,,,,PA,356 358 NORTH FIRST ST,JEANNETTE,,10,,,356 358 NORTH FIRST ST JEANNETTE PA 0 -0 WESTMORELAND,
"AAA BRIDALTOWN OF AMERICA, INC.",CORPORATION,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,11,WILLIAM J TITZE,PRESIDENT,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504 MONROE,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504
AAA BUILDERS INC,CORPORATION,PA,PO BOX 656,RICHBORO,19047-0,PA,"SUITE 2D, 801 W STREET RD",FEASTERVILLE,19047-0,12,DONALD STOVER,PRESIDENT,"SUITE 2D, 801 W STREET RD FEASTERVILLE PA 19047-0 MONROE",PO BOX 656 RICHBORO PA 18954-09
AAA BUILDING MAINTENANCE CORPORATION,CORPORATION,PA,,,,,,,,13,,,1808 FINANCE BLDG 1420 SOUTH PENN SQ PHILA PA 0 -0 PHILADELPHIA,
WEST FRANKLIN COAL CORP.,CORPORATION,NAN,R D 7,KITTANNING,,PA 16201-0 ARMSTRONG,105 MILBAR STREET,KITTANNING,,14,R W HALLER,PRESIDENT,105 MILBAR STREET KITTANNING PA 16201-0 ARMSTRONG,R D 7 KITTANNING PA 16201-03
"AAA BUYING SERVICE, (INC.)",CORPORATION,NJ,,,,PA,9898 WISTARIA ST,PHILADELPHIA,,15,,,9898 WISTARIA ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. CAPACITOR, INC.",CORPORATION,NAN,PO BOX 218,CHERRY TREE,,PA,515 1/2 LIBERTY BLVD,DUBOIS,,16,ELIZABETH BERNECKY,SECRETARY,515 1/2 LIBERTY BLVD DUBOIS PA 0 -0 CLEARFIELD,PO BOX 218 CHERRY TREE PA 15724-32
"AAA CLEANING SERVICE & JANITOR SUPPLY, INC.",CORPORATION,PA,505 W BROAD ST,BETHLEHEM,,PA,1519 STANHOPE STREET,BETHLEHEM,,17,GEORGE M DYONDA,PRESIDENT,1519 STANHOPE STREET BETHLEHEM PA 0 -0 NORTHAMPTON,505 W BROAD ST BETHLEHEM PA 18018-68
A A A CLUB OF ARMSTRONG COUNTY,NONPROFIT,NAN,,,,PA,339 MARKET ST,KITTANNING,,18,,,339 MARKET ST KITTANNING PA 0 -0 ARMSTRONG,
AAA COMPANY INC,CORPORATION,NAN,,,,PA,5719 ADDISON STREET,PHILADELPHIA,,19,,,5719 ADDISON STREET PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. APPLIANCE, INC.",CORPORATION,PA,,,,PA,739 E CHELTEN AVENUE,PHILADELPHIA,,1,,,739 E CHELTEN AVENUE PHILADELPHIA PA 0 -0 PHILADELPHIA,
"AAA-ARMOR FENCE CO., INC.",CORPORATION,PA,"C/O, GEORGE FEICHTHALE5760 PRESCOTT CT",BENSALEM,,PA,2360 PHILMONT AVE,HUNTINGDON VALLEY,,3,MANUEL BURK,PRESIDENT,2360 PHILMONT AVE HUNTINGDON VALLEY PA 0 -0 MONROE,"C/O, GEORGE FEICHTHALE5760 PRESCOTT CT BENSALEM PA 19020-09"
"AAA AUTO ACCESSORIES, INC.",CORPORATION,PA,,,,,,,,5,,,112 POINT BREEZE PLACE PITTSBURGH PA 0 -0 ALLEGHENY,
AAA BASEMENT WATERPROOFERS INC.,CORPORATION,PA,,,,PA,4654 NORTH 15TH ST,PHILA,,7,,,4654 NORTH 15TH ST PHILA PA 0 -0 PHILADELPHIA,
AAA BAZAAR COMPANY,CORPORATION,PA,,,,PA,417 VERBEKE ST,HARRISBURG,,8,,,417 VERBEKE ST HARRISBURG PA 0 -0 DAUPHIN,
"AAA BEAUTY SUPPLY, INC.",CORPORATION,PA,,,,PA,1618 COTTMAN AVE,PHILA,,9,,,1618 COTTMAN AVE PHILA PA 0 -0 PHILADELPHIA,
AMERICAN ELECTRIC LIGHT AND POWER COMPANY,CORPORATION,PA,,,,PA,356 358 NORTH FIRST ST,JEANNETTE,,10,,,356 358 NORTH FIRST ST JEANNETTE PA 0 -0 WESTMORELAND,
"AAA BRIDALTOWN OF AMERICA, INC.",CORPORATION,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,PA,3446 GERMANTOWN PIKE,COLLEGEVILLE,19426-1504,11,WILLIAM J TITZE,PRESIDENT,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504 MONROE,3446 GERMANTOWN PIKE COLLEGEVILLE PA 19426-1504
AAA BUILDERS INC,CORPORATION,PA,PO BOX 656,RICHBORO,19047-0,PA,"SUITE 2D, 801 W STREET RD",FEASTERVILLE,19047-0,12,DONALD STOVER,PRESIDENT,"SUITE 2D, 801 W STREET RD FEASTERVILLE PA 19047-0 MONROE",PO BOX 656 RICHBORO PA 18954-09
AAA BUILDING MAINTENANCE CORPORATION,CORPORATION,PA,,,,,,,,13,,,1808 FINANCE BLDG 1420 SOUTH PENN SQ PHILA PA 0 -0 PHILADELPHIA,
WEST FRANKLIN COAL CORP.,CORPORATION,NAN,R D 7,KITTANNING,,PA 16201-0 ARMSTRONG,105 MILBAR STREET,KITTANNING,,14,R W HALLER,PRESIDENT,105 MILBAR STREET KITTANNING PA 16201-0 ARMSTRONG,R D 7 KITTANNING PA 16201-03
"AAA BUYING SERVICE, (INC.)",CORPORATION,NJ,,,,PA,9898 WISTARIA ST,PHILADELPHIA,,15,,,9898 WISTARIA ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. CAPACITOR, INC.",CORPORATION,NAN,PO BOX 218,CHERRY TREE,,PA,515 1/2 LIBERTY BLVD,DUBOIS,,16,ELIZABETH BERNECKY,SECRETARY,515 1/2 LIBERTY BLVD DUBOIS PA 0 -0 CLEARFIELD,PO BOX 218 CHERRY TREE PA 15724-32
"AAA CLEANING SERVICE & JANITOR SUPPLY, INC.",CORPORATION,PA,505 W BROAD ST,BETHLEHEM,,PA,1519 STANHOPE STREET,BETHLEHEM,,17,GEORGE M DYONDA,PRESIDENT,1519 STANHOPE STREET BETHLEHEM PA 0 -0 NORTHAMPTON,505 W BROAD ST BETHLEHEM PA 18018-68
A A A CLUB OF ARMSTRONG COUNTY,NONPROFIT,NAN,,,,PA,339 MARKET ST,KITTANNING,,18,,,339 MARKET ST KITTANNING PA 0 -0 ARMSTRONG,
AAA COMPANY INC,CORPORATION,NAN,,,,PA,5719 ADDISON STREET,PHILADELPHIA,,19,,,5719 ADDISON STREET PHILADELPHIA PA 0 -0 PHILADELPHIA,
