cms_certification_num,payer,code,internal_revenue_code,description,price
171301,GROSS CHARGE,NONE,2726594,UROSTOMY POUCH,11.75
171301,GROSS CHARGE,NONE,2773943,WOUND IRRIGATOR,3.15
171301,GROSS CHARGE,NONE,2712164,IV PICC LINE SINGLE LUMEN,285
171301,GROSS CHARGE,NONE,7700156,ADMIN IMMUN 18 YRS OR < EA ADDL(TR),20
171301,GROSS CHARGE,NONE,7700149,ADMIN IMMUN 18 YRS OR < INITIAL(TR),25
171301,GROSS CHARGE,NONE,7700123,IMMUNIZATION INTRANASAL,15
171301,GROSS CHARGE,NONE,7700073,TR ADMIN HEP B VAC,25
171301,GROSS CHARGE,NONE,7602659,TR ADMIN IMMUNIZATION ONE VACCINE,30
171301,GROSS CHARGE,NONE,7700057,TR ADMIN INFLUENZA VACCINE,10
171301,GROSS CHARGE,NONE,7700065,TR ADMIN PNEUMONIA VAC,25
171301,GROSS CHARGE,NONE,7604630,TR ALLERGY INJECTION MULTI DOSE,75
171301,GROSS CHARGE,NONE,7604648,TR ALLERGY INJECTION SINGL DOSE,45
171301,GROSS CHARGE,NONE,7608573,TR ANAL FISSURE,65
171301,GROSS CHARGE,NONE,7605991,TR APPLICATION FOREARM CAST,525
171301,GROSS CHARGE,NONE,7606932,TR APPLICATION LOWER LEG SPLINT,275
171301,GROSS CHARGE,NONE,7606924,TR APPLY CAST HAND/WRIST,525
171301,GROSS CHARGE,NONE,7605652,TR APPLY UNNA BOOT,350
171301,GROSS CHARGE,NONE,7606536,TR APPLY UNNA BOOT BILATERAL,500
171301,GROSS CHARGE,NONE,7606874,TR AVLSN NAIL PLATE PRT/COM EA ADDL,60
171301,GROSS CHARGE,NONE,7605587,TR AVULSN NAIL PLATE PART/COMP SIMP,150
171301,GROSS CHARGE,NONE,7605793,TR BLOOD ADMIN 0-12HRS (PER DAY),500
171301,GROSS CHARGE,NONE,7600893,TR BLOOD ADMIN 0-16 HRS (PER DAY),600
171301,GROSS CHARGE,NONE,7600901,TR BLOOD ADMIN 0-24HRS (PER DAY),700
171301,GROSS CHARGE,NONE,7600885,TR BLOOD ADMIN 0-4HRS (PER DAY),300
171301,GROSS CHARGE,NONE,7605801,TR BLOOD ADMIN 0-8HRS (PER DAY),400
171301,GROSS CHARGE,NONE,7604705,TR BLOOD COLLECT CENTRAL/PERIPH DEV,45
171301,GROSS CHARGE,NONE,7602097,TR BLOOD COLLECT- IMPLANT VENOUS,45
171301,GROSS CHARGE,NONE,7608318,TR CATHETERIZATION URETHRA COMPL,170
171301,GROSS CHARGE,NONE,7606916,TR CLSD TX DSTL RAD/ULN W/O MAN,1700
171301,GROSS CHARGE,NONE,7606528,TR COLONOSCOPY DX W/WO SPECIMEN,1575
171301,GROSS CHARGE,NONE,7606502,TR COLONOSCOPY W/ REM FORCEPS CAUT,1575
171301,GROSS CHARGE,NONE,7606486,TR COLONOSCOPY W/BIOPSY SINGLE/MULT,1650
171301,GROSS CHARGE,NONE,7606510,TR COLONOSCOPY W/REM SNARE,1775
171301,GROSS CHARGE,NONE,7609100,TR COLONOSCOPY W/REMOVAL FOR BODY,1575
171301,GROSS CHARGE,NONE,7610652,TR DEST MALIG LES FACE 1.1-2.0CM,100
171301,GROSS CHARGE,NONE,7608565,TR DESTROY INTERNAL HEMORRHOIDS,65
171301,GROSS CHARGE,NONE,7606361,TR DESTRUCT ANY METH 1ST LESION,120
171301,GROSS CHARGE,NONE,7606353,TR DESTRUCT ANY METH 2-14 EACH,25
171301,GROSS CHARGE,NONE,7606023,TR DESTRUCT B9 LESION 1-14,140
171301,GROSS CHARGE,NONE,7608979,TR DESTRUCT MAL LES FEL 0.5/<,90
171301,GROSS CHARGE,NONE,7610819,TR DRAINAGE DENTOALVEOLAR STRUCTURE,410
171301,GROSS CHARGE,NONE,7605686,TR DRN/INJ MAJ JNT/BURSA WO US,105
171301,GROSS CHARGE,NONE,7606346,TR EGD BX SINGLE/MULTI,1375
171301,GROSS CHARGE,NONE,7609092,TR EGD CAUTERY TUMOR POLYP,1395
171301,GROSS CHARGE,NONE,7608700,TR EGD DX BRUSH WASH,1230
171301,GROSS CHARGE,NONE,7606585,TR EGD REMOVE LESION SNARE,1625
171301,GROSS CHARGE,NONE,7600091,TR EVAL LEVEL 1,100
171301,GROSS CHARGE,NONE,7610736,TR EVAL LEVEL 1 NURSE ONLY,40
171301,GROSS CHARGE,NONE,7600109,TR EVAL LEVEL 2,150
171301,GROSS CHARGE,NONE,7610744,TR EVAL LEVEL 2 NURSE ONLY,80
171301,GROSS CHARGE,NONE,7600117,TR EVAL LEVEL 3,200
171301,GROSS CHARGE,NONE,7600125,TR EVAL LEVEL 4,130
171301,GROSS CHARGE,NONE,7606452,TR EXC MALG LES FEENL 0.5 CM OR<,590
171301,GROSS CHARGE,NONE,7608599,TR EXCIS BEN LES SHF 0.5 OR LESS,150
171301,GROSS CHARGE,NONE,7608300,TR EXCIS BEN LES SHF 1.1 TO 2.0CM,90
171301,GROSS CHARGE,NONE,7608185,TR EXCIS BEN LES TAL 1.1 TO 2.0CM,260
171301,GROSS CHARGE,NONE,7606957,TR EXCIS BEN LES TAL 3.1 TO 4.0CM,280
171301,GROSS CHARGE,NONE,7608458,TR EXCIS BEN LES TAL OVER 4.0 CM,370
171301,GROSS CHARGE,NONE,7606684,TR EXCIS BEN LESION TAL 2.1-3.0CM,300
171301,GROSS CHARGE,NONE,7605603,TR EXCIS BENIGN LES SHF 0.6-1.0CM,245
171301,GROSS CHARGE,NONE,7605595,TR EXCIS BENIGN LES TAL 0.6CM-1.0CM,230
171301,GROSS CHARGE,NONE,7606726,TR EXCIS EYE/NOSE/LIP 0.6-1.0CM,260
171301,GROSS CHARGE,NONE,7610488,TR EXCIS FACE B9+MARG 0.5/<,825
171301,GROSS CHARGE,NONE,7608524,TR EXCIS MAL LES TAL 0.5CM OR LESS,220
171301,GROSS CHARGE,NONE,7606551,TR EXCIS MAL LES TAL 1.1 TO 2.0CM,315
171301,GROSS CHARGE,NONE,7606734,TR EXCIS MALIG LES TAL > 4.0CM,2400
171301,GROSS CHARGE,NONE,7608177,TR EXCISE BENIGN LES 0.5 OR LESS,190
171301,GROSS CHARGE,NONE,7610579,TR EXCISE MAL+MARG 2.1-3 CM,630
171301,GROSS CHARGE,NONE,7606395,TR EXCISION SKIN TAGS EACH ADD 10,35
171301,GROSS CHARGE,NONE,7605520,TR I&D ABSCESS SIMPLE SINGLE,140
171301,GROSS CHARGE,NONE,7605538,TR I&D HEMATOMA SEROMA/FLUID COLL,200
171301,GROSS CHARGE,NONE,7609134,TR I&D SUBMUCOSAL ABSCESS RECTUM,310
171301,GROSS CHARGE,NONE,7608581,TR I&R FRGN BODY SUBCU TISSUE SIMP,1600
171301,GROSS CHARGE,NONE,7605827,TR IM OR SQ INJ WITH IV,45
171301,GROSS CHARGE,NONE,7603913,TR IM OR SQ INJECTION PER STICK,45
171301,GROSS CHARGE,NONE,7605512,TR IMMUNIZATION ADMIN ADDL VAC EXCL,15
171301,GROSS CHARGE,NONE,7604101,TR IMMUNIZATION ADMIN ADDL VACCINE,15
171301,GROSS CHARGE,NONE,7602899,TR IMMUNIZATION ADMIN ADDL VACCINE,30
171301,GROSS CHARGE,NONE,7605132,TR INHALATION TRMT (AEROSOL/NEB),30
171301,GROSS CHARGE,NONE,7606882,TR INJ TRIGGER POINT 1 OR 2 MUSCL,100
171301,GROSS CHARGE,NONE,7605629,TR INSERT FOLEY CATHETER SIMPLE,90
171301,GROSS CHARGE,NONE,7605611,TR INSERT STRAIGHT CATHETER,85
171301,GROSS CHARGE,NONE,7602980,TR INTRO NEEDLE OR INTRACATH VEIN,69
171301,GROSS CHARGE,NONE,7606817,TR INTUBATION ENDOTRACHEAL EMERG,200
171301,GROSS CHARGE,NONE,7603962,TR IRRIGATE IMPLANT VEN ACC DEVICE,90
171301,GROSS CHARGE,NONE,7606791,TR IRRIGATION OF BLADDER,105
171301,GROSS CHARGE,NONE,7605843,TR IV INF THERP 1ST HR REPEAT VISIT,165
171301,GROSS CHARGE,NONE,7605850,TR IV INF THERP ADD HR REPEAT VISIT,30
171301,GROSS CHARGE,NONE,7605066,TR IV INFU CHEMO EACH ADD'L HR,70
171301,GROSS CHARGE,NONE,7605058,TR IV INFU CHEMO INITIAL UP TO 1 HR,120
171301,GROSS CHARGE,NONE,7604127,TR IV INFU HRDRT EA AD HR 2ND,135
171301,GROSS CHARGE,NONE,7603871,TR IV INFU HYDRAT EA ADD'L HR,30
171301,GROSS CHARGE,NONE,7603897,TR IV INFU THER EA ADD'L HR SEQ NEW,135
171301,GROSS CHARGE,NONE,7603905,TR IV INFU THERAP CONCURRENT,40
171301,GROSS CHARGE,NONE,7603889,TR IV INFU THERAP EA ADD'L HR,135
171301,GROSS CHARGE,NONE,7603848,TR IV INFU THERAP INITIAL 16-90 MIN,135
171301,GROSS CHARGE,NONE,7604747,TR IV INFU THERAP SUBQ EA ADD'L HR,30
171301,GROSS CHARGE,NONE,7603830,TR IV INFUS HYDRAT INIT 31 MIN-1HR,135
171301,GROSS CHARGE,NONE,7604788,TR IV PUSH EA ADD'L SAME DRUG,50
171301,GROSS CHARGE,NONE,7604283,TR IV PUSH EACH ADD'L SEQ NEW DRUG,50
171301,GROSS CHARGE,NONE,7603947,TR IV PUSH SINGLE OR INITIAL,50
171301,GROSS CHARGE,NONE,7610066,TR NEG WOUND PRESSURE THERAPY <50CM,50
171301,GROSS CHARGE,NONE,7610090,TR NEG WOUND PRESSURE THERAPY >50CM,85
171301,GROSS CHARGE,NONE,7606114,TR NON SELECTIVE DEBRIDEMENT,335
171301,GROSS CHARGE,NONE,7606866,TR PARING/CUT BENIGN LESION SINGLE,55
171301,GROSS CHARGE,NONE,7606189,TR REMOVE ARM/LEG CAST,105
171301,GROSS CHARGE,NONE,7605561,TR REMOVE SKIN TAGS UP TO 15 LES,120
171301,GROSS CHARGE,NONE,7606767,TR REPAIR SIMP FEL 2.6-5.0CM,235
171301,GROSS CHARGE,NONE,7608375,TR REPAIR SPL STHF 2.5CM OR LESS,180
171301,GROSS CHARGE,NONE,7606296,TR SCREEN COLONOSCOPY HIGH RISK,1200
171301,GROSS CHARGE,NONE,7606288,TR SCREEN COLONOSCOPY NOT HIGH RISK,1200
171301,GROSS CHARGE,NONE,7608516,TR SHAVE LESION FEL 0.6 TO 1.0CM,140
171301,GROSS CHARGE,NONE,7608235,TR SHAVE LESION FEL TO 0.5CM,100
171301,GROSS CHARGE,NONE,7606429,TR SHAVE LESION SNHF 0.5 CM OR LESS,120
171301,GROSS CHARGE,NONE,7606460,TR SHAVE LESION SNHF 0.6 TO 1.0 CM,120
171301,GROSS CHARGE,NONE,7605553,TR SHAVE LESION TAL 0.5CM OR LESS,130
171301,GROSS CHARGE,NONE,7605579,TR SHAVE LESION TAL 0.6CM-1.0CM,130
171301,GROSS CHARGE,NONE,7608857,TR SHAVE LESION TAL 1.1-2.0 CM,90
171301,GROSS CHARGE,NONE,7608755,TR SIGMOIDOSCOPY FLEXIBLE DIAG,1000
171301,GROSS CHARGE,NONE,7608748,TR SIGMOIDOSCOPY WITH BIOPSY,1000
171301,GROSS CHARGE,NONE,7604721,TR SUBQ INFU THER PRPH TO 1HR INIT,120
171301,GROSS CHARGE,NONE,7601057,TR THERAPEUTIC PHLEBOTOMY,63.85
171301,GROSS CHARGE,NONE,7605165,TR WOUND CARE 11-25 SQ CM,60
171301,GROSS CHARGE,NONE,7605223,TR WOUND CARE 26-50 SQ CM,90
171301,GROSS CHARGE,NONE,7605231,TR WOUND CARE 51-75 SQ CM,130
171301,GROSS CHARGE,NONE,7605249,TR WOUND CARE 76 SQ CM >,175
171301,GROSS CHARGE,NONE,7601644,TR WOUND CARE UP TO 10 SQ CM,30
171301,GROSS CHARGE,NONE,5400692,TRANSPORT- TREATMENT ROOM,750
171301,GROSS CHARGE,NONE,4504551,ER APPLICATION LOWER LEG SPLINT,110
171301,GROSS CHARGE,NONE,4504452,ER APPLICATION OF FINGER SPLINT,200
171301,GROSS CHARGE,NONE,4504502,ER APPLY FOREARM SPLINT,230
