"cms_certification_num","name","address","city","state","zip5","beds","phone_number","homepage_url","chargemaster_url","last_edited_by_username"
"390117","UPMC BEDFORD MEMORIAL","10455 LINCOLN HIGHWAY","EVERETT","PA","15537","49","8146236161","https://www.upmc.com/locations/hospitals/bedford","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-bedford-cdm-file.xlsx	","captainstabs"
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","PA","15213","1577","4126478788","https://www.upmc.com/locations/hospitals/shadyside","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-presbyterian-cdm-file.xlsx	","captainstabs"
"390178","UPMC HORIZON","110 NORTH MAIN STREET","GREENVILLE","PA","16125","201","7245882100","https://www.upmc.com/locations/hospitals/horizon/locations/greenville","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-horizon-cdm-file.xlsx	","captainstabs"
"390233","UPMC HANOVER","300 HIGHLAND AVE","HANOVER","PA","17331","93","7176373711","https://www.upmc.com/locations/hospitals/hanover","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-hanover-cdm-file.csv	","captainstabs"
"390328","UPMC EAST","2775 MOSSIDE BOULEVARD","MONROEVILLE","PA","15146","155","4123573000","https://www.upmc.com/locations/hospitals/east","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-east-cdm-file.xlsx	","captainstabs"
"391301","UPMC MUNCY","215 EAST WATER STREET","MUNCY","PA","17756","20","5705468282","https://www.upmc.com/locations/hospitals/muncy","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-muncy-cdm-file.xlsx	","captainstabs"
"391313","UPMC COLE","1001 EAST SECOND STREET","COUDERSPORT","PA","16915","49","8142749301","https://www.upmc.com/locations/hospitals/cole","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-cole-cdm-file.csv	","captainstabs"
"391316","UPMC WELLSBORO","32-36 CENTRAL AVENUE","WELLSBORO","PA","16901","25","5707241631","https://www.upmc.com/locations/hospitals/wellsboro","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-wellsboro-cdm-file.xlsx	","captainstabs"
"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","LOCK HAVEN","PA","17745","25","5708935024","https://www.upmc.com/locations/hospitals/lock-haven","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-lock-haven-cdm-file.xlsx	","captainstabs"
"390067","UPMC PINNACLE HOSPITALS","409 SOUTH SECOND STREET","HARRISBURG","PA","17105","717","7177825181","https://www.upmc.com/locations/hospitals/harrisburg/locations","https://cdn.upmc.com/-/media/upmc/locations/hospitals/documents/cdm-excel-files/upmc-pinnacle-harrisburg-cdm-file.csv	","captainstabs"
