name,city,state,address,zip,website,category,public_private,district,lat,lon
LINCOLN ELEMENTARY SCHOOL,NEW BRUNSWICK,NJ,66 BARTLETT STREET,08901,https://lnc.edison.k12.nj.us/,ELEMENTARY,PUBLIC,NEW BRUNSWICK SCHOOL DISTRICT,40.500317,-74.45375
LINCOLN ELEMENTARY SCHOOL,NEWARK,NY,1014 N MAIN ST,14513,https://www.newarkcsd.org,ELEMENTARY,PUBLIC,NEWARK CENTRAL SCHOOL DISTRICT,43.058067,-77.09616
LINCOLN ELEMENTARY SCHOOL,NOGALES,AZ,652 N. TYLER AVE,85621,https://lincoln.nusd.k12.az.us/,ELEMENTARY,PUBLIC,MILWAUKEE SCHOOL DISTRICT,31.343521,-110.92833
LINCOLN ELEMENTARY SCHOOL,NORFOLK,NE,310 S 3RD ST,68702,https://hastingspublicschools.org/schools/lincoln-elementary/,ELEMENTARY,PUBLIC,NORFOLK PUBLIC SCHOOLS,42.029495,-97.41104
LINCOLN ELEMENTARY SCHOOL,NORTH BERGEN,NJ,1206 63RD ST,07047,https://lnc.edison.k12.nj.us/,ELEMENTARY,PUBLIC,NORTH BERGEN SCHOOL DISTRICT,40.79447,-74.019745
LINCOLN ELEMENTARY SCHOOL,NORTH LAS VEGAS,NV,3010 BERG ST.,89030,https://www.ccsd.net/schools/contact-information/0316,ELEMENTARY,PUBLIC,CLARK COUNTY SCHOOL DISTRICT,36.214725,-115.112175
LINCOLN ELEMENTARY SCHOOL,NORTH PLATTE,NE,200 W 9TH ST,69101,https://hastingspublicschools.org/schools/lincoln-elementary/,ELEMENTARY,PUBLIC,NORTH PLATTE PUBLIC SCHOOLS,41.14406,-100.76355
LINCOLN ELEMENTARY SCHOOL,OLYMPIA,WA,213 21ST AVE SE,98501,https://lincoln.osd.wednet.edu/,ELEMENTARY,PUBLIC,OLYMPIA SCHOOL DISTRICT,47.029858,-122.89905
LINCOLN ELEMENTARY SCHOOL,PALATINE,IL,1021 N RIDGEWOOD LN,60067,http://lincoln27.org/,ELEMENTARY,PUBLIC,PALATINE CCSD 15,42.130806,-88.03618
LINCOLN ELEMENTARY SCHOOL,PELLA,IA,1111 NORTH MAIN STREET,50219,https://www.pellaschools.org/schools/lincoln-elementary/,ELEMENTARY,PUBLIC,PELLA COMMUNITY SCHOOL DISTRICT,41.411522,-92.91796
LINCOLN ELEMENTARY SCHOOL,PONTIAC,IL,514 S MAIN ST,61764,http://lincoln27.org/,ELEMENTARY,PUBLIC,PONTIAC CCSD 429,40.874153,-88.62818
LINCOLN ELEMENTARY SCHOOL,PRESCOTT,AZ,201 PARK AVE.,86303,http://www.prescottschools.com/lincoln/lincoln_index.htm,ELEMENTARY,PUBLIC,PRESCOTT UNIFIED DISTRICT,34.540554,-112.47699
LINCOLN ELEMENTARY SCHOOL,REXBURG,ID,358 EAST 2ND SOUTH STREET,83440,https://www.tcboe.org/domain/15,ELEMENTARY,PUBLIC,MADISON DISTRICT,43.821095,-111.77309
LINCOLN ELEMENTARY SCHOOL,RIDGEFIELD PARK,NJ,712 LINCOLN AVENUE,07660,https://lnc.edison.k12.nj.us/,ELEMENTARY,PUBLIC,RIDGEFIELD PARK PUBLIC SCHOOL DISTRICT,40.862015,-74.02599
LINCOLN ELEMENTARY SCHOOL,RIVIERA BEACH,FL,1160 AVENUE N,33404,http://www.edline.net/pages/lincoln_elementaryschool,ELEMENTARY,PUBLIC,PALM BEACH,26.772709,-80.07323
LINCOLN ELEMENTARY SCHOOL,ROBINSON,IL,301 E POPLAR ST,62454,,ELEMENTARY,PUBLIC,ROBINSON CONSOLIDATED UNIT SCHOOL DISTRICT 2,39.000946,-87.73651
LINCOLN ELEMENTARY SCHOOL,ROCKAWAY,NJ,37 KELLER AVENUE,07866,https://lnc.edison.k12.nj.us/,ELEMENTARY,PUBLIC,ROCKAWAY BOROUGH SCHOOL DISTRICT,40.89776,-74.5111
LINCOLN ELEMENTARY SCHOOL,SCHENECTADY,NY,2 ROBINSON ST,12304,http://www.schenectady.k12.ny.us,ELEMENTARY,PUBLIC,SCHENECTADY CITY SCHOOL DISTRICT,42.794907,-73.921974
LINCOLN ELEMENTARY SCHOOL,SPENCER,IA,615 4TH AVE. SW,51301,https://www.iowacityschools.org/lincolnes,ELEMENTARY,PUBLIC,SPENCER COMMUNITY SCHOOL DISTRICT,43.13145,-95.15193
LINCOLN ELEMENTARY SCHOOL,SPRINGFIELD,OH,1500 TIBBETTS AVE,45505,https://www.gahannaschools.org/schools/lincoln_elementary/lincoln_home.aspx,ELEMENTARY,PUBLIC,SPRINGFIELD CITY SCHOOL DISTRICT,39.905045,-83.801025
LINCOLN ELEMENTARY SCHOOL,TOPPENISH,WA,309 NORTH ALDER STREET,98948,http://www.edlinesites.net/pages/799677381049143666,ELEMENTARY,PUBLIC,TOPPENISH SCHOOL DISTRICT,46.381306,-120.30572
LINCOLN ELEMENTARY SCHOOL,TWIN FALLS,ID,238 BUHL STREET NORTH,83301,https://www.tcboe.org/domain/15,ELEMENTARY,PUBLIC,TWIN FALLS DISTRICT,42.56189,-114.47553
LINCOLN ELEMENTARY SCHOOL,VANCOUVER,WA,4200 DANIELS ST,98660,http://lincoln.vansd.org,ELEMENTARY,PUBLIC,VANCOUVER SCHOOL DISTRICT,45.6529,-122.67595
LINCOLN ELEMENTARY SCHOOL,WADSWORTH,OH,268 N LYMAN ST,44281,https://www.gahannaschools.org/schools/lincoln_elementary/lincoln_home.aspx,ELEMENTARY,PUBLIC,WADSWORTH CITY,41.03065,-81.72854
LINCOLN ELEMENTARY SCHOOL,WARREN,MI,22100 FEDERAL,48089,http://www.vdps.net/les/index.html,ELEMENTARY,PUBLIC,VAN DYKE PUBLIC SCHOOLS,42.458088,-83.02002
LINCOLN ELEMENTARY SCHOOL,WARSAW,IN,203 N LINCOLN ST,46580,https://www.hanover.k12.in.us/lincolnel,ELEMENTARY,PUBLIC,WARSAW COMMUNITY SCHOOLS,41.23969,-85.83272
LINCOLN ELEMENTARY SCHOOL,WATERLOO,IA,302 CEDAR BEND ST,50703,https://www.iowacityschools.org/lincolnes,ELEMENTARY,PUBLIC,WATERLOO COMMUNITY SCHOOL DISTRICT,42.519253,-92.36324
LINCOLN ELEMENTARY SCHOOL,WOODBURN,OR,1041 N BOONES FERRY RD,97071,http://www.woodburnsd.org/lincoln-elementary-school/,ELEMENTARY,PUBLIC,WOODBURN SCHOOL DISTRICT 103,45.151497,-122.86006
LINCOLN ELEMENTARY SCHOOL,ZEELAND,MI,60 EAST LINCOLN AVE,49464,http://www.zeeland.k12.mi.us,ELEMENTARY,PUBLIC,ZEELAND PUBLIC SCHOOLS,42.808037,-86.01656
LINCOLN ELEMENTARY SCHOOL FOR THE ARTS,MARRERO,LA,1429 AMES BLVD.,70072,https://www.jpschools.org/lincoln,ELEMENTARY,PUBLIC,JEFFERSON PARISH,29.8889,-90.11357
LINCOLN ES,ALVA,OK,1540 DAVIS STREET,73717,http://www.alvaschools.net,ELEMENTARY,PUBLIC,ALVA,36.79067,-98.66784
LINCOLN ES,ARDMORE,OK,615 STANLEY SW,73401,https://www.ardmoreschools.org,ELEMENTARY,PUBLIC,ARDMORE,34.171307,-97.13611
LINCOLN ES,CHICKASHA,OK,103 DAKOTA,73018,https://www.chickasha.k12.ok.us,MIDDLE,PUBLIC,CHICKASHA,35.04574,-97.932915
LINCOLN ES,LAWTON,OK,601 SOUTHWEST PARK AVENUE,73501,https://www.lawtonps.org,ELEMENTARY,PUBLIC,LAWTON,34.59716,-98.39726
LINCOLN ES,NORMAN,OK,915 CLASSEN BOULEVARD,73071,https://www.normanpublicschools.org,ELEMENTARY,PUBLIC,NORMAN,35.214886,-97.43602
LINCOLN ES,PONCA CITY,OK,1501 WEST GRAND AVENUE,74601,https://www.pcps.us,ELEMENTARY,PUBLIC,PONCA CITY,36.704678,-97.10222
LINCOLN ES,PRYOR,OK,1635 S ELLIOTT,74361,https://www.pryorschools.org,ELEMENTARY,PUBLIC,PRYOR,36.28617,-95.308846
LINCOLN FUNDAMENTAL ELEMENTARY,CORONA,CA,1041 FULLERTON AVE.,92879,https://lincoln.cnusd.k12.ca.us,K-12,PUBLIC,CORONA-NORCO UNIFIED,33.869843,-117.55722
LINCOLN GLEN ELEMENTARY,SAN JOSE,CA,2175 LINCOLN AVE.,95125,https://wge.sjusd.org/,,PUBLIC,SAN JOSE UNIFIED,37.29118,-121.88912
LINCOLN GRADE SCHOOL,WASHINGTON,IL,303 JACKSON ST,61571,https://www.d52schools.com/o/lgs,ELEMENTARY,PUBLIC,WASHINGTON SCHOOL DISTRICT 52,40.709743,-89.41032
LINCOLN HALL MIDDLE SCHOOL,LINCOLNWOOD,IL,6855 N CRAWFORD AVE,60712,https://www.sd74.org/,MIDDLE,PUBLIC,LINCOLNWOOD SCHOOL DISTRICT 74,42.005653,-87.72766
LINCOLN HEIGHTS ACADEMY,CHARLOTTE,NC,1900 NEWCASTLE ST,28216,http://schools.cms.k12.nc.us/lincolnheightsacademyec,OTHER,PUBLIC,CHARLOTTE-MECKLENBURG SCHOOLS,35.216564,-80.811935
LINCOLN HEIGHTS ELEM SCHOOL,GREENVILLE,MI,12420 LINCOLN LAKE RD NE,48838,https://www.greenville.k12.mi.us,ELEMENTARY,PUBLIC,GREENVILLE PUBLIC SCHOOLS,43.19182,-85.35115
LINCOLN HEIGHTS ELEMENTARY,FUQUAY-VARINA,NC,307 BRIDGE ST,27526,http://lincolnheightses.wcpss.net/,ELEMENTARY,PUBLIC,WAKE COUNTY SCHOOLS,35.590073,-78.80935
LINCOLN HEIGHTS ELEMENTARY,MORRISTOWN,TN,215 LINCOLN AVE,37813,http://www.hcboe.net/main/school/lhe/index.html,ELEMENTARY,PUBLIC,HAMBLEN COUNTY,36.20158,-83.28657
LINCOLN HEIGHTS ELEMENTARY,SPOKANE,WA,3322 E 22ND AVE,99223,https://www.spokaneschools.org/lincolnheights,ELEMENTARY,PUBLIC,SPOKANE SCHOOL DISTRICT,47.63405,-117.362236
LINCOLN HEIGHTS ELEMENTARY SCH,SCOTTSBLUFF,NE,2214 AVE C,69361,https://www.sbps.net/lincolnheights,ELEMENTARY,PUBLIC,SCOTTSBLUFF PUBLIC SCHOOLS,41.869003,-103.667595
LINCOLN HEIGHTS ELEMENTARY SCHOOL,CINCINNATI,OH,1113 ADAMS ST,45215,https://www.princetonschools.net/lincolnheights,ELEMENTARY,PUBLIC,PRINCETON CITY,39.241962,-84.454185
LINCOLN HEIGHTS MIDDLE SCHOOL,MORRISTOWN,TN,219 LINCOLN AVE,37813,http://www.hcboe.net/main/school/lhm/lincoln_heights_middle_sch.html,MIDDLE,PUBLIC,HAMBLEN COUNTY,36.201584,-83.28652
LINCOLN HEIGHTS VALUE,LOS ANGELES,CA,230 NORTH AVENUE 26,90031,,K-12,PUBLIC,LOS ANGELES UNIFIED,34.07918,-118.21849
LINCOLN HIGH,ALMA CENTER,WI,124 S SCHOOL ST,54611,http://www.achm.k12.wi.us,HIGH,PUBLIC,ALMA CENTER SCHOOL DISTRICT,44.43563,-90.91612
LINCOLN HIGH,LINCOLN,CA,790 J ST.,95648,https://lhs.wpusd.org/,HIGH,PUBLIC,WESTERN PLACER UNIFIED,38.894596,-121.297714
LINCOLN HIGH,LINCOLN,MO,101 W LAMINE ST,65338,http://lincoln.k12.mo.us,HIGH,PUBLIC,LINCOLN R-II,38.3936,-93.33713
LINCOLN HIGH,MANITOWOC,WI,1433 S 8TH ST,54220,https://www.manitowocpublicschools.com,HIGH,PUBLIC,MANITOWOC SCHOOL DISTRICT,44.079792,-87.65762
LINCOLN HIGH,SAN DIEGO,CA,4777 IMPERIAL AVE.,92113,http://lincolnhighsd.net/hornets,HIGH,PUBLIC,DORCHESTER 04,32.70288,-117.08958
LINCOLN HIGH,STOCKTON,CA,6844 ALEXANDRIA PL.,95207,https://lhs.wpusd.org/,HIGH,PUBLIC,LINCOLN UNIFIED,38.01111,-121.337494
LINCOLN HIGH,WISCONSIN RAPIDS,WI,1801 16TH ST S,54494,https://www.wrps.org,HIGH,PUBLIC,WISCONSIN RAPIDS SCHOOL DISTRICT,44.37589,-89.80545
LINCOLN HIGH (CONTINUATION),SAN LEANDRO,CA,2600 TEAGARDEN ST.,94579,https://www.slusd.us/lincoln/lincoln-high-school/,HIGH,PUBLIC,SEATTLE SCHOOL DISTRICT NO. 1,37.70869,-122.15988
LINCOLN HIGH CONTINUATION,GARDEN GROVE,CA,11262 GARDEN GROVE BLVD.,92843,https://ae.ggusd.us/,HIGH,PUBLIC,GARDEN GROVE UNIFIED,33.773365,-117.93595
LINCOLN HIGH SCHOOL,DES MOINES,IA,2600 SW 9TH ST,50315,https://lincoln.dmschools.org/,HIGH,PUBLIC,DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,41.562035,-93.626656
LINCOLN HIGH SCHOOL,FORT MORGAN,CO,230 WALNUT STREET,80701,https://www.morgan.k12.co.us,HIGH,PUBLIC,HOUSTON INDEPENDENT SCHOOL DISTRICT,40.249588,-103.8089
LINCOLN HIGH SCHOOL,GAHANNA,OH,140 S HAMILTON RD,43230,https://www.gahannaschools.org/schools/lincoln_high_school/lincoln_high_home.aspx,HIGH,PUBLIC,GAHANNA-JEFFERSON CITY,40.016163,-82.86577
LINCOLN HIGH SCHOOL,IDAHO FALLS,ID,3175 EAST LINCOLN ROAD,83401,https://www.lincolnphoenixs.com/,HIGH,PUBLIC,BONNEVILLE JOINT DISTRICT,43.51179,-111.968636
LINCOLN HIGH SCHOOL,JERSEY CITY,NJ,60 CRESCENT AVE,07304,https://alhs.jcboe.org/,HIGH,PUBLIC,JERSEY CITY PUBLIC SCHOOLS,40.717407,-74.07005
LINCOLN HIGH SCHOOL,LINCOLN,AL,78989 AL HWY 77,35096,http://lhs.tcboe.org,HIGH,PUBLIC,TALLADEGA COUNTY,33.63454,-86.10215
LINCOLN HIGH SCHOOL,LINCOLN,MT,808 MAIN STREET,59639,http://lincolnlynx.com,HIGH,PUBLIC,LINCOLN K-12 SCHOOLS,46.956085,-112.67411
LINCOLN HIGH SCHOOL,LINCOLN,NE,2229 J ST,68510,https://lhs.lps.org/,HIGH,PUBLIC,LINCOLN PUBLIC SCHOOLS,40.807514,-96.6885
LINCOLN HIGH SCHOOL,PORT ANGELES,WA,924 W 9TH ST,98363,https://lincoln.tacomaschools.org/,HIGH,PUBLIC,PORT ANGELES SCHOOL DISTRICT,48.118645,-123.456375
LINCOLN HIGH SCHOOL,PORTLAND,OR,1600 SW SALMON ST,97205,http://www.pps.k12.or.us/schools/lincoln,HIGH,PUBLIC,PORTLAND SCHOOL DISTRICT 1J,45.518852,-122.689064
LINCOLN HIGH SCHOOL,SHINNSTON,WV,100 JERRY TOTH DR,26431,https://www.lincolncountypanthers.net/,HIGH,PUBLIC,HARRISON COUNTY SCHOOLS,39.39585,-80.2971
LINCOLN HIGH SCHOOL,TALLAHASSEE,FL,3838 TROJAN TRL,32311,https://www.leonschools.net,HIGH,PUBLIC,LEON,30.43619,-84.21127
LINCOLN HIGH SCHOOL,VINCENNES,IN,1545 S HART STREET ROAD,47591,https://www.leonschools.net/lincoln,HIGH,PUBLIC,VINCENNES COMMUNITY SCHOOL CORPORATION,38.651085,-87.50021
LINCOLN HIGH SCHOOL,WALLA WALLA,WA,421 S. 4TH AVE,99362,https://lincoln.tacomaschools.org/,HIGH,PUBLIC,WALLA WALLA PUBLIC SCHOOLS,46.059597,-118.337524
LINCOLN HIGH SCHOOL,WARREN,MI,22900 FEDERAL AVE,48089,http://www.vdps.net/lincoln-high-school,HIGH,PUBLIC,VAN DYKE PUBLIC SCHOOLS,42.462227,-83.02082
LINCOLN HIGH SCHOOL,YONKERS,NY,375 KNEELAND AVE,10704,https://www.yonkerspublicschools.org,HIGH,PUBLIC,YONKERS CITY SCHOOL DISTRICT,40.92215,-73.87422
LINCOLN HIGH SCHOOL - 02,SIOUX FALLS,SD,2900 S CLIFF AVE,57105,https://www.sf.k12.sd.us,HIGH,PUBLIC,SIOUX FALLS SCHOOL DISTRICT 49-5,43.519257,-96.70921
LINCOLN HIGH SCHOOL MAGNET,LOS ANGELES,CA,3501 N. BROADWAY,90031,https://www.lincolnhs.org/,,PUBLIC,LOS ANGELES UNIFIED,34.074707,-118.20403
LINCOLN HILL HIGH SCHOOL,STANWOOD,WA,7400 272ND ST NW,98292,https://lhh.stanwood.wednet.edu/,HIGH,PUBLIC,STANWOOD-CAMANO SCHOOL DISTRICT,48.242146,-122.334076
LINCOLN HILLS SCHOOL,IRMA,WI,W4380 COPPER LAKE AVE,54442,https://doc.wi.gov/families-visitors/find-facility/lincoln-hills-school,HIGH,PUBLIC,WISCONSIN DEPARTMENT OF CORRECTIONS,45.326748,-89.63938
LINCOLN HS,PHILADELPHIA,PA,3201 RYAN AVE,19136,https://lincoln.philasd.org/,HIGH,PUBLIC,PHILADELPHIA CITY SCHOOL DISTRICT,40.042774,-75.04312
LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,DALLAS,TX,2826 ELSIE FAYE HEGGINS ST,75215,https://www.dallasisd.org/lincolnhumanities,HIGH,PUBLIC,DALLAS INDEPENDENT SCHOOL DISTRICT,32.756084,-96.751045
LINCOLN INTERMEDIATE,ESCONDIDO,CA,1029 NORTH BROADWAY,92026,https://lincoln.eusd.org/,,PUBLIC,ESCONDIDO UNION,33.13443,-117.087494
LINCOLN INTERMEDIATE,FARMINGTON,MO,708 S FLEMING,63640,http://www.farmington.k12.mo.us,MIDDLE,PUBLIC,FARMINGTON R-VII,37.772564,-90.41123
LINCOLN INTERMEDIATE,MASON CITY,IA,1625 S. PENNSYLVANIA AVE,50401,https://www.masoncityschools.org,MIDDLE,PUBLIC,MASON CITY COMMUNITY SCHOOL DISTRICT,43.13551,-93.19765
LINCOLN INTERMEDIATE,WEST ALLIS,WI,7815 W LAPHAM ST,53214,https://www.wawm.k12.wi.us,,PUBLIC,WEST ALLIS-WEST MILWAUKEE SCHOOL DISTRICT,43.01248,-88.01016
LINCOLN INTERNATIONAL SCHOOL,MINNEAPOLIS,MN,2520 MINNEHAHA AVE,55404,https://www.lincolnihs.org,HIGH,PUBLIC,LINCOLN INTERNATIONAL SCHOOL,44.956333,-93.24038
LINCOLN INTERNATIONAL STUDIES SCHOOL,KALAMAZOO,MI,912 NORTH BURDICK ST,49007,http://www.kalamazoo.k12.mi.us,ELEMENTARY,PUBLIC,KALAMAZOO PUBLIC SCHOOLS,42.300465,-85.58301
LINCOLN J H,COLDSPRING,TX,13605 STATE HWY 156,77331,https://www.cocisd.org,MIDDLE,PUBLIC,COLDSPRING-OAKHURST CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,30.59538,-95.137276
LINCOLN JACKSON ARTS,CLOVIS,NM,206 ALPHON ST,88101,http://www.clovis-schools.org/lincolnjackson/,PREKINDERGARTEN,PUBLIC,CLOVIS MUNICIPAL SCHOOLS,34.403847,-103.22379
LINCOLN JR HIGH SCHOOL,LA SALLE,IL,1165 ST VINCENTS AVE,61301,,MIDDLE,PUBLIC,LA SALLE ESD 122,41.340084,-89.096695
LINCOLN JR HIGH SCHOOL,LINCOLN,IL,208 BROADWAY ST,62656,http://ljhs.lincoln27.org/,MIDDLE,PUBLIC,LINCOLN ESD 27,40.149826,-89.36655
LINCOLN JR HIGH SCHOOL,NAPERVILLE,IL,1320 OLYMPUS DR,60565,https://www.naperville203.org/Domain/24,MIDDLE,PUBLIC,NAPERVILLE CONSOLIDATED UNIT SCHOOL DISTRICT 203,41.746876,-88.13826
LINCOLN JR HIGH SCHOOL,SKOKIE,IL,7839 LINCOLN AVE,60077,http://ljhs.lincoln27.org/,MIDDLE,PUBLIC,SKOKIE SCHOOL DISTRICT 69,42.024384,-87.75383
LINCOLN JR/SR HIGH,LINCOLN,KS,701 EAST NORTH,67455,https://www.usd298.com,HIGH,PUBLIC,LINCOLN,39.043232,-98.13665
LINCOLN JSHS,ELLWOOD CITY,PA,501 CRESCENT AVE,16117,https://ellwood.k12.pa.us/apps/pages/index.jsp?urec_id=1449827&type=d,HIGH,PUBLIC,ELLWOOD CITY AREA SCHOOL DISTRICT,40.85662,-80.286865
LINCOLN JUNIOR HIGH,ALMA CENTER,WI,124 S SCHOOL ST,54611,http://www.achm.k12.wi.us,MIDDLE,PUBLIC,ALMA CENTER SCHOOL DISTRICT,44.43566,-90.91615
LINCOLN JUNIOR HIGH,TAFT,CA,810 SIXTH ST.,93268,https://www.taftcityschools.com/ljhs,MIDDLE,PUBLIC,FREMONT COUNTY SCHOOL DISTRICT #25,35.1474,-119.45684
LINCOLN JUNIOR HIGH SCHOOL,BENTONVILLE,AR,1206 LEOPARD LN,72712,http://#www.bentonvillek12.org#,MIDDLE,PUBLIC,BENTONVILLE SCHOOL DISTRICT,36.38787,-94.21135
LINCOLN JUNIOR HIGH SCHOOL,DOLTON,IL,14151 LINCOLN AVE,60419,https://www.district148.net/lincolnelementary/index,MIDDLE,PUBLIC,DOLTON SCHOOL DISTRICT 148,41.638268,-87.60462
LINCOLN JUNIOR HIGH SCHOOL,PLYMOUTH,IN,220 N LIBERTY ST,46563,https://www.plymouth.k12.in.us/lincoln,MIDDLE,PUBLIC,PLYMOUTH COMMUNITY SCHOOL CORPORATION,41.34133,-86.30187
LINCOLN K-8 CHOICE ELEMENTARY,ROCHESTER,MN,1122 8TH AVE SE,55904,https://www.rochester.k12.mn.us/,ELEMENTARY,PUBLIC,ROCHESTER PUBLIC SCHOOL DISTRICT,44.008446,-92.451645
LINCOLN LAND COMMUNITY COLLEGE,SPRINGFIELD,IL,5250 SHEPHERD RD,62794,www.llcc.edu,JUNIOR COLLEGES,,,39.721245,-89.61125
LINCOLN LAND COMMUNITY COLLEGE - LITCHFIELD,LITCHFIELD,IL,1 LINCOLN LAND DRIVE,62056,http://www.llcc.edu/litchfield/tabid/5933/default.aspx,JUNIOR COLLEGES,,,39.169563,-89.6817
LINCOLN LAND COMMUNITY COLLEGE - TAYLORVILLE,TAYLORVILLE,IL,800 SOUTH SPRESSOR STREET,62568,http://www.llcc.edu/tabid/5932/default.aspx,JUNIOR COLLEGES,,,39.54221,-89.32449
LINCOLN LAW SCHOOL OF SACRAMENTO,SACRAMENTO,CA,3140 J STREET,95816,www.lincolnlaw.edu,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",,,38.572227,-121.46424
