name,city,state,website
SOUTH HUNTERDON HIGH SCHOOL,LAMBERTVILLE,NJ,http://hs.shrsd.org/
RAYMOND LESNIAK ENERGY STRENGTH HOPE RECOVERY HIGH SCHOOL,UNION,NJ,https://eshrecoveryschool.org/
EARLY COLLEGE HIGH SCHOOL,WINTERVILLE,NC,https://www.rccc.edu/highschool/about-early-college-high-school/
KAUFFMAN LEADERSHIP ACADEMY,CLEBURNE,TX,http://www.klacademy.org/
S ST. PAUL COMMUNITY LRNG. CNTR.,SOUTH SAINT PAUL,MN,https://www.sspps.org/clc
SOUTHWEST REGION,YUMA,AZ,https://www.fws.gov/southwest/AboutUs/?sa=X&ved=2ahUKEwjro6m6pLjyAhVHSzABHacpDN0Q9QF6BAgKEAI
PORCUPINE DAY SCHOOL,PORCUPINE,SD,https://www.porcupineschool.org/
OJO ENCINO DAY SCHOOL,CUBA,NM,https://www.bie.edu/schools/directory/ojo-encino-day-school
LAKE VALLEY NAVAJO SCHOOL,CROWNPOINT,NM,https://www.bie.edu/schools/directory/lake-valley-navajo-school
TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,FORT WORTH,TX,https://www.fwisd.org/southcollegiate
T'IIS NAZBAS COMMUNITY SCHOOL,TEEC NOS POS,AZ,https://www.bie.edu/schools/directory/tiis-nazbas-community-school
STEDY- ANTELOPE HS SATELLITE,WELLTON,AZ,https://www.ade.az.gov/edd/NewDetails.asp?EntityID=92934&RefTypeID=1033
STEDY- YUMA HS SATELLITE,YUMA,AZ,https://www.stedycte.org/campuses.html
STEDY- SAN LUIS HS SATELLITE,SAN LUIS,AZ,https://www.stedycte.org/campuses.html
SELF DEVELOPMENT ACADEMY-PHOENIX,PHOENIX,AZ,https://selfdevelopmentacademy.com/
CREATE ACADEMY,PHOENIX,AZ,http://createacademy.org/
ACADEMY OF MATH AND SCIENCE CAMELBACK,PHOENIX,AZ,https://www.amsschools.org/apps/pages/camelback
BASIS GOODYEAR,GOODYEAR,AZ,https://www.basised.com/goodyear/
TONALEA DAY SCHOOL,TONALEA,AZ,https://www.bie.edu/schools/directory/tonalea-red-lake-day-school
BROKAW EARLY LEARNING CENTER,OSWEGO,IL,https://www.sd308.org/belc
RIVERSIDE ACADEMY,ASHLAND CITY,TN,https://www.riversideccs.net/
AYERS SCHOOL,GRASS RANGE,MT,https://aes-mdusd-ca.schoolloop.com/
OAK VIEW LEARNING CTR.,HAYTI,MO,http://www.pcssd.k12.mo.us/web%20pages/Oakview/Oakview.html
LEMAN ACADEMY OF EXCELLENCE,TUCSON,AZ,https://lemanacademy.com/
SONORAN FOOTHILLS,PHOENIX,AZ,https://sonoranfoothills.connectresident.com/
COPPER RIDGE ELEMENTARY,CORONA DE TUCSON,AZ,https://cre.vailschooldistrict.org/
DR AMERICO PAREDES EL,MISSION,TX,https://paredes.lajoyaisd.com/
ELLIOTT COUNTY HIGH SCHOOL,SANDY HOOK,KY,https://www.elliott.kyschools.us/
BRORSON SCHOOL,SIDNEY,MT,https://www.brorsonschool.com/
KINSEY SCHOOL,KINSEY,MT,https://custercountymt.com/schools/
TOPEKA CORRECTIONAL FACILITY,TOPEKA,KS,https://www.doc.ks.gov/facilities/tcf
NORTH HARLEM ELEMENTARY,HARLEM,MT,https://harlem-hs.k12.mt.us/elementary/
SPRINGHILL SCHOOL,BELGRADE,MT,https://gallatincomt.virtualtownhall.net/superintendent-schools/pages/springhill-school
NEW DISCOVERIES PRESCHOOL,BROKEN BOW,NE,https://bbps.org/new-discoveries-pk-custer-center/
TWIN RIVERS CAREER & TECH ED AREA,VINCENNES,IN,http://twinriversarea.org/
LIFETECH ACADEMY,LANSING,MI,https://www.lifetechacademy.org/
MOUNTAIN VIEW ELEMENTARY,CUT BANK,MT,https://mt15000219.schoolwires.net/domain/38
WINFREE ACADEMY CHARTER SCHOOL DALLAS,DALLAS,TX,https://www.winfreeacademy.com/apps/pages/index.jsp?uREC_ID=422919&type=d
DISCIPLINARY ALTERNATIVE EDUCATION PROGRAM,CLEVELAND,TX,https://www.esc20.net/apps/pages/alternative-education-programs-behavior-discipline
MID STAT ED DIST. SUCCESS PROG.,UPSALA,MN,https://www.midstate.k12.mn.us/page/2557
SUCCESS ACADEMY,BLOOMINGTON,MN,https://www.successacademymn.org/
MISSION HEIGHTS PREPARATORY HIGH SCHOOL,CASA GRANDE,AZ,https://www.mhprep.com/
JOHN MUIR CHARTER,GRASS VALLEY,CA,http://www.johnmuircs.com/
INFINITY INSTITUTE,JERSEY CITY,NJ,https://ii.jcboe.org/
FREDERIC A. PRIFF ELEMENTARY SCHOOL,WARETOWN,NJ,https://otsdk6.org/
CUMBERLAND H S,TYLER,TX,https://hs.cumberlandacademy.com/
EXCEL ACADEMY EDUCATION TRANSITION CENTER,HOUSTON,TX,https://www.har.com/school/101811008/excel-academy-education-transition-center
JHW INSPIRE ACADEMY - WILLIAMS HOUSE,LOMETA,TX,https://www.har.com/school/015808011/jhw-inspire-academy---williams-house
JHW INSPIRE ACADEMY - LEGACY RANCH,GONZALES,TX,https://www.har.com/school/015808012/jhw-inspire-academy---legacy-ranch
KIPP ACADEMY WEST MIDDLE,HOUSTON,TX,https://kipptexas.org/school/kipp-academy-west/
KIPP UNITY PRI,HOUSTON,TX,https://www.kipp.org/school/kipp-unity-primary/
KIPP CLIMB ACADEMY,HOUSTON,TX,https://www.kipp.org/school/kipp-climb-academy/
INTERNATIONAL LEADERSHIP OF TEXAS ES-GRAND PRAIRIE,GRAND PRAIRIE,TX,https://www.iltexasgpk8.com/
GREAT HEARTS IRVING,IRVING,TX,https://irving.greatheartsamerica.org/
INTERNATIONAL LEADERSHIP OF TEXAS MS-WESTPARK,HOUSTON,TX,https://www.iltexaswk8.com/
INT'L LEADERSHIP OF TEXAS MS-N RICHLAND HILLS,N RICHLAND HILLS,TX,https://www.iltexasnrhk8.com/
MCNUTT EL,ARLINGTON,TX,https://www.aisd.net/mcnutt-elementary/
JONES FINE ARTS / DUAL LANGUAGE ACADEMY,ARLINGTON,TX,https://www.aisd.net/jones-academy/
DOVES,BORDENTOWN,NJ,https://www.nj.gov/oag/jjc/residential_comm_doves_hm.html
STEAM MIDDLE,BURLESON,TX,https://www.burlesonisd.net/steam
CONNALLY EARLY CHILDHOOD CENTER,WACO,TX,https://www.connally.org/o/early-childhood-center
GRANT MIDDLE,CORPUS CHRISTI,TX,https://grant.ccisd.us/
BURBANK USD COMMUNITY DAY,BURBANK,CA,https://www.burbankusd.org/CDS
ADA W. HARRIS ELEMENTARY,CARDIFF-BY-THE-SEA,CA,https://www.cardiffschools.com/domain/18
HELEN KELLER MIDDLE,LONG BEACH,CA,https://kellerms-lbusd-ca.schoolloop.com/
COLLEGIATE CHARTER HIGH OF LOS ANGELES,LOS ANGELES,CA,https://www.collegiatecharterhighschooloflosangeles.org/
FENTON CHARTER LEADERSHIP ACADEMY,SUN VALLEY,CA,https://fcla.fentoncharter.net/
TAOS INTERNATIONAL SCHOOL,TAOS,NM,https://taosinternationalschool.weebly.com/
BERT CORONA CHARTER HIGH,PACOIMA,CA,http://bccs.ypics.org/
D A HULCY STEAM MIDDLE,DALLAS,TX,https://www.dallasisd.org/steam
N W HARLLEE EARLY CHILDHOOD CENTER,DALLAS,TX,https://www.dallasisd.org/harllee
ARLINGTON PARK EARLY CHILDHOOD CENTER,DALLAS,TX,https://www.har.com/school/057905300/arlington-park-early-childhood-center
ELVA C LOBIT MIDDLE,LEAGUE CITY,TX,https://schools.dickinsonisd.org/page/14.homepage
DOZIER EL,FORT WORTH,TX,https://www.emsisd.com/dozierelem
ECTOR CO YOUTH CTR,ODESSA,TX,http://www.co.ector.tx.us/page/ector.Juvenile
IM TERRELL ACADEMY FOR STEM AND VPA,FORT WORTH,TX,https://www.fwisd.org/imterrell
VAUGHN EL,FRISCO,TX,https://schools.friscoisd.org/campus/elementary/vaughn/home
CAMDEN INTERMEDIATE,CAMDEN,NC,https://cis.ccsnc.org/
COOLVILLE ELEMENTARY SCHOOL,COOLVILLE,OH,https://www.fedhock.com/4/home
MILLER EL,LITTLE ELM,TX,https://www.aisd.net/miller-elementary/
FLORESVILLE ALTERNATIVE CENTER,FLORESVILLE,TX,https://alt.fisd.us/
MIDDLE #10,HUMBLE,TX,https://www.har.com/school/101913050/middle-10
LYNDON B JOHNSON EL,JOHNSON CITY,TX,https://www.jc.txed.net/Domain/105
CENTER STREET ELEMENTARY,EL SEGUNDO,CA,https://www.centerstreetschool.org/
VISTA VERDE MIDDLE,GREENFIELD,CA,https://www.cde.ca.gov/schooldirectory/details?cdscode=27660356111645
TAYS J H,KATY,TX,https://www.katyisd.org/campus/tjh
MEMORIAL MIDDLE,MISSION,TX,https://mms.springbranchisd.com/
ARBOR CREEK MIDDLE,CARROLLTON,TX,https://www.lisd.net/arborcreek
ALMA BREWER STRAWN EL,DALE,TX,https://abs.lockhartisd.org/
MARTINS MILL EL,MARTIN'S MILL,TX,https://www.martinsmillisd.net/41611_1
DOWELL MIDDLE,MCKINNEY,TX,https://www.dowellmiddleschool.net/
CHILD DEVELOPMENT CENTER,MOUNT PLEASANT,TX,https://childcenter.utexas.edu/
LAKE CREEK H S,MONTGOMERY,TX,http://schools.misd.org/page/lchs.homepage
TEGELER CAREER CENTER,PASADENA,TX,https://tegelercareercenter.pasadenaisd.org/
DOUBLE O ELEMENTARY SCHOOL,HINES,OR,http://harneyesd.sharpschool.com/component_schools/double_o_elementary_school
KALLISON EL,SAN ANTONIO,TX,https://www.nisd.net/kallison
AVIS EL SCH,JERSEY SHORE,PA,https://www.jsasd.org/avis-elementary-school/
LOYSVILLE YOUTH DEV CTR,LOYSVILLE,PA,http://pafamiliesinc.org/resources/view/loysville-youth-development-center
F. E. DUBOSE CAREER CENTER,MANNING,SC,https://www.clarendon2.k12.sc.us/domain/459
THREE LAKES MIDDLE,TYLER,TX,https://www.tylerisd.org/threelakes
21ST CENTURY EARLY LEARNING FOUNDATIONS ACADEMY,WESLACO,TX,https://www.wisd.us/schools/elementary-schools/elf-academy
CAREER EDUCATION CENTER,WICHITA FALLS,TX,https://www.wfisd.net/domain/1502
GEORGE W BUSH EL,ST PAUL,TX,https://www.wylieisd.net/bush
DEL VALLE MIDDLE,EL PASO,TX,https://www.yisd.net/delvallemiddle
MADISON SOUTH ELEMENTARY SCHOOL,MANSFIELD,OH,https://www.mlsd.net/madisonsouthelementary_home.aspx
GILMER COUNTY ELEMENTARY SCHOOL,GLENVILLE,WV,https://gces.gilmer.k12.wv.us/
RINCON VALLEY PARTNERSHIP,SANTA ROSA,CA,https://www.rvusd.org/o/rvp
WEST PRESTON SCHOOL,ARTHURDALE,WV,https://preston-k12.wvnet.edu/wps/
WALLACE ACCELERATED H S,COLORADO CITY,TX,https://schools.texastribune.org/districts/colorado-isd/wallace-accelerated-high-school/
BERWICK AREA MS,BERWICK,PA,https://www.berwicksd.org/Domain/77
COWLITZ COUNTY YOUTH SERVICES CENTER,LONGVIEW,WA,https://www.cowlitzsuperiorcourt.us/juvenile-home
ESD 112 OPEN DOORS REENGAGEMENT,VANCOUVER,WA,https://www.esd112.org/opendoors/
SUMMIT PUBLIC SCHOOL: SIERRA,SEATTLE,WA,https://summitps.org/our-schools/summit-sierra-seattle/
SPOKANE INTERNATIONAL ACADEMY ELEMENTARY,SPOKANE,WA,https://www.spokaneintlacademy.org/
PRIDE PREP SCHOOL,SPOKANE,WA,https://www.prideprepschool.org/
CASCADE HOME-LINK,LEAVENWORTH,WA,https://www.cascadesd.org/domain/441
BARBARA MCCLINTOCK STEM ELEMENTARY,PASCO,WA,https://www.psd1.org/McClintock
MARIE CURIE STEM ELEMENTARY,PASCO,WA,https://www.psd1.org/mariecurie
CAPTAIN GRAY STEM ELEMENTARY,PASCO,WA,https://www.psd1.org/gray
BRIDGES TRANSITION,SEATTLE,WA,https://www.seattleschools.org/departments/special-education/18-21-transition/bridges/
SELAH INTERMEDIATE SCHOOL,SELAH,WA,https://www.selahschools.org/Domain/10
SELAH MIDDLE SCHOOL,SELAH,WA,https://www.selahschools.org/Domain/9
FUTURES PROGRAM,STEILACOOM,WA,https://www.battlegroundps.org/futures/
BIRTH TO THREE,STEILACOOM,WA,https://www.birthtothree.org/
WOODLAND MIDDLE SCHOOL,WOODLAND,WA,https://www.woodlandschools.org/wms
GENOA-KINGSTON MIDDLE SCHOOL,GENOA,IL,https://www.gkschools.org/o/middle-school
OVERBROOK CHILD DEVELOPMENT CENTER,GREENVILLE,SC,https://www.greenville.k12.sc.us/overbrook/
WHITESIDE MIDDLE SCHOOL,BELLEVILLE,IL,https://www.wssd115.org/
DUBOIS MIDDLE OF LEADERSHIP PUBLIC POLICY,MEMPHIS,TN,http://schools.memphisschoolguide.org/s/dubois-middle-school-of-leadership-and-public-policy-memphis-tn-2821
PLEASANTVIEW ELEMENTARY,LAKEFIELD,MN,https://pv.isd47.org/
WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,GRAND PRAIRIE,TX,https://www.winfreeacademy.com/apps/pages/index.jsp?uREC_ID=422917&type=d
CHIPPERFIELD EL SCH,STROUDSBURG,PA,https://chipperfield.sburg.org/
MADISON'S TRUST ELEMENTARY,ASHBURN,VA,https://www.lcps.org/mte
CHRIS YUNG ELEMENTARY,BRISTOW,VA,https://chrisyunges.pwcs.edu/
CORONADO HIGH SCHOOL,COLORADO SPRINGS,CO,https://www.d11.org/coronado
PROSPECT VALLEY ELEMENTARY SCHOOL,WHEAT RIDGE,CO,https://prospectvalley.jeffcopublicschools.org/
RICHMOND COUNTY LEARNING CENTER,WARSAW,VA,https://www.richmond-county.k12.va.us/mtlc/home
DIAMOND RIDGE HIGH SCHOOL,SANDY,UT,https://drhs.canyonsdistrict.org/
JORDAN ACADEMY FOR TECHNOLOGY & CAREERS SOUTH,RIVERTON,UT,https://www.jordantech.org/
WOODVILLE ELEMENTARY,RICHMOND,VA,https://www.rvaschools.net/Domain/50
BASTIAN SCHOOL,HERRIMAN,UT,https://bastian.jordandistrict.org/
EARLY LEARNING CENTER AT NEW LEGACY CHARTER SCHOOL,AURORA,CO,https://www.newlegacycharter.org/about/
NEW LEGACY CHARTER SCHOOL,AURORA,CO,https://www.newlegacycharter.org/
LOOKOUT MOUNTAIN,GOLDEN,CO,https://www.visitgolden.com/places-to-go/lookout-mountain/
ENDEAVOR ACADEMY,CENTENNIAL,CO,https://www.cherrycreekschools.org/endeavoracademy
NORTH FORK SCHOOL OF INTEGRATED STUDIES,PAONIA,CO,https://nfsis.deltaschools.com/en-US
BRIDGEWATER-EMERY ELEMENTARY - 02,BRIDGEWATER,SD,https://www.bridgewater-emery.com/
ISLANDS ACADEMY,BEAUFORT,SC,http://www.hhiacademy.com/
NEXTON ELEMENTARY,SUMMERVILLE,SC,https://www.bcsdschools.net/Domain/334
GOLDEN FIELDS SCHOOL,SOUTH JORDAN,UT,https://goldenfields.jordandistrict.org/
FRED ROBERTS MIDDLE,HOUSTON,TX,https://roberts.pasadenaisd.org/
MARSHALL KENDRICK MIDDLE,PASADENA,TX,https://kendrick.pasadenaisd.org/
NEXT HIGH,GREENVILLE,SC,https://www.nexthighschool.org/
BLACKSTONE VALLEY PREP ELEMENT,LINCOLN,RI,https://blackstonevalleyprep.org/
ACHIEVEMENT FIRST ILUMINAR,PROVIDENCE,RI,https://www.achievementfirst.org/school/achievement-first-iluminar-mayoral-academy-elementary-school/
RISE PREP MAYORAL ACADEMY,WOONSOCKET,RI,https://www.riseprepri.org/
EVOLUTIONS HIGH SCHOOL,PROVIDENCE,RI,https://www.wpri.com/news/local-news/providence/providence-to-close-evolutions-high-school-lay-off-district-staff/
WESTERLY INCLUSION PRESCHOOL P,WESTERLY,RI,https://www.westerly.k12.ri.us/preschool
FREEDOM AREA MS,FREEDOM,PA,https://www.freedomareaschools.org/Domain/69
FREEDOM AREA EL SCH,FREEDOM,PA,https://www.freedomareaschools.org/Domain/152
EAST SHORE ONLINE,OREM,UT,https://eastshore.alpineschools.org/
EDISON PREP,YODER,CO,https://www.edison54jt.org/Page/17
EARLY COLLEGE ACADEMY,GREELEY,CO,https://www.greeleyschools.org/eca
STEAMBOAT SPRINGS EARLY CHILDHOOD CENTER,STEAMBOAT SPRINGS,CO,http://ssps.steamboatschools.net/en-US
WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,WINDSOR,CO,https://www.windsorcharteracademy.org/
DARCEY SCHOOL,CHESHIRE,CT,http://www.cheshire.k12.ct.us/darcey
COBDEN ELEM SCHOOL,COBDEN,IL,https://www.cobdenappleknockers.com/
PANTHER VALLEY JSHS,LANSFORD,PA,http://pvhs.sharpschool.net/home
PANTHER VALLEY INTERMEDIATE SCH,LANSFORD,PA,http://pvms.sharpschool.net/
HOLIDAY PARK EL SCH,PITTSBURGH,PA,https://www.pbsd.net/holidayparkelementary_home.aspx
HAMILTON TWP EL SCH,SCIOTA,PA,https://hamilton.sburg.org/
WALLACE EL SCH,YORK,PA,https://www.dasd.org/bw
EAST JUNIOR HIGH SCHOOL,BOISE,ID,https://east.boiseschools.org/
TRI-STATE STEM+M EARLY COLLEGE HIGH SCHOOL,SOUTH POINT,OH,https://www.tristatestem.com/
JOHN MARSHALL SCHOOL OF ENGINEERING,CLEVELAND,OH,https://www.clevelandmetroschools.org/JMSOE
HARRIS CO JJAEP,HOUSTON,TX,https://hcjpd-edu.harriscountytx.gov/
BAILLY PREPARATORY ACADEMY,GARY,IN,https://www.garycsc.k12.in.us/category/bailly/
KNOX COUNTY CAREER CENTER 4,MOUNT,OH,http://www.knoxcc.org/
FINDLAY LEARNING CENTER,FINDLAY,OH,https://fcs.org/findlay-learning-center/
STEM BRIDGE SCHOOL (THE),BRONX,NY,https://www.thesteambridgeschool.org/
ROSE M SINGER CENTER,EAST ELMHURST,NY,https://www.cobanyc.org/rose-m-singer-center
QUEENS SCHOOL FOR LEADERSHIP (THE),JAMAICA,NY,https://www.schools.nyc.gov/schools/Q349
SUGAR GROVE ELEMENTARY SCHOOL,TERRE HAUTE,IN,https://www.centergrove.k12.in.us/Domain/720
GOSHEN ELEMENTARY,EDWARDSVILLE,IL,http://ecusd7.org/goshen/
WILLOWBROOK HIGH SCHOOL,VILLA PARK,IL,https://www.dupage88.net/wbhs
BARACK OBAMA SCH OF LDERSHIP,CHICAGO HEIGHTS,IL,https://www.sd163.com/o/barack-obama-school
P A S S LEARNING CTR,DALLAS,TX,https://schools.texastribune.org/districts/mesquite-isd/pass-learning-center/
ROCKLAND PSYCHIATRIC CENTER,ORANGEBURG,NY,https://omh.ny.gov/omhweb/facilities/rppc/
BRONX CHARTER SCHOOL FOR BETTER LEARNING II,BRONX,NY,https://www.bronxbetterlearning.org/
CHARTER SCHOOL OF INQUIRY,BUFFALO,NY,http://csicharter.org/
HEAD START PROGRAM,ENFIELD,CT,https://www.benefits.gov/benefit/1901
STOREFRONT ACADEMY CHARTER SCHOOL,BRONX,NY,https://www.storefrontacademycs.org/
WILLIAMSON CO J J A E P,GEORGETOWN,TX,https://www.wilco.org/Department/Juvenile-Services
J J A E P,MCALLEN,TX,https://access.tarrantcounty.com/en/juvenile-services/division-listing/jjaep.html
CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,BRONX,NY,https://www.chslsj.org/
CAP DIST JUVENILE SECURE DETENTION,ALBANY,NY,https://cdrpc.org/programs/cdyci
WARREN STREET ACADEMY,HUDSON,NY,http://warrenstreetacademy.weebly.com/
LIVINGSTON COUNTY JAIL,GENESEO,NY,https://www.livingstoncounty.us/247/Corrections
EAST LOWER SCHOOL,ROCHESTER,NY,https://www.rcsdk12.org/east
INNOVATIONS HIGH SCHOOL,RENO,NV,https://www.washoeschools.net/innovations
LAS MONTANAS CHARTER,LAS CRUCES,NM,https://www.lasmontanashigh.com/
MCANDREW EL,SAN ANTONIO,TX,https://www.nisd.net/mcandrew
DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,NAVAJO,NM,http://www.deapschool.org/
PINE KNOT PRIMARY SCHOOL,PINE KNOT,KY,https://www.mccreary.k12.ky.us/4/home
SOUTHERN ELEMENTARY SCHOOL,FALMOUTH,KY,https://www.pulaski.net/3/home
VICTOR J ANDREW HIGH SCHOOL,ORLAND HILLS,IL,https://www.d230.org/Andrew
MOORINGSPORT ELEMENTARY SCHOOL,MOORINGSPORT,LA,https://mooringsport.wixsite.com/mooringsport
CARTER CITY ELEMENTARY SCHOOL,GRAYSON,KY,https://www.cartercountyschools.org/our-schools
FAMILY CARE CENTER,LEXINGTON,KY,https://www.lexingtonky.gov/family-care-center
BOSSIER ELEMENTARY SCHOOL,BOSSIER CITY,LA,https://www.bossierschools.org/bossiere
SAN ANGELO STATE SCHOOL,WATER VALLEY,TX,https://www.tshaonline.org/handbook/entries/san-angelo-state-school
WEST AMWELL TWP SCHOOL,LAMBERTVILLE,NJ,http://was.shrsd.org/
COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,PLAINFIELD,NJ,https://collegeachievecentral.org/
EMPOWERMENT ACADEMY CHARTER SCHOOL,JERSEY CITY,NJ,https://empacad.org/
COMMUNITY MIDDLE SCHOOL,BOUND BROOK,NJ,http://www.west-windsor-plainsboro.k12.nj.us/schools/community_middle_school
LAFAYETTE ELEMENTARY SCHOOL,BOUND BROOK,NJ,https://www.wayneschools.com/Domain/464
HENRY L. BONSALL FAMILY SCHOOL,CAMDEN,NJ,http://www.dvrbs.com/camden-school/camdennj-school-bonsall.htm
NORTH PLAINFIELD MIDDLE SCHOOL,NORTH PLAINFIELD,NJ,https://npms.nplainfield.org/
INDRA HOUSE,GRAND ISLAND,NE,https://www.gips.org/copy-of-foundation/duplicate-of-grants/duplicate-of-indra.html
HOMELINK RIVER,BATTLE GROUND,WA,https://riv.battlegroundps.org/
HOLDREGE ELEMENTARY SCHOOL,HOLDREGE,NE,https://www.dusters.org/topics/elementary-school/
LPS CAREER ACADEMY,LINCOLN,NE,https://home.lps.org/tca/
PRAIRIE QUEEN ELEMENTARY,PAPILLION,NE,https://www.plcschools.org/PrairieQueen
W R ODELL ELEMENTARY,CONCORD,NC,https://www.cabarrus.k12.nc.us/odell35
ILLINOIS YOUTH CENTER-WARRENVILLE,WARRENVILLE,IL,https://www2.illinois.gov/idjj/Pages/Warrenville_IYC.aspx
CHINA PRIMARY SCHOOL,CHINA,ME,https://cps.rsu18.org/contact/
THERRELL HIGH SCHOOL,ATLANTA,GA,https://www.atlantapublicschools.us/therrell
SCINTILLA CHARTER ACADEMY,VALDOSTA,GA,https://scintillacharteracademy.com/
HALL-DALE HIGH SCHOOL,FARMINGDALE,ME,https://www.kidsrsu.org/o/hdmhs
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,MACON,GA,https://muscogee.k12.ga.us/Schools/MLK
SOUTHFIELD ELEMENTARY SCHOOL,MACON,GA,http://bibbcountysdsouthfield.ss19.sharpschool.com/
MCALLISTER ELEMENTARY SCHOOL,RICHMOND HILL,GA,https://www.bryan.k12.ga.us/o/mes
TE TSU GEH OWEENGE DAY SCHOOL,SANTA FE,NM,https://www.tetsugehoweengehschool.com/
SAVANNAH EARLY COLLEGE HIGH SCHOOL,SAVANNAH,GA,https://spwww.sccpss.com/schools/sec/Pages/default.aspx
PEACHCREST ELEMENTARY SCHOOL,DECATUR,GA,http://www.peachcrestes.dekalb.k12.ga.us/
JORDAN MIDDLE SCHOOL,LAWRENCEVILLE,GA,https://www.gcpsk12.org/jordanms
GRAVES ELEMENTARY SCHOOL,NORCROSS,GA,https://www.gcpsk12.org/GravesES
DISCOVERY HIGH SCHOOL,LAWRENCEVILLE,GA,https://www.gcpsk12.org/DiscoveryHS
ALTERNATIVE EDUCATION CENTER AT LAMAR,AUGUSTA,GA,https://www.rcboe.org/alternative
A W BROWN - F L A EARLY CHILDHOOD CAMPUS,DALLAS,TX,https://www.awbrown.org/
PERFORMANCE LEARNING CENTER,AUGUSTA,GA,https://www.rcboe.org/Domain/63
FINEGAYAN ELEMENTARY SCHOOL,DEDEDO,GU,https://finelementary.weebly.com/
EVIT - RED MOUNTAIN HIGH SCHOOL,MESA,AZ,http://www.mpsaz.org/rmhs/services/counseling/evit2/
OKKODO HIGH SCHOOL,DEDEDO,GU,http://www.okkodohighschool.net/
