ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
02003F,US PUBLIC HEALTH SERVICE HOSP,AK,ANCHORAGE,https://www.usphs.gov/,,
02009F,US NAVAL HOSP,AK,ANCHORAGE,,,
02010F,US NAVY STATION HOSP,AK,KODIAK,,,
02011F,US AIR FORCE DISPENSARY,AK,KENAI,,,
02012F,US AIR FORCE HOSP,AK,FAIRBANKS,,,
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,AK,BARROW,https://arcticslope.org/services/hospital-services/,https://arcticslope.org/services/hospital-services/ssmh-chargemaster/,
024002,ALASKA PSYCHIATRIC INSTITUTE,AK,ANCHORAGE,https://dfcs.alaska.gov/API/Pages/default.aspx,,
03001E,CRIPPLED CHILDRENS HOSP,AZ,PHOENIX,,,
03002E,"UNIVERSITY PHYSICIANS HOSPITAL AT KINO, THE",AZ,TUCSON,,,
03004F,US AIR FORCE HOSP,AZ,TUCSON,https://www.luke.af.mil/,,
03005F,US AIR FORCE HOSP - CLOSED,AZ,GLENDALE,https://www.luke.af.mil/,,
03006F,US AIR FORCE HOSP,AZ,CHANDLER,https://www.luke.af.mil/,,
030071,FORT DEFIANCE INDIAN HOSPITAL,AZ,FORT DEFIANCE,https://www.fdihb.org/tsehootsooi,,
030074,SELLS HOSPITAL,AZ,SELLS,https://www.ihs.gov/tucson/healthcarefacilities/sellshospital/,,
030077,SAN CARLOS APACHE HEALTHCARE,AZ,PERIDOT,https://www.scahealth.org/,,
030078,PHOENIX INDIAN MEDICAL CENTER,AZ,PHOENIX,https://www.ihs.gov/phoenix/index.cfm/healthcarefacilities/phoenix/,,
03007F,US ARMY HOSP,AZ,FORT HUACHUCA,,,
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,CHINLE,https://www.ihs.gov/navajo/index.cfm/healthcarefacilities/chinle/,,
030113,WHITERIVER PHS INDIAN HOSPITAL,AZ,WHITERIVER,https://www.ihs.gov/phoenix/index.cfm/healthcarefacilities/whiteriver/,,
03011F,FT APACHE P H S INDIAN HOSP,AZ,WHITERIVER,https://www.ihs.gov/phoenix/healthcarefacilities/whiteriver/,,
03012F,VA HOSP CARL T HAYDEN VA MEDICAL CENTER,AZ,PHOENIX,https://www.va.gov/phoenix-health-care/locations/carl-t-hayden-veterans-administration-medical-center/,,
030137,SANTA CRUZ VALLEY REGIONAL HOSPITAL,AZ,GREEN VALLEY,https://scvrhaz.com/,,
03013F,VA HOSP SOUTHERN ARIZONA HEALTHCARE SYSTEM,AZ,TUCSON,https://www.va.gov/southern-arizona-health-care/,,
030143,HEART HEALTH CENTER LLC,AZ,PHOENIX,,,
030144,THE EYE CLINIC,AZ,COTTONWOOD,https://arizonaeyeclinic.com/,,
030145,FOREST CANYON ENDOSCOPY & SURGERY CENTER PC,AZ,FLAGSTAFF,,,
030149,"HEART AND VASCULAR SURGICAL CENTER, LLC",AZ,MESA,https://www.pimaheartandvascular.com/,,
03014F,VA HOSP,AZ,PRESCOTT,https://www.va.gov/northern-arizona-health-care/,,
030150,PEAK SURGERY CENTER OF AVONDALE,AZ,AVONDALE,https://www.peakheart.com/,,
030151,THE MINIMALLY INVASIVE SPINE SURGERY CENTER OF PAR,AZ,PHOENIX,https://spineorthopv.com/,,
03020F,US ARMY HOSP,AZ,YUMA,,,
03022E,MAGMA COPPER CORP HOSP,AZ,SUPERIOR,,,
03027E,FRANKLIN HOSP,AZ,PHOENIX,,,
03028E,ARIZONA STATE ELKS ASSN HOSP,AZ,TUCSON,https://arizonaelksassociation.org/,,
03029E,BAGDAD HOSP,AZ,BAGDAD,,,
03030E,UNIVERSITY STUDENT HLTH UNIT,AZ,TUCSON,https://health.arizona.edu/,,
03032E,SAN MANUEL DIV HOSP-MAGMA COPPER CO,AZ,SAN MANUEL,,,
03033F,VA HOSPITAL NORTHERN ARIZONA HEALTHCARE SYSTEM,AZ,PRESCOTT,https://www.va.gov/northern-arizona-health-care/,,
031302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",AZ,WILLCOX,https://www.ncch.net/getpage.php?name=index_home,,
031305,HOPI HEALTH CARE CENTER,AZ,POLACCA,https://www.ihs.gov/phoenix/healthcarefacilities/hopi/,,
031307,PARKER INDIAN HEALTH CENTER,AZ,PARKER,https://www.ihs.gov/phoenix/healthcarefacilities/coloradoriver/,,
031308,HUHU KAM MEMORIAL HOSPITAL,AZ,SACATON,https://grhc.org/,,
031315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,AZ,SPRINGERVILLE,https://www.wmrmc.com/,,
031317,LA PAZ REGIONAL HOSPITAL,AZ,PARKER,https://www.lapazhospital.org/,,
032000,PAM HEALTH SPECIALTY HOSPITAL OF SURPRISE,AZ,SURPRISE,https://pamhealth.com/,,
033038,"GLOBALREHAB - SCOTTSDALE, LLC",AZ,SCOTTSDALE,https://www.honorhealth-rehab.com/,,
033039,PAM HEALTH REHABILITATION HOSPITAL OF SURPRISE,AZ,SURPRISE,https://pamhealth.com/,,
034021,ARIZONA STATE HOSPITAL,AZ,PHOENIX,https://www.azdhs.gov/az-state-hospital/index.php,,
034027,CHANGEPOINT PSYCHIATRIC HOSPITAL,AZ,LAKESIDE,https://www.mychangepoint.org/,,
034033,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,AZ,TUCSON,https://cornerstoneeldorado.com/,,
034037,TALAS HARBOR AT BULLHEAD CITY,AZ,BULLHEAD CITY,https://www.talasharbor.com/,,
034039,TALAS HARBOR AT BUCKEYE,AZ,PHOENIX,https://www.talasharbor.com/,,
040029,"CONWAY REGIONAL MEDICAL CENTER, INC",AR,CONWAY,https://www.conwayregional.org/,,
040039,ARKANSAS METHODIST MEDICAL CENTER,AR,PARAGOULD,https://www.myammc.org/,,
04008F,US AIR FORCE HOSP,AR,BLYTHEVILLE,,,
04009F,VA HOSP,AR,FAYETTEVILLE,https://www.va.gov/fayetteville-arkansas-health-care/locations/fayetteville-va-medical-center/,,
04010F,VA HOSP,AR,LITTLE ROCK,,,
04011F,VA HOSP,AR,NORTH LITTLE ROCK,,,
04013F,US AIR FORCE DISPENSARY,AR,LITTLE ROCK,,,
040157,"CENTERVIEW SURGERY CENTER, LLC",AR,LITTLE ROCK,https://arkansasurology.com/,,
040158,LEGACY SURGERY CENTER,AR,LITTLE ROCK,https://legacyneuro.com/,,
04020E,ARKANSAS CHILDRENS COLONY HOSP,AR,CONWAY,https://www.archildrens.org/,,
04022E,SMITH HOSP,AR,BRADFORD,,,
041304,EUREKA SPRINGS HOSPITAL COMMISSION,AR,EUREKA SPRINGS,https://www.eurekaspringshospital.com/,,
041306,"IZARD COUNTY MEDICAL CENTER, LLC",AR,CALICO ROCK,https://izard.co/,,
041309,LAWRENCE MEMORIAL HOSPITAL,AR,WALNUT RIDGE,https://www.lawrencememorial.info/,,
041314,"DEWITT HOSPITAL & NURSING HOME, INC",AR,DE WITT,https://www.dewitthealth.org/,,
041326,DELTA MEMORIAL HOSPITAL,AR,DUMAS,https://clients.fasthealth.com/,,
043034,SOUTHEAST REHABILITATION HOSPITAL,AR,LAKE VILLAGE,https://www.lakevillageclinic.com/,,
05001E,CALIFORNIA STATE POLYTECHNIC COL HOSP,CA,SAN LUIS OBISPO,,,
230239,MYMICHIGAN MEDICAL CENTER-SAULT,MI,SAULT SAINTE MARIE,https://www.mymichigan.org/,https://www.mymichigan.org/patients-visitors/billing-insurance/cost-estimates/,
23036F,US PUBLIC HEALTH SERVICE HOSP,MI,DETROIT,https://www.usphs.gov/,,
23037F,JOHN D DINGELL VETERAN AFFAIRS MED CTR,MI,DETROIT,https://www.va.gov/detroit-health-care/,,
231308,MUNISING MEMORIAL HOSPITAL,MI,MUNISING,https://munisingmemorial.org/,https://munisingmemorial.org/credit-collection-policy/,
231312,SHERIDAN COMMUNITY HOSPITAL,MI,SHERIDAN,https://www.sheridanhospital.com/,https://www.sheridanhospital.com/patient-portal/,
231334,PROMEDICA HERRICK HOSPITAL,MI,TECUMSEH,,,
232021,SELECT SPECIALTY HOSPITAL - MUSKEGON,MI,MUSKEGON,,,
232039,PIONEER SPECIALTY HOSPITAL,MI,PONTIAC,https://www.pioneerspecialityhospital.com/,,
234025,CARO CENTER,MI,CARO,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/caro-center_2,,
234026,KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL,MI,KALAMAZOO,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/kalamazoo-psychiatric-hospital_1,,
234035,WALTER P REUTHER PSYCHIATRIC HOSPITAL,MI,WESTLAND,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/Walter-P-Reuther-Psychiatric-Hospital,,
234040,SAMARITAN BEHAVIORAL CENTER,MI,DETROIT,https://samaritancenterdetroit.org/,,
234041,THE CENTER FOR FORENSIC PSYCHIATRY,MI,SALINE,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/center-for-forensic-psychiatry,,
234042,THE BEHAVIORAL CENTER OF MICHIGAN,MI,WARREN,https://www.behavioralcenter.com/,,
234044,BRIGHTWELL BEHAVIORAL HEALTH,MI,EAST LANSING,https://brightwellbehavioral.com/,,
234045,BEAUMONT BEHAVIORAL HEALTH,MI,DEARBORN,https://beaumontbh.com/,,
239808,SAINT MARY'S HEALTH CARE,MI,GRAND RAPIDS,https://www.urgentcaremedicals.com/center/3808/st-marys-health-care/,,
239809,SPECTRUM HEALTH ADULT SOLID ORGAN TRANSPLANT PROGR,MI,GRAND RAPIDS,https://www.spectrumhealth.org/,,
24002F,VA HOSP,MN,SAINT CLOUD,https://www.va.gov/st-cloud-health-care/,,
24003F,VETERANS AFFAIRS MEDICAL CENTER,MN,MINNEAPOLIS,https://www.va.gov/minneapolis-health-care/,,
240056,RIDGEVIEW MEDICAL CENTER,MN,WACONIA,https://www.ridgeviewmedical.org/,,
240206,RED LAKE HOSPITAL A,MN,REDLAKE,https://www.ihs.gov/bemidji/healthcarefacilities/redlake/,,
241311,RIDGEVIEW SIBLEY MEDICAL CENTER,MN,ARLINGTON,https://www.ridgeviewmedical.org/,,
241322,RAINY LAKE MEDICAL CENTER,MN,INTERNATIONAL FALLS,https://rainylakemedical.com/,https://search.hospitalpriceindex.com/hpi2/hospital/RainyLake/8047or,
241327,SLEEPY EYE MUNICIPAL HOSPITAL,MN,SLEEPY EYE,https://semedicalcenter.org/,,
241337,NORTH VALLEY HEALTH CENTER,MN,WARREN,https://www.northvalleyhealth.org/,,
241339,HENDRICKS COMMUNITY HOSPITAL,MN,HENDRICKS,https://www.hendrickshosp.org/,,
241352,MAYO CLINIC HEALTH SYSTEM-SPRINGFIELD,MN,SPRINGFIELD,,,
241358,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL,MN,CASS LAKE,https://www.ihs.gov/bemidji/index.cfm/healthcarefacilities/casslake/,,
241375,RIDGEVIEW LESUEUR LONG TERM CARE AND REHAB CENTER,MN,LE SUEUR,https://www.ridgeviewmedical.org/,,
241991,BEACON HAVEN,MN,NEW BRIGHTON,https://beaconhaven.org/,,
243300,GILLETTE CHILDRENS SPECIALTY HOSPITAL,MN,SAINT PAUL,https://www.gillettechildrens.org/,,
244002,ANOKA-METRO REG TREATMENT CTR,MN,ANOKA,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
244005,CHILD & ADOLESCENT BEHAVIORAL HEALTH SERVICES,MN,WILLMAR,,,
244011,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,MN,ANNANDALE,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
244012,COMM BEHAVIORAL HEALTH HOSP,MN,ALEXANDRIA,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
244013,COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,MN,FERGUS FALLS,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
244014,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,MN,BEMIDJI,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
244016,PRAIRIECARE,MN,BROOKLYN PARK,https://www.prairie-care.com/locations/maplewood/,,
244017,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,MN,ROCHESTER,https://mn.gov/dhs/people-we-serve/adults/services/direct-care-treatment/programs-services/community-behavioral-health-hospitals/,,
249802,ABBOTT NORTHWESTERN ORGAN TRANSPLANT HOSPITAL,MN,MINNEAPOLIS,https://www.midwestkidneynetwork.org/,,
249803,ST MARYS HOSPITAL ORGAN TRANSPLANT,MN,ROCHESTER,https://www.midwestkidneynetwork.org/,,
250012,ALLIANCE HEALTHCARE SYSTEM,MS,HOLLY SPRINGS,https://www.alliancehcs.org/,,
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,MS,JACKSON,https://www.stdom.com/,https://www.stdom.com/patients-and-visitors/patient-guide/pricing,
250049,BEACHAM MEMORIAL HOSPITAL,MS,MAGNOLIA,https://beachammemorial.org/,,
250061,YALOBUSHA GENERAL HOSPITAL,MS,WATER VALLEY,http://yalobushageneral.com/,http://yalobushageneral.com/services/,
250069,RUSH FOUNDATION HOSPITAL,MS,MERIDIAN,https://www.ochsnerrush.org/,,
250127,CHOCTAW HEALTH CENTER,MS,PHILADELPHIA,https://www.choctawhealthcenter.org/,,
250131,QUITMAN COUNTY HOSPITAL & NH,MS,MARKS,,,
250134,WHITFIELD MEDICAL SURGICAL HOSPITAL,MS,WHITFIELD,https://www.msh.state.ms.us/,,
250163,PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY,MS,RALEIGH,,,
250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,MS,OLIVE BRANCH,https://www.methodisthealth.org/,,
250169,COMPREHENSIVE PAIN MANAGEMENT LLC,MS,TUPELO,https://yourpaincenter.com/,,
25039F,US AIR FORCE HOSP,MS,BILOXI,https://keesler.tricare.mil/,,
25041F,US AIR FORCE HOSP,MS,COLUMBUS,,,
25042F,VA MEDICAL CENTER GULFPORT,MS,GULFPORT,https://www.va.gov/gulf-coast-health-care/locations/biloxi-va-medical-center/,,
25043F,GV MONTGOMERY VA MEDICAL CENTER,MS,JACKSON,https://www.va.gov/jackson-health-care/locations/gv-sonny-montgomery-department-of-veterans-affairs-medical-center/,,
25077F,US PUBLIC HEALTH SERVICE INDIAN HOSP,MS,PHILADELPHIA,https://www.ihs.gov/,,
25078E,MC COMB CITY HOSP,MS,MC COMB,https://www.mccomb-ms.gov/,,
25086E,EYE EAR NOSE & THROAT HOSP,MS,GULFPORT,https://www.mentsa.com/,,
25092E,NATCHEZ CHARITY HOSP-,MS,NATCHEZ,,,
251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,MS,CHARLESTON,https://mytgh.com/,,
251319,HOLMES COUNTY HOSPITAL AND CLINICS,MS,LEXINGTON,,,
251320,CLAIBORNE COUNTY HOSPITAL,MS,PORT GIBSON,https://www.ccmcms.us/,,
251338,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,MS,ROLLING FORK,https://www.simedical.org/,,
251339,QUITMAN COMMUNITY HOSPITAL,MS,MARKS,https://www.qchospital.org/,,
254008,SOUTH MISSISSIPPI STATE HOSPITAL,MS,PURVIS,https://www.smsh.ms.gov/,,
254009,NORTH MISSISSIPPI STATE HOSPITAL,MS,TUPELO,https://www.nmsh.state.ms.us/,,
260004,COOPER COUNTY COMMUNITY HOSPITAL,MO,BOONVILLE,,,
26004F,VA HOSP,MO,KANSAS CITY,https://www.va.gov/st-louis-health-care/,,
260064,NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL,MO,MEXICO,,,
26023F,HARRY S TRUMAN MEMORIAL VETERANS HOSPITAL,MO,COLUMBIA,https://www.va.gov/columbia-missouri-health-care/locations/harry-s-truman-memorial-veterans-hospital/,,
260085,ST JOSEPH MEDICAL CENTER,MO,KANSAS CITY,https://stjosephkc.com/,https://stjosephkc.com/patients-visitors/financial-assistance/,
260321,BEACON SURGERY CENTER,MO,LEES SUMMIT,https://beaconsc.com/,,
261302,MADISON MEDICAL CENTER,MO,FREDERICKTOWN,https://madisonmedicalcenter.net/,,
261303,COMMUNITY HOSPITAL ASSOCIATION,MO,FAIRFAX,https://fairfaxmed.com/,https://fairfaxmed.com/price-transparency/,
261307,PERSHING MEMORIAL HOSPITAL,MO,BROOKFIELD,https://phsmo.org/,,
261315,PARKLAND HEALTH CENTER - BONNE TERRE,MO,BONNE TERRE,https://www.parklandhealthcenter.org/,,
