diff --dolt a/hospitals b/hospitals
--- a/hospitals @ dl43798jiee35pu8l9c52fvd2gt38v32
+++ b/hospitals @ m2epp66erpk5uuk9qpd3jmrelgvnpi9c
+---+--------+----------------------------------------------------------+---------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|   | ccn    | homepage                                                 | cdm_indirect_url                                                                                                          | cdm_url                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| < | 180067 | https://ukhealthcare.uky.edu/                            |                                                                                                                           | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| > | 180067 | https://ukhealthcare.uky.edu/                            | NULL                                                                                                                      | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| < | 180092 | https://www.clarkregional.org/                           | https://www.clarkregional.org/hospital-charges-listing                                                                    | http:/clarkregional.org/sites/clarkregional/assets/uploads/MRF%20-%20Clark_Regional_Med_Ctr_Standard_Charges_06172021%20621772321.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| > | 180092 | https://www.clarkregional.org/                           | https://www.clarkregional.org/hospital-charges-listing                                                                    | https://clarkregional.org/sites/clarkregional/assets/uploads/MRF%20-%20Clark_Regional_Med_Ctr_Standard_Charges_06172021%20621772321.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| < | 184004 | https://ukhealthcare.uky.edu/                            |                                                                                                                           | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| > | 184004 | https://ukhealthcare.uky.edu/                            | NULL                                                                                                                      | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| < | 189802 | https://ukhealthcare.uky.edu/                            |                                                                                                                           | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| > | 189802 | https://ukhealthcare.uky.edu/                            | NULL                                                                                                                      | https://cleverleypteusstatic.blob.core.windows.net/readable/616001218_university-of-kentucky-hospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| < | 190111 | https://www.wkhs.com/                                    |                                                                                                                           | https://cleverleypteusstatic.blob.core.windows.net/readable/190111_willis-knighton-health-system_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| > | 190111 | https://www.wkhs.com/                                    | NULL                                                                                                                      | https://cleverleypteusstatic.blob.core.windows.net/readable/190111_willis-knighton-health-system_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| < | 199804 | https://www.wkhs.com/                                    |                                                                                                                           | https://cleverleypteusstatic.blob.core.windows.net/readable/190111_willis-knighton-health-system_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| > | 199804 | https://www.wkhs.com/                                    | NULL                                                                                                                      | https://cleverleypteusstatic.blob.core.windows.net/readable/190111_willis-knighton-health-system_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| < | 271304 | http://mrmcfb.org/                                       | http://mrmcfb.org/financialassistance/pricingtransparency.html                                                            | http:/mrmcfb.org/../images/810348783_Missouri_River_Medical_Center_Standard_Charges_Updated_1.3.22.xlsb.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| > | 271304 | http://mrmcfb.org/                                       | http://mrmcfb.org/financialassistance/pricingtransparency.html                                                            | http://mrmcfb.org/images/810348783_Missouri_River_Medical_Center_Standard_Charges_Updated_1.3.22.xlsb.zip                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| < | 281325 | https://browncountyhospital.org/                         | https://browncountyhospital.org/patient-information/financial-information/                                                | http:/browncountyhospital.org/wp-content/uploads/470532256_brown-county-hospital_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| > | 281325 | https://browncountyhospital.org/                         | https://browncountyhospital.org/patient-information/financial-information/                                                | https://browncountyhospital.org/wp-content/uploads/470532256_brown-county-hospital_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| < | 330223 | https://stlawrencehealthsystem.org/                      | https://stlawrencehealthsystem.org/billing-and-insurance/cost-estimates-rates                                             | https://stlawrencehealthsystem.org/-/media/slh/billing/843134268_massenahospital_hospital_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| > | 330223 | https://stlawrencehealthsystem.org/                      | https://stlawrencehealthsystem.org/billing-and-insurance/cost-estimates-rates                                             | https://stlawrencehealthsystem.org/-/media/slh/billing/843134268_massenahospital_hospital_standardcharges.csv?la=en&hash=DC3EABEA4819B319BE049C2C8E394051715C9C6B                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| < | 330332 | https://www.chsli.org/                                   | https://www.chsli.org/pricing-transparency                                                                                | https://www.chsli.org/sites/default/files/2022-01/1013998426_wsnchs-north-inc.-dba-st.-joseph-hospital_standardcharges.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| > | 330332 | https://www.chsli.org/                                   | https://www.chsli.org/pricing-transparency                                                                                | https://www.chsli.org/sites/default/files/transparency/113438973_St.JosephHospital_standardcharges.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| < | 331315 | https://stlawrencehealthsystem.org/                      | https://stlawrencehealthsystem.org/billing-and-insurance/cost-estimates-rates                                             | https://stlawrencehealthsystem.org/-/media/slh/billing/464249555_gouvernuerhospital_hosptial_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| > | 331315 | https://stlawrencehealthsystem.org/                      | https://stlawrencehealthsystem.org/billing-and-insurance/cost-estimates-rates                                             | https://stlawrencehealthsystem.org/-/media/slh/billing/464249555_gouvernuerhospital_hosptial_standardcharges.csv?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| < | 340015 | https://www.novanthealth.org/                            | NULL                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| > | 340015 | https://www.novanthealth.org/                            | NULL                                                                                                                      | NULL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| < | 360032 | https://www.grandlakehealth.org/                         | https://www.grandlakehealth.org/patients-and-visitors/information-center/patient-price-list-hospitalstandardcharges.html  | https://www.grandlakehealth.org/content/documents/360032_Grand-Lake-Health-System_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| > | 360032 | https://www.grandlakehealth.org/about-us/facilities.html | https://www.grandlakehealth.org/patients-and-visitors/information-center/patient-price-list.html                          | https://www.grandlakehealth.org/content/documents/360032_Grand-Lake-Health-System_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| < | 360072 | https://www.fmchealth.org/                               | https://www.fmchealth.org/patients-visitors/billing-financial-assistance/                                                 | https://secure.compliance360.com/ext/RK3TS7y0VGc=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| > | 360072 | https://www.fmchealth.org/                               | https://www.fmchealth.org/patients-visitors/billing-financial-assistance/                                                 | https://secure.compliance360.com/ext/lNtXbHcx78U=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| < | 360150 | https://www.westernreservehospital.org/                  | https://www.westernreservehospital.org/your-charges-and-your-bill                                                         | https://doc-0k-78-docs.googleusercontent.com/docs/securesc/gh1jrea7ptbq4ni5ou3reedf45ghgd19/j6m7a50qpb8i0ohuln3ukoq5vee5peg9/1669692900000/14006090716705172771/01705918474014004343/1EXDYAlrKHx2w5KPYNRohLCTsCNcTcPJ2?e=download&ax=AEKYgyToHB44RY9yvEVGvyqHVbW8bunaNsMMeMt3gtEnldnUsw4lS5yFIA4OcxfsbzcZfBEC3CjJKghqW4TuyOa9G-gdzCqyrkkyGtE_qxRxvdb8itTfZKlrNQxkXME_dHn16zxN_ttnjjaWDYD-HQkuSZKRODIa5YSojKPRdofb1t_HufI4tKtxUnvTnzzkJUoYgJ8nEYD942l_mj71csL228m-VBaLE8DMK_lUBHA2f4qycNKRqsLPaqjiiLi-6tHRejt_cevla2N9iqKYyoIZOw03rFkqddHcJQW1jnHOeQ0aRSDv-s51fFA87RJyrH_ot2JoFRptUEd8MeSeEz6OGdfdqGw0BjrNlQ_P3wjcxX1u8DD9IAtgWe9Ky67zMZ7jMYYEOF5B8FiG1f4xVpD9FyczU-bWArvQY63Xl1V2CXf0-kaQeMwuB6CsGzYoDsxIoOeDgQeh3Lr0i23qn-X7kAz4mumQ9MTboMEX5e4ijdj6SQQUwnzQpFagVYVHNgk5JJDqft8hkctYCaX5t8IGMKqlTSilF22FOpVGk8mJ42jhPnSHcFdkveVXG28oHebChh33aerfjV6vSTecGZbllworNRT8zj4pneFFZdAym5KQ5gA1UrqBI2oUhVgk4S_pUz2qUOO12h15GiJJrHvYmFKkKtURTWo7JILtkE0IMpfCeto5qaCP8pczzaGUb6Blbe0D8EvQJWoWRswB3PD02hXPEpdAUDa88nEWZ09cC2qUARq8bHq_SAvF9TImegvQVaW93nqp5UHWju5GOFCGLf5Jb98qEtjNAgeNfoiZNnhIwRVk76chkEnF3JXcUZaxJDl9ERCzUjv_TSqU0aEdtP1KqP_RSI8Ih43539njmrSI9MdYqbE7UHEn8xJfPmN_9wJdZlvcReTLSUT5i9XPG5xeXEmQ8wWPQxCT4sJ8&uuid=86ffa26a-c890-4b67-b649-174d2da1a07d&authuser=0&nonce=67r45sbc6loo2&user=01705918474014004343&hash=mso2ls8344glb8hb1tuuvdcgrpti3q1c |
| > | 360150 | https://www.westernreservehospital.org/                  | https://www.westernreservehospital.org/your-charges-and-your-bill                                                         | https://drive.google.com/file/d/1EXDYAlrKHx2w5KPYNRohLCTsCNcTcPJ2/view?usp=sharing                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| < | 362032 | https://aultman.org/                                     | https://aultman.org/home/patients-and-visitors/insurance-and-billing/pricing/#/                                           | https://aultman.org/assets/Patients-/Pricing-Information/360084_Aultman-Hospital_StandardCharges_2022.xlsx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| > | 362032 | https://aultman.org/                                     | https://aultman.org/home/patients-and-visitors/insurance-and-billing/pricing/#/                                           | https://aultman.org/assets/Patients-/Pricing-Information/2022-Aultman-Hospital-Website-Price-List.pdf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| < | 363300 | https://www.cincinnatichildrens.org/                     | https://www.cincinnatichildrens.org/patients/resources/billing/hospital-pricing                                           | https://www.cincinnatichildrens.org/-/media/cincinnati%20childrens/home/patients/resources/billing/hospital-pricing/310833936_cincinnatichildrenshospitalmedicalcenter_standardcharges.csv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| > | 363300 | https://www.cincinnatichildrens.org/                     | https://www.cincinnatichildrens.org/patients/resources/billing/hospital-pricing                                           | https://www.cincinnatichildrens.org/-/media/cincinnati%20childrens/home/patients/resources/billing/hospital-pricing/310833936_cincinnatichildrenshospitalmedicalcenter_standardcharges.csv?la=en                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| < | 370016 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Bass-Chargemaster.ashx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| > | 370016 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Bass-Chargemaster.ashx?revision=f9a7dc82-7755-4dde-8f13-ba33fa411e37                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| < | 370028 | https://baptist.integrisok.com/                          | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Baptist-Chargemaster.ashx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| > | 370028 | https://baptist.integrisok.com/                          | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Baptist-Chargemaster.ashx?revision=619202e3-68cb-4a0e-af3f-28876083f94c                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| < | 370106 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Southwest-Chargemaster.ashx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| > | 370106 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Southwest-Chargemaster.ashx?revision=0874013c-137f-4750-bcc0-55c5420460e7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| < | 370211 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Canadian-Valley-Chargemaster.ashx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| > | 370211 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Canadian-Valley-Chargemaster.ashx?revision=34eb498f-b10b-4d7a-9aae-38d39ffa412e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
| < | 370236 | https://integrisok.com/                                  | https://integrisok.com/patient-information/pricing                                                                        | https://integrisok.com/-/media/Pricing/2021/Edmond-Chargemaster.ashx                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
