id,ein,file_name,last_updated,mrf_url,permalink,transparency_page,additional_notes
670088,27-4434451,27-4434451_baylor-scott-and-white-med-center-college-station_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/27-4434451_baylor-scott-and-white-med-center-college-station_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670108,46-4007700,46-4007700_baylor-scott-and-white-medical-center-marble-falls_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/46-4007700_baylor-scott-and-white-medical-center-marble-falls_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670128,81-3040663,81-3040663_baylor-scott-and-white-med-center-pflugerville_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/81-3040663_baylor-scott-and-white-med-center-pflugerville_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670131,81-3040663,81-3040663_baylor-scott-and-white-medical-center-buda_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/81-3040663_baylor-scott-and-white-medical-center-buda_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670136,81-3040663,81-3040663_baylor-scott-and-white-medical-center-austin_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/81-3040663_baylor-scott-and-white-medical-center-austin_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
673058,20-3749695,20-3749695_baylor-scott-and-white--medical-center-lakeway_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/20-3749695_baylor-scott-and-white--medical-center-lakeway_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670043,20-3749695,20-3749695_baylor-scott-and-white-emergency-med-ctr-cedar-park_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/20-3749695_baylor-scott-and-white-emergency-med-ctr-cedar-park_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450187,74-2519752,74-2519752_baylor-scott-and-white-medical-center-brenham_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/74-2519752_baylor-scott-and-white-medical-center-brenham_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450885,82-4052186,82-4052186_baylor-scott-and-white-medical-center-centennial_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/82-4052186_baylor-scott-and-white-medical-center-centennial_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450742,26-0194016,26-0194016_baylor-scott-and-white-medical-center-lake-pointe_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/26-0194016_baylor-scott-and-white-medical-center-lake-pointe_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
670082,75-1037591,75-1037591_baylor-scott-and-white-medical-center-mckinney_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-1037591_baylor-scott-and-white-medical-center-mckinney_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450893,26-3603862,26-3603862_baylor-scott-and-white-heart-hospital-denton_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/26-3603862_baylor-scott-and-white-heart-hospital-denton_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
450021,75-1837454,75-1837454_baylor-university-medical-center_standardcharges.csv,2022-07-01,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/patient-tools/estimate-cost-of-care/75-1837454_baylor-university-medical-center_standardcharges.csv,,https://www.bswhealth.com/patient-tools/registration-and-billing/estimate-your-cost-of-care,
