property_id,physical_address,city,zip5,sale_date,sale_price,county,state,source_url
245510400043,5250 342 COUNTY RD,SILT,81652,2018-02-22 00:00:00,525000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302300006,414 165 COUNTY RD,CARBONDALE,81623,1998-03-12 00:00:00,537500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302300005,362 165 COUNTY RD,CARBONDALE,81623,2005-10-03 00:00:00,450000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303405012,77 CRYSTAL CANYON DR,CARBONDALE,81623,2015-05-06 00:00:00,843100,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400032,283 165 COUNTY RD,CARBONDALE,81623,1987-07-10 00:00:00,135000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400010,2667 133 HWY,CARBONDALE,81623,2005-08-02 00:00:00,289000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400023,12 111 COUNTY RD,CARBONDALE,81623,2012-08-31 00:00:00,420000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303307008,115 SHADOWOOD LN,CARBONDALE,81623,1996-10-10 00:00:00,126515,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400020,2550 133 HWY,CARBONDALE,81623,2020-11-06 00:00:00,710000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400044,2551 133 HWY,CARBONDALE,81623,2018-10-05 00:00:00,785000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303308003,4144 CRYSTAL BRIDGE DR,CARBONDALE,81623,2006-12-15 00:00:00,975000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303307004,4147 CRYSTAL BRIDGE DR,CARBONDALE,81623,2004-06-15 00:00:00,152500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303328010,4062 CRYSTAL BRIDGE DR,CARBONDALE,81623,2006-02-24 00:00:00,182000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302408007,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302408006,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302408008,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
245907400002,10789 313 COUNTY RD,NEW CASTLE,81647,2006-11-21 00:00:00,785000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246311200045,828 165 COUNTY RD,CARBONDALE,81623,2006-11-20 00:00:00,4754300,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400047,NOT AVAILABLE,CARBONDALE,81623,2005-03-10 00:00:00,241000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303304003,10 CRYSTAL CANYON DR,CARBONDALE,81623,2021-04-23 00:00:00,420000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302407001,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302407002,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302406003,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400040,2510 133 HWY,CARBONDALE,81623,2006-06-30 00:00:00,840000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303328004,4034 CRYSTAL BRIDGE DR,CARBONDALE,81623,2012-06-29 00:00:00,240000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302406001,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400018,2508 133 HWY,CARBONDALE,81623,2011-12-29 00:00:00,300000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246111200009,4479 108 COUNTY RD,CARBONDALE,81623,1995-01-13 00:00:00,170000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400017,2504 133 HWY,CARBONDALE,81623,2017-05-22 00:00:00,690000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303328003,4032 CRYSTAL BRIDGE DR,CARBONDALE,81623,2013-06-27 00:00:00,937500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303304001,5145 CRYSTAL BRIDGE DR,CARBONDALE,81623,2012-05-14 00:00:00,165000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400035,2502 133 HWY,CARBONDALE,81623,2004-01-16 00:00:00,420000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303312009,922 CEDAR CREEK,CARBONDALE,81623,2004-07-27 00:00:00,217500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302406002,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400004,2429 133 HWY,CARBONDALE,81623,2019-08-01 00:00:00,1585000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400002,2395 133 HWY,CARBONDALE,81623,2018-05-25 00:00:00,424000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400012,NOT AVAILABLE,CARBONDALE,81623,2019-04-18 00:00:00,250000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400013,2496 133 HWY,CARBONDALE,81623,1990-09-28 00:00:00,229000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400014,2492 133 HWY,CARBONDALE,81623,2002-01-25 00:00:00,440000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400034,2494 133 HWY,CARBONDALE,81623,2004-04-28 00:00:00,590000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400045,420 MJN RD,CARBONDALE,81623,2005-06-30 00:00:00,235000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400046,452 MJN RD,CARBONDALE,81623,2018-02-08 00:00:00,415000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302406004,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402066,582 JACOBS PL,CARBONDALE,81623,2001-09-21 00:00:00,151100,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402065,580 JACOBS PL,CARBONDALE,81623,1998-11-12 00:00:00,128600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402014,576 JACOBS PL,CARBONDALE,81623,2002-12-19 00:00:00,192700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402053,760 SEBREE PL,CARBONDALE,81623,1998-06-19 00:00:00,118640,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402060,766 SEBREE PL,CARBONDALE,81623,2010-06-28 00:00:00,190900,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402070,574 JACOBS PL,CARBONDALE,81623,1998-12-30 00:00:00,128600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402061,633 BRIDGEWATER PL,CARBONDALE,81623,2021-12-09 00:00:00,233100,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402052,736 SEBREE PL,CARBONDALE,81623,1998-06-19 00:00:00,118200,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402050,636 BRIDGEWATER PL,CARBONDALE,81623,2009-09-29 00:00:00,194600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402051,593 JACOBS PL,CARBONDALE,81623,2018-08-27 00:00:00,226700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402056,589 JACOBS PL,CARBONDALE,81623,2012-11-30 00:00:00,187600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402057,571 JACOBS PL,CARBONDALE,81623,2010-07-08 00:00:00,181700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402069,572 JACOBS PL,CARBONDALE,81623,2002-10-23 00:00:00,160500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302407007,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302405008,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402012,568 JACOBS PL,CARBONDALE,81623,2009-09-23 00:00:00,253300,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402068,564 JACOBS PL,CARBONDALE,81623,2016-06-17 00:00:00,182000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402032,623 BRIDGEWATER PL,CARBONDALE,81623,1998-06-23 00:00:00,149450,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402039,626 BRIDGEWATER PL,CARBONDALE,81623,2016-02-02 00:00:00,236000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402067,562 JACOBS PL,CARBONDALE,81623,2019-07-19 00:00:00,192300,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303400001,2373 133 HWY,CARBONDALE,81623,2019-05-06 00:00:00,505000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402042,559 JACOBS PL,CARBONDALE,81623,2011-03-16 00:00:00,231600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402033,611 BRIDGEWATER PL,CARBONDALE,81623,2011-05-10 00:00:00,201800,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402038,620 BRIDGEWATER PL,CARBONDALE,81623,2015-04-24 00:00:00,263000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302405005,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402043,547 JACOBS PL,CARBONDALE,81623,2019-08-29 00:00:00,289900,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402010,556 JACOBS PL,CARBONDALE,81623,2003-06-26 00:00:00,199600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402059,616 BRIDGEWATER PL,CARBONDALE,81623,2004-12-06 00:00:00,157800,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402072,552 JACOBS PL,CARBONDALE,81623,2007-06-15 00:00:00,166700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402058,614 BRIDGEWATER PL,CARBONDALE,81623,2020-12-23 00:00:00,249500,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402044,541 JACOBS PL,CARBONDALE,81623,1998-11-24 00:00:00,148800,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302405009,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402071,550 JACOBS PL,CARBONDALE,81623,2014-06-11 00:00:00,163000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402036,608 BRIDGEWATER PL,CARBONDALE,81623,2004-05-27 00:00:00,200700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402045,535 JACOBS PL,CARBONDALE,81623,2007-07-19 00:00:00,252600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402008,544 JACOBS PL,CARBONDALE,81623,1999-02-24 00:00:00,165100,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303409031,460 BOYD DR,CARBONDALE,81623,2018-02-27 00:00:00,640000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246302405010,NOT AVAILABLE,CARBONDALE,81623,2017-12-22 00:00:00,3856700,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402046,523 JACOBS PL,CARBONDALE,81623,2019-09-29 00:00:00,235300,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402007,538 JACOBS PL,CARBONDALE,81623,2020-05-27 00:00:00,225600,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303409030,450 BOYD DR,CARBONDALE,81623,2018-11-30 00:00:00,700000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
244711100012,3312 306 COUNTY RD,PARACHUTE,81635,2021-10-21 00:00:00,4000000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402047,517 JACOBS PL,CARBONDALE,81623,1998-12-15 00:00:00,160000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303312019,822 LAKESIDE DR,CARBONDALE,81623,2020-12-14 00:00:00,1450000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402006,532 JACOBS PL,CARBONDALE,81623,2015-06-05 00:00:00,277000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303409029,440 BOYD DR,CARBONDALE,81623,2021-09-29 00:00:00,1255000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402074,528 JACOBS PL,CARBONDALE,81623,2021-05-18 00:00:00,253900,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
244710100068,NOT AVAILABLE,PARACHUTE,81635,2000-11-16 00:00:00,80000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303409028,430 BOYD DR,CARBONDALE,81623,2001-02-01 00:00:00,449000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303402073,526 JACOBS PL,CARBONDALE,81623,2016-01-04 00:00:00,230000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
246303409032,465 BOYD DR,CARBONDALE,81623,2021-09-24 00:00:00,879000,GARFIELD,CO,https://data-garfieldcolorado.opendata.arcgis.com/datasets/garfieldcolorado::garfield-county-parcels/
