property_id,book,page,sale_date,sale_price,physical_address,county,state,source_url
2929587220,965,349,2014-03-31 20:00:00,50000,1053 OINE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2968164142,664,459,1998-08-24 20:00:00,0,385 PETER STALLINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2040254196,863,368,2008-01-13 19:00:00,35000,132 PARRIE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2980384632,279,259,1975-12-31 19:00:00,0,498 RICHARDSON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2970333615,323,130,1978-12-31 19:00:00,0,619 ERNEST TURNER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946189490,612,114,1995-10-31 20:00:00,0,291 RIDGEWAY WARRENTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947195425,868,35,2008-04-02 20:00:00,40000,113 FITTS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2080990777,1066,564,2020-10-13 20:00:00,8000,123 STEWART PAYNE LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2989970823,993,652,2016-04-28 20:00:00,21000,256 HOLIDAY DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2869578928,440,318,1986-11-23 19:00:00,0,HWY 58,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3927051397,361,60,1980-12-31 19:00:00,0,A STREET,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2869584384,440,318,1986-11-23 19:00:00,0,HWY 58,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2869583453,440,318,1986-11-23 19:00:00,0,HWY 58,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2869586223,440,318,1986-11-23 19:00:00,0,HWY 58,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946190240,1037,543,2019-03-07 19:00:00,165000,340 RIDGEWAY WARRENTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2932135515,951,179,2013-05-14 20:00:00,10000,493 SULPHUR SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2932236186,951,182,2013-05-14 20:00:00,153000,SULPHUR SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2925217902,248,440,1971-09-23 20:00:00,0,1883 DR MARTIN LUTHER KING JR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2963454096,379,126,1982-12-31 19:00:00,15660,GREENTOWN AVE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2963338785,379,126,1982-12-31 19:00:00,2340,GREENTOWN AVE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3000533978,959,210,2013-10-24 20:00:00,12500,101 RIVERSIDE CT,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2918811477,248,61,1971-09-02 20:00:00,0,124 ROOSEVELT RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2972706547,477,56,1988-06-26 20:00:00,0,116 WHEATFIELD DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2968158935,791,731,2005-02-22 19:00:00,0,389 PETER STALLINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2955292894,520,131,1990-04-25 20:00:00,0,647 BALTIMORE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2040155129,1013,851,2017-08-07 20:00:00,0,137 PARRIE RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938941209,848,373,2007-05-21 20:00:00,0,913 US HIGHWAY 1,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2051434874,480,191,1988-08-03 20:00:00,0,2181 NC HIGHWAY 43,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2050249246,862,787,2007-12-30 19:00:00,13500,COLE FARM RD OFF,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3001424566,662,38,1998-06-25 20:00:00,88000,242 TIDEWATER DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2040421855,788,401,2004-12-19 19:00:00,0,155 RAILROAD LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938847177,1029,452,2018-08-29 20:00:00,14500,130 KING DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2040421952,788,401,2004-12-21 19:00:00,0,ON RAILROAD LANE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2981255685,980,451,2015-06-07 20:00:00,0,GILLIS ALSTON RD OFF,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956350695,819,501,2006-04-05 20:00:00,0,588 US 158 BUS E,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947121828,954,729,2013-07-21 20:00:00,0,182 READ RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956350555,819,501,2006-04-05 20:00:00,0,580 US HIGHWAY 158 BUS E,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956259418,819,501,2006-04-05 20:00:00,0,158 HWY,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947929657,447,259,1987-03-22 20:00:00,0,129 AIRPORT RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946436904,815,326,2006-01-29 19:00:00,85000,115 HOLLAND BLAND RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2071672095,1072,826,2021-01-14 19:00:00,7500,CEDARWOOD ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3917953347,574,161,1993-04-12 20:00:00,0,416 MOSBY AVE S,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3011638259,724,545,2002-05-14 20:00:00,90000,217 HEMLOCK LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3916214063,921,268,2011-07-13 20:00:00,0,913 ODELL LITTLETON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956121420,923,428,2011-09-05 20:00:00,0,104 W PLAINVIEW ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3916219243,293,132,1976-12-31 19:00:00,0,881 ODELL LITTLETON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2971797159,805,175,2005-07-10 20:00:00,0,321 GILLIS ALSTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946978347,807,269,2005-10-05 20:00:00,8000,218 WARREN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946927386,217,183,1964-01-01 00:00:00,0,EATON ST 508,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946845375,1096,209,2021-12-29 19:00:00,200000,105 E FRANKLIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2965266660,1046,578,2019-10-06 20:00:00,0,107 ALSTON ACRES RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946845246,710,117,2001-08-14 20:00:00,0,210 S MAIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946743619,307,76,1977-12-31 19:00:00,0,309 W FRANKLIN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946922238,217,183,1964-01-01 00:00:00,0,508 EATON AVE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2927412928,260,680,1973-12-31 19:00:00,6500,388 AXTELL RIDGEWAY RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2928526022,667,102,1998-09-29 20:00:00,0,183 UNION CHAPEL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2932087442,908,846,2010-09-20 20:00:00,2000,257 SULPHUR SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946965640,827,778,2006-07-25 20:00:00,12500,BUTE STREET,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2914244880,1016,209,2017-10-05 20:00:00,0,1134 TOWER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946965278,805,854,2005-08-10 20:00:00,114500,230 N BRAGG,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956071486,803,541,2005-08-04 20:00:00,25500,302 WARREN ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935198683,770,924,2004-03-23 20:00:00,35000,327 PERRYTOWN RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947498821,1082,112,2021-05-24 20:00:00,115000,203 KING RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956253204,421,133,1984-12-31 19:00:00,0,545 US HIGHWAY 158 BUS E,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938715682,,,1988-05-02 20:00:00,0,101 BOYD ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2922197856,672,654,1999-02-02 19:00:00,80000,107 MARSHALL DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956251165,339,342,1979-12-31 19:00:00,0,539 US HWY 158 BUS E,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3010887433,1028,522,2018-08-09 20:00:00,160000,180 CLUB DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2970437327,525,8,1990-07-02 20:00:00,14000,709 ERNEST TURNER RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946962379,1072,644,2021-01-11 19:00:00,140000,107 ACADEMY ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935555038,644,436,1997-09-10 20:00:00,0,1241 DR MARTIN LUTHER KING JR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2964068707,943,456,2012-12-05 19:00:00,70000,WILL CHEEK RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935472778,1043,617,2019-07-30 20:00:00,35000,DR MARTIN LUTHER KING JR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946965149,818,531,2006-03-13 20:00:00,55000,228 N BRAGG ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2954948413,919,28,2011-05-11 20:00:00,52000,WILL CHEEK RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935220415,843,830,2007-03-18 20:00:00,0,217 STAGECOACH RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935220018,622,5,1996-06-06 20:00:00,0,278 STAGECOACH RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935259918,785,888,2004-11-04 20:00:00,0,1328 DR MARTIN LUTHER KING JR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2915630576,999,125,2016-08-29 20:00:00,0,UNSOUND,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2071234428,432,294,1986-07-06 20:00:00,9000,NOCARVA RD OFF,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956121379,954,795,2013-07-22 20:00:00,0,GILLILAND ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2980386443,454,152,1987-07-23 20:00:00,0,512 RICHARDSON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956067333,287,349,1975-12-31 19:00:00,0,114 UNITY DR,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2956036771,824,750,2006-06-19 20:00:00,131000,102 N RIDGECREST DRIVE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946966309,1084,9,2021-06-23 20:00:00,31000,236 BRAGG ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2954668476,589,304,1991-12-08 19:00:00,5000,148 POWELLS MILL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938838567,820,374,2006-04-20 20:00:00,45000,301 WASHINGTON ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2916099467,875,537,2008-08-10 20:00:00,0,175 KIMBALL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2916076793,875,537,2008-08-10 20:00:00,0,137 KIMBALL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947181171,643,447,1997-08-25 20:00:00,0,146 US HIGWAY 158 BYP,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2938933526,153,288,1942-11-12 00:00:00,0,412 JERMAN LN,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946861780,990,767,2016-02-07 19:00:00,0,224 W RIDGEWAY ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2869582532,325,203,1978-12-31 19:00:00,0,58 HWY,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946820091,836,743,2006-12-05 19:00:00,13000,522 KING ST,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2990229832,432,299,1986-07-06 20:00:00,2000,660 CAPPS FARM RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2967326591,667,970,1998-10-13 20:00:00,0,609 BIG WOODS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3901172662,513,61,1990-01-02 19:00:00,0,134 CARTER HILL RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3000414843,670,173,1998-12-20 19:00:00,2000,EATON FERRY RD OFF,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2997380741,287,221,1975-12-31 19:00:00,0,258 EATON FERRY RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2932056336,799,825,2005-05-10 20:00:00,86000,398 SULPHUR SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2942037592,671,745,1999-01-28 19:00:00,65000,903 SHOCCO SPRINGS RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2976147975,642,121,1997-07-07 20:00:00,8000,897 MACON EMBRO RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3915183341,978,641,2015-04-20 20:00:00,70000,1058 ODELL LITTLETON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2947403847,482,4,1988-08-30 20:00:00,4000,802 US HIGHWAY 158 BUS W,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2909558271,433,50,1986-07-07 20:00:00,1500,379 CULPEPPER ROAD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2946819748,195,187,1958-07-15 00:00:00,0,532 EATON AVE,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
3918779806,774,196,2004-04-26 20:00:00,3000,FLEMING DAIRY RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2982332488,635,394,1997-03-25 20:00:00,0,707 GILLIS ALSTON RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2972798794,606,531,1995-07-04 20:00:00,0,1119 DAVIS BUGG RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2935571251,1035,473,2019-01-21 19:00:00,70000,118 GREENWOOD BLVD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
2990999531,964,43,2014-02-27 19:00:00,0,170 & 164 CAPPS FARM RD,WARREN,NC,https://arcgis5.roktech.net/arcgis/rest/services/Warren/RokMap/MapServer/3
