X,Y,OBJECTID,NCESID,name,address,city,state,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,lat,lon,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,website,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-8238845.4924,5011387.5509,31545,341395000800,ROBERGE ELEMENTARY SCHOOL,617 WESTWOOD AVE,RIVER VALE,NJ,07675,6241,(201) 358-4006,1,1,415,BERGEN,34003,USA,40.99353111,-74.010808293,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341395000800,2010/01/29 00:00:00,IMAGERY,2011/01/21 00:00:00,,ELEMENTARY,381,KG,05,3413950,34,10784287
-8245398.0549,4992474.0479,31546,340693000518,LINCOLN ELEMENTARY SCHOOL,BURTON & PATERSON AVES,HASBROUCK HEIGHTS,NJ,07604,,(201) 288-6150,1,1,432,BERGEN,34003,USA,40.865166489,-74.069670964,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=340693000518,2010/01/29 00:00:00,IMAGERY,2011/01/20 00:00:00,,ELEMENTARY,402,PK,05,3406930,30,10819122
-8395694.5984,5170920.2786,31547,360906000694,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,171 2ND ST,DEPOSIT,NY,13754,1397,(607) 467-2197,1,1,299,DELAWARE,36025,USA,42.0663282520001,-75.419807785,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360906000694,2010/01/29 00:00:00,IMAGERY,2010/06/21 00:00:00,http://www.depositcsd.org,HIGH,276,06,12,3609060,23,10781632
-8252748.8782,5515804.3578,31548,362574003534,SARANAC LAKE MIDDLE SCHOOL,79 CANARAS AVE,SARANAC LAKE,NY,12983,1500,(518) 891-4221,1,1,311,FRANKLIN,36033,USA,44.3245446870001,-74.135704533,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=362574003534,2010/01/29 00:00:00,IMAGERY,2010/08/20 00:00:00,http://www.slcs.org,MIDDLE,283,06,08,3625740,28,10786267
-9560062.4836,5193726.242,31549,268098507790,COMMUNITYBASED TRANSITION CENTER,811 HAZEN ST,PAW PAW,MI,49079,1078,(269) 415-0270,2,1,82,VAN BUREN,26159,USA,42.2182349220001,-85.8795024619999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=268098507790,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.vbisd.org,OTHER,70,KG,12,2680985,12,
-12337888.055,3798581.6499,31550,040880000845,FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,AZ,85750,,(520) 731-4400,1,1,373,PIMA,04019,USA,32.2683054870001,-110.833134136,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040880000845,2009/12/10 00:00:00,IMAGERY,2016/02/08 00:00:00,http://edweb.tusd1.org/Fruchthendler/,ELEMENTARY,357,PK,06,408800,16,
-10369300.6169,4200266.4127,31551,051206000973,SEQUOYAH ELEMENTARY SCHOOL,1601 W 12TH ST,RUSSELLVILLE,AR,72801,,(479) 968-2134,1,1,608,POPE,05115,USA,35.2673049430001,-93.1490122979999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=051206000973,2009/10/13 00:00:00,IMAGERY,2016/02/01 00:00:00,http://russellvilleschools.net,ELEMENTARY,569,PK,04,512060,39,
-13047922.672,3916019.5396,31552,063488012201,JOLI ANN LEICHTAG ELEMENTARY,653 POINSETTIA AVE.,VISTA,CA,92081,8113,(760) 290-2888,1,1,765,SAN DIEGO,06073,USA,33.155931052,-117.211483623,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063488012201,2011/09/30 00:00:00,IMAGERY,2011/09/30 00:00:00,http://www.smusd.org,ELEMENTARY,765,KG,05,634880,-999,
-9515380.4201,4292338.32,31553,470450001798,WHITE COUNTY HIGH SCHOOL,267 ALLEN DR,SPARTA,TN,38583,1596,(931) 836-3214,1,1,1250,WHITE,47185,USA,35.9397797560001,-85.4781166559999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470450001798,2009/10/13 00:00:00,IMAGERY,2013/05/28 00:00:00,http://www.whitecountyhighschool.com/,HIGH,1186,09,12,4704500,64,
-10628320.2527,3746902.6752,31554,483225003575,NECHES H S,1509 ACR 346,PALESTINE,TX,75803,,(903) 584-3443,1,1,116,ANDERSON,48001,USA,31.8749166920001,-95.475825275,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483225003575,2010/01/29 00:00:00,IMAGERY,2010/06/29 00:00:00,http://www.nechesisd.com,HIGH,105,09,12,4832250,11,
-11865561.0203,3744984.072,31555,480020510632,EL PASO ACADEMY WEST,201 W REDD RD,EL PASO,TX,79932,,(915) 845-7997,4,1,201,EL PASO,48141,USA,31.860279427,-106.590148192,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480020510632,2010/01/29 00:00:00,IMAGERY,2010/04/06 00:00:00,http://www.elpacademy.com,HIGH,192,09,12,4800205,9,
-10921088.8563,3021347.2695,31556,481739007038,CAPT D SALINAS II EL,333 E HWY 83,ALAMO,TX,78516,2702,(956) 783-1332,1,1,625,HIDALGO,48215,USA,26.1796406240001,-98.105810388,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481739007038,2010/01/29 00:00:00,IMAGERY,2010/04/16 00:00:00,http://www.donnaisd.net,ELEMENTARY,589,PK,05,4817390,36,
-10909483.3669,3021758.1368,31557,484496009307,BEATRIZ G GARZA MIDDLE,1111 W SUGAR CANE DR,WESLACO,TX,78596,3836,(956) 969-6774,1,1,1152,HIDALGO,48215,USA,26.1829528320001,-98.001556503,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=484496009307,2010/01/29 00:00:00,IMAGERY,2010/04/16 00:00:00,http://www.garza.wisd.us/,MIDDLE,1087,06,08,4844960,65,
-10839469.0672,3793386.2296,31558,483720004186,RIO VISTA EL,501 S CLEBURNE WHITNEY RD,RIO VISTA,TX,76093,369,(817) 373-2151,1,1,367,JOHNSON,48251,USA,32.2288336880001,-97.372607348,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483720004186,2009/10/13 00:00:00,IMAGERY,2013/02/25 00:00:00,http://www.rvisd.net,ELEMENTARY,344,PK,05,4837200,23,
-9319126.054,3860426.4939,31559,130042002610,RUTLAND HIGH SCHOOL,6250 SKIPPER RD,MACON,GA,31216,,(478) 779-3041,1,1,1079,BIBB,13021,USA,32.736845676,-83.715133689,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130042002610,2010/01/29 00:00:00,IMAGERY,2011/10/27 00:00:00,http://schools.bibb.k12.ga.us/rutlandhs,HIGH,1024,09,12,1300420,55,
-11382550.8033,4236238.0411,31560,481104005141,BLAKEMORE MIDDLE,30 JULIAN BIVINS BLVD,BOYS RANCH,TX,79010,219,(806) 534-2361,4,1,76,OLDHAM,48359,USA,35.530707008,-102.251193589,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481104005141,2010/01/29 00:00:00,IMAGERY,2010/07/13 00:00:00,http://www.boysranchisd.org,MIDDLE,65,06,08,4811040,11,
-11469717.4132,4080003.871,31561,481911001781,FARWELL H S,801 AVE G,FARWELL,TX,79325,235,(806) 481-3351,1,1,168,PARMER,48369,USA,34.3804617480001,-103.034224568,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481911001781,2009/10/13 00:00:00,IMAGERY,2010/07/13 00:00:00,http://www.farwellschools.org,HIGH,147,09,12,4819110,21,
-10877402.4026,3550565.4961,31562,480007108383,SETTLEMENT HOME,1600 PAYTON GIN RD,AUSTIN,TX,78758,,(512) 751-4534,4,1,43,TRAVIS,48453,USA,30.3650890910001,-97.713368298,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480007108383,2010/01/29 00:00:00,IMAGERY,2010/03/11 00:00:00,http://www.utcharter.org,HIGH,39,08,12,4800071,4,
-8365701.7538,4867606.6694,31563,420004000399,MULTICULTURAL ACADEMY CS,3821 N. BROAD ST.,PHILADELPHIA,PA,19140,,(215) 227-0513,1,1,295,PHILADELPHIA,42101,USA,40.0114525290001,-75.1503774779999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=420004000399,2010/01/29 00:00:00,IMAGERY/OTHER,2010/03/08 00:00:00,http://www.macs.k12.pa.us,HIGH,279,09,12,4200040,16,
-13041701.0691,4038802.7594,31564,063207011740,JUDSON & BROWN ELEMENTARY,1401 E. PENNSYLVANIA AVE.,REDLANDS,CA,92374,4734,(909) 307-2430,1,1,573,SAN BERNARDINO,06071,USA,34.07444651,-117.155594013,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063207011740,2010/01/29 00:00:00,IMAGERY,2010/05/25 00:00:00,http://www.judsonandbrown.redlandsusd.net,ELEMENTARY,553,KG,05,632070,20,
-9716557.5895,3573484.9741,31565,120051000806,PINE MEADOW ELEMENTARY SCHOOL,10001 OMAR AVE,PENSACOLA,FL,32534,1126,(850) 494-5630,1,1,1019,ESCAMBIA,12033,USA,30.542573233,-87.285321917,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120051000806,2009/10/13 00:00:00,IMAGERY,2013/05/28 00:00:00,http://www.ecsd-fl.schoolloop.comns/escambia-santa-rosa,ELEMENTARY,959,PK,05,1200510,60,
-9341615.3932,3903670.4053,31566,130372003839,KATHERINE B. SUTTON ELEMENTARY SCHOOL,1315 GA HIGHWAY 83 N,FORSYTH,GA,31029,,(478) 994-9906,1,1,632,MONROE,13207,USA,33.0630094630001,-83.917158861,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130372003839,2011/09/30 00:00:00,IMAGERY,2011/09/30 00:00:00,,ELEMENTARY,591,PK,05,1303720,41,
-10820963.9696,4543059.6545,31567,201230002017,CIRCLE GREENWICH ELEMENTARY,3250 N GREENWICH RD,WICHITA,KS,67226,,(316) 315-4000,1,1,281,SEDGWICK,20173,USA,37.742118985,-97.206373228,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=201230002017,2012/11/02 00:00:00,IMAGERY,2013/02/20 00:00:00,http://www.usd375.org/cge,ELEMENTARY,264,PK,06,2012300,17,
-11682980.0598,4797975.6577,31568,080345001740,HERITAGE ELEMENTARY SCHOOL,3350 SUMMIT VIEW PARKWAY,HIGHLANDS RANCH,CO,80126,7899,(303) 387-6725,1,1,584,DOUGLAS,08035,USA,39.530687819,-104.949995518,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080345001740,2010/01/29 00:00:00,IMAGERY,2010/08/17 00:00:00,,ELEMENTARY,555,PK,06,803450,29,
-12143365.4496,4428112.9702,31569,040061203265,NATIVE - RED VALLEY/COVE HIGH SCHOOL,NAVAJO ROUTE N13 2 MILES SOUT,TEEC NOS POS,AZ,86514,,(928) 653-4200,3,1,-999,APACHE,04001,USA,36.9210865470001,-109.08570784,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040061203265,2014/02/04 00:00:00,UNVERIFIED,2020/03/02 00:00:00,http://www.native.k12.az.us,HIGH,0,09,12,400612,-999,
-10929523.1481,3023588.5864,31570,483486012654,BUELL CENTRAL DAEP,218 E JUAREZ,PHARR,TX,78577,,(956) 354-2500,4,1,102,HIDALGO,48215,USA,26.1977078630001,-98.181576921,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483486012654,2014/02/04 00:00:00,IMAGERY,2014/05/14 00:00:00,http://psjaisd.us,HIGH,84,06,12,4834860,18,
-13158110.8221,3997959.219,31571,062250010828,CHAVEZ ELEMENTARY,730 W. THIRD ST.,LONG BEACH,CA,90802,2745,(562) 590-0904,1,1,409,LOS ANGELES,06037,USA,33.7699919410001,-118.201320616,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062250010828,2010/01/29 00:00:00,IMAGERY,2010/06/11 00:00:00,http://www.lbusd.k12.ca.us,ELEMENTARY,390,KG,05,622500,19,10790011
-13080029.8002,4044810.018,31572,061296010610,HERITAGE INTERMEDIATE,13766 S. HERITAGE CIR.,FONTANA,CA,92336,2959,(909) 357-1345,1,1,1314,SAN BERNARDINO,06071,USA,34.119133752,-117.499906863,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061296010610,2010/01/29 00:00:00,IMAGERY,2011/10/20 00:00:00,http://www.etiwanda.org,MIDDLE,1276,06,08,612960,38,
-9717829.7665,3557970.9096,31573,120051000802,MYRTLE GROVE ELEMENTARY SCHOOL,6115 LILLIAN HWY,PENSACOLA,FL,32506,3919,(850) 453-7410,1,1,561,ESCAMBIA,12033,USA,30.4224705670001,-87.296750077,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120051000802,2009/10/13 00:00:00,IMAGERY,2013/05/28 00:00:00,http://www.ecsd-fl.schoolloop.com,ELEMENTARY,519,PK,05,1200510,42,
-10774837.9784,3857548.2925,31574,481623001279,OLIVER WENDELL HOLMES HUMANITIES/COMMUNICATIONS,2001 E KIEST BLVD,DALLAS,TX,75216,3399,(972) 925-8500,1,1,854,DALLAS,48113,USA,32.715094477,-96.792016399,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481623001279,2010/01/29 00:00:00,IMAGERY,2010/03/26 00:00:00,http://www.dallasisd.org/owholmes,MIDDLE,806,06,08,4816230,48,
-9121395.9355,3253510.9102,31575,120159001703,LAKELAND SENIOR HIGH SCHOOL,726 HOLLINGSWORTH RD,LAKELAND,FL,33801,5818,(863) 499-2900,1,1,2242,POLK,12105,USA,28.035980856,-81.938893814,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120159001703,2010/01/29 00:00:00,IMAGERY,2011/10/27 00:00:00,http://www.lakelandhighschool.com/,HIGH,2125,09,12,1201590,117,
-10101653.4652,4588590.4587,31576,293114003105,KINGSTON PRIMARY,10047 DIAMOND RD,CADET,MO,63630,9581,(573) 438-4982,1,1,231,WASHINGTON,29221,USA,38.0648461870001,-90.744697027,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=293114003105,2011/09/30 00:00:00,IMAGERY,2011/09/30 00:00:00,http://www.kingston.k12.mo.us,ELEMENTARY,213,PK,02,2931140,18,
-9407203.1165,4738927.532,31577,390133605454,MOUNT AUBURN INTERNATIONAL ACADEMY,244 SOUTHERN AVE,CINCINNATI,OH,45219,3023,(513) 241-5500,1,1,520,HAMILTON,39061,USA,39.1203650800001,-84.5063434039999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=390133605454,2011/09/30 00:00:00,IMAGERY,2011/09/30 00:00:00,http://www.maia-sabis.net/,OTHER,494,KG,12,3901336,26,
-10935095.7406,3040334.8723,31578,480021111947,IDEA QUEST COLLEGE PREPARATORY,14001 N ROOTH RD,EDINBURG,TX,78541,,(956) 287-1003,1,1,789,HIDALGO,48215,USA,26.3326107620001,-98.231636371,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480021111947,2010/01/29 00:00:00,IMAGERY/OTHER,2010/05/06 00:00:00,http://www.ideapublicschools.org/Quest,HIGH,741,06,12,4800211,48,
-9349845.5023,5377642.5758,31579,263039008036,RUBEN DANIELS ADULT ED ETC,3115 MACKINAW ST,SAGINAW,MI,48602,3221,(989) 399-6700,4,1,-999,SAGINAW,26145,USA,43.429932315,-83.991091189,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=263039008036,2012/11/02 00:00:00,IMAGERY,2013/01/03 00:00:00,http://www.spsd.net,HIGH,0,09,12,2630390,0,
-10949889.3779,5003394.1659,31580,310001602235,SUCCESS ACADEMY,1912 N LAFAYETTE AVE,GRAND ISLAND,NE,68803,2045,(308) 385-5885,4,1,8,HALL,31079,USA,40.9393109910001,-98.3645298759999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=310001602235,2012/11/02 00:00:00,IMAGERY,2013/02/21 00:00:00,,NOT APPLICABLE,-999,N,N,3100016,8,
-10433066.0648,4204298.8343,31581,051113001412,PARIS MIDDLE SCHOOL,602 N TENTH ST,PARIS,AR,72855,,(479) 963-6995,1,1,351,LOGAN,05083,USA,35.296875137,-93.721827062,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=051113001412,2010/01/29 00:00:00,IMAGERY,2010/08/11 00:00:00,http://parisschools.org,MIDDLE,320,05,08,511130,31,
-13607489.5358,4543451.6596,31582,060177000043,AMELIA EARHART ELEMENTARY,400 PACKET LANDING RD.,ALAMEDA,CA,94502,6534,(510) 748-4003,1,1,667,ALAMEDA,06001,USA,37.744903596,-122.238158285,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060177000043,2009/12/10 00:00:00,IMAGERY,2016/02/08 00:00:00,http://earhart.alamedausd.ca.schoolloop.com,ELEMENTARY,643,KG,05,601770,24,
-13152248.192,4008576.7405,31583,062250002723,HOLMES ELEMENTARY,5020 BARLIN AVE.,LAKEWOOD,CA,90712,3033,(562) 633-4427,1,1,401,LOS ANGELES,06037,USA,33.8492413390001,-118.148655714,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062250002723,2010/01/29 00:00:00,IMAGERY,2010/06/11 00:00:00,,ELEMENTARY,386,KG,05,622500,15,10776212
-9790795.4619,5172931.7296,31584,170003203950,TIMBER RIDGE SCHOOL,201 S EVANSTON AVE,ARLINGTON HEIGHTS,IL,60004,6832,(847) 463-8300,2,1,99,COOK,17031,USA,42.079740841,-87.952212071,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170003203950,2010/01/29 00:00:00,IMAGERY,2010/05/07 00:00:00,,UNGRADED,85,UG,UG,1700032,14,
-9674582.6245,3960683.8589,31585,010144000516,FAIRFIELD HIGH PREPARATORY SCHOOL,610 VALLEY RD,FAIRFIELD,AL,35064,,(205) 785-5176,1,1,804,JEFFERSON,01073,USA,33.4911875390001,-86.908254391,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=010144000516,2010/01/29 00:00:00,IMAGERY,2010/03/26 00:00:00,http://www.fairfield.cybershool.com,HIGH,769,07,12,101440,35,
-12325356.7132,4161869.7656,31586,040012001812,ASPC-WINSLOW,2100 S. HWY 87,WINSLOW,AZ,86047,,(928) 289-9551,4,1,2,NAVAJO,04017,USA,34.9851977960001,-110.720563177,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040012001812,2010/01/29 00:00:00,IMAGERY,2010/08/31 00:00:00,,HIGH,2,09,12,400120,-999,
-12512926.8033,4114491.8281,31587,040021101975,TRI-CITY COLLEGE PREP HIGH SCHOOL,5522 SIDE ROAD,PRESCOTT,AZ,86301,,(928) 777-0403,1,1,221,YAVAPAI,04025,USA,34.6357595150001,-112.405533965,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040021101975,2010/01/29 00:00:00,IMAGERY/OTHER,2010/09/01 00:00:00,http://www.tricityprep.org,HIGH,221,09,12,400211,-999,
