name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
305 FINANCIAL SERVICES,CORPORATION,PA,4359 BIDDEFORD CIRCLE,DOYLESTOWN,18902,PA,4359 BIDDEFORD CIRCLE,DOYLESTOWN,18902,4500081,RONALD E. CLEMENS,OWNER,4359 BIDDEFORD CIRCLE DOYLESTOWN PA 18902 BUCKS,4359 BIDDEFORD CIRCLE DOYLESTOWN PA 18902
EXQUISITE NAILS AND SPA LLC,LLC,PA,,,,PA,914 TRENTON RD SUITE #6,FAIRLESS HILLS,19030,4500083,,,914 TRENTON RD SUITE #6 FAIRLESS HILLS PA 19030,
HORIZONTAL COMFORT,CORPORATION,PA,13 BOWMAN RD,JIM THORPE,19030,,,,,4500085,MARY JANE DRUKER,OWNER,1548 ST. RT. 903 UNIT 4 JIM THORPE PA 18229 CARBON,13 BOWMAN RD JIM THORPE PA 18229
1927 HOLDINGS LLC,LLC,PA,,,,PA,1102 WASHINGTON AVENUE UNIT 102,PHILADELPHIA,19147,4500087,,,1102 WASHINGTON AVENUE UNIT 102 PHILADELPHIA PA 19147 PHILADELPHIA,
COCHRANVILLE DISTRICT,CORPORATION,PA,946 FELLOWFIELD,ATGLEN,19310,PA,946 FALLOWFIELD ROAD,ATGLEN,19310,4500089,SAMUEL B KING,OWNER,946 FALLOWFIELD ROAD ATGLEN PA 19310 CHESTER,946 FELLOWFIELD ATGLEN PA 19310
1907 HOLDINGS LLC,LLC,PA,,,,PA,1102 WASHINGTON AVENUE UNIT 102,PHILADELPHIA,19147,4500090,,,1102 WASHINGTON AVENUE UNIT 102 PHILADELPHIA PA 19147 PHILADELPHIA,
FOLCROFT AUTO BODY,CORPORATION,PA,918 BROOK AVENUE,SECANE,19032,PA,1851 MAPLE AVE,GARAGE C FOLCROFT,19032,4500098,WILLIAM CAVALIER,OWNER,1851 MAPLE AVE GARAGE C FOLCROFT PA 19032 DELAWARE,918 BROOK AVENUE SECANE PA 19018
BAILEY GAMES,CORPORATION,PA,201 N MORGAN AVE,HAVERTOWN,19083,PA,217 N MORGAN AVE,HAVERTOWN,19083,4500107,CHRISTINA L SCHWAB,OWNER,217 N MORGAN AVE HAVERTOWN PA 19083 DELAWARE,201 N MORGAN AVE HAVERTOWN PA 19083
PENSTAN SUPPLY,CORPORATION,PA,127 COULTER AVE,ARDMORE,19003,PA,127 COULTER AVE,ARDMORE ARDMORE,19003,4500114,HAJOCA CORPORATION,OWNER,127 COULTER AVE ARDMORE ARDMORE PA 19003 MONTGOMERY,127 COULTER AVE ARDMORE PA 19003
ANDERSON'S BOOKEEPING SERVICES,CORPORATION,PA,35465 CIRCUIT DR APT 4,UNION CITY,16438,PA,35465 CIRCUIT DRIVE APT. 4,UNION CITY,16438,4500117,ANNETTE M BUELL,OWNER,35465 CIRCUIT DRIVE APT. 4 UNION CITY PA 16438 CRAWFORD,35465 CIRCUIT DR APT 4 UNION CITY PA 16438
ROBERT G CHUBOY CONTRACTING INC,CORPORATION,PA,,,,PA,387 FAYETTE CITY ROAD,PERRYOPOLIS,15473,4500119,,,387 FAYETTE CITY ROAD PERRYOPOLIS PA 15473 FAYETTE,
NJN DESIGN AND SERVICES,CORPORATION,PA,9363 BENNER RD,MEADVILLE,16335,PA,9363 BENNER ROAD,MEADVILLE MEADVILLE,16335,4500122,NICHOLAS J NAHAY,OWNER,9363 BENNER ROAD MEADVILLE MEADVILLE PA 16335 CRAWFORD,9363 BENNER RD MEADVILLE PA 16335
"C.A.R.E.S. OF WESTERN PA, INC.",CORPORATION,PA,,,,PA,115 VIP DRIVE SUITE 205,WEXFORD,15090,4500125,,,115 VIP DRIVE SUITE 205 WEXFORD PA 15090,
FAS CARGO INC,CORPORATION,PA,,,,PA,2907 BURDEN ROAD,BROOKHAVEN,19015,4500128,,,2907 BURDEN ROAD BROOKHAVEN PA 19015 DELAWARE,
MAX PORTING INTERNATIONAL,CORPORATION,PA,633 FRANKLIN ST,LANSDALE,19446,PA,633 FRANKLIN STREET,LANSDALE,19446,4500130,MOHAMMAD MIAH,OWNER,633 FRANKLIN STREET LANSDALE PA 19446 MONTGOMERY,633 FRANKLIN ST LANSDALE PA 19446
DOUBLE E THOROUGHBREDS,CORPORATION,PA,213 W 3RD AVE,WARREN,16365,PA,213 W. 3RD AVENUE,WARREN,16365,4500132,DARRYL E PIERCE,OWNER,213 W. 3RD AVENUE WARREN PA 16365 WARREN,213 W 3RD AVE WARREN PA 16365
INSTITUTE FOR AFRICAN HEALTHCARE MANAGEMENT,NONPROFIT,PA,,,,PA,"STEPHEN M. SAMMUT 300 EAST LANCASTER AVENUE, SUITE 111",WYNNEWOOD,19096,4500134,,,"STEPHEN M. SAMMUT 300 EAST LANCASTER AVENUE, SUITE 111 WYNNEWOOD PA 19096 MONTGOMERY",
"INDIAN ROCK PRODUCTS, INC.",CORPORATION,PA,,,,PA,386 HELLER ROAD,QUAKERTOWN,18951,4500137,,,386 HELLER ROAD QUAKERTOWN PA 18951 BUCKS,
GREAT BARN BREWERY,CORPORATION,PA,721 OLD PHILLY PIKE,KEMPTON,19529,PA,721 OLD PHILLY PIKE,KEMPTON,19529,4500140,PITCAIRN-FERGUSON & ASSOCIATES INC,OWNER,721 OLD PHILLY PIKE KEMPTON PA 19529 BERKS,721 OLD PHILLY PIKE KEMPTON PA 19529
"FOX AND ASSOCIATES ENGINEERING, INC.",CORPORATION,PA,,,,PA,25 BALA AVENUE SUITE 204,BALA CYNWYD,19004,4500143,JON E EDWARD,PRESIDENT,25 BALA AVENUE SUITE 204 BALA CYNWYD PA 19004 MONTGOMERY,
CERAMICS COMPOSITES AND COATINGS INCORPORATED,CORPORATION,PA,,,,PA,400 CARDINAL COURT,LANCASTER,17603,4500145,,,400 CARDINAL COURT LANCASTER PA 17603 LANCASTER,
"ROCKWATER TRAIL SERVICES, LLC",LLC,PA,,,,PA,13 JOHNSTON STREET,CRAFTON,15205,4500149,,,13 JOHNSTON STREET CRAFTON PA 15205 ALLEGHENY,
CRYSTALFRUIT,CORPORATION,PA,477 DARBY,PAOLI,19301,PA,477 DARBY,PAOLI,19301,4500151,JOHN NGUYEN,OWNER,477 DARBY PAOLI RD PAOLI PA 19301 CHESTER,477 DARBY PAOLI RD PAOLI PA 19306
VR WIRELESS SYSTEMS INC,CORPORATION,PA,,,,PA,326 TARA HILLS DRIVE,STROUDSBURG,18360,4500153,,,326 TARA HILLS DRIVE STROUDSBURG PA 18360 MONROE,
GUYS AUTO CLINIC INC.,CORPORATION,PA,,,,PA,6100 WEST JEFFERSON STREET,PHILADELPHIA,19151,4500155,,,6100 WEST JEFFERSON STREET PHILADELPHIA PA 19151 PHILADELPHIA,
"WINGS OF HOPE EVENTS, INC.",NONPROFIT,PA,,,,PA,302 N. WELSH DR,DOUGLASSVILLE,19518,4500158,,,302 N. WELSH DR DOUGLASSVILLE PA 19518 BERKS,
"THE CORPORATE ADVOCATES, P.C.",CORPORATION,PA,,,,PA,5 HOT METAL STREET SUITE 202,PITTSBURGH,15203,4500167,,,5 HOT METAL STREET SUITE 202 PITTSBURGH PA 15203 ALLEGHENY,
"FREEDOM ATM, LLC",LLC,PA,,,,PA,1007 SUMMIT ROAD,TEMPLE,19560,4500175,,,1007 SUMMIT ROAD TEMPLE PA 19560 BERKS,
OXFORD HOME MAINTENANCE LLC,LLC,PA,,,,,,,,4500178,,,%REGISTERED AGENTS INC MONTGOMERY,
"TAILS OF HOPE, INC",NONPROFIT,PA,2450 HOEZIE RD,HERMITAGE,16146,PA,"7 WEST STATE STREET, SUITE 301",SHARON,16146,4500184,SANDI BROSS,TREASURER,"7 WEST STATE STREET, SUITE 301 SHARON PA 16146 MERCER",2450 HOEZIE RD HERMITAGE PA 16148
"KRICK PROPERTIES, LLC",LLC,PA,,,,PA,1606 WHITFIELD BLVD,READING,19609,4500190,,,1606 WHITFIELD BLVD READING PA 19609 BERKS,
NEW BEGINNINGS BAPTIST CHURCH OF MOSHANNON VALLEY,NONPROFIT,PA,,,,PA,183 LOGAN STREET,OSCEOLA MILLS,16666,4500193,,,183 LOGAN STREET OSCEOLA MILLS PA 16666 CLEARFIELD,
BRICK PORCH PRODUCTIONS LLC,LLC,PA,,,,PA,2547 NORTH 17TH STREET,PHILADELPHIA,19132,4500196,,,2547 NORTH 17TH STREET PHILADELPHIA PA 19132 PHILADELPHIA,
"JACKS LINCOLN, LLC",LLC,PA,,,,PA,706 HOOD BLVD,FAIRLESS HILLS,19030,4500200,,,706 HOOD BLVD FAIRLESS HILLS PA 19030 BUCKS,
CHILDSHINE,NONPROFIT,PA,,,,PA,333 CHERRY STREET EAST,GREENVILLE,18041,4500202,,,333 CHERRY STREET EAST GREENVILLE PA 18041 MONTGOMERY,
"VICTORY THERAPEUTIC HORSEMANSHIP, INC.",NONPROFIT,PA,,,,PA,604 N. 6TH STREET,BELLWOOD,16617,4500205,,,604 N. 6TH STREET BELLWOOD PA 16617 BLAIR,
RUHE UND ENTSPANNUNG MASSAGE AND BODYWORK,CORPORATION,PA,5367 OLD STAGE RD,MCCLURE,17841,PA,"5367 OLD STAGE ROAD,",MCCLURE,17841,4500209,JESSICA BRANNON,OWNER,"5367 OLD STAGE ROAD, MCCLURE PA 17841 MIFFLIN",5367 OLD STAGE RD MCCLURE PA 17841
THE UNKNOWN RIDERS MOTORCYCLE CLUB,NONPROFIT,PA,,,,PA,1018 SAQON RD,COALTOWNSHIP,17851,4500215,,,1018 SAQON RD COALTOWNSHIP PA 17851 NORTHUMBERLAND,
VIRGO ESTHETICS,CORPORATION,PA,645 HOMEWOOD DR,PITTSBURGH,15235,PA,"645 HOMEWOOD DRIVE,",PITTSBURGH,15235,4500216,JENNIFER WRIGHT,OWNER,"645 HOMEWOOD DRIVE, PITTSBURGH PA 15235 ALLEGHENY",645 HOMEWOOD DR PITTSBURGH PA 15235
LEAPING BEAR CREEK INC.,CORPORATION,DE,,,,,,,,4500218,,,%LEGALINC CORPORATE SERVICES INC. ALLEGHENY,
"ZEUS 705, LLC",LLC,PA,,,,PA,208 E. LUZERNE AVE,LARKSVILLE,18704,4500221,,,208 E. LUZERNE AVE LARKSVILLE PA 18704 LUZERNE,
"TOG PROPERTIES, LLC",LLC,PA,,,,PA,214 N BARBARA STREET,MOUNT JOY,17552,4500223,,,214 N BARBARA STREET MOUNT JOY PA 17552 LANCASTER,
INFINITE TRADES CONSTRUCTION LLC,LLC,PA,,,,PA,"512 WORTHINGTON ST,",MCKEESPORT,15132,4500231,,,"512 WORTHINGTON ST, MCKEESPORT PA 15132 ALLEGHENY",
JOZA LLC,LLC,PA,,,,PA,"9630 PEACH ST,",WATERFORD,16441,4500235,,,"9630 PEACH ST, WATERFORD PA 16441 ERIE",
PAIGE JACKSON LLC,LLC,PA,,,,PA,1002 LITITZ PIKE #262,LANCASTER,17543,4500239,,,1002 LITITZ PIKE #262 LANCASTER PA 17543 LANCASTER,
"GCJ FACILITY SERVICES, LLC",LLC,PA,,,,PA,"2185 SCHAEFER RD,",ABINGTON,19001,4500243,,,"2185 SCHAEFER RD, ABINGTON PA 19001 MONTGOMERY",
"INTERNET WINDOWS DIRECT, LLC",LLC,PA,,,,PA,"218 CENTER RD,",MONROEVILLE,15146,4500247,,,"218 CENTER RD, MONROEVILLE PA 15146 ALLEGHENY",
PLTUS LLC,LLC,PA,,,,PA,"350 WEST STREET ROAD,",WARMINSTER,18974,4500251,,,"350 WEST STREET ROAD, WARMINSTER PA 18974 BUCKS",
TTE ENTERPRISES LLC,LLC,PA,,,,,,,,4500255,,,%LEGALINC CORPORATE SERVICES INC. ALLEGHENY,
CP 287 PHILADELPHIA LLC,LLC,PA,,,,,,,,4500259,,,"%INCORPORATING SERVICES, LTD. DAUPHIN",
ELEGANT LIMO SERVICE INC,CORPORATION,PA,,,,PA,"2305 SHELMIRE AVE,",PHILADELPHIA,19152,4500263,RAMI AJAJ,PRESIDENT,"2305 SHELMIRE AVE, PHILADELPHIA PA 19152 PHILADELPHIA",
RSVP PRINTABLES LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,"3306 HARTFORD COURT,",NEWTOWN SQUARE,19073,4500267,,,"3306 HARTFORD COURT, NEWTOWN SQUARE PA 19073 CHESTER",
DAVID SHUCHART P. C. PROFESSIONAL CORPORATION,CORPORATION,PA,,,,PA,"937 COUNTRYSIDE ROAD,",SEVEN VALLEYS,17360-8968,4500271,,,"937 COUNTRYSIDE ROAD, SEVEN VALLEYS PA 17360-8968 YORK",
CENTRAL BUCKS CHILDREN ACADEMY CORPORATION,CORPORATION,PA,,,,PA,"832 EASTON RD,",WARRINGTON,18976,4500275,,,"832 EASTON RD, WARRINGTON PA 18976 BUCKS",
THE REVEL LOUNGE LIMITED LIABILITY COMPANY,LLC,PA,,,,PA,"4557 TEESDALE ST,",PHILA,19136,4500280,,,"4557 TEESDALE ST, PHILA PA 19136 PHILADELPHIA",
SHREE JAGANNATH LLC,LLC,PA,,,,PA,"223 W MAIN ST,",NORRISTOWN,19401,4500284,,,"223 W MAIN ST, NORRISTOWN PA 19401 MONTGOMERY",
CROSSROADS INVESTMENTS LLC,LLC,PA,,,,PA,832 EASTON RD,WARRINGTON,18976,4500288,,,832 EASTON RD WARRINGTON PA 18976 BUCKS,
IDEAL TRANSPORTATION,CORPORATION,PA,1101 HAMILTON ST STE 160,ALLENTOWN,18101,PA,"1101 HAMILTON ST, SUITE 160",ALLENTOWN,18101,4500292,VISIT VANS LLC,OWNER,"1101 HAMILTON ST, SUITE 160 ALLENTOWN PA 18101 LEHIGH",1101 HAMILTON ST STE 160 ALLENTOWN PA 18011
ALEJANDRO GROCERY,CORPORATION,PA,715 W LUZERNE ST,PHILADELPHIA,19140,PA,"715 W. LUZERNE STREET,",PHILADELPHIA,19140,4500294,CESAR H TEJADA SANTANA,OWNER,"715 W. LUZERNE STREET, PHILADELPHIA PA 19140 PHILADELPHIA",715 W LUZERNE ST PHILADELPHIA PA 19140
FRANCES OLIVIA CORPORATION,NONPROFIT,PA,,,,PA,"1931 S 29TH STREET,",PHILADELPHIA,19145,4500296,,,"1931 S 29TH STREET, PHILADELPHIA PA 19145 PHILADELPHIA",
ASAF REAL ESTATE HOLDINGS LLC,LLC,PA,,,,PA,8300B BUSTLETON AVE.,PHILADELPHIA,19152,4500304,,,8300B BUSTLETON AVE. PHILADELPHIA PA 19152 PHILADELPHIA,
PRO PCB DESIGNS LLC,LLC,PA,,,,PA,300 BUTLER AVE,AVONMORE,15618,4500308,,,300 BUTLER AVE AVONMORE PA 15618 WESTMORELAND,
"QL ACQUISITIONS, LP",PARTNERSHIP,PA,250 ROGERS LANE,WALLINGFORD,19086,PA,"250 ROGERS LANE,",WALLINGFORD,19086,4500312,"MEAT ON THE BONE, LLC",GENPARTNER,"250 ROGERS LANE, WALLINGFORD PA 19086 DELAWARE",250 ROGERS LANE WALLINGFORD PA 19086
SHELLISE TRANSPORT LLC,LLC,PA,,,,PA,"1614 S WILTON ST,",PHILADELPHIA,19143,4500316,,,"1614 S WILTON ST, PHILADELPHIA PA 19143 PHILADELPHIA",
SRY PROPERTIES LLC,LLC,PA,,,,PA,109 MERION ROAD,MERION STATION,19066,4500321,,,109 MERION ROAD MERION STATION PA 19066 MONTGOMERY,
"MIDNIGHT MINT, LLC",LLC,PA,,,,,,,,4500325,,,"%INCORP SERVICES, INC. DAUPHIN",
"LIFE-HEALTH CARE & STAFFING SERVICES, INC",CORPORATION,PA,,,,PA,"300 HIGH STREET,",SHARON HILL,19079,4500329,,,"300 HIGH STREET, SHARON HILL PA 19079 DELAWARE",
S & R SUPREME TEAM CLEANING SVCS. LLC,LLC,PA,,,,PA,"7317 DENNISTON AVE,",PITTSBURGH,15218,4500336,,,"7317 DENNISTON AVE, PITTSBURGH PA 15218 ALLEGHENY",
BELFIELD STUDIOS,CORPORATION,PA,5745 PINE ST,PHILADELPHIA,19143,PA,"5745 PINE STREET,",PHILADELPHIA,19143,4500344,SHELDON GRIFFIN,OWNER,"5745 PINE STREET, PHILADELPHIA PA 19143 PHILADELPHIA",5745 PINE ST PHILADELPHIA PA 19143
SMS SOLUTIONS INC,CORPORATION,PA,,,,PA,"520 COURTSIDE AVE,",GILBERTSVILLE,19525,4500346,,,"520 COURTSIDE AVE, GILBERTSVILLE PA 19525 MONTGOMERY",
DW CONTRACTING AND TILE LLC,LLC,PA,,,,,,,,4500352,,,"%INCORP SERVICES, INC. DAUPHIN",
BACK TO BASICS LEARNING CENTER LLC,LLC,PA,,,,PA,"1255 OXFORD ROAD,",NEW OXFORD,17350,4500356,,,"1255 OXFORD ROAD, NEW OXFORD PA 17350 ADAMS",
THREAD N THINGS,PARTNERSHIP,PA,3253 MOUNTAIN TERRACE DR,BLAKESLEE,18610,PA,"3253 MOUNTAIN TERRACE DR,",BLAKESLEE,18610,4500360,SHELLI DEVITO,GENPARTNER,"3253 MOUNTAIN TERRACE DR, BLAKESLEE PA 18610 MONROE",3253 MOUNTAIN TERRACE DR BLAKESLEE PA 18610
GO DOGS GO LLC,LLC,PA,,,,PA,450 WESTLAND RD,HICKORY,15340,4500364,,,450 WESTLAND RD HICKORY PA 15340 WASHINGTON,
IN MEMORY OF REDS INCORPORATED,NONPROFIT,PA,,,,PA,"159 N WHITEHALL ROAD,",JEFFERSONVILLE,19403,4500368,,,"159 N WHITEHALL ROAD, JEFFERSONVILLE PA 19403 MONTGOMERY",
BRIAN DALY LLC,LLC,PA,,,,,,,,4500379,,,%HARBOR BUSINESS COMPLIANCE CORPORATION LANCASTER,
KL CONSULTING,CORPORATION,PA,100 NANNY GOAT HILL RD,BARTO,19504,PA,"100 NANNY GOAT HILL RD.,",BARTO,19504,4500383,KEARA A LAESSIG,OWNER,"100 NANNY GOAT HILL RD., BARTO PA 19504 BERKS",100 NANNY GOAT HILL RD BARTO PA 19504
NISHTIK LLC,LLC,PA,,,,PA,808 N 20TH STREET,PHILADELPHIA,19130,4500385,,,808 N 20TH STREET PHILADELPHIA PA 19130 PHILADELPHIA,
THREAD N THINGS,CORPORATION,PA,3253 MOUNTAIN TERRACE DR,BLAKESLEE,18610,PA,3253 MOUNTAIN TERRACE DR,BLAKESLEE,18610,4500392,SHELLI L DEVITO,OWNER,3253 MOUNTAIN TERRACE DR BLAKESLEE PA 18610 MONROE,3253 MOUNTAIN TERRACE DR BLAKESLEE PA 18610
FLORA VISTA LLC,LLC,PA,,,,PA,538 SCOTT LN,VENETIA,15367,4500394,,,538 SCOTT LN VENETIA PA 15367 WASHINGTON,
LIBERTY ORGANICS MANAGEMENT LLC,LLC,PA,,,,PA,217 INDIAN CREEK ROAD,WYNNEWOOD,19096,4500407,,,217 INDIAN CREEK ROAD WYNNEWOOD PA 19096 MONTGOMERY,
