name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
BUD'S LAWN CARE,CORPORATION,PA,,,,PA 18014-0 NORTHAMPTON,871 BUSHKILL DR,BATH,,3000012,MOORE PNEUMATIC HYDRAULIC DEVICES INC,OWNER,871 BUSHKILL DR BATH PA 18014-0 NORTHAMPTON,
M.C. AGWAY,CORPORATION,PA,,,,PA 15759-0 INDIANA,976 WRIGDEN RUN RD,MARION CENTER,,3000013,HOME FARM SUPPLY INC,OWNER,976 WRIGDEN RUN RD MARION CENTER PA 15759-0 INDIANA,
RICO-TECH.,CORPORATION,PA,,,,PA,1044 CHESTNUT ST,BRISTOL,,3000014,RAMON MELENDEZ,OWNER,1044 CHESTNUT ST BRISTOL PA 19007-0 BUCKS,
BRENNER TRANSPORTATION,CORPORATION,PA,,,,PA 15601-0 WESTMORELAND,236 VERMONT ST,GREENSBURG,,3000015,GARY D BRENNER SR,OWNER,236 VERMONT ST GREENSBURG PA 15601-0 WESTMORELAND,
LOVEYDOVES,CORPORATION,PA,,,,PA,1901,YARDLEY,,3000016,EMILY C HAWORTH,OWNER,1901 YARDLEY-MORRISVILLE RD YARDLEY PA 19067-0 BUCKS,
DICON HOME IMPROVEMENTS,CORPORATION,PA,,,,PA,RR 1 BOX 24A,GREENTOWN,18426-0,3000017,DAVID JOHN DISTILLI,OWNER,RR 1 BOX 24A GREENTOWN PA 18426-0,
SERENDIPITY TRADING,CORPORATION,PA,,,,PA 15241-0 ALLEGHENY,327 LESNETT RD,PITTSBURGH,,3000018,JUNE D CUSTER,OWNER,327 LESNETT RD PITTSBURGH PA 15241-0 ALLEGHENY,
I.D. RITTER JR. COMPANY,CORPORATION,PA,,,,PA 15146-0 ALLEGHENY,901 GARDEN CITY DR,MONROEVILLE,,3000019,IRA D RITTER JR,OWNER,901 GARDEN CITY DR MONROEVILLE PA 15146-0 ALLEGHENY,
REGALOS,CORPORATION,PA,,,,PA 15205-0 ALLEGHENY,1000 WESTPOINT DR #106,PITTSBURGH,,3000020,TINA KING-PEMBERTON,OWNER,1000 WESTPOINT DR #106 PITTSBURGH PA 15205-0 ALLEGHENY,
BLACK BOX NETWORK SERVICES,CORPORATION,PA,,,,PA 19422-0 MONTGOMERY,540 TOWNSHIP LINE RD,BLUE BELL,,3000021,DELANEY TELECOM INC,OWNER,540 TOWNSHIP LINE RD BLUE BELL PA 19422-0 MONTGOMERY,
FINN MACCOOL'S,CORPORATION,PA,,,,PA 19107-0 PHILADELPHIA,118 S 12TH ST,PHILADELPHIA,,3000022,SANSOM STREET PUB INC.,OWNER,118 S 12TH ST PHILADELPHIA PA 19107-0 PHILADELPHIA,
THE CONSULTING GROUP,CORPORATION,PA,,,,PA 15234-0 ALLEGHENY,305 QUEENSBERRY CIR,PITTSBURGH,,3000023,JANICE P KERR,OWNER,305 QUEENSBERRY CIR PITTSBURGH PA 15234-0 ALLEGHENY,
BLACK BOX NETWORK SERVICES,CORPORATION,PA,,,,PA 19422-0 MONTGOMERY,540 TOWNSHIP LINE RD,BLUE BELL,,3000024,DELANEY ELECTRICAL SERVICES INC,OWNER,540 TOWNSHIP LINE RD BLUE BELL PA 19422-0 MONTGOMERY,
SPORTS PAGE PHOTOGRAPHY,CORPORATION,PA,,,,PA,232 EAST AVE,GREENVILLE,16125-0,3000027,WENDY M JONES,OWNER,232 EAST AVE GREENVILLE PA 16125-0 MERCER,
SERVPRO OF WESTERN LEHIGH COUNTY,CORPORATION,PA,,,,PA,4345 MILL RD,EMMAUS,18049-0,3000028,WATER DAMAGE INC,OWNER,4345 MILL RD EMMAUS PA 18049-0 LEHIGH,
APPALACHIAN ARTS,CORPORATION,PA,,,,PA,903 HILL ST,RIDGWAY,15853-0,3000029,RICHARD S BONI,OWNER,903 HILL ST RIDGWAY PA 15853-0 ELK,
UNITED HEALTH & SAFETY TRAINING INC.,NONPROFIT,PA,,,,PA,210 PINE ROAD MT,HOLLY SPRINGS,17065,3000030,,,210 PINE ROAD MT HOLLY SPRINGS PA 17065 CUMBERLAND,
"WESTTOWN ASSOCIATES TWO, INC.",CORPORATION,PA,,,,,,,,3000031,,,270 W LANCASTER PIKE UNIT A MALVERN PA 19355-0 CHESTER,
GA-JO ENTERPRISES,CORPORATION,PA,,,,PA,486 REAR MECKLEM AVE,ROCHESTER,15074-0,3000034,WILLIAM J AESCHBACHER,OWNER,486 REAR MECKLEM AVE ROCHESTER PA 15074-0 BEAVER,
TKI COMPANY,CORPORATION,PA,,,,PA 15330-0 WASHINGTON,291 SCOTT RD,EIGHTY FOUR,,3000036,THOMAS J KALCHTHALER,OWNER,291 SCOTT RD EIGHTY FOUR PA 15330-0 WASHINGTON,
DECORATING DEN INTERIORS,CORPORATION,PA,,,,PA,4518 DEERBROOK CT,WALNUTPORT,18088-9674,3000037,DOLORES K BAKER,OWNER,4518 DEERBROOK CT WALNUTPORT PA 18088-9674 NORTHAMPTON,
BUFFALO EXPRESS,CORPORATION,PA,,,,PA,698 SOUTH PIKE RD,SARVER,16055-0,3000038,AQUAJET EXPRESS INC,OWNER,698 SOUTH PIKE RD SARVER PA 16055-0 BUTLER,
SEAGATE SEAFOOD,CORPORATION,PA,,,,PA 19115-0 PHILADELPHIA,9663 SANDANNE RD,PHILADELPHIA,,3000039,LARRY SMITH,OWNER,9663 SANDANNE RD PHILADELPHIA PA 19115-0 PHILADELPHIA,
OLDIES BUT GOODIES,CORPORATION,PA,,,,PA,1101 W 8TH ST,ERIE,,3000040,JAMES WERTH,OWNER,1101 W 8TH ST ERIE PA 16502-0 ERIE,
SPOONER INDUSTRIAL/MECHANICAL,CORPORATION,PA,,,,PA,1170 SOUTHVIEW DR,ERIE,,3000041,LEESA A MALM,OWNER,1170 SOUTHVIEW DR ERIE PA 16509-0 ERIE,
DESERT FIRE,CORPORATION,PA,,,,PA 15232-0 ALLEGHENY,440 S GRAHAM ST,PITTSBURGH,,3000042,DANIEL J STEWART,OWNER,440 S GRAHAM ST PITTSBURGH PA 15232-0 ALLEGHENY,
BRESLOF & ASSOCIATES,CORPORATION,PA,,,,PA 15238-0 ALLEGHENY,125 CROFTON DR,PITTSBURGH,,3000043,RAYMOND BRESLOF,OWNER,125 CROFTON DR PITTSBURGH PA 15238-0 ALLEGHENY,
1STOPBENEFITS.COM,CORPORATION,PA,,,,PA,1546 OLD FARM COURT,YARDLEY,,3000044,CRAIG CHAPIN,OWNER,1546 OLD FARM COURT YARDLEY PA 19067-0 BUCKS,
GAMES AFOOT,CORPORATION,PA,,,,PA 18840-0 BRADFORD,517 S KEYSTONE AVE,SAYRE,,3000045,MICHAEL L SARNA SR,OWNER,517 S KEYSTONE AVE SAYRE PA 18840-0 BRADFORD,
SCOTLAND YARDS,CORPORATION,PA,,,,PA 19335-0 CHESTER,1405 HIGHLAND RD,DOWNINGTOWN,,3000046,LYNN S PENNETT,OWNER,1405 HIGHLAND RD DOWNINGTOWN PA 19335-0 CHESTER,
EVAN'S SOLID WOOD CREATIONS,CORPORATION,PA,,,,PA,RD#2 BOX 2276,SAYLORSBURG,18353-0,3000047,EVAN DEMPSEY,OWNER,RD#2 BOX 2276 SAYLORSBURG PA 18353-0 MONROE,
ACCESSIBLE CLEANING SERVICE,CORPORATION,PA,,,,PA 18042-0 NORTHAMPTON,922 W WILKES-BARRE ST,EASTON,,3000048,SILVIA Y DEJESUS,OWNER,922 W WILKES-BARRE ST EASTON PA 18042-0 NORTHAMPTON,
CUSTOMER'S CHOICE,CORPORATION,PA,,,,PA,4275 COUNTY LINE RD BOX 211,CHALFONT,,3000049,MARTIN TRIPP,OWNER,4275 COUNTY LINE RD BOX 211 CHALFONT PA 18914-0 BUCKS,
KEYSTONE CAD,CORPORATION,PA,,,,PA 15650-0 WESTMORELAND,1060 HILLVIEW AVE,LATROBE,,3000050,DAVID M DEMANGONE,OWNER,1060 HILLVIEW AVE LATROBE PA 15650-0 WESTMORELAND,
SOVEREIGN COMPUTERS,CORPORATION,PA,,,,PA,201 SUNDAY DR,STATE COLLEGE,16801-2553,3000051,JEFF WISE,OWNER,201 SUNDAY DR STATE COLLEGE PA 16801-2553 CENTRE,
A.C.P.,CORPORATION,PA,,,,PA,1540 DOLINGTON RD,YARDLEY,,3000052,AUGUSTA C PEREIRA,OWNER,1540 DOLINGTON RD YARDLEY PA 19067-0 BUCKS,
HAIR STOP 127,CORPORATION,PA,,,,,,,,3000053,LORIE BURNS,OWNER,127 DANIELLE DR PLEASANT GAP PA 16823-0 CENTRE,
BERKS MEDICAL EQUIPMENT,CORPORATION,PA,500 UNIVERSITY DRIVE MC H162,HERSHEY,19605,PA,12A WINGCO LANE,READING,19605,3000054,"SJ HEALTH SERVICES, LLC",OWNER,12A WINGCO LANE READING PA 19605 BERKS,500 UNIVERSITY DRIVE MC H162 HERSHEY PA 17033
BODY CONTOURS,CORPORATION,PA,,,,,,,,3000055,SHARON ARNOLD,OWNER,309 PAUL CIRCLE DOWNINGTOWN PA 19335-0 CHESTER,
PITTSBURGH COMMUNITY REDEVELOPMENT GROUP,CORPORATION,PA,,,,PA 15208-0 ALLEGHENY,7217 THOMAS BLVD,PITTSBURGH,,3000056,JEFFREY MARTIN,OWNER,7217 THOMAS BLVD PITTSBURGH PA 15208-0 ALLEGHENY,
CHADDS FORD CENTER FOR COSMETIC AND RESTORATIVE DENTISTRY,CORPORATION,PA,,,,PA 19317-0 DELAWARE,131 COMMONS COURT,CHADDS FORD,,3000057,JEFFREY S HARRIS DMD,OWNER,131 COMMONS COURT CHADDS FORD PA 19317-0 DELAWARE,
SUMMERDALE FABRICS,CORPORATION,PA,,,,PA 19136-0 PHILADELPHIA,8101 FRANKFORD AVE,PHILADELPHIA,,3000058,POMONA TEXTILE INC,OWNER,8101 FRANKFORD AVE PHILADELPHIA PA 19136-0 PHILADELPHIA,
ATLAS FABRICS,CORPORATION,PA,,,,PA 19136-0 PHILADELPHIA,8105 FRANKFORD AVE,PHILADELPHIA,,3000059,POMONA TEXTILE INC,OWNER,8105 FRANKFORD AVE PHILADELPHIA PA 19136-0 PHILADELPHIA,
STEEL CITY SPORTS MANAGEMENT,CORPORATION,PA,,,,,,,,3000061,SONNY JANI,OWNER,1710 LAWYERS BLDG PITTSBURGH PA 15219-0 ALLEGHENY,
EMATERIAL HANDLING GROUP,CORPORATION,PA,,,,,,,,3000062,RICHARD P LEDNAK,OWNER,2748 LEECHBURG RD STE D LOWER BURRELL PA 15068-0 WESTMORELAND,
SAM'S CERAMIC & FURNITURE,CORPORATION,PA,,,,PA 19124-0 PHILADELPHIA,4657 FRANKFORD AVE,PHILADELPHIA,,3000063,SAHR ABD-ELHAMID,OWNER,4657 FRANKFORD AVE PHILADELPHIA PA 19124-0 PHILADELPHIA,
CENTER CAFE',CORPORATION,PA,,,,,,,,3000064,MARGARET ELLEN MONK,OWNER,90 W CHESTNUT ST STE 115 LL WASHINGTON PA 15301-0 WASHINGTON,
ADVANCED DIGITAL SATELLITE SYSTEMS,CORPORATION,PA,,,,PA 15227-0 ALLEGHENY,76 GREEN GLEN DR,PITTSBURGH,,3000065,LISA M FRIEDSAM,OWNER,76 GREEN GLEN DR PITTSBURGH PA 15227-0 ALLEGHENY,
KAYHOE ROOFING,CORPORATION,PA,,,,PA 17268-0 FRANKLIN,211 W 5TH ST,WAYNESBORO,,3000066,ROBERT A KAYHOE JR,OWNER,211 W 5TH ST WAYNESBORO PA 17268-0 FRANKLIN,
RAY'S TIRE SERVICES,CORPORATION,PA,,,,PA,900 COCALICO RD,BIRDSBORO,,3000067,KIMBERLY A QUINTER,OWNER,900 COCALICO RD BIRDSBORO PA 19508-0 BERKS,
LAKESIDE PIZZARIA,CORPORATION,PA,,,,PA,MAIN ST,GOULDSBORO,,3000068,SCOTT STOSS,OWNER,MAIN ST GOULDSBORO PA 18424-0 WAYNE,
BEDFORD GIANT EAGLE,CORPORATION,PA,,,,PA 15522-0 BEDFORD,510 E PITT ST,BEDFORD,,3000069,MATMIKE INC,OWNER,510 E PITT ST BEDFORD PA 15522-0 BEDFORD,
SCRANTON PROFESSIONAL ARTS BUILDING,CORPORATION,PA,,,,PA 18503-0 LACKAWANNA,327 N WASHINGTON AVE,SCRANTON,,3000072,MEDICAL ARTS REALTY ASSOCIATES INC,OWNER,327 N WASHINGTON AVE SCRANTON PA 18503-0 LACKAWANNA,
D.B.A. UNITED CHECK CASHING,CORPORATION,PA,,,,PA 19148-0 PHILADELPHIA,1606 S COLUMBUS BLVD,PHILADELPHIA,,3000073,KAUSHIK PATEL,OWNER,1606 S COLUMBUS BLVD PHILADELPHIA PA 19148-0 PHILADELPHIA,
PRISTINE LANDSCAPE,CORPORATION,PA,,,,,,,,3000074,THOMAS HALLIGAN,OWNER,227 PLYMOUTH AVE #B ORELAND PA 19075-0 MONTGOMERY,
AFFORDABLE QUALITY CONSTRUCTION,CORPORATION,PA,,,,PA 15725-0 INDIANA,23 PINE LANE,CLARKSBURG,,3000075,ROCHELLE JOHNSON,OWNER,23 PINE LANE CLARKSBURG PA 15725-0 INDIANA,
CJC ENTERPRISE,CORPORATION,PA,,,,PA,122 MELLOTT LANE,EVANS CITY,16033-0,3000076,CYNTHIA J MELLOTT,OWNER,122 MELLOTT LANE EVANS CITY PA 16033-0 BUTLER,
ALL AMERICAN MORTGAGE,CORPORATION,PA,,,,,,,,3000077,JEC FINANCIAL INC,OWNER,110 N MERCER ST STE B SHARPSVILLE PA 16150-0 MERCER,
FIN PICTURES,CORPORATION,PA,,,,PA,215 N MAIN ST,NEW HOPE,,3000078,TIMOTHY G MCMURTRY,OWNER,215 N MAIN ST NEW HOPE PA 18938-0 BUCKS,
TRI-COUNTY REHAB ASSOCIATES,CORPORATION,PA,,,,PA 19134-0 PHILADELPHIA,2637 E ALLEGHENY AVE,PHILADELPHIA,,3000079,TOTAL CARE PHY THER,OWNER,2637 E ALLEGHENY AVE PHILADELPHIA PA 19134-0 PHILADELPHIA,
SCOTT'S BACKHOE SERVICE,CORPORATION,PA,,,,PA 16316-0 CRAWFORD,7061 MIKE WOOD BLVD,CONNEAUT LAKE,,3000080,LARRY HAAS,OWNER,7061 MIKE WOOD BLVD CONNEAUT LAKE PA 16316-0 CRAWFORD,
GRAYBEARD,CORPORATION,PA,,,,PA,126 BALTIMORE ST,GETTYSBURG,,3000081,IRENE M HARTMAN,OWNER,126 BALTIMORE ST GETTYSBURG PA 17325-0 ADAMS,
BRUNI COMMUNICATIONS,CORPORATION,PA,,,,,,,,3000082,LISA J BRUNI,OWNER,60 OREGON TRAIL BETHEL PARK PA 15102-0 ALLEGHENY,
BUX-MONT GIFTS,CORPORATION,PA,,,,PA,2245 LILAC LANE,JAMISON,,3000083,JORDAN MALTZ,OWNER,2245 LILAC LANE JAMISON PA 18929-0 BUCKS,
GREAT PEARL RESOURCES,CORPORATION,PA,,,,PA 16364-0 VENANGO,RR 1 BOX 570,VENUS,,3000084,MICHAEL ANDERSON,OWNER,RR 1 BOX 570 VENUS PA 16364-0 VENANGO,
PDAINFOCENTER.COM,CORPORATION,PA,,,,PA 19405-0 MONTGOMERY,ATTN: SINTAKS RYAN KAIRER 408 EAST 4TH ST,BRIDGEPORT,,3000085,RYAN KAIRER,OWNER,ATTN: SINTAKS RYAN KAIRER 408 EAST 4TH ST BRIDGEPORT PA 19405-0 MONTGOMERY,
ANTHRACITE KWIK KERB,CORPORATION,PA,,,,PA,308 GORDON DR,CLARKS GREEN,18411-2319,3000086,STEPHEN C OWENS,OWNER,308 GORDON DR CLARKS GREEN PA 18411-2319,
MY SWING SET,CORPORATION,PA,,,,PA,1914 MADISON AVE,LEWISBURG,,3000087,ROBERT D BOEHNLEIN,OWNER,1914 MADISON AVE LEWISBURG PA 17837-0 UNION,
E-BUSINESS SOLUTIONS,CORPORATION,PA,,,,PA 17603-0 LANCASTER,2507 HELENA RD,LANCASTER,,3000088,BARRY L REHEARD SR,OWNER,2507 HELENA RD LANCASTER PA 17603-0 LANCASTER,
ANOINTED WOMEN REIGNING IN MINISTRY,CORPORATION,PA,,,,PA 19132-0 PHILADELPHIA,2516-20 LEHIGH AVE,PHILADELPHIA,,3000089,PASTOR GLADYS WILLIS,OWNER,2516-20 LEHIGH AVE PHILADELPHIA PA 19132-0 PHILADELPHIA,
WIRE MANAGEMENT,CORPORATION,PA,,,,PA,122 EAST MORELAND RD #24,HATBORO,19040-4730,3000090,MICHAEL C WITKOWSKI,OWNER,122 EAST MORELAND RD #24 HATBORO PA 19040-4730 MONTGOMERY,
RAINFOREST IRRIGATION SYSTEMS,CORPORATION,PA,,,,PA,465 ELM AVE,HOLLAND,,3000091,DONALD BRENNAN,OWNER,465 ELM AVE HOLLAND PA 18966-0 BUCKS,
HOME AT WORK...,CORPORATION,PA,,,,PA,RR 1 BOX 67B,GREENTOWN,18426-0,3000092,SHARON L HAYDEN,OWNER,RR 1 BOX 67B GREENTOWN PA 18426-0,
P & C PHARMA,CORPORATION,PA,,,,PA 19446-0 MONTGOMERY,2333 W MAIN ST STE 202,LANSDALE,,3000093,THE PATIENTS AND CONSU,OWNER,2333 W MAIN ST STE 202 LANSDALE PA 19446-0 MONTGOMERY,
A & Z VENDING CO,CORPORATION,PA,,,,PA 15133-0 ALLEGHENY,401 SOUTHERN AVE,MCKEESPORT,,3000094,ZELINDA E REID,OWNER,401 SOUTHERN AVE MCKEESPORT PA 15133-0 ALLEGHENY,
4 SEASONS CONSTRUCTION,CORPORATION,PA,,,,PA 17821-0 MONTOUR,450 MCCRACKIN RD,DANVILLE,,3000095,LAWRENCE D JAMES,OWNER,450 MCCRACKIN RD DANVILLE PA 17821-0 MONTOUR,
HAWK LAKE GOLF CLUB,CORPORATION,PA,,,,PA 17404-0 YORK,1605 LOUCKS RD,YORK,,3000096,YORKTOWNE GOLF CLUB INC,OWNER,1605 LOUCKS RD YORK PA 17404-0 YORK,
RX FITNESS,CORPORATION,PA,,,,PA 19355-0 CHESTER,1601 SORRELL RD,MALVERN,,3000097,PATRICIA KIENZLE,OWNER,1601 SORRELL RD MALVERN PA 19355-0 CHESTER,
INFOWATCHER SYSTEMS,CORPORATION,PA,,,,PA,1221 LAWN AVE,SELLERSVILLE,,3000098,JOYCE COCCHI,OWNER,1221 LAWN AVE SELLERSVILLE PA 18960-0 BUCKS,
JEN'S ACADEMY OF RHYTHM AND MOVES,CORPORATION,PA,,,,PA,324 NORTH RD,BUTLER,16001-0,3000099,JENNIFER A DIMIT,OWNER,324 NORTH RD BUTLER PA 16001-0 BUTLER,
C & T CARPET & UPHOLSTERY CLEANING,CORPORATION,PA,,,,PA 15102-0 ALLEGHENY,5328 S PENNSYLVANIA AVE,BETHEL PARK,,3000100,CHARLES R WILSON,OWNER,5328 S PENNSYLVANIA AVE BETHEL PARK PA 15102-0 ALLEGHENY,
PA'S SIGNATURE COURIER SERVICE,CORPORATION,PA,,,,PA 18603-0 COLUMBIA,514 EVANSVILLE RD,BERWICK,,3000101,MELISSA D FARRELL,OWNER,514 EVANSVILLE RD BERWICK PA 18603-0 COLUMBIA,
BLONDIE'S BOUTIQUE,CORPORATION,PA,,,,PA 15237-0 ALLEGHENY,4864 MCKNIGHT RD,PITTSBURGH,,3000102,JOHN T SIMCIC,OWNER,4864 MCKNIGHT RD PITTSBURGH PA 15237-0 ALLEGHENY,
"FOUR11SOLUTIONS, INC.",CORPORATION,PA,231 SIEAFORTH AVE,PITTSBURGH,,PA 15216-0 ALLEGHENY,520 MCCULLY ST,PITTSBURGH,,3000103,MATT FUSAN,VICEPRESIDENT,520 MCCULLY ST PITTSBURGH PA 15216-0 ALLEGHENY,231 SIEAFORTH AVE PITTSBURGH PA 15216-02
"CARMEN C. ROCCO, JR., D.D.S., P.C.",CORPORATION,PA,601 E MAIN ST,LANSDALE,,PA 19446-0 MONTGOMERY,601 E MAIN ST,LANSDALE,,3000104,CARMEN JR ROCCO,PRESIDENT,601 E MAIN ST LANSDALE PA 19446-0 MONTGOMERY,601 E MAIN ST LANSDALE PA 19446-2947
"WYOMING VALLEY MEDICAL CENTER, P.C.",CORPORATION,PA,,,,PA 18704-0 LUZERNE,575 PIERCE ST,KINGSTON,,3000105,,,575 PIERCE ST KINGSTON PA 18704-0 LUZERNE,
"CARS ON CREDIT, INC.,",CORPORATION,PA,,,,PA 17110-0 DAUPHIN,1409 MONTFORT DR,HARRISBURG,,3000106,,,1409 MONTFORT DR HARRISBURG PA 17110-0 DAUPHIN,
A B JONES INC,CORPORATION,PA,,,,PA 15559-0 BEDFORD,% MICHAEL J JONES 142 HIGHLAND RD,SCHELLSBURG,,3000107,,,% MICHAEL J JONES 142 HIGHLAND RD SCHELLSBURG PA 15559-0 BEDFORD,
"SKYVIEW HOMES, INC.",CORPORATION,PA,,,,PA,% TIMOTHY A HARSCHE RR 5 BOX 5134,LAKE ARIEL,,3000108,,,% TIMOTHY A HARSCHE RR 5 BOX 5134 LAKE ARIEL PA 18436-0 WAYNE,
"R&F EXTON, L.P.",PARTNERSHIP,DE,,,,,,,,3000109,R&F EXTON CORPORATE PARTNER INC,GENPARTNER,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",PA
"NSN SPORTS, INC.",CORPORATION,PA,,,,PA 15601-0 WESTMORELAND,1229 SWEDE HILL RD,GREENSBURG,,3000110,,,1229 SWEDE HILL RD GREENSBURG PA 15601-0 WESTMORELAND,
"SUB2 ENTERPRISES, INC.",CORPORATION,PA,,,,PA 19003-0 MONTGOMERY,104 COULTER AVE,ARDMORE,,3000111,,,104 COULTER AVE ARDMORE PA 19003-0 MONTGOMERY,
"BRIAN SCHAFFER BUSINESS BROKER, INC.",CORPORATION,PA,1817 GALLAGHER ROAD,NORRISTOWN,,PA 19401-0 MONTGOMERY,1817 GALLAGHER RD,NORRITOWN,,3000112,BRIAN SCHAFFER,TREASURER,1817 GALLAGHER RD NORRITOWN PA 19401-0 MONTGOMERY,1817 GALLAGHER ROAD NORRISTOWN PA 19401-46
"ACE 21 INTERNATIONAL, INC.",CORPORATION,PA,C/O MARIA DIAZ 6 LIZBETH LANE,BERWYN,,,,,,3000113,MARIA DIAZ,TREASURER,6 LIZBETH LANE PO BOX 673 BERWYN PA 19312-0 CHESTER,C/O MARIA DIAZ 6 LIZBETH LANE BERWYN PA 19312-15
"STELLINA TRATTORIA, INC.",CORPORATION,PA,2501 IRVINGTON RD,DREXEL HILL,,PA 19026-0 DELAWARE,2501 IRVINGTON RD,DREXEL HILL,,3000114,EDWARD C ORANGERS JR,TREASURER,2501 IRVINGTON RD DREXEL HILL PA 19026-0 DELAWARE,2501 IRVINGTON RD DREXEL HILL PA 19026-23
"SHUNKY'S TAVERN, INC.",CORPORATION,PA,,,,PA 19119-0 PHILADELPHIA,% STEIKER & FISCHER PC 7318 GERMANTOWN AVE,PHILADELPHIA,,3000115,,,% STEIKER & FISCHER PC 7318 GERMANTOWN AVE PHILADELPHIA PA 19119-0 PHILADELPHIA,
"WIRELESS MANAGEMENT, INC.",CORPORATION,PA,,,,PA 19029-0 DELAWARE,3 INDUSTRIAL HWY,ESSINGTON,,3000116,,,3 INDUSTRIAL HWY ESSINGTON PA 19029-0 DELAWARE,
"WIRELESS COMMUNICATIONS WORKS, INC.",CORPORATION,PA,C/O RADIOWORKS PO BOX 370,ESSINGTON,,PA 19029-0 DELAWARE,3 INDUSTRIAL HWY,ESSINGTON,,3000117,JOANN LUGOWSKI,TREASURER,3 INDUSTRIAL HWY ESSINGTON PA 19029-0 DELAWARE,C/O RADIOWORKS PO BOX 370 ESSINGTON PA 19029-23
"GOOD FRIENDS, L.P.",PARTNERSHIP,PA,,,15668,PA,4008 DUBLANE COURT,MURRYSVILLE,15668,3000120,AAA PROPERTIES INC,GENPARTNER,4008 DUBLANE COURT MURRYSVILLE PA 15668 WESTMORELAND,PA
"NSN SPORTS, L.P.",PARTNERSHIP,PA,,,,PA 15601-0 WESTMORELAND,1229 SWEDE HILL RD,GREENSBURG,,3000121,NSN SPORTS INC,GENPARTNER,1229 SWEDE HILL RD GREENSBURG PA 15601-0 WESTMORELAND,PA
THRESHOLD NEW HOME PROGRAM LP,PARTNERSHIP,PA,,,,PA 15401-0 FAYETTE,4-8 N BEESON AVE,UNIONTOWN,,3000122,THRESHOLD HOUSING DEVELOPMENT INC,GENPARTNER,4-8 N BEESON AVE UNIONTOWN PA 15401-0 FAYETTE,PA
"KELLERMEYER BERGENSONS SERVICES, LLC",LLC,DE,,,,,,,,3000124,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"FOSTER & WAGER MID ATLANTIC, LLC",LLC,DE,,,,,,,,3000125,,,"%NATIONAL REGISTERED AGENTS, INC. UNKNOWN",
"2100 MAIN STREET, LLC",LLC,PA,,,,PA 17555-0 LANCASTER,2100 MAIN ST,NARVON,,3000126,,,2100 MAIN ST NARVON PA 17555-0 LANCASTER,
