name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
WEST FRANKLIN COAL CORP.,CORPORATION,NAN,R D 7,KITTANNING,,PA 16201-0 ARMSTRONG,105 MILBAR STREET,KITTANNING,,14,R W HALLER,PRESIDENT,105 MILBAR STREET KITTANNING PA 16201-0 ARMSTRONG,R D 7 KITTANNING PA 16201-03
"AAA BUYING SERVICE, (INC.)",CORPORATION,NJ,,,,PA,9898 WISTARIA ST,PHILADELPHIA,,15,,,9898 WISTARIA ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. A. CAPACITOR, INC.",CORPORATION,NAN,PO BOX 218,CHERRY TREE,,PA,515 1/2 LIBERTY BLVD,DUBOIS,,16,ELIZABETH BERNECKY,SECRETARY,515 1/2 LIBERTY BLVD DUBOIS PA 0 -0 CLEARFIELD,PO BOX 218 CHERRY TREE PA 15724-32
"AAA CLEANING SERVICE & JANITOR SUPPLY, INC.",CORPORATION,PA,505 W BROAD ST,BETHLEHEM,,PA,1519 STANHOPE STREET,BETHLEHEM,,17,GEORGE M DYONDA,PRESIDENT,1519 STANHOPE STREET BETHLEHEM PA 0 -0 NORTHAMPTON,505 W BROAD ST BETHLEHEM PA 18018-68
A A A CLUB OF ARMSTRONG COUNTY,NONPROFIT,NAN,,,,PA,339 MARKET ST,KITTANNING,,18,,,339 MARKET ST KITTANNING PA 0 -0 ARMSTRONG,
AAA COMPANY INC,CORPORATION,NAN,,,,PA,5719 ADDISON STREET,PHILADELPHIA,,19,,,5719 ADDISON STREET PHILADELPHIA PA 0 -0 PHILADELPHIA,
AAA CONCRETE CONSTRUCTION CORPORATION,CORPORATION,PA,,,,,,,,20,,,SUITE 210 215 127 SOUTH 13TH STREET PHILA PA 0 -0 PHILADELPHIA,
AAA ELECTRIC MOTOR CO.,CORPORATION,PA,,,,PA,1524 WILLOW AVE,LA MOTT,,22,,,1524 WILLOW AVE LA MOTT PA 0 -0 MONROE,
"AAA ELECTRICIANS, INC.",CORPORATION,PA,,,,PA,1158 SOMERS ROAD,HUNTINGDON VALLEY,19006-0,23,,,1158 SOMERS ROAD HUNTINGDON VALLEY PA 19006-0 MONROE,
"AAA ENTERPRISES, INC.",CORPORATION,GA,,,,PA 19109-0 PHILADELPHIA,C/O C T CORPORATION SYSTEM 23 S BROAD ST,PHILA,,24,,,C/O C T CORPORATION SYSTEM 23 S BROAD ST PHILA PA 19109-0 PHILADELPHIA,
"AAA EQUIPMENT COMPANY AND SERVICE CENTER, INC.",CORPORATION,NAN,,,,,,,,25,,,SIZERVILLE RD R.D. EMPORIUM PA 0 -0 CAMERON,
"AAA EQUIPMENT RENTAL, INC.",CORPORATION,NAN,,,,PA,413 JOHNSON STREET,JENKINTOWN,,26,,,413 JOHNSON STREET JENKINTOWN PA 0 -0 MONROE,
AAA FINANCE CO INC,CORPORATION,PA,,,,PA,34 S 16TH ST,PHILADELPHIA,,27,,,34 S 16TH ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"AAA FORMS, INC.",CORPORATION,PA,,,,PA 19126-0 PHILADELPHIA,613 CHELTENHAM AVE,PHILA,,28,,,613 CHELTENHAM AVE PHILA PA 19126-0 PHILADELPHIA,
"AAA HEATING CO., INC.",CORPORATION,PA,,,,PA,1218 EIGHTH AVE,ALTOONA,,29,,,1218 EIGHTH AVE ALTOONA PA 0 -0 BLAIR,
"AAA, INC.",CORPORATION,PA,,,,PA,634B WEST LEMON ST,LANCASTER,,30,,,634B WEST LEMON ST LANCASTER PA 0 -0 LANCASTER,
"AAA INTERNATIONAL ENTERPRISES, INC.",CORPORATION,PA,,,,,,,,31,,,1 STATION CIRCLE NARBERTH PA 0 -0 MONROE,
"POLY-SYNTHETICS, INC.",CORPORATION,PA,11 CADILLAC RD,BURLINGTON,,PA,1602 MANNING BLVD,LEVITTOWN,,32,LEONARD FELICIONI,PRESIDENT,1602 MANNING BLVD LEVITTOWN PA 19057-0 BUCKS,11 CADILLAC RD BURLINGTON NJ 08016-4815
"A A A LEASING, INC.",CORPORATION,PA,,,,PA,430 EAST PITTSBURGH,MCKEESPORT,,33,,,430 EAST PITTSBURGH MCKEESPORT BLVD MCKEESPORT PA 0 -0 ALLEGHENY,
"AAA LIMOUSINE SERVICE, INC.",CORPORATION,PA,,,,PA,1401 CEDAR CREST BLVD,ALLENTOWN,,34,,,1401 CEDAR CREST BLVD ALLENTOWN PA 0 -0 LEHIGH,
AAA MACHINERY & EQUIPMENT COMPANY - PENNSYLVANIA,CORPORATION,PA,,,,,,,,35,,,123 SOUTH BROAD ST C/O CT CORP SYSTEM PHILADELPHIA PA 0 -0 PHILADELPHIA,
"AAA MAINTENANCE CO,. INC.",CORPORATION,PA,STE 3101 GREENWOOD AVE,JENKINTOWN,19046,PA,101 GREENWOOD AVE STE 305,JENKINTOWN,19046,36,MARTIN TUZMAN,PRESIDENT,101 GREENWOOD AVE STE 305 JENKINTOWN PA 19046 MONTGOMERY,STE 3101 GREENWOOD AVE JENKINTOWN PA 19046-2627
A .A . A . MODERN DRAPERY AND DECORATING COMPANY,CORPORATION,PA,,,,PA,1616 FIFTH AVE,PITTSBURGH,,37,,,1616 FIFTH AVE PITTSBURGH PA 0 -0 ALLEGHENY,
"AAA MOVING & STORAGE CO., INC.",CORPORATION,NJ,,,,PA,6043 WOODLAND AVE,PHILA,,38,,,6043 WOODLAND AVE PHILA PA 0 -0 PHILADELPHIA,
AAA OIL CO.,CORPORATION,PA,,,,PA,DUNKS FERRY ROAD AND DELAWARE DRIVE,EDDINGTON,,39,,,DUNKS FERRY ROAD AND DELAWARE DRIVE EDDINGTON PA 0 -0 BUCKS,
AAA PAINTING CONTRACTING CO.,CORPORATION,PA,3615 CALIFORNIA AVE,PITTSBURGH,,PA,117 CRAWFORD AVE,PITTSBURGH,,40,LEXIE JACKSON,PRESIDENT,117 CRAWFORD AVE PITTSBURGH PA 0 -0 ALLEGHENY,3615 CALIFORNIA AVE PITTSBURGH PA 15212-02
"AAA PHOTOCOPY SPECIALISTS, INC.",CORPORATION,PA,,,,,,,,41,,,1000 LIBERTY TRUST BLDG PHILA PA 0 -0 PHILADELPHIA,
A A A REALTY & CONSTRUCTION CO.,CORPORATION,PA,,,,PA,916 GOEHRING ST,PITTSBURGH,,43,,,916 GOEHRING ST PITTSBURGH PA 0 -0 ALLEGHENY,
"AAA SECURITY ALARMS, INC.",CORPORATION,PA,,,,PA,639-41 BUTLER STREET,ETNA,,44,,,639-41 BUTLER STREET ETNA PA 0 -0 ALLEGHENY,
"AAA SECURITY SYSTEMS, INC.",CORPORATION,PA,,,,PA 19150-0 PHILADELPHIA,7513 STENTON AVE,PHILADELPHIA,,45,,,7513 STENTON AVE PHILADELPHIA PA 19150-0 PHILADELPHIA,
AAA SHOE CORPORATION,CORPORATION,NAN,1241 N FRONT ST,PHILADELPHIA,,PA 19141-0 PHILADELPHIA,1241-45 N FRONT STREET,PHILADELPHIA,,46,JOSEPH A REH,TREASURER,1241-45 N FRONT STREET PHILADELPHIA PA 19141-0 PHILADELPHIA,1241 N FRONT ST PHILADELPHIA PA 19122-51
"AAA SKY ADS, INC.",CORPORATION,NAN,BOX 129 R D 4,TARENTUM,,PA,426 EKASTOWN RD,SARVER,,47,MARTIN J EILER,VICEPRESIDENT,426 EKASTOWN RD SARVER PA 0 -0 BUTLER,BOX 129 R D 4 TARENTUM PA 15084-02
AAA STEEL AND ENTERPRISES CORPORATION,CORPORATION,PA,3810 CROOKED RUN RD,NORTH VERSAILLES,,,,,,48,SOL GROSS,PRESIDENT,918 PLAZA BUILDING PITTSBURGH PA 15219-0 ALLEGHENY,3810 CROOKED RUN RD NORTH VERSAILLES PA 15137-2358
"AAA STEEL SUPPLY, INC.",CORPORATION,NAN,,,,PA,978 WALNUT AVE,ANDALUSIA,,49,,,978 WALNUT AVE ANDALUSIA PA 0 -0 BUCKS,
AAA THERMO/GRAPHICS CORPORATION,CORPORATION,PA,,,,PA,8025 MONTAGUE ST,PHILA,,50,,,8025 MONTAGUE ST PHILA PA 0 -0 PHILADELPHIA,
"AAA TRANSMISSION CENTERS NO. 1, CORP.",CORPORATION,PA,,,,PA,1844 ARDMORE BLVD,PITTSBURGH,,51,,,1844 ARDMORE BLVD PITTSBURGH PA 0 -0 ALLEGHENY,
"AAA TRANSMISSION CENTERS NO. 2, CORP.",CORPORATION,PA,,,,PA,1844 ARDMORE BLVD,PITTSBURGH,,52,,,1844 ARDMORE BLVD PITTSBURGH PA 0 -0 ALLEGHENY,
"AAA TRANSMISSION CENTERS NO. 3, CORP.",CORPORATION,NAN,,,,PA,1844 ARDMORE BLVD,PITTSBURGH,,53,,,1844 ARDMORE BLVD PITTSBURGH PA 0 -0 ALLEGHENY,
AAA TRANSMISSION CORPORATION,CORPORATION,NAN,,,,PA,1844 ARDMORE BLVD,PITTSBURGH,,54,,,1844 ARDMORE BLVD PITTSBURGH PA 0 -0 ALLEGHENY,
A A A TRUCKING CORPORATION,CORPORATION,NJ,PO BOX 2600,TRENTON,,PA,4165 E THOMPSON,PHILADELPHIA,,55,NELLO A BONACCI,PRESIDENT,4165 E THOMPSON PHILADELPHIA PA 0 -0 PHILADELPHIA,PO BOX 2600 TRENTON NJ 08690
"AAA UNIFORM SERVICES, INC.",CORPORATION,PA,,,,PA 19120-0 PHILADELPHIA,5015 NORTH FRANKLIN STREET,PHILADELPHIA,,56,,,5015 NORTH FRANKLIN STREET PHILADELPHIA PA 19120-0 PHILADELPHIA,
AAA UNIFORM SERVICE INC,CORPORATION,PA,,,,PA,2236 LA PLACE STREET,PITTSBURGH,,57,,,2236 LA PLACE STREET PITTSBURGH PA 0 -0 ALLEGHENY,
"AAA VACUUM CLEANER SERVICE, INC.",CORPORATION,PA,,,,PA,2 E VINE ST,LANCASTER,,58,,,2 E VINE ST LANCASTER PA 0 -0 LANCASTER,
"AAA WELDING SERVICE, INC.",CORPORATION,PA,2640 WHEATSHEAF LN,PHILADELPHIA,19124,PA,811 E CAYUGA ST,PHILADELPHIA,19124,59,MAURICE FINNERTY,TREASURER,811 E CAYUGA ST PHILADELPHIA PA 19124 PHILADELPHIA,2640 WHEATSHEAF LN PHILADELPHIA PA 19137-1406
A A ADJUSTMENT CORPORATION,CORPORATION,NAN,,,,PA 19107-0 PHILADELPHIA,1306 ARCH ST,PHILADELPHIA,,60,,,1306 ARCH ST PHILADELPHIA PA 19107-0 PHILADELPHIA,
"A & A AGENCY, INC.",CORPORATION,PA,,,,,,,,61,,,SUITE 1502 1 E PENN SQ BLDG JUNIPER & MA RKET STS PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A A THE AMERICAN AGENCY, INC.",CORPORATION,NAN,,,,PA 19102-0 PHILADELPHIA,SUITE 1111 BROAD LOCUST BLDG 1405 LOCUST STREET,PHILADELPHIA,,62,,,SUITE 1111 BROAD LOCUST BLDG 1405 LOCUST STREET PHILADELPHIA PA 19102-0 PHILADELPHIA,
A & A AMUSEMENTS INC,CORPORATION,NAN,,,,PA,275 HAYS ST,BRISTOL,,63,,,275 HAYS ST BRISTOL PA 0 -0 BUCKS,
A A AUTO LEASING COMPANY OF PHILADELPHIA,CORPORATION,PA,5350 BELFIELD AVE,PHILADELPHIA,,PA,121 S BROAD ST,PHILA,,64,NAN,TREASURER,121 S BROAD ST PHILA PA 0 -0 PHILADELPHIA,5350 BELFIELD AVE PHILADELPHIA PA 19144-51
"A & A AUTO PARTS DISTRIBUTORS, INC.",CORPORATION,NAN,,,,PA,333 HUGHES ST.,SWOYERVILLE,,65,,,333 HUGHES ST. SWOYERVILLE PA 0 -0 LUZERNE,
A & A AUTO SALES INC,CORPORATION,PA,,,,PA,1200 CALIFORNIA AVENUE,PITTSBURGH,,66,,,1200 CALIFORNIA AVENUE PITTSBURGH PA 0 -0 ALLEGHENY,
AA AUTO SERVICE COMPANY,CORPORATION,PA,,,,PA,2529 NORTH REESE ST,PHILADELPHIA,,67,,,2529 NORTH REESE ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"AA AUTOMOTIVE RADIATOR REPAIR, INC.",CORPORATION,NAN,,,,PA,1004 FAYETTE ST,CONSHOHOCKEN,,69,,,1004 FAYETTE ST CONSHOHOCKEN PA 0 -0 MONTGOMERY,
BATTIN BLACKTOP CO.,CORPORATION,NAN,,,,,,,,70,,,RD#1 CAMBRIDGE SPRINGS PA 0 -0 CRAWFORD,
"AAB ENTERPRISES, INC.",CORPORATION,NAN,,,,PA,1085 HUNTINGDON RD,ABINGTON,,72,,,1085 HUNTINGDON RD ABINGTON PA 0 -0 MONTGOMERY,
"A & A BAR, INC.",CORPORATION,PA,,,,PA,2974 ARAMINGO AVE,PHILADELPHIA,,73,,,2974 ARAMINGO AVE PHILADELPHIA PA 0 -0 PHILADELPHIA,
"THE CAT'S PAW, INC.",CORPORATION,NAN,,,,PA,647 NORTH 10TH ST,PHILADELPHIA,,74,,,647 NORTH 10TH ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"ABE COMPUTER SERVICES, INC.",CORPORATION,PA,4523 MAIN ST,WHITEHALL,18052-0,PA,SUITE 200 EMC BLDG 4515 MAIN ST,WHITEHALL,18052-0,75,MAXINE L GANTZ,VICEPRESIDENT,SUITE 200 EMC BLDG 4515 MAIN ST WHITEHALL PA 18052-0 LEHIGH,4523 MAIN ST WHITEHALL PA 18052-1925
A & A BEER DISTRIBUTOR INC,CORPORATION,NAN,C/O ROBERT BECKER 134 BONNYBROOK RD,CARLISLE,,PA,101 STATE RD,SOUTH MARYSVILLE,,76,ROBERT T BECKER,TREASURER,101 STATE RD SOUTH MARYSVILLE PA 0 -0 PERRY,C/O ROBERT BECKER 134 BONNYBROOK RD CARLISLE PA 17013-21
"A & A BINDERY, INC.",CORPORATION,PA,12600 SW 5TH CT L208,PEMBROKE PNS,,PA,129 NORTH 12TH ST,PHILA,,77,HORTENSE ABRAMSON,PRESIDENT,129 NORTH 12TH ST PHILA PA 0 -0 PHILADELPHIA,12600 SW 5TH CT L208 PEMBROKE PNS FL 33207
"A. & A. BUILDERS, INC.",CORPORATION,NAN,,,,PA,9730 CLARKE ST,PHILA,,78,,,9730 CLARKE ST PHILA PA 0 -0 PHILADELPHIA,
"A & A HOME SUPPLY, INC.",CORPORATION,PA,,,,PA,437 MCNEILLY ROAD,PITTSBURGH,,79,,,437 MCNEILLY ROAD PITTSBURGH PA 0 -0 ALLEGHENY,
A. A. C. A. INC.,CORPORATION,PA,,,,,,,,80,,,301 CITY LINE AVENUE BALA CYNWYD PA 0 -0 MONTGOMERY,
AACO CONTRACTING CO.,CORPORATION,NAN,,,,PA,229 EAST LANCASTER AVE,DOWNINGTOWN,,85,,,229 EAST LANCASTER AVE DOWNINGTOWN PA 0 -0 CHESTER,
AACO MECHANICAL CONTRACTING COMPANY,CORPORATION,NAN,119 BRANDYWINE AVE,DOWNINGTOWN,,PA 19335-0 CHESTER,100 DOWLINS FORGE RD,DOWNINGTOWN,,86,LEONARD LOCKARD,TREASURER,100 DOWLINS FORGE RD DOWNINGTOWN PA 19335-0 CHESTER,119 BRANDYWINE AVE DOWNINGTOWN PA 19335-15
"AA CIRCLE BB, INC.",CORPORATION,NAN,,,,PA 19107-0 PHILADELPHIA,1321 ARCH ST SUITE 704,PHILADELPHIA,,89,,,1321 ARCH ST SUITE 704 PHILADELPHIA PA 19107-0 PHILADELPHIA,
A & A COAL MINING CO INC.,CORPORATION,NAN,,,,,,,,90,,,172 S WYOMING STREET HAZLETON LUZERNE COU PA 0 -0 LUZERNE,
"A&A COLDCUTS CO., INC.",CORPORATION,PA,,,,,,,,91,,,12608 CHILTON ROAD PHILADELPHIA PA 0 -0 PHILADELPHIA,
A A CONSTRUCTION CORPORATION,CORPORATION,PA,,,,PA,,PHILA,,92,,,PHILA PA 0 -0 PHILADELPHIA,
"A & A CUSTOM UPHOLSTERING, INC.",CORPORATION,NAN,,,,,,,,93,,,213 NORTH WASHINGTON STREET WILKES BARRE PA 0 -0 LUZERNE,
"A & A CYCLE RENTALS, INC.",CORPORATION,NAN,,,,PA,4422-24 MAIN ST,PHILADELPHIA,,94,,,4422-24 MAIN ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A.A. DISPENSARY, INC.",CORPORATION,PA,6552 TORRESDALE AVE,PHILADELPHIA,,PA,6552 TORRESDALE AVE,PHILADELPHIA,,95,RONALD STERN,PRESIDENT,6552 TORRESDALE AVE PHILADELPHIA PA 0 -0 PHILADELPHIA,6552 TORRESDALE AVE PHILADELPHIA PA 19135-2822
A A ELECTRIC SUPPLY COMPANY,CORPORATION,NAN,,,,PA,114 WEST CHESTNUT STREET,LANCASTER,,96,,,114 WEST CHESTNUT STREET LANCASTER PA 0 -0 LANCASTER,
"A. A. ELECTRIC SUPPLY CO., INC.",CORPORATION,PA,241 N PLUM ST,LANCASTER,,PA,223 W. WALNUT ST,LANCASTER,,97,M PETER SLESSER,TREASURER,223 W. WALNUT ST LANCASTER PA 0 -0 LANCASTER,241 N PLUM ST LANCASTER PA 17602-36
"A & A ENTERPRISES, INC.",CORPORATION,PA,,,,PA,232 NORTH SEVENTH STREET,BANGOR,,98,,,232 NORTH SEVENTH STREET BANGOR PA 0 -0 NORTHAMPTON,
A & A EQUIPMENT CORPORATION,CORPORATION,NY,,,,,,,,99,,,PA 0 -0,
"A & A EXCAVATING CONTRACTORS, INC.",CORPORATION,PA,81 FALLS-TULLYTOWN RD,LEVITTOWN,,PA,22 MOON DR,FALLSINGTON,,100,HELEN BRAY,PRESIDENT,22 MOON DR FALLSINGTON PA 19054-0 BUCKS,81 FALLS-TULLYTOWN RD LEVITTOWN PA 19054-09
"A.A.F., INC. A CLOSE CORPORATION",CORPORATION,PA,,,,PA 15062-0 WESTMORELAND,528 532 DONNER AVE,MONESSEN,,101,,,528 532 DONNER AVE MONESSEN PA 15062-0 WESTMORELAND,
A & A FOOD BROKERS INC,CORPORATION,PA,,,,PA,224 FREDERICK RD,HAVERTOWN,,102,,,224 FREDERICK RD HAVERTOWN PA 0 -0 DELAWARE,
A A GASOLINE AND OIL COMPANY,CORPORATION,NAN,,,,PA,2 SOUTH MAIN STREET,ASHLEY,,104,,,2 SOUTH MAIN STREET ASHLEY PA 0 -0 LUZERNE,
AA GARRETT ROOFING & HEATING INC.,CORPORATION,PA,782 MYERS DR,NEW KENSINGTON,,PA,821,BRACKENRIDGE,,105,MARY C GARRETT,TREASURER,821 BRACKENRIDGE AVE BRACKENRIDGE PA 0 -0 ALLEGHENY,782 MYERS DR NEW KENSINGTON PA 15068-9437
"A. A. GLENSIDE, INC.",CORPORATION,NAN,,,,PA,245 KESWICK AVENUE,GLENSIDE,,106,,,245 KESWICK AVENUE GLENSIDE PA 0 -0 MONTGOMERY,
A-A GROCERY CO,CORPORATION,PA,,,,PA,4728 FRANKFORD AVENUE,PHILADELPHIA,,107,,,4728 FRANKFORD AVENUE PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A. A. H., INC.",CORPORATION,PA,,,,PA 19119-0 PHILADELPHIA,6825 GERMANTOWN AVE,PHILA,,108,,,6825 GERMANTOWN AVE PHILA PA 19119-0 PHILADELPHIA,
"A. &. A. HEATING AND AIR CONDITIONING, INC.",CORPORATION,PA,,,,PA,6825 GERMANTOWN AVE,PHILADELPHIA,,109,,,6825 GERMANTOWN AVE PHILADELPHIA PA 0 -0 PHILADELPHIA,
A-A HOMES INC,CORPORATION,PA,,,,PA,246 WASHINGTON RD,PITTSBURGH,,110,,,246 WASHINGTON RD PITTSBURGH PA 0 -0 ALLEGHENY,
"A-A INSURANCE AGENCY, INC.",CORPORATION,NAN,,,,,,,,112,,,"910 INVESTMENT BLDG., 239 FOURTH AVE. PITTSBURGH PA 15222-0 ALLEGHENY",
"A & A INSURANCE AGENCY, INC.",CORPORATION,PA,,,,PA 19104-0 PHILADELPHIA,4003 CHESTNUT ST,PHILADELPHIA,,113,,,4003 CHESTNUT ST PHILADELPHIA PA 19104-0 PHILADELPHIA,
AA INVESTMENT CORP.,CORPORATION,PA,,,,PA,SUTTON TERRACE APTS 50 BELMONT AVE,BALA CYNWYD,,114,,,SUTTON TERRACE APTS 50 BELMONT AVE BALA CYNWYD PA 0 -0 MONTGOMERY,
AAL CORP.,CORPORATION,PA,,,,PA 19301-0 CHESTER,409 HILLTOP RD,PAOLI,,115,,,409 HILLTOP RD PAOLI PA 19301-0 CHESTER,
AALF INC.,CORPORATION,NAN,,,,,,,,116,,,NITTANY MALL STATE COLLEGE PA 0 -0 CENTRE,
A & A LAND AND INVESTMENT CORPORATION,CORPORATION,PA,808 CONCORD PLACE,LANSDALE,,PA 19446-0 MONTGOMERY,808 CONCORD PLACE,LANSDALE,,117,HARRY ARTON,PRESIDENT,808 CONCORD PLACE LANSDALE PA 19446-0 MONTGOMERY,808 CONCORD PLACE LANSDALE PA 19446-46
"A & A LEASING, INC.",CORPORATION,NAN,,,,,,,,118,,,363 NORTH WASHINGTON ST WILKES BARRE PA 0 -0 LUZERNE,
A A 1 LAUNDRY INCORPORATED,CORPORATION,DE,,,,PA,2326 28 30 NASSAU ST,PHILA,,119,,,2326 28 30 NASSAU ST PHILA PA 0 -0 PHILADELPHIA,
"A. A. MANAGEMENT SERVICES, INC.",CORPORATION,PA,,,,PA,211 VALLEY ROAD,NEFFSVILLE,,120,,,211 VALLEY ROAD NEFFSVILLE PA 0 -0 LANCASTER,
"A . A. MANUFACTURING COMPANY, INC.",CORPORATION,NAN,,,,PA 19106-0 PHILADELPHIA,55 SOUTH FIFTH STREET,PHILADELPHIA,,121,,,55 SOUTH FIFTH STREET PHILADELPHIA PA 19106-0 PHILADELPHIA,
"A & A METALS, INC.",CORPORATION,PA,,,,,,,,122,,,APT 312 WYNCOTE HOUSE WYNCOTE PA 0 -0 MONTGOMERY,
A & A OFFICE PRODUCTS INC.,CORPORATION,PA,,,,PA 19139-0 PHILADELPHIA,208 S 52ND ST,PHILADELPHIA,,123,,,208 S 52ND ST PHILADELPHIA PA 19139-0 PHILADELPHIA,
A & A OPERATING CO INC,CORPORATION,NAN,,,,PA,620 MEADOW RD,HUNTINGDON VALLEY,,124,,,620 MEADOW RD HUNTINGDON VALLEY PA 0 -0 MONTGOMERY,
"A. A. PLASTERING, INC.",CORPORATION,PA,,,,PA,112 EAST FIFTH ST,CHESTER,,126,,,112 EAST FIFTH ST CHESTER PA 0 -0 DELAWARE,
"A & A PRECAST, INC.",CORPORATION,NAN,,,,PA,1201 CHAPPEL AVENUE,PITTSBURGH,,128,,,1201 CHAPPEL AVENUE PITTSBURGH PA 0 -0 ALLEGHENY,
"AA PRECISIONEERING, INC.",CORPORATION,PA,247 RACE ST,MEADVILLE,,CO,BOX 84 757 SHAWNEE RD,CRAWFORD,,129,PAT ABBONDANZA,PRESIDENT,BOX 84 757 SHAWNEE RD CRAWFORD CO MEADVILLE PA 0 -0 CRAWFORD,247 RACE ST MEADVILLE PA 16335-1831
"ADCOMM, INC.",CORPORATION,PA,131 HAMILTON ST,ALLENTOWN,18104-3871,PA,2626 W WASHINGTON ST,ALLENTOWN,18104-3871,130,SARAH K MIKITZ,TREASURER,2626 W WASHINGTON ST ALLENTOWN PA 18104-3871 LEHIGH,131 HAMILTON ST ALLENTOWN PA 18101-1911
A A RADIO CO,CORPORATION,NAN,,,,,,,,132,,,PA 0 -0,
A A REALTY COMPANY,CORPORATION,PA,,,,,,,,133,,,PA 0 -0,
"A & A ROCKET CAR WASH, INC.",CORPORATION,PA,316 SHIELDS LN,SEWICKLEY,,PA,192 OHIO RIVER BLVD,LEETSDALE,,134,JAMES AMATO,PRESIDENT,192 OHIO RIVER BLVD LEETSDALE PA 0 -0 ALLEGHENY,316 SHIELDS LN SEWICKLEY PA 15143-02
"A & A ROOFING, INC.",CORPORATION,PA,,,,PA,2111 ORTHODOX ST,PHILADELPHIA,,135,,,2111 ORTHODOX ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
A & A SALES INC,CORPORATION,NAN,,,,PA,513 PINE ST,PHILADELPHIA,,136,,,513 PINE ST PHILADELPHIA PA 0 -0 PHILADELPHIA,
"A.A. SERVICE COMPANY, INC.",CORPORATION,NAN,,,,PA,138 EDISON STREET,DUQUESNE,,137,,,138 EDISON STREET DUQUESNE PA 0 -0 ALLEGHENY,
A AND A SHIRT MANUFACTURING COMPANY INC,CORPORATION,PA,,,,PA,24 SOUTH EIGHTH ST,ALLENTOWN,,138,,,24 SOUTH EIGHTH ST ALLENTOWN PA 0 -0 LEHIGH,
A & A SIGN COMPANY INC,CORPORATION,NAN,,,,PA,382 AMOSLAND AVE,HOLMES,,140,,,382 AMOSLAND AVE HOLMES PA 0 -0 DELAWARE,
A & A SOFT PRETZELS CORP.,CORPORATION,NAN,,,,PA,1011 SOUTH 8TH ST,PHILA,,141,,,1011 SOUTH 8TH ST PHILA PA 0 -0 PHILADELPHIA,
"A & A STERLING CO., INC.",CORPORATION,NAN,,,,PA,2917 N 7TH ST,HARRISBURG,,142,,,2917 N 7TH ST HARRISBURG PA 0 -0 DAUPHIN,
