name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,agent_name,agent_title,raw_physical_address,raw_registered_address
ANGIE'S AFFORDABLE ATTIRE,CORPORATION,NAN,,,,PA,1001 WILLOW ST,LEBANON,17046-,3206237,CASSANDRA BUSH,OWNER,1001 WILLOW ST LEBANON PA 17046- LEBANON,
NATIONAL CENTER FOR CONVERGING TECHNOLOGY RESEARCH,NONPROFIT,NAN,,,,PA,STE 14E CHATHAM TOWER,PITTSBURGH,15219-,3206238,,,STE 14E CHATHAM TOWER PITTSBURGH PA 15219- ALLEGHENY,
"BEST FINANCE, INC.",CORPORATION,TN,310 T ELMER COX DRIVE,GREENEVILLE,,,,,,3206239,DOANLD BENNETT,PRESIDENT,"%NATIONAL REGISTERED AGENTS, INC. DAUPHIN",310 T ELMER COX DRIVE GREENEVILLE TN 37745
CRANBERRY HEATING AND COOLING,CORPORATION,NAN,,,,PA,286 HUFNAGEL RD,HARMONY,16037-,3206240,THOMAS WATT,OWNER,286 HUFNAGEL RD HARMONY PA 16037- BUTLER,
WAXING AND SKINCARE BY COURTNEY,CORPORATION,NAN,,,,PA,4429 CEDARWOOD DR,YORK,17402-,3206242,COURTNEY CABOTT,OWNER,4429 CEDARWOOD DR YORK PA 17402- YORK,
ARROW CHILD & FAMILY MINISTRIES OF PENNSYLVANIA,NONPROFIT,PA,,,,,,,,3206243,,,%CT CORPORATION SYSTEM DAUPHIN,
M3.A.T.,CORPORATION,NAN,,,,,,,,3206244,MICHAEL HINSEY,OWNER,1735 N 53RD ST (PO BOX 7982 PHILA PA 19101) PHILA PA 19131- PHILADELPHIA,
GAYNOR LANE CEMETERY RESTORATION ASSOCIATION,NONPROFIT,PA,,,,PA,4 DAVIS DR,MIDDLETOWN,17057-,3206245,,,4 DAVIS DR MIDDLETOWN PA 17057- DAUPHIN,
EAST COAST LAND TRANSFER,CORPORATION,NAN,,,,PA,2173 MACDADE BLVD STE B,HOLMES,19043-,3206246,PANJ ABSTRACT INC,OWNER,2173 MACDADE BLVD STE B HOLMES PA 19043- DELAWARE,
"DEMARSH THEATRES, INC.",CORPORATION,FL,PO BOX 2076,DELAND,10127-,PA,211 S CENTER,ST GROVE CITY,10127-,3206247,WILLIAM F DEMARSH,PRESIDENT,211 S CENTER ST GROVE CITY PA 10127- MERCER,PO BOX 2076 DELAND FL 32721-2076
SG5 - THE POND,CORPORATION,PA,,,,PA,283 2ND STREET PIKE SUITE 110,SOUTHAMPTON,18966,3206248,PCL - THE POND LP,OWNER,283 2ND STREET PIKE SUITE 110 SOUTHAMPTON PA 18966 BUCKS,
MIMI NAIL SALON,CORPORATION,NAN,,,,PA,612 AVENUE OF THE STATES,CHESTER,19013-,3206249,MINH NGUYEN,OWNER,612 AVENUE OF THE STATES CHESTER PA 19013- DELAWARE,
HEALTHY HORIZONS,CORPORATION,NAN,,,,PA,310 GARDEN RD,ORELAND,19075-,3206250,SCOTT ROBINSON,OWNER,310 GARDEN RD ORELAND PA 19075- MONTGOMERY,
TECHNANET BUSINESS SOLUTIONS,CORPORATION,NAN,,,,PA,734 S 4TH ST #3F,PHILA,19147-,3206251,MICHAEL DANCHECK,OWNER,734 S 4TH ST #3F PHILA PA 19147- PHILADELPHIA,
GUARDIAN ANGEL LEARNING ACADEMY,CORPORATION,NAN,,,,PA,27-29 S 60TH ST 2ND FL,PHILA,19139-,3206252,PATRICIA BROADY,OWNER,27-29 S 60TH ST 2ND FL PHILA PA 19139- PHILADELPHIA,
M & J MINI MART,CORPORATION,NAN,,,,PA,695 RODI RD,PITTSBURGH,15235-,3206254,SWARANJIT SINGH,OWNER,695 RODI RD PITTSBURGH PA 15235- ALLEGHENY,
SUPER VALUE CLUB,CORPORATION,NAN,,,,PA,505 PAINTERS RD,PITTSBURGH,15228-,3206255,CHRISTOPHER B STANLEY,OWNER,505 PAINTERS RD PITTSBURGH PA 15228- ALLEGHENY,
"AMECO SERVICES, INC.",CORPORATION,NAN,,,,PA,ONE ENTERPRISE DR,ALISO VIEJO,92626-,3206256,AMERICAN EQUIPMENT COMPANY INC,OWNER,ONE ENTERPRISE DR ALISO VIEJO PA 92626-,
NIFTYGIFT STORE,CORPORATION,NAN,,,,PA,2392 GOLD,KEY LAKE MILFORD,18337-,3206257,ALBERT R FEAKINS,OWNER,2392 GOLD KEY LAKE MILFORD PA 18337-,
"NORTH HILLS EXECUTIVE, LLC",LLC,NAN,,,,PA,457 STATE AVE #F,BEAVER,15009-,3206258,,,457 STATE AVE #F BEAVER PA 15009- BEAVER,
PITTSBURGH REGIONAL CHIROPRATIC CENTER,CORPORATION,NAN,,,,PA,14 N BALPH AVE,PITTSBURGH,15202-,3206259,FREDRICK PAUL STRUSS,OWNER,14 N BALPH AVE PITTSBURGH PA 15202- ALLEGHENY,
PMJ ENTERPRISES,CORPORATION,NAN,,,,PA,117 TURNHILL COURT WEST,CHESTER,19380-,3206260,PAUL DAVID THOMPSON,OWNER,117 TURNHILL COURT WEST CHESTER PA 19380- CHESTER,
"PENSA CONTRACTORS, INC",CORPORATION,NY,7954 TRANSIT RD #319,WILLIAMSVILL,15401-,PA,778 NEW SALEM RD,UNIONTOWN,15401-,3206261,ARISTIDIS BOURIS,PRESIDENT,778 NEW SALEM RD UNIONTOWN PA 15401- FAYETTE,7954 TRANSIT RD #319 WILLIAMSVILL NY 14221
SBIT CONSULTING,CORPORATION,NAN,,,,PA,1215 WOODSIDE RD,CONSHOCKEN,19428-,3206262,ROBIN GAVIN,OWNER,1215 WOODSIDE RD CONSHOCKEN PA 19428- MONTGOMERY,
"FAUNBROOK, L.L.C.",LLC,VA,,,,PA,699 W ROSEDALE AVE,WEST CHESTER,19382-,3206263,,,699 W ROSEDALE AVE WEST CHESTER PA 19382- CHESTER,
"FFC WALNUT REALTY, L.P.",PARTNERSHIP,DE,,,15222-,PA,DOMINION TOWER STE 3110 625 LIBERTY AVE,PITTSBURGH,15222-,3206264,FFC WALNUT GP LLC,GENPARTNER,DOMINION TOWER STE 3110 625 LIBERTY AVE PITTSBURGH PA 15222- ALLEGHENY,PA
"US SETTLEMENT SERVICES, INC.",CORPORATION,PA,457 STATE AVE,BEAVER,15009-,PA,457 STATE AVE,BEAVER,15009-,3206265,MICHAEL STAAF,PRESIDENT,457 STATE AVE BEAVER PA 15009- BEAVER,457 STATE AVE BEAVER PA 15009-04
"CROWN RESORTS, LTD.",PARTNERSHIP,TX,,,15801-,PA,1129 TREASURE,LAKE DU BOIS,15801-,3206267,CROWN RESORTS MANAGEMENT LLC,GENPARTNER,1129 TREASURE LAKE DU BOIS PA 15801- CLEARFIELD,PA
"RUNNING PUMP BUSINESS CENTER, LP",PARTNERSHIP,PA,,,17601-,PA,1731 LITITZ PIKE,LANCASTER,17601-,3206268,RUNNING PUMP PROPERTY MANAGEMENT LLC,GENPARTNER,1731 LITITZ PIKE LANCASTER PA 17601- LANCASTER,PA
"WORCESTER HONEY FARMS, INC.",CORPORATION,NAN,2011 SHEARER RD,LANSDALE,19446-,PA,2011 SHEARER RD,LANSDALE,19446-,3206269,JAMES BOBB,PRESIDENT,2011 SHEARER RD LANSDALE PA 19446- MONTGOMERY,2011 SHEARER RD LANSDALE PA 19446-46
"VIRGIN HEN TURKEY CALLS, LLC",LLC,NAN,,,,PA,122 OHARE RD,CANONSBURG,15317-,3206274,,,122 OHARE RD CANONSBURG PA 15317- WASHINGTON,
"PANTHEON PARTNERS, LP",PARTNERSHIP,NAN,,,17543-,PA,45 KAREN CT,LITITZ,17543-,3206275,PANTHEON PARTNERS LLC,GENPARTNER,45 KAREN CT LITITZ PA 17543- LANCASTER,PA
CHARTERED MARKETING SERVICES INC.,CORPORATION,IL,315 W UNIVERSITY DRIVE,ARLINGTON HE,,,,,,3206280,DONALD HALLAGAN,PRESIDENT,%CT CORPORATION SYSTEM DAUPHIN,315 W UNIVERSITY DRIVE ARLINGTON HE IL 60004
VISUAL SOUND WAVES,CORPORATION,NAN,,,,PA,696 NORTH BROAD,ST GROVE CITY,16127-,3206281,ADAM JACOB COOK,OWNER,696 NORTH BROAD ST GROVE CITY PA 16127- MERCER,
SANTO DOMING AUTO REPAIR,CORPORATION,NAN,,,,PA,118 S 5TH ST,WEST HAZLETON,18202-,3206283,LUIS S TORRES,OWNER,118 S 5TH ST WEST HAZLETON PA 18202- LUZERNE,
YOU'VE BEEN FRAMED!,CORPORATION,NAN,,,,PA,113 RIVERVIEW AVE,WASHINGTON CROSSING,18977-,3206284,LONN J BRAENDER,OWNER,113 RIVERVIEW AVE WASHINGTON CROSSING PA 18977- BUCKS,
ATLAS MORTGAGE GROUP,CORPORATION,NAN,,,,PA,4801 S LAKESHORE DR #108,TEMPE,85282-,3206285,TANA BOERSMA,OWNER,4801 S LAKESHORE DR #108 TEMPE PA 85282-,
ASSURED WELDING AND REPAIRS,CORPORATION,NAN,,,,PA,3-14 LAKE OF THE PINES EAST,STROUDSBURG,18301-,3206286,RICARDO AMMAN,OWNER,3-14 LAKE OF THE PINES EAST STROUDSBURG PA 18301-,
ALLEZ RAPIDE,CORPORATION,NAN,,,,PA,929 BRIDGE WAY,QUAKERTOWN,18951-,3206287,ALAN GAUTHIER,OWNER,929 BRIDGE WAY QUAKERTOWN PA 18951- BUCKS,
"KC HOLDINGS, L.P.",PARTNERSHIP,PA,,,17404-,PA,2030 WALNUT BOTTOM RD,YORK,17404-,3206288,RS PROPERLY MANAGEMENT LLC,GENPARTNER,2030 WALNUT BOTTOM RD YORK PA 17404- YORK,PA
"H & R ACCOUNTS, INC.",CORPORATION,IL,7017 JOHN DEERE PKWY,MOLINE,,,,,,3206289,THOMAS S CONWAY,TREASURER,%CT CORPORATION SYSTEM PHILADELPHIA,7017 JOHN DEERE PKWY MOLINE IL 61265-8072
"R & G HOLDINGS, LLP",PARTNERSHIP,PA,440 E PITTSBURGH MCKEE N,VERSAILLES,15137-,PA,440 E PITTSBURGH/MCKEESPORT BLVD NORTH,VERSAILLES,15137-,3206290,ALLMOR CORP,GENPARTNER,440 E PITTSBURGH/MCKEESPORT BLVD NORTH VERSAILLES PA 15137- ALLEGHENY,440 E PITTSBURGH MCKEE N VERSAILLES PA 15137-02
"ALLIED MORTGAGE SOLUTIONS, LLC",LLC,DE,,,,PA,2018 BIRCHWOOD DR EAST,NORRISTOWN,19401-,3206291,,,2018 BIRCHWOOD DR EAST NORRISTOWN PA 19401- MONTGOMERY,
"R A W REALTY ASSOCIATES, L.P.",PARTNERSHIP,NAN,,,19103-,PA,2207 CHESTNUT ST 2ND FL,PHILA,19103-,3206293,R A W REALTY ASSOCIATES LLC,GENPARTNER,2207 CHESTNUT ST 2ND FL PHILA PA 19103- PHILADELPHIA,PA
"WESTRUM BT3, L.P.",PARTNERSHIP,PA,,,19034-,PA,370 COMMERCE DR,FORT WASHINGTON,19034-,3206294,WESTRUM URBAN LLC,GENPARTNER,370 COMMERCE DR FORT WASHINGTON PA 19034- MONTGOMERY,PA
"B & R CONSTRUCTION SERVICES, LLC",LLC,MD,5033 NORTHFIELDS DR,GIBSONIA,15044-,PA,5033 NORTHFIELDS DR,GIBSONIA,15044-,3206295,WILLIAM R BRITT,MNGRNAME,5033 NORTHFIELDS DR GIBSONIA PA 15044- BUTLER,5033 NORTHFIELDS DR GIBSONIA PA 15044-02
"FLUID DESIGN GROUP, INC.",CORPORATION,DE,974 SHARPLESS RD,HOCKESSIN,19128-,PA,316 HERMITAGE ST,PHILA,19128-,3206296,NICHOLAS A UNIATOWSKI,SECRETARY,316 HERMITAGE ST PHILA PA 19128-,974 SHARPLESS RD HOCKESSIN DE 19707-9378
P.J. ROBB VARIABLE CORPORATION,CORPORATION,TN,4135 N FRONT ST,HARRISBURG,,,,,,3206300,MICHAEL FOLMER,VICEPRESIDENT,%CORPORATION SERVICE COMPANY DAUPHIN,4135 N FRONT ST HARRISBURG PA 17110-1616
BOHEM,CORPORATION,PA,,,,PA,300 NORTHPOINTE CIRCLE STE 11,SEVEN FIELDS,16046-,3206301,BACCHUS WINE GROUP LLC,OWNER,300 NORTHPOINTE CIRCLE STE 11 SEVEN FIELDS PA 16046- BUTLER,
MCCOLLUM CLEANING SERVICES,CORPORATION,NAN,,,,PA,3101 SKIPPACK PIKE,LANSDALE,19446-,3206302,DENEEN A MCCOLLUM,OWNER,3101 SKIPPACK PIKE LANSDALE PA 19446- MONTGOMERY,
SIBA,CORPORATION,NAN,,,,PA,300 NORTHPOINTE CIRCLE STE 11,SEVEN FIELDS,16046-,3206304,BACCHUS WINE GROUP LLC,OWNER,300 NORTHPOINTE CIRCLE STE 11 SEVEN FIELDS PA 16046- BUTLER,
"CHARLESA HIBBLE CONSULTING, INC",CORPORATION,DE,240 PENN AVE 3RD FLOOR,SCRANTON,18503-,PA,240 PENN AVE 3RD FLOOR,SCRANTO,18503-,3206305,CHARLES HIBBLE,PRESIDENT,240 PENN AVE 3RD FLOOR SCRANTO PA 18503- LACKAWANNA,240 PENN AVE 3RD FLOOR SCRANTON PA 18500-35
SEW & SEW'S ALTERATIONS/EMBROIDERY & DIGITIZING,CORPORATION,NAN,,,,PA,1438 N OTT ST,ALLENTOWN,18104-,3206306,MARY A KISTLER,OWNER,1438 N OTT ST ALLENTOWN PA 18104- LEHIGH,
ALTERNATIVE POWER SOLUTIONS,CORPORATION,NAN,,,,PA,1002 JOLLY RD,BLUE BELL,19422-,3206308,DONALD JOSEPH STILLEY,OWNER,1002 JOLLY RD BLUE BELL PA 19422- MONTGOMERY,
OLDE TOWNE ANTIQUES,CORPORATION,NAN,,,,PA,880 MILL CREED RD PO BOX 272,WYCOMBE,18980-,3206310,OUT OF THE ATTIC,OWNER,880 MILL CREED RD PO BOX 272 WYCOMBE PA 18980- BUCKS,
JRS WIRELESS,CORPORATION,NAN,,,,PA,842 S KEIM ST,POTTSTOWN,19465-,3206311,JRS ENTERPRISES INC,OWNER,842 S KEIM ST POTTSTOWN PA 19465- CHESTER,
"AMPER, POLITZINER & MATTIA P.C. P.C.",CORPORATION,NJ,21 MAIN ST STE 2,HACKENSACK,,,,,,3206312,MICHAEL MCKEE,PRESIDENT,%CT CORPORATION SYSTEM BUCKS,21 MAIN ST STE 2 HACKENSACK NJ 07601
DIAMOND SHOES,CORPORATION,NAN,,,,PA,319 BROOMALL ST,CHESTER,19013-,3206313,GERRI WHYE,OWNER,319 BROOMALL ST CHESTER PA 19013-,
B.L.M. CLEANING,CORPORATION,NAN,,,,PA,420 GROOVER DR,WINFIELD,17889-,3206314,BRENDA LEE MAINZER,OWNER,420 GROOVER DR WINFIELD PA 17889- UNION,
"PA ROCKVALE GP, LLC",LLC,DE,,,,PA,416 BETHLEHEM PIKE FORT,WASHINGTON,19034-,3206315,,,416 BETHLEHEM PIKE FORT WASHINGTON PA 19034- MONTGOMERY,
THE LANDAU GROUP,CORPORATION,NAN,,,,PA,555 VAN REED RD,WYOMISSING,19610-,3206316,DUANE M LANDAU,OWNER,555 VAN REED RD WYOMISSING PA 19610- BERKS,
BUSH COUNTRY KETCHUP,CORPORATION,NAN,,,,PA,4101 PINE ST,PHILA,19104-,3206317,PATRICK KETHOE SPERO,OWNER,4101 PINE ST PHILA PA 19104- PHILADELPHIA,
"THUNDERBIRD GROUP, LLC",LLC,DE,,,,,,,,3206319,,,%CORPORATION SERVICE COMPANY DAUPHIN,
"CDMSTECH, LLC",LLC,DE,,,,PA,149 JONES ST,BALA CYNWYD,19004-,3206321,,,149 JONES ST BALA CYNWYD PA 19004- MONTGOMERY,
12TH & LOCUST RESTAURANT LLC,LLC,DE,,,,PA,221 S 12TH ST,PHILA,19107-,3206322,,,221 S 12TH ST PHILA PA 19107- PHILADELPHIA,
BHH TAIT INTERIORS LLC,LLC,DE,,,,PA,425 MCFARLAN RD,KENNETT SQUARE,19348-,3206324,,,425 MCFARLAN RD KENNETT SQUARE PA 19348- CHESTER,
"BRINSKY PAINTING, L.L.C.",LLC,NAN,,,,PA,113 CASTLEBROOKE DR,VENETIA,15367-,3206325,,,113 CASTLEBROOKE DR VENETIA PA 15367- WASHINGTON,
ANCHOR ENVIRONMENTAL PA L.L.C.,LLC,WA,,,,,,,,3206326,,,%CT CORPORATION SYSTEM PHILADELPHIA,
CHILL OUT DESSERT PARLOR,CORPORATION,NAN,,,,PA,14 ACRES DRIVE,RIDLEY PARK,19078-,3206327,TIMOTHY SEAN MONAHAN,OWNER,14 ACRES DRIVE RIDLEY PARK PA 19078- DELAWARE,
"HEALTHCARE REPORTS.COM, LLC",LLC,CO,,,,PA,812 MEADOW VIEW LANE,MONT CLARE,19453-,3206328,,,812 MEADOW VIEW LANE MONT CLARE PA 19453- MONTGOMERY,
"BOWSER, SUPPAN & ASSOCIATES L.L.C.",LLC,NAN,,,,PA,316 E 12TH ST PO BOX 295,NORTHAMPTON,18067-,3206329,,,316 E 12TH ST PO BOX 295 NORTHAMPTON PA 18067- NORTHAMPTON,
"ENVIN, LLC",LLC,DE,,,,PA,STE 500 440 CREAMERY WAY,EXTON,19341,3206330,,,STE 500 440 CREAMERY WAY EXTON PA 19341 CHESTER,
PROCARE USA LLC,LLC,CT,,,,,,,,3206331,,,C/O NATIONAL REGISTERED AGENTS INC PA DAUPHIN,
"CORE COMM SERVICES, LLC",LLC,DE,,,,PA,2100 RENAISSANCE BLVD,KING OF PRUSSIA,19406-,3206333,,,2100 RENAISSANCE BLVD KING OF PRUSSIA PA 19406- MONTGOMERY,
"RAUSE HOMES, LLC",LLC,NAN,,,,PA,RD#2 BOX 499Z,GREENSBURG,15601-,3206334,,,RD#2 BOX 499Z GREENSBURG PA 15601- WESTMORELAND,
"ESQUIRE EXPLORATION, LLC",LLC,NAN,,,,PA,200 CENTERVILLE RD,LANCASTER,17603-,3206335,,,200 CENTERVILLE RD LANCASTER PA 17603- LANCASTER,
"CLASSIC VARSITY, LTD.",LLC,NAN,,,,PA,2101 S COLLEGE AVE BOX 175,PHILA,19121-,3206336,,,2101 S COLLEGE AVE BOX 175 PHILA PA 19121- PHILADELPHIA,
"R A W REALTY ASSOCIATES, LLC",LLC,NAN,,,,PA,2207 CHESTNUT ST 2ND FL,PHILA,19103-,3206337,,,2207 CHESTNUT ST 2ND FL PHILA PA 19103- PHILADELPHIA,
"SELL-IT-ONLINE, LLC",LLC,NAN,,,,PA,509 BRIGHTS LANE,PENLLYN,19422-,3206338,,,509 BRIGHTS LANE PENLLYN PA 19422- MONTGOMERY,
MUDDY UDDERS LLC,LLC,NAN,,,,PA,429 WOODLAND AVE,HORSHAM,19044-,3206339,,,429 WOODLAND AVE HORSHAM PA 19044- MONTGOMERY,
CLOTHING FOR EVERY WOMAN,CORPORATION,NAN,,,,PA,4655 LOUISE SAINT CLAIRE DRIVE,DOYLESTOWN,18901-,3206340,ERIN NOELLE MINET,OWNER,4655 LOUISE SAINT CLAIRE DRIVE DOYLESTOWN PA 18901- BUCKS,
"B & B FUNDING, LLC",LLC,PA,,,,PA,1725 OAK HILL DR,HUNTINGDON VALLEY,19006-,3206341,,,1725 OAK HILL DR HUNTINGDON VALLEY PA 19006-,
"RS PROPERTY MANAGEMENT, LLC",LLC,NAN,,,,PA,2030 WALNUT BOTTOM RD,YORK,17404-,3206342,,,2030 WALNUT BOTTOM RD YORK PA 17404- YORK,
"POCONO HEARTLAND REALTY, LLC",LLC,PA,,,,PA,ROUTE 611 N BOX 457,SCOT RUN,18355-,3206343,,,ROUTE 611 N BOX 457 SCOT RUN PA 18355- MONROE,
B & G MAINTENANCE CO.,LLC,NAN,,,,PA,250 SUNSET HOLLOW RD,WEST CHESTER,19380-,3206344,,,250 SUNSET HOLLOW RD WEST CHESTER PA 19380- CHESTER,
"PHILADELPHIA PHOENIX CLUB, LLC",LLC,NAN,1187 ROBERTS RD,WARMINSTER,18974-,PA,1187 ROBERTS RD,WARMINSTER,18974-,3206345,"DONALD W QUINN, JR",MEMBERNAME,1187 ROBERTS RD WARMINSTER PA 18974- BUCKS,1187 ROBERTS RD WARMINSTER PA 18974-09
COMPUTER TROUBLESHOOTERS OF CHERRY HILL INCORPORATED,CORPORATION,NJ,,,,PA,1740 NATHANIEL DR,PHILA,19116-,3206346,,,1740 NATHANIEL DR PHILA PA 19116- PHILADELPHIA,
BOUNCE AROUND PA LLC,LLC,PA,,,,PA,2153 SADDLERIDGE ROAD,LANCASTER,17601,3206347,,,2153 SADDLERIDGE ROAD LANCASTER PA 17601 LANCASTER,
"LANDMARK ACQUISITIONS, LLC",LLC,NAN,,,,PA,136 STEVENSON RD,CLARKS SUMMIT,18411-,3206348,,,136 STEVENSON RD CLARKS SUMMIT PA 18411- LACKAWANNA,
"LOWER CARLTON STREET REALTY, LLC",LLC,PA,11 BRANDYWINE COURT,WHIPPANY,18015,PA,702 EAST 6TH STREET STE 100,BETHLEHEM,18015,3206351,LOUIS S INTILE,MEMBERNAME,702 EAST 6TH STREET STE 100 BETHLEHEM PA 18015 NORTHAMPTON,11 BRANDYWINE COURT WHIPPANY NJ 07981
STRATEGIC SAVINGS L.L.C.,LLC,NAN,,,,PA,175 CARNOUSTIE WAY,MEDIA,19063-,3206352,,,175 CARNOUSTIE WAY MEDIA PA 19063- DELAWARE,
"READING FOR YOU, LLC",LLC,NAN,,,,PA,1005 S 49TH ST,PHILA,19143-,3206354,,,1005 S 49TH ST PHILA PA 19143- PHILADELPHIA,
"M & F ASSOCIATES III, LLC",LLC,PA,,,,PA,188 JEFERSON ST,EMMAUS,18049-,3206355,,,188 JEFERSON ST EMMAUS PA 18049- LEHIGH,
DECOR & YOU,CORPORATION,NAN,,,,PA,337 MAIN STREET,HULMEVILLE,19047-,3206356,CHRISTINE THRERESA KOWAL,OWNER,337 MAIN STREET HULMEVILLE PA 19047- BUTLER,
"DTR PROPERTIES, LLC",LLC,NAN,,,,PA,108 DEER RUN RD,STROUDSBURG,18360-,3206357,,,108 DEER RUN RD STROUDSBURG PA 18360- MONROE,
EXTREME VINYL GRAPHICS,CORPORATION,NAN,,,,PA,5839 MAIN RD,HUNLOCK CREEK,18621-,3206359,NICHOLAS STANLEY JOSEPH,OWNER,5839 MAIN RD HUNLOCK CREEK PA 18621- LUZERNE,
PENN CENTRAL CLEANING L.L.C.,LLC,PA,,,,PA,405 SPRUCE STREET,CLEARFIELD,16830,3206360,,,405 SPRUCE STREET CLEARFIELD PA 16830 CLEARFIELD,
TALIAN LLC,LLC,PA,,,,PA,2113 BASSWOOD DR,LAFAYETTE HILLS,19444-,3206361,,,2113 BASSWOOD DR LAFAYETTE HILLS PA 19444- MONTGOMERY,
"MALCOLM CONSTRUCTION, LLC",LLC,NAN,,,,PA,2922 SOUTH 61ST ST,PHILA,19142-,3206362,,,2922 SOUTH 61ST ST PHILA PA 19142- PHILADELPHIA,
EMERGENCY GENERATOR SERVICE,CORPORATION,NAN,,,,PA,1002 JOLLY RD,BLUE BELL,19422-,3206363,DONALD JOSEPH STILLEY,OWNER,1002 JOLLY RD BLUE BELL PA 19422- MONTGOMERY,
"RIDE IT AGAIN POWERSPORTS, LLC",LLC,NAN,,,,PA,2957 SHIRLEY LANE,SPRINGTOWN,18081-,3206364,,,2957 SHIRLEY LANE SPRINGTOWN PA 18081- BUCKS,
FJORDLAND ENTERTAINMENT LTD,LLC,PA,,,,PA,179 SHINY MOUNTAIN RD,GREENTOWN,18742-,3206365,,,179 SHINY MOUNTAIN RD GREENTOWN PA 18742-,
"METAL MENDERS, LLC",LLC,NAN,230 SAUNDERS STATION R,TRAFFORD,15085-,PA,230 SAUNDERS STATION RD,TRAFFORD,15085-,3206366,GREGORY J OLSZEWSKI,OTHER,230 SAUNDERS STATION RD TRAFFORD PA 15085- WESTMORELAND,230 SAUNDERS STATION R TRAFFORD PA 15085-65
