Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HMO,Humana_HPN_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"BAYCARE","CHARGE","10000034","ARTHROGRAM ELBOW INJECT","24220","760.00","178.07","646.00","187.64","265.16","646.00","117.27","456.00","646.00","166.97","215.23","463.60","608.00","318.14","265.24","278.84","646.00","418.00","197.68","646.00","237.88","309.40","245.02","285.99","418.00","117.27","646.00"
"BAYCARE","CHARGE","10000035","ARTHROGRAM WRIST INJECT","25246","760.00","178.07","646.00","187.65","265.24","646.00","117.29","456.00","646.00","166.96","215.27","463.60","608.00","318.18","265.32","278.95","646.00","418.00","197.71","646.00","237.89","309.46","244.96","285.98","418.00","117.29","646.00"
"BAYCARE","CHARGE","10000036","ARTHROGRAM HIP INJECT","27093","760.00","172.44","646.00","182.00","255.87","646.00","116.99","456.00","646.00","163.39","207.99","463.60","608.00","305.22","250.83","263.71","646.00","418.00","191.15","646.00","227.64","295.46","234.84","274.12","418.00","116.99","646.00"
"BAYCARE","CHARGE","10000037","ARTHROGRAM KNEE INJECT","27369","880.00","206.18","748.00","217.18","306.94","748.00","135.78","528.00","748.00","193.25","249.13","536.80","704.00","368.19","307.03","322.78","748.00","484.00","228.71","748.00","275.35","358.16","283.80","331.23","484.00","135.78","748.00"
"BAYCARE","CHARGE","10000038","ARTHROGRAM ANKLE INJECT","27648","760.00","288.49","646.00","301.19","400.41","646.00","296.18","481.23","646.00","321.75","330.83","463.60","608.00","378.93","389.97","405.79","646.00","418.00","388.50","646.00","293.13","370.31","334.06","375.65","418.00","288.49","646.00"
"BAYCARE","CHARGE","10000058","ENDO REPAIR TAA WO SUBCLAVIAN","33881","6,550.00","3,195.25","5,567.50","3,144.99","4,101.77","5,567.50","3,279.49","4,336.56","5,567.50","3,216.00","3,328.91","3,995.50","5,240.00","3,731.88","3,893.33","4,060.53","5,567.50","3,602.50","3,830.44","5,567.50","3,293.62","4,109.78","3,546.81","4,028.35","3,602.50","3,144.99","5,567.50"
"BAYCARE","CHARGE","10000080","SELECTIVE  CATH 1ST ORDER THORACIC","36215","1,640.00","95.45","1,394.00","102.66","137.76","1,394.00","95.28","131.20","1,394.00","215.33","177.12","1,000.40","1,312.00","208.12","183.52","192.04","1,394.00","902.00","125.79","1,394.00","292.74","340.14","820.00","118.24","902.00","95.28","1,394.00"
"BAYCARE","CHARGE","10000081","SELECTIVE CATH 2ND ORDER THORACIC","36216","1,640.00","800.03","1,394.00","787.45","1,027.01","1,394.00","821.12","1,085.80","1,394.00","805.23","833.50","1,000.40","1,312.00","934.39","974.82","1,016.68","1,394.00","902.00","959.07","1,394.00","824.66","1,029.01","888.06","1,008.62","902.00","787.45","1,394.00"
"BAYCARE","CHARGE","10000082","SELECTIVE  CATH 3RD ORDER THORACIC","36217","1,640.00","267.32","1,394.00","363.59","490.20","1,394.00","451.66","206.64","1,394.00","360.64","403.93","1,000.40","1,312.00","453.62","459.86","482.65","1,394.00","902.00","454.77","1,394.00","389.66","501.84","436.40","506.43","902.00","206.64","1,394.00"
"BAYCARE","CHARGE","10000084","SELECTIVE  CATH 2&3 THORARIC ADDL","36218","820.00","133.66","697.00","181.79","245.10","697.00","225.83","103.32","697.00","180.32","201.97","500.20","656.00","226.81","229.93","241.33","697.00","451.00","227.39","697.00","194.83","250.92","218.20","253.22","451.00","103.32","697.00"
"BAYCARE","CHARGE","10000085","SELECTIVE CATH 1ST ORDER ABD/PELVIC","36245","1,440.00","215.48","1,224.00","231.75","310.87","1,224.00","214.96","295.98","1,224.00","299.09","275.13","878.40","1,152.00","282.61","310.84","326.02","1,224.00","792.00","283.80","1,224.00","297.42","364.18","607.31","266.95","792.00","214.96","1,224.00"
"BAYCARE","CHARGE","10000086","SELECTIVE  CATH 2ND ABD/PELVIC/EXTREM","36246","1,440.00","268.88","1,224.00","310.07","414.11","1,224.00","315.65","355.07","1,224.00","321.80","322.60","878.40","1,152.00","331.60","371.38","389.77","1,224.00","792.00","391.39","1,224.00","293.33","374.18","326.88","379.19","792.00","268.88","1,224.00"
"BAYCARE","CHARGE","10000087","SELECTIVE  CATH 3RD ABD/PELVIC/EXTREM","36247","1,440.00","497.76","1,224.00","541.20","722.28","1,224.00","516.89","646.75","1,224.00","599.18","581.11","878.40","1,152.00","579.34","678.02","711.48","1,224.00","792.00","662.52","1,224.00","519.46","656.66","499.75","634.75","792.00","497.76","1,224.00"
"BAYCARE","CHARGE","10000088","SELECTIVE  CATH 2&3 ABD/PELVIC/EXTREM/ADDL","36248","720.00","159.70","612.00","191.30","253.03","612.00","201.11","190.71","612.00","195.43","199.80","439.20","576.00","211.75","231.39","242.78","612.00","396.00","240.10","612.00","181.76","231.88","208.06","239.96","396.00","159.70","612.00"
"BAYCARE","CHARGE","10000089","SCLEROTHERAPY SINGLE VEIN","36470","270.00","130.56","229.50","116.65","159.46","229.50","116.15","190.71","229.50","122.13","135.53","164.70","216.00","169.44","160.18","168.25","229.50","148.50","153.09","229.50","148.15","190.81","144.18","168.39","148.50","116.15","229.50"
"BAYCARE","CHARGE","10000090","SCLEROTHERAPY MULTIPLE VEINS","36471","405.00","231.00","344.25","166.14","227.15","344.25","212.98","339.67","344.25","216.01","245.12","247.05","324.00","302.08","282.07","296.24","344.25","222.75","272.71","344.25","264.28","340.79","260.85","304.65","222.75","166.14","344.25"
"BAYCARE","CHARGE","10000091","ABLATION VARICOSE VEIN LASER 1ST","36478","6,720.00","3,769.92","5,712.00","3,064.32","4,188.58","5,712.00","4,019.90","6,720.00","5,712.00","3,923.14","4,388.16","4,099.20","5,376.00","5,096.45","5,052.77","5,306.78","5,712.00","3,696.00","5,065.54","5,712.00","4,470.14","5,796.67","4,676.45","5,462.02","3,696.00","3,064.32","6,720.00"
"BAYCARE","CHARGE","10000092","CATH VENOUS BLOOD  SAMPLING","36500","1,250.00","609.78","1,062.50","600.19","782.78","1,062.50","625.86","827.59","1,062.50","613.74","635.29","762.50","1,000.00","712.19","743.00","774.91","1,062.50","687.50","731.00","1,062.50","628.55","784.31","676.87","768.77","687.50","600.19","1,062.50"
"BAYCARE","CHARGE","10000093","CATH UMBILICAL VEIN","36510","570.00","207.28","484.50","215.87","294.99","484.50","230.49","423.47","484.50","249.69","244.50","347.70","456.00","259.29","280.01","293.94","484.50","313.50","299.38","484.50","164.79","205.32","220.92","257.39","313.50","164.79","484.50"
"BAYCARE","CHARGE","10000094","INSERT CVL NON TUNNELED <5 YRS","36555","1,800.00","878.08","1,530.00","864.27","1,127.21","1,530.00","901.23","1,191.73","1,530.00","883.79","914.82","1,098.00","1,440.00","1,025.55","1,069.92","1,115.87","1,530.00","990.00","1,052.64","1,530.00","905.12","1,129.41","974.69","1,107.03","990.00","864.27","1,530.00"
"BAYCARE","CHARGE","10000095","INSERT CVL TUNNELED <5 YRS","36557","5,850.00","2,853.77","4,972.50","2,808.89","3,663.42","4,972.50","2,929.01","3,873.11","4,972.50","2,872.30","2,973.15","3,568.50","4,680.00","3,333.05","3,477.25","3,626.58","4,972.50","3,217.50","3,421.08","4,972.50","2,941.63","3,670.57","3,167.76","3,597.84","3,217.50","2,808.89","4,972.50"
"BAYCARE","CHARGE","10000096","INSERT CVL TUNNELED 5 YRS >/=","36558","5,850.00","2,978.53","4,972.50","3,872.21","4,794.47","4,972.50","4,380.58","4,368.00","4,972.50","4,502.84","4,611.95","3,568.50","4,680.00","4,830.74","5,251.94","5,270.66","4,972.50","3,217.50","5,257.79","4,972.50","4,307.75","5,068.93","4,249.73","4,705.64","3,217.50","2,978.53","5,270.66"
"BAYCARE","CHARGE","10000098","INSERT CVL TUNNELED W/PORT 5 YRS >/=","36561","6,910.00","4,042.53","5,873.50","4,695.89","6,114.11","5,873.50","4,592.68","4,399.71","5,873.50","4,600.97","4,828.42","4,215.10","5,528.00","5,404.17","5,868.23","6,081.93","5,873.50","3,800.50","5,664.42","5,873.50","4,807.43","6,060.18","5,214.76","5,981.51","3,800.50","3,800.50","6,114.11"
"BAYCARE","CHARGE","10000100","INSERT CVL DUAL TUNNELED WO PORT","36565","4,950.00","2,414.73","4,207.50","2,376.75","3,099.81","4,207.50","2,478.40","3,277.25","4,207.50","2,430.41","2,515.74","3,019.50","3,960.00","2,820.27","2,942.29","3,068.65","4,207.50","2,722.50","2,894.76","4,207.50","2,489.07","3,105.87","2,680.41","3,044.32","2,722.50","2,376.75","4,207.50"
"BAYCARE","CHARGE","10000102","PICC LINE INSERTION <5 YRS","36568","1,520.00","483.06","1,292.00","502.36","686.47","1,292.00","538.42","811.34","1,292.00","583.26","571.11","927.20","1,216.00","605.71","655.91","688.52","1,292.00","836.00","702.95","1,292.00","389.93","484.98","516.12","601.21","836.00","389.93","1,292.00"
"BAYCARE","CHARGE","10000103","PICC INSERTION","36569","1,800.00","927.14","1,530.00","988.72","1,219.51","1,530.00","946.92","1,185.32","1,530.00","1,059.93","1,013.83","1,098.00","1,440.00","1,044.67","1,151.19","1,191.69","1,530.00","990.00","1,235.95","1,530.00","923.41","1,121.08","981.17","1,093.01","990.00","923.41","1,530.00"
"BAYCARE","CHARGE","10000105","INSERT PICC W/PORT 5 YRS >/=","36571","3,560.00","1,736.65","3,026.00","1,709.34","2,229.36","3,026.00","1,782.44","2,356.97","3,026.00","1,747.93","1,809.30","2,171.60","2,848.00","2,028.32","2,116.07","2,206.95","3,026.00","1,958.00","2,081.89","3,026.00","1,790.12","2,233.71","1,927.73","2,189.45","1,958.00","1,709.34","3,026.00"
"BAYCARE","CHARGE","10000106","REPAIR CVL CATH","36575","1,000.00","1,000.00","850.00","428.95","586.75","850.00","821.60","1,000.00","850.00","582.00","685.85","610.00","800.00","900.45","788.05","827.70","850.00","550.00","927.15","850.00","844.10","944.05","727.25","849.25","550.00","428.95","1,000.00"
"BAYCARE","CHARGE","10000107","REPAIR CVL CATH W PORT/PUMP","36576","1,860.00","907.35","1,581.00","893.08","1,164.78","1,581.00","931.28","1,231.45","1,581.00","913.24","945.31","1,134.60","1,488.00","1,059.74","1,105.59","1,153.07","1,581.00","1,023.00","1,087.73","1,581.00","935.29","1,167.05","1,007.18","1,143.93","1,023.00","893.08","1,581.00"
"BAYCARE","CHARGE","10000108","REPLACE CVL CATH ONLY","36578","4,230.00","2,063.50","3,595.50","2,031.04","2,648.93","3,595.50","2,117.90","2,800.56","3,595.50","2,076.90","2,149.82","2,580.30","3,384.00","2,410.05","2,514.32","2,622.30","3,595.50","2,326.50","2,473.71","3,595.50","2,127.02","2,654.10","2,290.53","2,601.51","2,326.50","2,031.04","3,595.50"
"BAYCARE","CHARGE","10000109","REPLACE CVL NON TUNNELED COMPLETE","36580","1,860.00","907.35","1,581.00","893.08","1,164.78","1,581.00","931.28","1,231.45","1,581.00","913.24","945.31","1,134.60","1,488.00","1,059.74","1,105.59","1,153.07","1,581.00","1,023.00","1,087.73","1,581.00","935.29","1,167.05","1,007.18","1,143.93","1,023.00","893.08","1,581.00"
"BAYCARE","CHARGE","10000110","REPLACE CVL TUNNELED COMPLETE","36581","3,710.00","1,809.83","3,153.50","1,781.36","2,323.30","3,153.50","1,857.54","2,456.28","3,153.50","1,821.58","1,885.54","2,263.10","2,968.00","2,113.78","2,205.23","2,299.94","3,153.50","2,040.50","2,169.61","3,153.50","1,865.54","2,327.83","2,008.95","2,281.71","2,040.50","1,781.36","3,153.50"
"BAYCARE","CHARGE","10000111","REPLACE CVL TUNNELED W/PORT COMPLETE","36582","4,800.00","2,341.56","4,080.00","2,304.73","3,005.88","4,080.00","2,403.29","3,177.94","4,080.00","2,356.76","2,439.51","2,928.00","3,840.00","2,734.81","2,853.13","2,975.66","4,080.00","2,640.00","2,807.04","4,080.00","2,413.64","3,011.75","2,599.19","2,952.07","2,640.00","2,304.73","4,080.00"
"BAYCARE","CHARGE","10000113","REPLACE PICC COMPLETE","36584","1,500.00","731.74","1,275.00","720.23","939.34","1,275.00","751.03","993.11","1,275.00","736.49","762.35","915.00","1,200.00","854.63","891.60","929.89","1,275.00","825.00","877.20","1,275.00","754.26","941.17","812.25","922.52","825.00","720.23","1,275.00"
"BAYCARE","CHARGE","10000115","REMOVE CVL TUNNELED W/O PORT","36589","1,100.00","1,100.00","935.00","703.08","961.69","935.00","1,100.00","1,100.00","935.00","953.96","1,090.58","671.00","880.00","1,100.00","1,100.00","1,100.00","935.00","605.00","1,100.00","935.00","1,100.00","1,100.00","1,100.00","1,100.00","605.00","605.00","1,100.00"
"BAYCARE","CHARGE","10000116","REMOVE CVL TUNNELED W/PORT","36590","1,800.00","672.48","1,530.00","864.06","1,181.04","1,530.00","840.96","1,666.26","1,530.00","906.84","814.68","1,098.00","1,440.00","1,234.08","979.92","1,029.36","1,530.00","990.00","877.56","1,530.00","1,065.84","1,368.24","839.58","980.34","990.00","672.48","1,666.26"
"BAYCARE","CHARGE","10000117","BLOOD SPEC IMPLANTED DEVICE","36591","141.00","48.14","119.85","36.73","40.63","119.85","33.93","84.60","119.85","40.25","48.19","86.01","112.80","47.57","33.36","34.24","119.85","77.55","45.91","119.85","50.02","53.40","61.57","67.99","77.55","33.36","119.85"
"BAYCARE","CHARGE","10000118","REMOVE PERICATH OBSTRUCTIVE MATERIAL","36595","3,600.00","1,756.17","3,060.00","1,728.54","2,254.41","3,060.00","1,802.47","2,383.45","3,060.00","1,767.57","1,829.63","2,196.00","2,880.00","2,051.11","2,139.85","2,231.74","3,060.00","1,980.00","2,105.28","3,060.00","1,810.23","2,258.81","1,949.39","2,214.05","1,980.00","1,728.54","3,060.00"
"BAYCARE","CHARGE","10000120","INJECT W FLUORO EVAL CENTRAL LINE","36598","600.00","450.26","510.00","354.78","410.30","510.00","430.68","469.02","510.00","393.16","416.38","366.00","480.00","452.62","450.22","462.78","510.00","330.00","466.18","510.00","441.80","456.28","424.12","461.70","330.00","330.00","510.00"
"BAYCARE","CHARGE","10000121","THROMBECTOMY VEIN(S)","37187","9,230.00","4,502.62","7,845.50","4,431.80","5,780.06","7,845.50","4,621.33","6,110.91","7,845.50","4,531.86","4,690.97","5,630.30","7,384.00","5,258.82","5,486.33","5,721.94","7,845.50","5,076.50","5,397.71","7,845.50","4,641.23","5,791.34","4,998.02","5,676.59","5,076.50","4,431.80","7,845.50"
"BAYCARE","CHARGE","10000122","THROMBECTOMY VEIN(S) REPEAT","37188","9,230.00","4,502.62","7,845.50","4,431.80","5,780.06","7,845.50","4,621.33","6,110.91","7,845.50","4,531.86","4,690.97","5,630.30","7,384.00","5,258.82","5,486.33","5,721.94","7,845.50","5,076.50","5,397.71","7,845.50","4,641.23","5,791.34","4,998.02","5,676.59","5,076.50","4,431.80","7,845.50"
"BAYCARE","CHARGE","10000128","STENT CAROTID W/PROTECTION","37215","10,850.00","5,292.89","9,222.50","5,209.64","6,794.54","9,222.50","5,432.44","7,183.47","9,222.50","5,327.26","5,514.30","6,618.50","8,680.00","6,181.81","6,449.26","6,726.23","9,222.50","5,967.50","6,345.08","9,222.50","5,455.84","6,807.81","5,875.24","6,672.91","5,967.50","5,209.64","9,222.50"
"BAYCARE","CHARGE","10000134","BONE MARROW BIOPSY","38221","970.00","217.00","824.50","239.59","323.81","824.50","237.02","396.70","824.50","262.12","247.84","591.70","776.00","291.28","294.38","309.09","824.50","533.50","368.39","824.50","249.61","320.85","245.47","286.61","533.50","217.00","824.50"
"BAYCARE","CHARGE","10000136","INJECT LYMPHANGIOGRAPHY","38790","300.00","146.35","255.00","144.05","187.87","255.00","150.21","198.62","255.00","147.30","152.47","183.00","240.00","170.93","178.32","185.98","255.00","165.00","175.44","255.00","150.85","188.23","162.45","184.50","165.00","144.05","255.00"
"BAYCARE","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","195.13","340.00","192.06","250.49","340.00","200.27","264.83","340.00","196.40","203.29","244.00","320.00","227.90","237.76","247.97","340.00","220.00","233.92","340.00","201.14","250.98","216.60","246.01","220.00","192.06","340.00"
"BAYCARE","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","585.39","1,020.00","576.18","751.47","1,020.00","600.82","794.48","1,020.00","589.19","609.88","732.00","960.00","683.70","713.28","743.91","1,020.00","660.00","701.76","1,020.00","603.41","752.94","649.80","738.02","660.00","576.18","1,020.00"
"BAYCARE","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","123.56","199.75","128.59","177.94","199.75","138.93","235.00","199.75","133.01","148.97","143.35","188.00","149.58","235.00","235.00","199.75","129.25","235.00","199.75","113.20","147.51","124.88","144.55","129.25","113.20","235.00"
"BAYCARE","CHARGE","10000143","PEG TUBE PLACEMENT","43246","3,000.00","1,463.47","2,550.00","1,440.45","1,878.68","2,550.00","1,502.06","1,986.21","2,550.00","1,472.98","1,524.69","1,830.00","2,400.00","1,709.26","1,783.21","1,859.79","2,550.00","1,650.00","1,754.40","2,550.00","1,508.53","1,882.34","1,624.49","1,845.05","1,650.00","1,440.45","2,550.00"
"BAYCARE","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","376.58","637.50","405.00","543.23","637.50","375.64","517.13","637.50","423.19","414.41","457.50","600.00","394.39","488.18","512.51","637.50","412.50","495.83","637.50","336.19","432.53","399.60","466.50","412.50","336.19","637.50"
"BAYCARE","CHARGE","10000149","ANOSCOPY","46600","265.00","104.03","225.25","93.56","108.61","225.25","92.25","176.13","225.25","92.25","94.87","161.65","212.00","119.73","92.25","93.56","225.25","145.75","105.34","225.25","90.95","102.72","101.41","109.92","145.75","90.95","225.25"
"BAYCARE","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","551.24","1,470.50","693.76","946.37","1,470.50","671.84","1,342.43","1,470.50","727.76","660.09","1,055.30","1,384.00","956.96","792.14","831.96","1,470.50","951.50","851.16","1,470.50","823.89","1,058.15","675.17","788.36","951.50","551.24","1,470.50"
"BAYCARE","CHARGE","10000151","PERCUTANEOUS CHOLECYSTOSTOMY","47490","2,490.00","1,214.68","2,116.50","1,195.58","1,559.30","2,116.50","1,246.71","1,648.56","2,116.50","1,222.57","1,265.49","1,518.90","1,992.00","1,418.68","1,480.06","1,543.62","2,116.50","1,369.50","1,456.15","2,116.50","1,252.08","1,562.34","1,348.33","1,531.39","1,369.50","1,195.58","2,116.50"
"BAYCARE","CHARGE","10000158","BILIARY ENDOSCOPY WO STENT","47555","3,800.00","1,853.73","3,230.00","1,824.57","2,379.66","3,230.00","1,902.61","2,515.87","3,230.00","1,865.77","1,931.28","2,318.00","3,040.00","2,165.06","2,258.73","2,355.73","3,230.00","2,090.00","2,222.24","3,230.00","1,910.80","2,384.30","2,057.69","2,337.06","2,090.00","1,824.57","3,230.00"
"BAYCARE","CHARGE","10000159","BILIARY ENDOSCOPY W STENT","47556","4,360.00","2,126.91","3,706.00","2,093.46","2,730.34","3,706.00","2,182.99","2,886.63","3,706.00","2,140.72","2,215.89","2,659.60","3,488.00","2,484.12","2,591.59","2,702.89","3,706.00","2,398.00","2,549.73","3,706.00","2,192.39","2,735.67","2,360.93","2,681.47","2,398.00","2,093.46","3,706.00"
"BAYCARE","CHARGE","10000165","IMPLANT TISSUE MARKER PANCREAS","49411","5,610.00","2,736.69","4,768.50","2,693.65","3,513.12","4,768.50","2,808.85","3,714.22","4,768.50","2,754.46","2,851.17","3,422.10","4,488.00","3,196.31","3,334.60","3,477.80","4,768.50","3,085.50","3,280.73","4,768.50","2,820.94","3,519.98","3,037.80","3,450.23","3,085.50","2,693.65","4,768.50"
"BAYCARE","CHARGE","10000172","INSERT INTRAPERITONEAL CATH TUNNEL","49418","5,770.00","1,109.57","4,904.50","1,193.24","1,600.60","4,904.50","1,106.69","1,523.86","4,904.50","1,246.90","1,220.93","3,519.70","4,616.00","1,162.08","1,438.46","1,510.01","4,904.50","3,173.50","1,460.96","4,904.50","961.86","1,242.28","1,177.08","1,374.41","3,173.50","961.86","4,904.50"
"BAYCARE","CHARGE","10000173","INSERT DIALYSIS CATH PERMANENT","49421","5,180.00","2,526.93","4,403.00","2,487.18","3,243.85","4,403.00","2,593.55","3,429.53","4,403.00","2,543.34","2,632.64","3,159.80","4,144.00","2,951.32","3,079.00","3,211.23","4,403.00","2,849.00","3,029.27","4,403.00","2,604.72","3,250.18","2,804.95","3,185.78","2,849.00","2,487.18","4,403.00"
"BAYCARE","CHARGE","10000174","REMOVE PERITONEAL CATH W PORT","49422","3,940.00","1,922.03","3,349.00","1,891.80","2,467.33","3,349.00","1,972.70","2,608.56","3,349.00","1,934.51","2,002.43","2,403.40","3,152.00","2,244.82","2,341.94","2,442.52","3,349.00","2,167.00","2,304.11","3,349.00","1,981.20","2,472.14","2,133.50","2,423.16","2,167.00","1,891.80","3,349.00"
"BAYCARE","CHARGE","10000175","INJECT PERITONEAL/VENOUS SHUNT","49427","800.00","296.48","680.00","240.80","318.48","680.00","290.96","346.00","680.00","381.68","328.72","488.00","640.00","365.44","380.72","398.80","680.00","440.00","715.36","680.00","356.08","428.80","400.00","400.00","440.00","240.80","715.36"
"BAYCARE","CHARGE","10000177","INSERT GASTROSTOMY TUBE W S&I","49440","1,640.00","800.03","1,394.00","787.45","1,027.01","1,394.00","821.12","1,085.80","1,394.00","805.23","833.50","1,000.40","1,312.00","934.39","974.82","1,016.68","1,394.00","902.00","959.07","1,394.00","824.66","1,029.01","888.06","1,008.62","902.00","787.45","1,394.00"
"BAYCARE","CHARGE","10000178","INSERT DUODENUM/J-TUBE W/S&I","49441","1,860.00","907.35","1,581.00","893.08","1,164.78","1,581.00","931.28","1,231.45","1,581.00","913.24","945.31","1,134.60","1,488.00","1,059.74","1,105.59","1,153.07","1,581.00","1,023.00","1,087.73","1,581.00","935.29","1,167.05","1,007.18","1,143.93","1,023.00","893.08","1,581.00"
"BAYCARE","CHARGE","10000180","CONVERT TO G-J TUBE W/S&I","49446","1,500.00","385.80","1,275.00","414.90","556.50","1,275.00","384.75","529.65","1,275.00","433.50","424.50","915.00","1,200.00","403.95","500.10","525.00","1,275.00","825.00","507.90","1,275.00","334.35","432.00","409.35","477.90","825.00","334.35","1,275.00"
"BAYCARE","CHARGE","10000181","CHANGE TUBE GASTRO/CECUM W/S&I","49450","1,100.00","536.61","935.00","528.17","688.85","935.00","550.75","728.28","935.00","540.09","559.05","671.00","880.00","626.73","653.84","681.92","935.00","605.00","643.28","935.00","553.13","690.19","595.65","676.52","605.00","528.17","935.00"
"BAYCARE","CHARGE","10000182","CHANGE TUBE SM BOWEL W/S&I","49451","1,100.00","596.75","935.00","322.91","441.65","935.00","628.54","1,100.00","935.00","438.13","516.29","671.00","880.00","730.18","593.23","623.04","935.00","605.00","873.24","935.00","635.36","809.60","547.42","639.27","605.00","322.91","1,100.00"
"BAYCARE","CHARGE","10000183","CHANGE G-J TUBE W/S&I","49452","750.00","365.87","637.50","360.11","469.67","637.50","375.51","496.55","637.50","368.24","381.17","457.50","600.00","427.31","445.80","464.95","637.50","412.50","438.60","637.50","377.13","470.59","406.12","461.26","412.50","360.11","637.50"
"BAYCARE","CHARGE","10000184","CLEAR OBSTRUCTED GI TUBE W/S&I","49460","1,100.00","536.61","935.00","528.17","688.85","935.00","550.75","728.28","935.00","540.09","559.05","671.00","880.00","626.73","653.84","681.92","935.00","605.00","643.28","935.00","553.13","690.19","595.65","676.52","605.00","528.17","935.00"
