ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
050077,SCRIPPS MERCY HOSPITAL,CA,SAN DIEGO,https://www.scripps.org/,https://www.scripps.org/patients-and-visitors/billing/price-transparency,https://apps.scripps.org/pricetransparency/951684089_ScrippsMercyHospitalSanDiego_standardcharges.csv
140110,OSF SAINT ELIZABETH MEDICAL CENTER,IL,OTTAWA,https://www.osfhealthcare.org/,https://www.osfhealthcare.org/osf/forms/price-estimate-request/standard-charges/,https://www.osfhealthcare.org/media/filer_public/0a/f5/0af5a8f0-068e-4afa-a88d-f1d2232a8626/362604009_ottawa-regional-hospital-healthcare-center__standardcharges.xlsx
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,SAN PEDRO,https://www.providence.org/,https://www.providence.org/obp/ca/ca-la/pricing-transparency,https://www.providence.org/external/42-1672806_Providence-Little-Co-of-Mary-Med-Center-San-Pedro_StandardCharges_NC.json
230277,HURON VALLEY-SINAI HOSPITAL,MI,COMMERCE TOWNSHIP,https://www.dmc.org/,https://www.dmc.org/patients/pricing-info-estimates/hospital-pricing-information,https://www.dmc.org/docs/global/standard-charges/272844563_huronvalley-sinaihospital_standardcharges.json
230279,ASCENSION BRIGHTON CENTER FOR RECOVERY,MI,BRIGHTON,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381576680_ascension-brighton-center-for-recovery_standardcharges.xlsx
230297,KARMANOS CANCER CENTER,MI,DETROIT,https://www.karmanos.org/karmanos/karmanos-home,https://www.karmanos.org/karmanos/mclaren-charge-master-files,https://www.mclaren.org/Uploads/Public/Documents/corporate/ChargeMasterFile/2022/38-1613280_KarmanosCancerInstitute_standardcharges.csv
050082,ST JOHNS REGIONAL MEDICAL CENTER,CA,OXNARD,https://www.dignityhealth.org/,https://www.dignityhealth.org/central-coast/locations/stjohnsregional/patients-and-visitors/for-patients/billing-and-payment/hospital-pricing-transparency,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-coast/941196203_St-Johns-Regional-Medical-Center_standardcharges.csv
050084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,CA,STOCKTON,https://www.dignityhealth.org/,https://www.dignityhealth.org/central-california/locations/stjosephsbehavioral/patients-and-visitors/patients/billing-information/hospital-pricing-transparency,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-california/465322209_St-Joseph-Behavioral-Health-Center_standardcharges.csv
140113,OSF HEART OF MARY MEDICAL CENTER,IL,URBANA,https://www.osfhealthcare.org/,https://www.osfhealthcare.org/osf/forms/price-estimate-request/standard-charges/,https://www.osfhealthcare.org/media/filer_public/68/d9/68d99457-84f5-4f54-80ef-ff77cf723918/370813229_osf-heart-of-mary-medical-center_standardcharges.xlsx
230302,HENRY FORD HEALTH WEST BLOOMFIELD HOSPITAL,MI,WEST BLOOMFIELD,https://www.henryford.com/,https://www.henryford.com/visitors/billing/cost-of-care/hospital-standard-charges,https://www.henryford.com/-/media/files/henry-ford/patients-visitors/billing/2022-standard-charges/104000-parent-hfhs-west-bloomfield-standardcharges.zip
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,SAN BERNARDINO,https://www.dignityhealth.org/,https://www.dignityhealth.org/socal/locations/san-bernardino/patients-and-visitors/for-patients/billing-payment-financial-services/hospital-pricing-transparency,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/southern-california/941196203_Community-Hospital-San-Bernadino_standardcharges.csv
230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,MI,MANISTEE,https://www.munsonhealthcare.org/,https://www.munsonhealthcare.org/patients-visitors/munson-healthcare-chargemaster-information,https://search.hospitalpriceindex.com/hpi2/hospital/Munson%20Healthcare%20Manistee%20Hospital/8130
050090,SONOMA VALLEY HOSPITAL,CA,SONOMA,https://www.sonomavalleyhospital.org/,https://www.sonomavalleyhospital.org/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSonomaValley&type=CDMWithoutLabel
140114,SWEDISH HOSPITAL,IL,CHICAGO,https://swedishcovenant.org/home,https://swedishcovenant.org/for-patients-and-visitors/pay-your-bill/patient-price-information,https://www.northshore.org/globalassets/about-us/billing/standard-charges/362179813_swedishhospital_standardcharges.xml
050091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,HUNTINGTON PARK,https://www.communityhospitalhp.com/,https://www.communityhospitalhp.com/for-patients/insurance-financials/,https://search.hospitalpriceindex.com/hpi2/hospital/Community%20Hospital%20of%20Huntington%20Park/8427
231300,PAUL OLIVER MEMORIAL HOSPITAL,MI,FRANKFORT,https://www.munsonhealthcare.org/,https://www.munsonhealthcare.org/patients-visitors/munson-healthcare-chargemaster-information,https://search.hospitalpriceindex.com/allServices/Munson%20Healthcare%20Paul%20Oliver%20Memorial%20Hospital/8138/all
140115,THOREK MEMORIAL HOSPITAL,IL,CHICAGO,https://www.thorek.org/,https://www.thorek.org/patients-and-visitors/patient-financial-services/charge-master,https://cdn2.hubspot.net/hubfs/3003156/TMH-Charge-Master-20181227%282%29.xls
231301,KALKASKA MEMORIAL HEALTH CENTER,MI,KALKASKA,https://www.munsonhealthcare.org/,https://www.munsonhealthcare.org/patients-visitors/munson-healthcare-chargemaster-information,https://search.hospitalpriceindex.com/hpi2/hospital/Kalkaska%20Memorial%20Health%20Center/8136
050093,SAINT AGNES MEDICAL CENTER,CA,FRESNO,https://www.samc.com/,https://www.samc.com/for-patients/billing-and-financial-information/price-estimator,https://www.cdmpricing.com/328fa1deacb00df2cf453001b80e6e73/standard-charges
140116,NORTHWESTERN MEDICINE MCHENRY HOSPITAL,IL,MCHENRY,https://www.nm.org/,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/northwestern-medicine-mchenry-hospital.xlsx
231303,SCHOOLCRAFT MEMORIAL HOSPITAL,MI,MANISTIQUE,https://scmh.org/,https://scmh.org/bcbsm-payer-transparency-files/,https://bcbsm.sapphiremrfhub.com/tocs/current/schoolcraft_memorial_hospital
140117,PRESENCE RESURRECTION MEDICAL CENTER,IL,CHICAGO,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-resurrection-medical-center-chicago_standardcharges.xlsx
050096,"WEST COVINA MEDICAL CENTER, INC",CA,WEST COVINA,https://westcovinamc.com/,https://westcovinamc.com/pricing.html,https://westcovinamc.com/downloads/service_pricing_codes_WCMC.xlsx
140119,RUSH UNIVERSITY MEDICAL CENTER,IL,CHICAGO,https://www.rush.edu/,https://www.rush.edu/patients-visitors/billing/transparency-coverage,https://www.allegiancecosttransparency.com/2022-07-01_RUSH_UNIVERSITY_MEDICAL_CENTER_index.json
050099,SAN ANTONIO REGIONAL HOSPITAL,CA,UPLAND,https://www.sarh.org/home/,https://www.arh.org/hospital-price-transparency,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSACHUPLANDCA&type=CDMWithoutLabel
140120,PEKIN MEMORIAL HOSPITAL,IL,PEKIN,https://www.unitypoint.org/interstitial.aspx,https://www.unitypoint.org/peoria/patient-charges-and-costs.aspx,https://www.unitypoint.org/peoria/filesimages/Patients/2020/Peoria.xlsx
231305,ASCENSION STANDISH HOSPITAL,MI,STANDISH,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381671120_ascension-standish-hospital_standardcharges.xlsx
050100,SHARP MEMORIAL HOSPITAL,CA,SAN DIEGO,https://www.sharp.com/,https://www.sharp.com/patient/billing/pricing.cfm,https://images.sharp.com/com/patient/billing/953782169_sharp-memorial-hospital_standardcharges.json
231306,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER,MI,SAINT IGNACE,https://www.mackinacstraitshealth.org/,https://www.mackinacstraitshealth.org/about/,https://www.mackinacstraitshealth.org/wp-content/uploads/2022/04/MSHS-Charge-Master-Pricing-2022.xlsx
050101,SUTTER SOLANO MEDICAL CENTER,CA,VALLEJO,https://www.sutterhealth.org/,https://www.sutterhealth.org/for-patients/healthcare-cost-transparency,https://www.sutterhealth.org/pdf/chargemaster/941156621-1366686248_SUTTER-SOLANO-MEDICAL-CENTER_standardcharges.csv
140122,ADVENTHEALTH HINSDALE,IL,HINSDALE,https://www.adventhealth.com/,https://www.adventhealth.com/pricelist,https://www.adventhealth.com/sites/default/files/CDM/2022/362276984_AdventHealthHinsdale_standardcharges.json
052054,MONROVIA MEMORIAL HOSPITAL,CA,MONROVIA,https://monroviamemorial.com/,http://monroviamemorial.com/patients-and-visitors/price-transparency/,http://monroviamemorial.com/wp-content/uploads/2020/12/qryTransparency_AllItems.xlsx
140124,JOHN H STROGER JR HOSPITAL,IL,CHICAGO,https://cookcountyhealth.org/,https://cookcountyhealth.org/patients-visitors/billing-insurance/,https://cookcountyhealth.org/wp-content/uploads/CCH-Posted-Charges_02.01.2022.xlsx
231307,BARAGA COUNTY MEMORIAL HOSPITAL,MI,L' ANSE,https://bcmh.org/,https://bcmh.org/patients-visitors/bcmh-hospital-charge-information/,https://bcmh.org/wp-content/uploads/2022/04/CHARGEMASTER.csv
140125,GATEWAY REGIONAL MEDICAL CENTER,IL,GRANITE CITY,https://www.gatewayregional.net/,https://www.gatewayregional.net/gateway-regional-medical-center/pricing-transparency,https://www.gatewayregional.net/Uploads/Public/Documents/Pricing/CM_05_2022/Gateway_CMList_05_20_2022.csv
052057,SONOMA SPECIALTY HOSPITAL,CA,SEBASTOPOL,https://sonomaspecialtyhospital.org/,https://sonomaspecialtyhospital.org/our-standard-charges/,https://apps.para-hcfs.com/PTT/FinalLinks/AmericanAdvancedSonoma.aspx#
231308,MUNISING MEMORIAL HOSPITAL,MI,MUNISING,https://munisingmemorial.org/,https://munisingmemorial.org/credit-collection-policy/,https://verifymicare.org/uploads/chargemasters/Munising-Chargemaster.csv
050103,WHITE MEMORIAL MEDICAL CENTER,CA,LOS ANGELES,https://www.adventisthealth.org/,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHWMLOSANGELESCA&type=CDMWithoutLabel
140127,CARLE BROMENN MEDICAL CENTER,IL,NORMAL,https://carle.org/,https://carle.org/Patients-Visitors/Transparent-Pricing-and-Estimates,https://carle.org/getmedia/ccc2ef78-1a44-4f55-a35c-9fbe30ec1120/850703768_BroMenn-Medical-Center_standardcharges-(2).csv
231309,"ASPIRUS ONTONAGON HOSPITAL, INC",MI,ONTONAGON,https://www.aspirus.org/,https://www.aspirus.org/price-estimate,https://www.aspirus.org/Uploads/Public/Documents/Bill/StandardCharges/260806477_aspirus-ontonagon-hospital_standardcharges.json
050104,SAINT FRANCIS MEDICAL CENTER,CA,LYNWOOD,https://stfrancismedicalcenter.com/,https://stfrancismedicalcenter.com/financial-assistance/,https://stfrancismedicalcenter.com/850737566_StFrancisMedicalCenter_standardcharges.json
053031,ENCOMPASS HEALTH REHABILITATON HOSPITAL OF BAKERS,CA,BAKERSFIELD,https://encompasshealth.com/,https://encompasshealth.com/locations/bakersfieldrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184845_encompass-health-rehabilitation-hospital-of-bakersfield_standardcharges.csv
231310,SCHEURER HOSPITAL,MI,PIGEON,https://www.scheurer.org/,https://www.scheurer.org/patients-and-visitors/billing-services/,https://www.scheurer.org/media/r/1c342dc5e8354074a7f81a3dcee50361/381456056-scheurer-health-standard-charges-fy-2022.xlsx
050107,MARIAN REGIONAL MEDICAL CENTER,CA,SANTA MARIA,https://www.dignityhealth.org/,https://www.dignityhealth.org/central-coast/locations/marianregional/patients-and-visitors/for-patients/billing-information/hospital-pricing-transparency,https://www.dignityhealth.org/content/dam/dignity-health/documents/pricing-procedure-spreadsheets-2020/price-transparency-4-30-2022/central-coast/941196203_Marian-Regional-Medical-Center_standardcharges.csv
053032,SAN JOAQUIN VALLEY REHABILITATION HOSP,CA,FRESNO,https://sjvrehab.com/,https://sjvrehab.com/about-us/price-transparency/,https://sjvrehab.com/wp-content/uploads/sites/15/2022/08/030501943_San-Joaquin-Valley-Rehabilitation-Hospital_Standard-Charges.csv
050108,SUTTER MEDICAL CENTER SACRAMENTO,CA,SACRAMENTO,https://www.sutterhealth.org/,https://www.sutterhealth.org/for-patients/healthcare-cost-transparency,https://www.sutterhealth.org/pdf/chargemaster/941156621-1811946734_SUTTER-MEDICAL-CENTER-SACRAMENTO_standardcharges.csv
140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,LAKE FOREST,https://www.nm.org/,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/northwestern-medicine-lake-forest-hospital.xlsx
231314,MCKENZIE HEALTH SYSTEM,MI,SANDUSKY,https://www.mckenziehealth.org/,https://www.mckenziehealth.org/patients-visitors/billing-insurance/,https://www.mckenziehealth.org/documents/content/381738615-McKenzieHealthSystem-Standard-Charges-as-of-123121.csv
231315,ASCENSION BORGESS LEE HOSPITAL,MI,DOWAGIAC,https://healthcare.ascension.org/,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/381490190_ascension-borgess-lee-hospital_standardcharges.xlsx
053034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,CA,TUSTIN,https://encompasshealth.com/,https://encompasshealth.com/locations/tustinrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/33-0695017_encompass-health-rehabilitation-hospital-of-tustin_standardcharges.csv
050113,SAN MATEO MEDICAL CENTER,CA,SAN MATEO,https://www.smchealth.org/,https://www.smchealth.org/health-care-costs,https://www.smchealth.org/sites/main/files/file-attachments/smmc_pricing_2022.xlsx
053037,BALLARD REHABILITATION HOSPITAL,CA,SAN BERNARDINO,https://ballardrehab.com/,https://ballardrehab.com/about-us/price-transparency/,https://ballardrehab.com/wp-content/uploads/sites/4/2022/08/261465945_Ballard-Rehabilitation-Hospital_Standard-Charges.csv
