Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"SINAI","CHARGE","10000110","REPLACE CVL TUNNELED COMPLETE","36581","3,710.00","1,416.44","3,153.50","1,414.46","1,861.71","3,153.50","1,506.10","2,294.30","3,153.50","1,467.81","1,544.74","2,263.10","2,968.00","1,785.99","1,654.05","1,734.16","3,153.50","2,040.50","1,779.96","3,153.50","1,702.41","2,025.43","1,637.20","1,881.06","2,040.50","1,414.46","3,153.50"
"SINAI","CHARGE","10000111","REPLACE CVL TUNNELED W/PORT COMPLETE","36582","4,800.00","3,793.43","4,080.00","4,481.73","4,800.00","4,080.00","4,349.04","4,800.00","4,080.00","4,377.46","4,800.00","2,928.00","3,840.00","4,800.00","4,800.00","4,800.00","4,080.00","2,640.00","4,800.00","4,080.00","4,800.00","4,800.00","4,800.00","4,800.00","2,640.00","2,640.00","4,800.00"
"SINAI","CHARGE","10000113","REPLACE PICC COMPLETE","36584","1,500.00","572.68","1,275.00","571.88","752.71","1,275.00","608.94","927.61","1,275.00","593.46","624.56","915.00","1,200.00","722.10","668.75","701.14","1,275.00","825.00","719.66","1,275.00","688.30","818.91","661.94","760.54","825.00","571.88","1,275.00"
"SINAI","CHARGE","10000115","REMOVE CVL TUNNELED W/O PORT","36589","1,100.00","351.81","935.00","369.11","505.88","935.00","357.03","184.42","935.00","411.95","335.06","671.00","880.00","432.41","334.64","351.26","935.00","605.00","411.95","935.00","344.81","428.16","378.31","441.61","605.00","184.42","935.00"
"SINAI","CHARGE","10000116","REMOVE CVL TUNNELED W/PORT","36590","1,800.00","987.68","1,530.00","1,269.11","1,734.75","1,530.00","1,235.27","1,800.00","1,530.00","1,331.94","1,196.60","1,098.00","1,440.00","1,800.00","1,439.36","1,511.86","1,530.00","990.00","1,288.98","1,530.00","1,565.57","1,800.00","1,233.12","1,439.90","990.00","987.68","1,800.00"
"SINAI","CHARGE","10000117","BLOOD SPEC IMPLANTED DEVICE","36591","141.00","39.39","119.85","30.04","33.19","119.85","27.97","84.60","119.85","33.10","40.44","86.01","112.80","40.15","26.44","27.13","119.85","77.55","24.48","119.85","41.66","44.82","56.67","62.66","77.55","24.48","119.85"
"SINAI","CHARGE","10000118","REMOVE PERICATH OBSTRUCTIVE MATERIAL","36595","3,600.00","1,374.44","3,060.00","1,372.52","1,806.51","3,060.00","1,461.45","2,226.27","3,060.00","1,424.29","1,498.94","2,196.00","2,880.00","1,733.04","1,605.00","1,682.74","3,060.00","1,980.00","1,727.19","3,060.00","1,651.93","1,965.37","1,588.66","1,825.29","1,980.00","1,372.52","3,060.00"
"SINAI","CHARGE","10000119","REMOVE INTRACATH OBSTRUCTION MATERIAL","36596","1,800.00","687.22","1,530.00","686.26","903.26","1,530.00","730.72","1,113.14","1,530.00","712.15","749.47","1,098.00","1,440.00","866.52","802.50","841.37","1,530.00","990.00","863.59","1,530.00","825.96","982.69","794.33","912.64","990.00","686.26","1,530.00"
"SINAI","CHARGE","10000120","INJECT W FLUORO EVAL CENTRAL LINE","36598","600.00","600.00","510.00","501.72","600.00","510.00","600.00","600.00","510.00","600.00","600.00","366.00","480.00","600.00","600.00","600.00","510.00","330.00","600.00","510.00","600.00","600.00","600.00","600.00","330.00","330.00","600.00"
"SINAI","CHARGE","10000121","THROMBECTOMY VEIN(S)","37187","6,580.00","2,512.17","5,593.00","2,508.66","3,301.90","5,593.00","2,671.20","4,069.13","5,593.00","2,603.29","2,739.73","4,013.80","5,264.00","3,167.61","2,933.59","3,075.68","5,593.00","3,619.00","3,156.92","5,593.00","3,019.36","3,592.27","2,903.71","3,336.22","3,619.00","2,508.66","5,593.00"
"SINAI","CHARGE","10000122","THROMBECTOMY VEIN(S) REPEAT","37188","6,580.00","2,512.17","5,593.00","2,508.66","3,301.90","5,593.00","2,671.20","4,069.13","5,593.00","2,603.29","2,739.73","4,013.80","5,264.00","3,167.61","2,933.59","3,075.68","5,593.00","3,619.00","3,156.92","5,593.00","3,019.36","3,592.27","2,903.71","3,336.22","3,619.00","2,508.66","5,593.00"
"SINAI","CHARGE","10000128","STENT CAROTID W/PROTECTION","37215","10,850.00","4,142.41","9,222.50","4,136.62","5,444.63","9,222.50","4,404.64","6,709.73","9,222.50","4,292.67","4,517.64","6,618.50","8,680.00","5,223.18","4,837.31","5,071.60","9,222.50","5,967.50","5,205.56","9,222.50","4,978.73","5,923.42","4,788.03","5,501.22","5,967.50","4,136.62","9,222.50"
"SINAI","CHARGE","10000134","BONE MARROW BIOPSY","38221","970.00","194.93","824.50","250.47","342.37","824.50","243.79","630.58","824.50","262.87","236.16","591.70","776.00","357.74","284.07","298.38","824.50","533.50","307.39","824.50","308.98","396.64","243.37","284.18","533.50","194.93","824.50"
"SINAI","CHARGE","10000136","INJECT LYMPHANGIOGRAPHY","38790","300.00","114.54","255.00","114.38","150.54","255.00","121.79","185.52","255.00","118.69","124.91","183.00","240.00","144.42","133.75","140.23","255.00","165.00","143.93","255.00","137.66","163.78","132.39","152.11","165.00","114.38","255.00"
"SINAI","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","223.20","340.00","233.71","274.30","340.00","244.83","76.14","340.00","173.67","243.15","244.00","320.00","293.89","246.73","257.96","340.00","220.00","146.88","340.00","307.82","353.73","291.37","319.55","220.00","76.14","353.73"
"SINAI","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","458.15","1,020.00","457.51","602.17","1,020.00","487.15","742.09","1,020.00","474.76","499.65","732.00","960.00","577.68","535.00","560.91","1,020.00","660.00","575.73","1,020.00","550.64","655.12","529.55","608.43","660.00","457.51","1,020.00"
"SINAI","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","131.65","199.75","135.07","168.78","199.75","133.59","144.88","199.75","138.28","136.60","143.35","188.00","154.84","156.57","160.70","199.75","129.25","155.20","199.75","130.59","147.99","147.98","165.77","129.25","129.25","199.75"
"SINAI","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","286.34","637.50","285.94","376.36","637.50","304.47","463.81","637.50","296.73","312.28","457.50","600.00","361.05","334.38","350.57","637.50","412.50","359.83","637.50","344.15","409.45","330.97","380.27","412.50","285.94","637.50"
"SINAI","CHARGE","10000149","ANOSCOPY","46600","265.00","116.64","225.25","99.92","129.97","225.25","96.59","157.38","225.25","108.55","103.66","161.65","212.00","146.29","103.87","107.47","225.25","145.75","125.30","225.25","95.37","118.60","116.10","133.74","145.75","95.37","225.25"
"SINAI","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","660.50","1,470.50","659.57","868.13","1,470.50","702.31","1,069.85","1,470.50","684.45","720.32","1,055.30","1,384.00","832.82","771.29","808.65","1,470.50","951.50","830.01","1,470.50","793.84","944.47","763.44","877.15","951.50","659.57","1,470.50"
"SINAI","CHARGE","10000151","PERCUTANEOUS CHOLECYSTOSTOMY","47490","5,880.00","2,244.92","4,998.00","2,241.78","2,950.64","4,998.00","2,387.03","3,636.24","4,998.00","2,326.35","2,448.27","3,586.80","4,704.00","2,830.63","2,621.51","2,748.48","4,998.00","3,234.00","2,821.08","4,998.00","2,698.15","3,210.11","2,594.81","2,981.30","3,234.00","2,241.78","4,998.00"
"SINAI","CHARGE","10000157","BILIARY ENDOSCOPY DX WITH SPECI","47552","3,800.00","1,450.80","3,230.00","1,448.77","1,906.87","3,230.00","1,542.64","2,349.95","3,230.00","1,503.42","1,582.21","2,318.00","3,040.00","1,829.32","1,694.17","1,776.23","3,230.00","2,090.00","1,823.14","3,230.00","1,743.70","2,074.56","1,676.92","1,926.69","2,090.00","1,448.77","3,230.00"
"SINAI","CHARGE","10000158","BILIARY ENDOSCOPY WO STENT","47555","3,800.00","1,450.80","3,230.00","1,448.77","1,906.87","3,230.00","1,542.64","2,349.95","3,230.00","1,503.42","1,582.21","2,318.00","3,040.00","1,829.32","1,694.17","1,776.23","3,230.00","2,090.00","1,823.14","3,230.00","1,743.70","2,074.56","1,676.92","1,926.69","2,090.00","1,448.77","3,230.00"
"SINAI","CHARGE","10000159","BILIARY ENDOSCOPY W STENT","47556","4,360.00","1,664.60","3,706.00","1,662.27","2,187.89","3,706.00","1,769.98","2,696.26","3,706.00","1,724.98","1,815.38","2,659.60","3,488.00","2,098.90","1,943.84","2,037.99","3,706.00","2,398.00","2,091.82","3,706.00","2,000.67","2,380.29","1,924.04","2,210.63","2,398.00","1,662.27","3,706.00"
"SINAI","CHARGE","10000172","INSERT INTRAPERITONEAL CATH TUNNEL","49418","5,770.00","2,202.92","4,904.50","2,199.84","2,895.44","4,904.50","2,342.38","3,568.22","4,904.50","2,282.83","2,402.47","3,519.70","4,616.00","2,777.67","2,572.47","2,697.06","4,904.50","3,173.50","2,768.30","4,904.50","2,647.68","3,150.06","2,546.26","2,925.53","3,173.50","2,199.84","4,904.50"
"SINAI","CHARGE","10000173","INSERT DIALYSIS CATH PERMANENT","49421","5,180.00","1,977.67","4,403.00","1,974.90","2,599.37","4,403.00","2,102.86","3,203.36","4,403.00","2,049.40","2,156.81","3,159.80","4,144.00","2,493.65","2,309.42","2,421.28","4,403.00","2,849.00","2,485.23","4,403.00","2,376.94","2,827.95","2,285.90","2,626.39","2,849.00","1,974.90","4,403.00"
"SINAI","CHARGE","10000174","REMOVE PERITONEAL CATH W PORT","49422","3,940.00","1,504.25","3,349.00","1,502.15","1,977.13","3,349.00","1,599.47","2,436.53","3,349.00","1,558.81","1,640.51","2,403.40","3,152.00","1,896.71","1,756.59","1,841.67","3,349.00","2,167.00","1,890.31","3,349.00","1,807.95","2,150.99","1,738.70","1,997.68","2,167.00","1,502.15","3,349.00"
"SINAI","CHARGE","10000175","INJECT PERITONEAL/VENOUS SHUNT","49427","800.00","305.43","680.00","305.00","401.45","680.00","324.77","494.73","680.00","316.51","333.10","488.00","640.00","385.12","356.67","373.94","680.00","440.00","383.82","680.00","367.10","436.75","353.03","405.62","440.00","305.00","680.00"
"SINAI","CHARGE","10000177","INSERT GASTROSTOMY TUBE W S&I","49440","1,640.00","626.13","1,394.00","625.26","822.97","1,394.00","665.77","1,014.19","1,394.00","648.85","682.85","1,000.40","1,312.00","789.50","731.17","766.58","1,394.00","902.00","786.83","1,394.00","752.55","895.34","723.72","831.52","902.00","625.26","1,394.00"
"SINAI","CHARGE","10000178","INSERT DUODENUM/J-TUBE W/S&I","49441","1,860.00","710.13","1,581.00","709.13","933.37","1,581.00","755.08","1,150.24","1,581.00","735.89","774.45","1,134.60","1,488.00","895.40","829.25","869.42","1,581.00","1,023.00","892.38","1,581.00","853.50","1,015.44","820.81","943.07","1,023.00","709.13","1,581.00"
"SINAI","CHARGE","10000180","CONVERT TO G-J TUBE W/S&I","49446","1,500.00","572.68","1,275.00","571.88","752.71","1,275.00","608.94","927.61","1,275.00","593.46","624.56","915.00","1,200.00","722.10","668.75","701.14","1,275.00","825.00","719.66","1,275.00","688.30","818.91","661.94","760.54","825.00","571.88","1,275.00"
"SINAI","CHARGE","10000181","CHANGE TUBE GASTRO/CECUM W/S&I","49450","1,100.00","419.97","935.00","419.38","551.99","935.00","446.55","680.25","935.00","435.20","458.01","671.00","880.00","529.54","490.42","514.17","935.00","605.00","527.75","935.00","504.76","600.53","485.42","557.73","605.00","419.38","935.00"
"SINAI","CHARGE","10000182","CHANGE TUBE SM BOWEL W/S&I","49451","1,100.00","494.40","935.00","267.50","365.89","935.00","559.19","1,100.00","935.00","362.94","427.73","671.00","880.00","604.90","491.44","516.18","935.00","605.00","779.68","935.00","526.39","670.76","453.54","529.62","605.00","267.50","1,100.00"
"SINAI","CHARGE","10000183","CHANGE G-J TUBE W/S&I","49452","750.00","740.76","637.50","400.79","548.22","637.50","750.00","750.00","637.50","543.79","640.86","457.50","600.00","750.00","736.33","750.00","637.50","412.50","750.00","637.50","750.00","750.00","679.53","750.00","412.50","400.79","750.00"
"SINAI","CHARGE","10000184","CLEAR OBSTRUCTED GI TUBE W/S&I","49460","1,100.00","419.97","935.00","419.38","551.99","935.00","446.55","680.25","935.00","435.20","458.01","671.00","880.00","529.54","490.42","514.17","935.00","605.00","527.75","935.00","504.76","600.53","485.42","557.73","605.00","419.38","935.00"
"SINAI","CHARGE","10000185","INJECTIONS GI TUBE EVAL W/S&I","49465","1,020.00","439.10","867.00","443.17","589.28","867.00","451.62","617.37","867.00","469.25","478.36","622.20","816.00","557.26","569.47","590.85","867.00","561.00","590.84","867.00","455.22","543.58","499.42","575.94","561.00","439.10","867.00"
"SINAI","CHARGE","10000186","ABLATION ABDOMEN/PERITONEUM","49999","14,900.00","5,688.66","12,665.00","5,680.70","7,476.96","12,665.00","6,048.77","9,214.29","12,665.00","5,895.00","6,203.94","9,089.00","11,920.00","7,172.85","6,642.94","6,964.69","12,665.00","8,195.00","7,148.64","12,665.00","6,837.15","8,134.46","6,575.27","7,554.66","8,195.00","5,680.70","12,665.00"
"SINAI","CHARGE","10000189","CHANGE URETERAL STENT-PERC S&I","50382","3,750.00","1,431.71","3,187.50","1,429.71","1,881.78","3,187.50","1,522.34","2,319.03","3,187.50","1,483.64","1,561.40","2,287.50","3,000.00","1,805.25","1,671.88","1,752.86","3,187.50","2,062.50","1,799.16","3,187.50","1,720.76","2,047.26","1,654.85","1,901.34","2,062.50","1,429.71","3,187.50"
