Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"SOUTH SHORE","CHARGE","10000092","CATH VENOUS BLOOD  SAMPLING","36500","1,250.00","483.08","1,062.50","469.51","616.49","1,062.50","494.69","919.05","1,062.50","487.23","482.45","762.50","1,000.00","598.21","539.21","563.55","1,062.50","687.50","573.54","1,062.50","558.23","635.84","506.08","580.44","687.50","469.51","1,062.50"
"SOUTH SHORE","CHARGE","10000094","INSERT CVL NON TUNNELED <5 YRS","36555","1,800.00","695.63","1,530.00","676.10","887.74","1,530.00","712.35","1,323.44","1,530.00","701.61","694.73","1,098.00","1,440.00","861.43","776.46","811.51","1,530.00","990.00","825.90","1,530.00","803.85","915.62","728.76","835.83","990.00","676.10","1,530.00"
"SOUTH SHORE","CHARGE","10000096","INSERT CVL TUNNELED 5 YRS >/=","36558","4,040.00","1,442.67","3,434.00","2,667.61","3,645.75","3,434.00","3,554.27","3,794.40","3,434.00","3,539.98","4,040.00","2,464.40","3,232.00","4,040.00","4,040.00","4,040.00","3,434.00","2,222.00","4,040.00","3,434.00","4,040.00","4,040.00","4,040.00","4,040.00","2,222.00","1,442.67","4,040.00"
"SOUTH SHORE","CHARGE","10000098","INSERT CVL TUNNELED W/PORT 5 YRS >/=","36561","6,090.00","3,981.04","5,176.50","4,669.74","6,090.00","5,176.50","4,561.33","5,266.75","5,176.50","4,543.99","5,462.25","3,714.90","4,872.00","6,046.21","5,840.57","6,056.58","5,176.50","3,349.50","6,090.00","5,176.50","6,090.00","6,088.64","5,620.39","6,090.00","3,349.50","3,349.50","6,090.00"
"SOUTH SHORE","CHARGE","10000103","PICC INSERTION","36569","3,980.00","1,376.03","3,383.00","1,547.78","2,049.11","3,383.00","1,685.43","2,175.68","3,383.00","1,647.13","1,440.72","2,427.80","3,184.00","1,748.91","1,593.84","1,672.43","3,383.00","2,189.00","1,907.42","3,383.00","1,582.06","1,861.61","1,597.76","1,832.22","2,189.00","1,376.03","3,383.00"
"SOUTH SHORE","CHARGE","10000105","INSERT PICC W/PORT 5 YRS >/=","36571","3,560.00","1,375.80","3,026.00","1,337.17","1,755.76","3,026.00","1,408.88","2,617.47","3,026.00","1,387.63","1,374.03","2,171.60","2,848.00","1,703.72","1,535.66","1,604.99","3,026.00","1,958.00","1,633.44","3,026.00","1,589.83","1,810.89","1,441.32","1,653.09","1,958.00","1,337.17","3,026.00"
"SOUTH SHORE","CHARGE","10000106","REPAIR CVL CATH","36575","1,000.00","386.46","850.00","375.61","493.19","850.00","395.75","735.24","850.00","389.78","385.96","610.00","800.00","478.57","431.37","450.84","850.00","550.00","458.83","850.00","446.58","508.68","404.87","464.35","550.00","375.61","850.00"
"SOUTH SHORE","CHARGE","10000107","REPAIR CVL CATH W PORT/PUMP","36576","1,860.00","718.82","1,581.00","698.64","917.33","1,581.00","736.10","1,367.55","1,581.00","725.00","717.89","1,134.60","1,488.00","890.14","802.34","838.56","1,581.00","1,023.00","853.43","1,581.00","830.64","946.14","753.05","863.69","1,023.00","698.64","1,581.00"
"SOUTH SHORE","CHARGE","10000108","REPLACE CVL CATH ONLY","36578","4,230.00","1,634.73","3,595.50","1,588.83","2,086.20","3,595.50","1,674.03","3,110.08","3,595.50","1,648.78","1,632.62","2,580.30","3,384.00","2,024.36","1,824.68","1,907.05","3,595.50","2,326.50","1,940.86","3,595.50","1,889.05","2,151.70","1,712.58","1,964.20","2,326.50","1,588.83","3,595.50"
"SOUTH SHORE","CHARGE","10000109","REPLACE CVL NON TUNNELED COMPLETE","36580","1,860.00","718.82","1,581.00","698.64","917.33","1,581.00","736.10","1,367.55","1,581.00","725.00","717.89","1,134.60","1,488.00","890.14","802.34","838.56","1,581.00","1,023.00","853.43","1,581.00","830.64","946.14","753.05","863.69","1,023.00","698.64","1,581.00"
"SOUTH SHORE","CHARGE","10000110","REPLACE CVL TUNNELED COMPLETE","36581","3,710.00","1,433.77","3,153.50","1,393.52","1,829.74","3,153.50","1,468.24","2,727.75","3,153.50","1,446.10","1,431.92","2,263.10","2,968.00","1,775.50","1,600.37","1,672.61","3,153.50","2,040.50","1,702.27","3,153.50","1,656.82","1,887.19","1,502.05","1,722.74","2,040.50","1,393.52","3,153.50"
"SOUTH SHORE","CHARGE","10000111","REPLACE CVL TUNNELED W/PORT COMPLETE","36582","4,800.00","1,855.01","4,080.00","1,802.93","2,367.32","4,080.00","1,899.61","3,529.17","4,080.00","1,870.96","1,852.62","2,928.00","3,840.00","2,297.14","2,070.56","2,164.03","4,080.00","2,640.00","2,202.39","4,080.00","2,143.60","2,441.64","1,943.36","2,228.88","2,640.00","1,802.93","4,080.00"
"SOUTH SHORE","CHARGE","10000113","REPLACE PICC COMPLETE","36584","1,500.00","579.69","1,275.00","563.42","739.79","1,275.00","593.63","1,102.86","1,275.00","584.68","578.94","915.00","1,200.00","717.86","647.05","676.26","1,275.00","825.00","688.25","1,275.00","669.87","763.01","607.30","696.52","825.00","563.42","1,275.00"
"SOUTH SHORE","CHARGE","10000115","REMOVE CVL TUNNELED W/O PORT","36589","1,100.00","425.11","935.00","413.17","542.51","935.00","435.33","808.77","935.00","428.76","424.56","671.00","880.00","526.43","474.50","495.92","935.00","605.00","504.71","935.00","491.24","559.54","445.35","510.78","605.00","413.17","935.00"
"SOUTH SHORE","CHARGE","10000116","REMOVE CVL TUNNELED W/PORT","36590","1,800.00","779.35","1,530.00","933.00","1,275.32","1,530.00","924.46","1,800.00","1,530.00","947.77","1,002.96","1,098.00","1,440.00","1,317.02","1,107.77","1,163.54","1,530.00","990.00","1,140.66","1,530.00","1,224.24","1,403.69","1,024.94","1,196.36","990.00","779.35","1,800.00"
"SOUTH SHORE","CHARGE","10000117","BLOOD SPEC IMPLANTED DEVICE","36591","141.00","43.93","119.85","33.65","37.20","119.85","31.61","84.60","119.85","37.74","46.77","86.01","112.80","51.21","30.61","31.44","119.85","77.55","25.85","119.85","47.27","51.39","48.03","53.36","77.55","25.85","119.85"
"SOUTH SHORE","CHARGE","10000118","REMOVE PERICATH OBSTRUCTIVE MATERIAL","36595","3,600.00","1,391.26","3,060.00","1,352.20","1,775.49","3,060.00","1,424.71","2,646.88","3,060.00","1,403.22","1,389.47","2,196.00","2,880.00","1,722.86","1,552.92","1,623.02","3,060.00","1,980.00","1,651.79","3,060.00","1,607.70","1,831.23","1,457.52","1,671.66","1,980.00","1,352.20","3,060.00"
"SOUTH SHORE","CHARGE","10000119","REMOVE INTRACATH OBSTRUCTION MATERIAL","36596","1,800.00","695.63","1,530.00","676.10","887.74","1,530.00","712.35","1,323.44","1,530.00","701.61","694.73","1,098.00","1,440.00","861.43","776.46","811.51","1,530.00","990.00","825.90","1,530.00","803.85","915.62","728.76","835.83","990.00","676.10","1,530.00"
"SOUTH SHORE","CHARGE","10000120","INJECT W FLUORO EVAL CENTRAL LINE","36598","600.00","231.88","510.00","225.37","295.91","510.00","237.45","441.15","510.00","233.87","231.58","366.00","480.00","287.14","258.82","270.50","510.00","330.00","275.30","510.00","267.95","305.21","242.92","278.61","330.00","225.37","510.00"
"SOUTH SHORE","CHARGE","10000121","THROMBECTOMY VEIN(S)","37187","6,580.00","2,542.91","5,593.00","2,471.52","3,245.19","5,593.00","2,604.05","4,837.90","5,593.00","2,564.77","2,539.64","4,013.80","5,264.00","3,149.00","2,838.39","2,966.52","5,593.00","3,619.00","3,019.11","5,593.00","2,938.51","3,347.09","2,664.02","3,055.42","3,619.00","2,471.52","5,593.00"
"SOUTH SHORE","CHARGE","10000122","THROMBECTOMY VEIN(S) REPEAT","37188","6,580.00","2,542.91","5,593.00","2,471.52","3,245.19","5,593.00","2,604.05","4,837.90","5,593.00","2,564.77","2,539.64","4,013.80","5,264.00","3,149.00","2,838.39","2,966.52","5,593.00","3,619.00","3,019.11","5,593.00","2,938.51","3,347.09","2,664.02","3,055.42","3,619.00","2,471.52","5,593.00"
"SOUTH SHORE","CHARGE","10000129","PHLEBECTOMY 10-20 INCISIONS","37765","5,650.00","2,183.50","4,802.50","2,122.20","2,786.53","4,802.50","2,236.00","4,154.12","4,802.50","2,202.28","2,180.69","3,446.50","4,520.00","2,703.93","2,437.22","2,547.24","4,802.50","3,107.50","2,592.40","4,802.50","2,523.19","2,874.02","2,287.49","2,623.58","3,107.50","2,122.20","4,802.50"
"SOUTH SHORE","CHARGE","10000130","PHLEBECTOMY >20 INCISIONS","37766","6,550.00","2,531.31","5,567.50","2,460.25","3,230.40","5,567.50","2,592.18","4,815.84","5,567.50","2,553.08","2,528.06","3,995.50","5,240.00","3,134.65","2,825.45","2,952.99","5,567.50","3,602.50","3,005.35","5,567.50","2,925.12","3,331.83","2,651.87","3,041.49","3,602.50","2,460.25","5,567.50"
"SOUTH SHORE","CHARGE","10000134","BONE MARROW BIOPSY","38221","970.00","237.04","824.50","228.57","283.65","824.50","274.74","470.99","824.50","309.32","253.46","591.70","776.00","366.45","297.33","311.51","824.50","533.50","429.71","824.50","332.39","402.92","300.63","323.93","533.50","228.57","824.50"
"SOUTH SHORE","CHARGE","10000136","INJECT LYMPHANGIOGRAPHY","38790","300.00","115.94","255.00","112.68","147.96","255.00","118.73","220.57","255.00","116.94","115.79","183.00","240.00","143.57","129.41","135.25","255.00","165.00","137.65","255.00","133.97","152.60","121.46","139.30","165.00","112.68","255.00"
"SOUTH SHORE","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","154.58","340.00","150.24","197.28","340.00","158.30","294.10","340.00","155.91","154.39","244.00","320.00","191.43","172.55","180.34","340.00","220.00","183.53","340.00","178.63","203.47","161.95","185.74","220.00","150.24","340.00"
"SOUTH SHORE","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","463.75","1,020.00","450.73","591.83","1,020.00","474.90","882.29","1,020.00","467.74","463.16","732.00","960.00","574.29","517.64","541.01","1,020.00","660.00","550.60","1,020.00","535.90","610.41","485.84","557.22","660.00","450.73","1,020.00"
"SOUTH SHORE","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","122.60","199.75","126.80","161.38","199.75","126.63","134.88","199.75","131.69","127.99","143.35","188.00","148.12","146.84","151.35","199.75","129.25","145.85","199.75","122.32","139.83","139.28","157.90","129.25","122.32","199.75"
"SOUTH SHORE","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","289.85","637.50","281.71","369.89","637.50","296.81","551.43","637.50","292.34","289.47","457.50","600.00","358.93","323.52","338.13","637.50","412.50","344.12","637.50","334.94","381.51","303.65","348.26","412.50","281.71","637.50"
"SOUTH SHORE","CHARGE","10000149","ANOSCOPY","46600","265.00","122.33","225.25","117.69","146.40","225.25","116.24","153.99","225.25","118.09","121.99","161.65","212.00","147.72","122.89","126.78","225.25","145.75","127.09","225.25","115.57","133.51","132.80","149.58","145.75","115.57","225.25"
"SOUTH SHORE","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","668.58","1,470.50","649.81","853.22","1,470.50","684.65","1,271.97","1,470.50","674.33","667.72","1,055.30","1,384.00","827.93","746.26","779.95","1,470.50","951.50","793.78","1,470.50","772.59","880.01","700.42","803.33","951.50","649.81","1,470.50"
"SOUTH SHORE","CHARGE","10000151","PERCUTANEOUS CHOLECYSTOSTOMY","47490","5,880.00","2,272.39","4,998.00","2,208.59","2,899.96","4,998.00","2,327.02","4,323.23","4,998.00","2,291.93","2,269.46","3,586.80","4,704.00","2,814.00","2,536.43","2,650.93","4,998.00","3,234.00","2,697.93","4,998.00","2,625.91","2,991.01","2,380.61","2,730.38","3,234.00","2,208.59","4,998.00"
"SOUTH SHORE","CHARGE","10000157","BILIARY ENDOSCOPY DX WITH SPECI","47552","3,800.00","1,468.55","3,230.00","1,427.32","1,874.12","3,230.00","1,503.86","2,793.92","3,230.00","1,481.18","1,466.66","2,318.00","3,040.00","1,818.57","1,639.19","1,713.19","3,230.00","2,090.00","1,743.56","3,230.00","1,697.01","1,932.97","1,538.49","1,764.53","2,090.00","1,427.32","3,230.00"
"SOUTH SHORE","CHARGE","10000158","BILIARY ENDOSCOPY WO STENT","47555","3,800.00","1,468.55","3,230.00","1,427.32","1,874.12","3,230.00","1,503.86","2,793.92","3,230.00","1,481.18","1,466.66","2,318.00","3,040.00","1,818.57","1,639.19","1,713.19","3,230.00","2,090.00","1,743.56","3,230.00","1,697.01","1,932.97","1,538.49","1,764.53","2,090.00","1,427.32","3,230.00"
"SOUTH SHORE","CHARGE","10000159","BILIARY ENDOSCOPY W STENT","47556","4,360.00","1,684.97","3,706.00","1,637.66","2,150.31","3,706.00","1,725.48","3,205.66","3,706.00","1,699.46","1,682.80","2,659.60","3,488.00","2,086.57","1,880.76","1,965.66","3,706.00","2,398.00","2,000.51","3,706.00","1,947.10","2,217.83","1,765.22","2,024.57","2,398.00","1,637.66","3,706.00"
"SOUTH SHORE","CHARGE","10000172","INSERT INTRAPERITONEAL CATH TUNNEL","49418","5,770.00","2,229.87","4,904.50","2,167.27","2,845.71","4,904.50","2,283.49","4,242.35","4,904.50","2,249.05","2,227.01","3,519.70","4,616.00","2,761.36","2,488.98","2,601.34","4,904.50","3,173.50","2,647.46","4,904.50","2,576.78","2,935.06","2,336.08","2,679.30","3,173.50","2,167.27","4,904.50"
"SOUTH SHORE","CHARGE","10000173","INSERT DIALYSIS CATH PERMANENT","49421","5,180.00","2,001.86","4,403.00","1,945.66","2,554.73","4,403.00","2,050.00","3,808.56","4,403.00","2,019.08","1,999.29","3,159.80","4,144.00","2,479.00","2,234.48","2,335.35","4,403.00","2,849.00","2,376.75","4,403.00","2,313.30","2,634.94","2,097.21","2,405.33","2,849.00","1,945.66","4,403.00"
"SOUTH SHORE","CHARGE","10000175","INJECT PERITONEAL/VENOUS SHUNT","49427","800.00","309.17","680.00","300.49","394.55","680.00","316.60","588.19","680.00","311.83","308.77","488.00","640.00","382.86","345.09","360.67","680.00","440.00","367.07","680.00","357.27","406.94","323.89","371.48","440.00","300.49","680.00"
"SOUTH SHORE","CHARGE","10000177","INSERT GASTROSTOMY TUBE W S&I","49440","1,640.00","387.20","1,394.00","416.23","559.03","1,394.00","474.91","582.03","1,394.00","441.02","391.81","1,000.40","1,312.00","464.30","423.51","444.62","1,394.00","902.00","474.94","1,394.00","404.52","474.21","436.43","509.51","902.00","387.20","1,394.00"
"SOUTH SHORE","CHARGE","10000178","INSERT DUODENUM/J-TUBE W/S&I","49441","1,860.00","718.82","1,581.00","698.64","917.33","1,581.00","736.10","1,367.55","1,581.00","725.00","717.89","1,134.60","1,488.00","890.14","802.34","838.56","1,581.00","1,023.00","853.43","1,581.00","830.64","946.14","753.05","863.69","1,023.00","698.64","1,581.00"
"SOUTH SHORE","CHARGE","10000180","CONVERT TO G-J TUBE W/S&I","49446","1,500.00","579.69","1,275.00","563.42","739.79","1,275.00","593.63","1,102.86","1,275.00","584.68","578.94","915.00","1,200.00","717.86","647.05","676.26","1,275.00","825.00","688.25","1,275.00","669.87","763.01","607.30","696.52","825.00","563.42","1,275.00"
"SOUTH SHORE","CHARGE","10000181","CHANGE TUBE GASTRO/CECUM W/S&I","49450","1,100.00","425.11","935.00","413.17","542.51","935.00","435.33","808.77","935.00","428.76","424.56","671.00","880.00","526.43","474.50","495.92","935.00","605.00","504.71","935.00","491.24","559.54","445.35","510.78","605.00","413.17","935.00"
"SOUTH SHORE","CHARGE","10000182","CHANGE TUBE SM BOWEL W/S&I","49451","1,100.00","425.11","935.00","413.17","542.51","935.00","435.33","808.77","935.00","428.76","424.56","671.00","880.00","526.43","474.50","495.92","935.00","605.00","504.71","935.00","491.24","559.54","445.35","510.78","605.00","413.17","935.00"
"SOUTH SHORE","CHARGE","10000183","CHANGE G-J TUBE W/S&I","49452","750.00","289.85","637.50","281.71","369.89","637.50","296.81","551.43","637.50","292.34","289.47","457.50","600.00","358.93","323.52","338.13","637.50","412.50","344.12","637.50","334.94","381.51","303.65","348.26","412.50","281.71","637.50"
"SOUTH SHORE","CHARGE","10000185","INJECTIONS GI TUBE EVAL W/S&I","49465","1,020.00","465.32","867.00","474.62","626.39","867.00","480.33","670.97","867.00","490.64","493.06","622.20","816.00","573.66","618.06","637.60","867.00","561.00","624.06","867.00","490.52","574.60","522.74","599.30","561.00","465.32","867.00"
"SOUTH SHORE","CHARGE","10000193","CHANGE TRANSNEPHRIC STENT S&I","50387","2,660.00","1,027.98","2,261.00","999.12","1,311.89","2,261.00","1,052.70","1,955.75","2,261.00","1,036.82","1,026.66","1,622.60","2,128.00","1,273.00","1,147.43","1,199.23","2,261.00","1,463.00","1,220.49","2,261.00","1,187.91","1,353.08","1,076.94","1,235.17","1,463.00","999.12","2,261.00"
"SOUTH SHORE","CHARGE","10000194","REMOVE NEPHROSTOMY TUBE/FLUORO","50389","1,000.00","386.46","850.00","375.61","493.19","850.00","395.75","735.24","850.00","389.78","385.96","610.00","800.00","478.57","431.37","450.84","850.00","550.00","458.83","850.00","446.58","508.68","404.87","464.35","550.00","375.61","850.00"
"SOUTH SHORE","CHARGE","10000195","ASPIRATE RENAL CYST/PELVIS","50390","1,800.00","695.63","1,530.00","676.10","887.74","1,530.00","712.35","1,323.44","1,530.00","701.61","694.73","1,098.00","1,440.00","861.43","776.46","811.51","1,530.00","990.00","825.90","1,530.00","803.85","915.62","728.76","835.83","990.00","676.10","1,530.00"
"SOUTH SHORE","CHARGE","10000197","ABLATION RENAL LESION(S)","50592","5,930.00","2,291.71","5,040.50","2,227.37","2,924.62","5,040.50","2,346.81","4,359.99","5,040.50","2,311.42","2,288.76","3,617.30","4,744.00","2,837.93","2,558.00","2,673.47","5,040.50","3,261.50","2,720.87","5,040.50","2,648.24","3,016.45","2,400.86","2,753.59","3,261.50","2,227.37","5,040.50"
"SOUTH SHORE","CHARGE","10000198","CRYOABLATION RENAL TUMOR(S)","50593","20,540.00","7,937.89","17,459.00","7,715.05","10,130.14","17,459.00","8,128.75","15,101.90","17,459.00","8,006.15","7,927.68","12,529.40","16,432.00","9,829.87","8,860.26","9,260.23","17,459.00","11,297.00","9,424.40","17,459.00","9,172.81","10,448.20","8,315.95","9,537.74","11,297.00","7,715.05","17,459.00"
"SOUTH SHORE","CHARGE","10000199","CHANGE URETEROSTOMY TUBE","50688","3,180.00","1,228.94","2,703.00","1,194.44","1,568.35","2,703.00","1,258.49","2,338.07","2,703.00","1,239.51","1,227.36","1,939.80","2,544.00","1,521.86","1,371.74","1,433.67","2,703.00","1,749.00","1,459.08","2,703.00","1,420.13","1,617.59","1,287.47","1,476.63","1,749.00","1,194.44","2,703.00"
"SOUTH SHORE","CHARGE","10000202","INSERT SUPRAPUBIC CATH","","3,120.00","1,205.76","2,652.00","1,171.91","1,538.75","2,652.00","1,234.75","2,293.96","2,652.00","1,216.12","1,204.20","1,903.20","2,496.00","1,493.14","1,345.86","1,406.62","2,652.00","1,716.00","1,431.55","2,652.00","1,393.34","1,587.07","1,263.18","1,448.77","1,716.00","1,171.91","2,652.00"
"SOUTH SHORE","CHARGE","10000203","INJECT CYSTOGRAM","51600","625.00","285.12","531.25","290.82","383.82","531.25","294.32","411.13","531.25","300.64","302.12","381.25","500.00","351.51","378.72","390.69","531.25","343.75","382.39","531.25","300.56","352.08","320.31","367.22","343.75","285.12","531.25"
