cms_certification_num,name,address,city,state,zip5,beds,phone_number,homepage_url,chargemaster_url,last_edited_by_username
013028,ENCOMPASS REHABILITATION HOSPITAL OF MONTGOMERY,4465 NARROW LANE RD,MONTGOMERY,AL,36116,70,3342847821,https://encompasshealth.com/locations/montgomeryrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1106107_encompass-health-rehabilitation-hospital-of-montgomery_standardcharges.csv,mysequel
013029,ENCOMPASS HEALTH REHABILITATION HOSPITAL NORTH  AL,107 GOVERNORS DRIVE,HUNTSVILLE,AL,35801,70,2055352300,https://encompasshealth.com/locations/huntsvillerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/37-1921725_encompass-health-rehabilitation-hospital-of-north-alabama_standardcharges.csv,mysequel
013030,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DOTHAN,1736 EAST MAIN STREET,DOTHAN,AL,36301,51,3347126333,https://encompasshealth.com/locations/dothanrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1097851_encompass-health-rehabilitation-hospital-of-dothan_standardcharges.csv,mysequel
013031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SHELBY,900 OAK MOUNTAIN COMMONS LANE,PELHAM,AL,35124,34,2052167621,https://encompasshealth.com/locations/shelbycountyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-0275705_encompass-health-rehabilitation-hospital-of-shelby-county_standardcharges.csv,mysequel
013032,ENCOMPASS HEALTH REHABILITATION HOSPITAL GADSDEN,801 GOODYEAR AVE,GADSDEN,AL,35903,44,2564395000,https://encompasshealth.com/locations/gadsdenrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-4000610_encompass-health-rehabilitation-hospital-of-gadsden_standardcharges.csv,mysequel
013033,REGIONAL REHABILITATION HOSPITAL,3715 US HIGHWAY 431 NORTH,PHENIX CITY,AL,36867,58,3347322200,https://encompasshealth.com/locations/regionalrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1280233_regional-rehabilitation-hospital_standardcharges.csv,mysequel
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,ROCKFORD,IL,61108,65,8153818548,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/36-4397130_van-matre-encompass-health-rehabilitation-institute_standardcharges.csv,mysequel
033025,ENCOMPASS HEALTH REHAB HOSPITAL OF SCOTTSDALE,9630 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,60,4805515400,https://encompasshealth.com/locations/scottsdalerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184846_encompass-health-rehabilitation-hospital-of-scottsdale_standardcharges.csv,mysequel
033028,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSO,2650 NORTH WYATT DRIVE,TUCSON,AZ,85712,80,5203251300,https://encompasshealth.com/locations/rehabinstituteoftucson/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184847_encompass-health-rehabilitation-institute-of-tucson_standardcharges.csv,mysequel
033029,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHW,1921 WEST HOSPITAL DRIVE,TUCSON,AZ,85704,60,5207422800,https://encompasshealth.com/locations/northwesttucsonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1654947_encompass-health-rehabilitation-hospital-of-northwest-tucson_standardcharges.csv,mysequel
033032,ENCOMPASS HEALTH VALLEY OF THE SUN REHAB HOSPITAL,13460 NORTH 67TH AVENUE,GLENDALE,AZ,85304,75,6238788800,https://encompasshealth.com/locations/valleyofthesunrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184848_encompass-health-valley-of-the-sun-rehabilitation-hospital_standardcharges.csv,mysequel
033034,"YUMA REHABILITATION HOSPITAL,AN AFFILIATION OF ENC",901 WEST 24TH STREET,YUMA,AZ,85364,51,9287265000,https://encompasshealth.com/locations/yumarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/943427408yuma-rehabilitation-hospital-an-affiliation-of-encompass-health-and-yuma-regional-standard.csv,mysequel
033037,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF EAST V,5652 EAST BASELINE ROAD,MESA,AZ,85206,60,4805670350,https://encompasshealth.com/locations/eastvalleyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2942698_encompass-health-rehabilitation-hospital-of-east-valley_standardcharges.csv,mysequel
153025,ENCOMPASS HEALTH DEACONESS REHABILITATION HOSPITAL,9355 WARRICK TRAIL,NEWBURGH,IN,47630,103,8124769983,https://encompasshealth.com/locations/deaconessrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/72-1375246_encompass-health-deaconess-rehabilitation-hospital-_standardcharges.csv,mysequel
083026,ENCOMPASS HEALTH REHAB HOSPITAL OF MIDDLETOWN,250 EAST HAMPDEN ROAD,MIDDLETOWN,DE,19709,40,3024643400,https://encompasshealth.com/locations/middletownrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-3463026_encompass-health-rehabilitation-hospital-of-middletown_standardcharges.csv,mysequel
043028,ENCOMPASS HEALTH REHABILITATION HOSPITAL FT SMITH,1401 SOUTH J STREET,FORT SMITH,AR,72901,80,4797853300,https://encompasshealth.com/locations/fortsmithrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105919_encompass-health-rehabilitation-hospital-of-fort-smith_standardcharges.csv,mysequel
043029,ENCOMPASS HEALTH REHABILITATION HOSPITAL,1201 FLEMING AVE,JONESBORO,AR,72401,80,8709320440,https://encompasshealth.com/locations/jonesbororehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-1429335_encompass-health-rehabilitation-hospital-of-jonesboro_standardcharges.csv,mysequel
043031,CHI ST VINCENT SHERWOOD REHABILITATION HOSPITAL,2201 WILDWOOD AVENUE,SHERWOOD,AR,72120,80,5018341800,https://encompasshealth.com/locations/stvincentrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/251652121chi-st-vincent-sherwood-rehabilitation-hospital-a-partner-of-encompass-healthstandardcharge.csv,mysequel
043032,ENCOMPASS HEALTH REHAB HOSP A PARTNER OF WASH REG,153 E MONTE PAINTER DRIVE,FAYETTEVILLE,AR,72703,80,4794442200,https://encompasshealth.com/locations/fayettevillerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1652127_encompass-health-rehabilitation-hospital-a-partner-of-washington-regional_standardcharges.csv,mysequel
043035,"CHI ST VINCENT HS REHAB HOSP, A PART OF ENCOMPASS",1636 HIGDON FERRY ROAD,HOT SPRINGS,AR,71913,40,5016512000,https://encompasshealth.com/locations/stvhotsprings/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/251652121chi-st-vincent-hot-springs-rehabilitation-hospital-a-partner-of-encompass-healthstandardcha.csv,mysequel
173025,"KANSAS REHABILITATION HOSPITAL, A JOINT VENTURE OF",1504 SW 8TH AVENUE,TOPEKA,KS,66606,72,7852356600,https://encompasshealth.com/locations/kansasrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/521535077kansas-rehabilitation-hospital-a-joint-venture-of-encompass-health-and-stormont-standard.csv,mysequel
173026,MIDAMERICA REHABILITATION HOSPITAL,5701 W 110TH STREET,OVERLAND PARK,KS,66211,80,9134912410,https://encompasshealth.com/locations/midamericarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/74-2491473_midamerica-rehabilitation-hospital_standardcharges.csv,mysequel
183026,CARDINAL HILL REHABILITATION HOSPITAL,2050 VERSAILLES ROAD,LEXINGTON,KY,40504,158,8592545701,https://encompasshealth.com/locations/cardinalhillrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/47-3054927_cardinal-hill-rehabilitation-hospital_standardcharges.csv,mysequel
103028,ENCOMPASS HEALTH REHAB HOSPITAL OF SUNRISE,4399 NOB HILL RD,SUNRISE,FL,33351,126,9547490300,https://encompasshealth.com/locations/sunriserehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1134714_encompass-health-rehabilitation-hospital-of-sunrise_standardcharges.csv,mysequel
183027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHE,201 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,51,8593412044,https://encompasshealth.com/locations/kentuckyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184835_encompass-health-rehabilitation-hospital-of-northern-kentucky_standardcharges.csv,mysequel
183028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAKEVI,134 HEARTLAND DRIVE,ELIZABETHTOWN,KY,42701,40,2707693100,https://encompasshealth.com/locations/lakeviewrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1573943_encompass-health-rehabilitation-hospital-of-lakeview-_standardcharges.csv,mysequel
103031,ENCOMPASS HEALTH REHAB HOSPITAL OF SARASOTA,6400 EDGELAKE DR,SARASOTA,FL,34240,96,9419218600,https://encompasshealth.com/locations/sarasotarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1134650_encompass-health-rehabilitation-hospital-of-sarasota_standardcharges.csv,mysequel
103032,ENCOMPASS HEALTH REHAB HOSPITAL OF TREASURE COAST,1600 37TH ST,VERO BEACH,FL,32960,80,7727782100,https://encompasshealth.com/locations/treasurecoastrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105921_encompass-health-rehabilitation-hospital-of-treasure-coast_standardcharges.csv,mysequel
103033,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAH,1675 RIGGINS RD,TALLAHASSEE,FL,32308,76,8506564800,https://encompasshealth.com/locations/tallahasseerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1134713_encompass-health-rehabilitation-hospital-of-tallahassee_standardcharges.csv,mysequel
103034,SEA PINES REHAB HOSP AFFILIATE OF ENCOMPASS HEALTH,101 E FLORIDA AVENUE,MELBOURNE,FL,32901,90,3219844600,https://encompasshealth.com/locations/seapinesrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1134647_sea-pines-rehabilitation-hospital-an-affiliate-of-encompass-health-_standardcharges.csv,mysequel
103037,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO,901 CLEARWATER LARGO RD N,LARGO,FL,33770,70,7275862999,https://encompasshealth.com/locations/largorehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1134645_encompass-health-rehabilitation-hospital-of-largo_standardcharges.csv,mysequel
103038,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI,20601 OLD CUTLER RD,MIAMI,FL,33189,60,3052513800,https://encompasshealth.com/locations/miamirehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-5253818_encompass-health-rehabilitation-hospital-of-miami_standardcharges.csv,mysequel
103040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA,1847 FLORIDA AVE,PANAMA CITY,FL,32405,75,8509148600,https://encompasshealth.com/locations/panamacityrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1119356_encompass-health-rehabilitation-hospital-of-panama-city-_standardcharges.csv,mysequel
103042,ENCOMPASS HEALTH REHAB HOSPITAL OF SPRING HILL,12440 CORTEZ BLVD,BROOKSVILLE,FL,34613,80,3525924250,https://encompasshealth.com/locations/springhillrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1244181_encompass-health-rehabilitation-hospital-of-spring-hill_standardcharges.csv,mysequel
103043,ENCOMPASS HEALTH REHAB HOSPITAL OF OCALA,2275 SW 22ND LANE,OCALA,FL,34471,80,3522824000,https://encompasshealth.com/locations/ocalarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-3308405_encompass-health-rehabilitation-hospital-of-ocala_standardcharges.csv,mysequel
103044,ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MA,5850 SE COMMUNITY DR,STUART,FL,34997,80,7723243522,https://encompasshealth.com/locations/martinrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-4895765_encompass-health-rehabilitation-hospital-an-affiliate-of-martin-health_standardcharges.csv,mysequel
103045,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMO,831 S STATE RD 434,ALTAMONTE,FL,32714,50,4075878600,https://encompasshealth.com/locations/altamontespringsrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/45-2905189_encompass-health-rehabilitation-hospital-of-altamonte-springs_standardcharges.csv,mysequel
253027,"ENCOMPASS HEALTH REHABILITATION HOSPITAL, PARTNER","4500 13TH STREET, SUITE 900",GULFPORT,MS,39501,33,2288226965,https://encompasshealth.com/locations/gulfportrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/814331986encompass-health-rehabilitation-hospital-a-partner-of-memorial-hospital-at-gulfportstandard.csv,mysequel
053031,ENCOMPASS HEALTH REHABILITATON HOSPITAL OF BAKERS,5001 COMMERCE DRIVE,BAKERSFIELD,CA,93309,86,6613235500,https://encompasshealth.com/locations/bakersfieldrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184845_encompass-health-rehabilitation-hospital-of-bakersfield_standardcharges.csv,mysequel
053034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,14851 YORBA STREET,TUSTIN,CA,92780,117,7148329200,https://encompasshealth.com/locations/tustinrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/33-0695017_encompass-health-rehabilitation-hospital-of-tustin_standardcharges.csv,mysequel
053040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MODEST,1303 MABLE AVENUE,MODESTO,CA,95355,50,2098573400,https://encompasshealth.com/locations/modestorehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-4417320_encompass-health-rehabilitation-hospital-of-modesto_standardcharges.csv,mysequel
343027,NOVANT HEALTH REHABILITATION HOSPITAL,2475 HILLCREST CENTER CIRCLE,WINSTON-SALEM,NC,27103,68,3367543500,https://encompasshealth.com/locations/novanthealthrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/81-3251045_novant-health-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv,mysequel
363034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,151 WEST GALBRAITH ROAD,CINCINNATI,OH,45216,60,5134185600,https://encompasshealth.com/locations/cincinnatirehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/45-1441844_encompass-health-rehabilitation-hospital-of-cincinnati_standardcharges.csv,mysequel
363042,"MOUNT CARMEL REHABILITATION HOSPITAL, AN AFFILIATE",597 EXECUTIVE CAMPUS DR,WESTERVILLE,OH,43082,60,6143923400,https://encompasshealth.com/locations/mountcarmelrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/47-4200156_mount-carmel-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv,mysequel
113030,"WALTON REHAB HOSPITAL, AFFILIATE OF ENCOMPASS HLTH",1355 INDEPENDENCE DRIVE,AUGUSTA,GA,30901,58,7067247746,https://encompasshealth.com/locations/waltonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-1318969_walton-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv,mysequel
113032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NEWNAN,2101 EAST NEWNAN CROSSING BLVD,NEWNAN,GA,30265,50,6785526200,https://encompasshealth.com/locations/newnanrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-3390540_rehabilitation-hospital-of-newnan_standardcharges.csv,mysequel
113033,ENCOMPASS HEALTH REHAB HOSPITAL OF SAVANNAH,6510 SEAWRIGHT DRIVE,SAVANNAH,GA,31404,50,9122356000,https://encompasshealth.com/locations/savannahrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/47-1281407_encompass-health-rehabilitation-hospital-of-savannah_standardcharges.csv,mysequel
133028,SAINT ALPHONSUS REGIONAL REHABILITATION HOSPITAL,711 NORTH CURTIS ROAD,BOISE,ID,83706,40,2086053000,https://encompasshealth.com/locations/boiserehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/824272202saint-alphonsus-regional-rehabilitation-hospital-an-affiliate-of-encompass-healthstandardch.csv,mysequel
673070,SOUTH PLAINS REHABILITATION HOSPITAL AN AFFILIATE,5406 COLGATE STREET,LUBBOCK,TX,79416,40,8065073500,https://encompasshealth.com/locations/southplainsrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/823034309south-plains-rehabilitation-hospital-an-affiliate-of-umc-and-encompass-healthstandardcharge.csv,mysequel
673071,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KATY,23331 GRAND RESERVE DRIVE,KATY,TX,77494,40,2815053500,https://encompasshealth.com/locations/houston/katyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/82-4549154_encompass-health-rehabilitation-hospital-of-katy_standardcharges.csv,mysequel
263027,RUSK REHABILITATION CTR,315 BUSINESS LOOP 70 W,COLUMBIA,MO,65203,72,5738172703,https://encompasshealth.com/locations/ruskrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/721349747rusk-rehabilitation-hospital-an-affiliation-of-encompass-health-and-mu-health-carestandardc.csv,mysequel
263028,"THE REHABILITATION INSTITUTE OF ST. LOUIS, AN AFFI",4455 DUNCAN AVE,SAINT LOUIS,MO,63110,131,3146583925,https://encompasshealth.com/locations/rehabinstitutestl/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631254288the-rehabilitation-institute-of-st-louis-an-affiliation-of-bjc-healthcare-and-encompasstand.csv,mysequel
393026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF READIN,1623 MORGANTOWN ROAD,READING,PA,19607,60,6107966000,https://encompasshealth.com/locations/readingrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/72-1397929_encompass-health-rehabilitation-hospital-of-reading_standardcharges.csv,mysequel
393027,HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL,320 GUYS RUN ROAD,PITTSBURGH,PA,15238,162,4128281300,https://encompasshealth.com/locations/harmarvillerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/52-1960506_encompass-health-rehabilitation-hospital-of-harmarville_standardcharges.csv,mysequel
393031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MECHAN,175 LANCASTER BOULEVARD,MECHANICSBURG,PA,17055,75,7176913720,https://encompasshealth.com/locations/mechanicsburgrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105923_encompass-health-rehabilitation-hospital-of-mechanicsburg_standardcharges.csv,mysequel
393037,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF YORK,",1850 NORMANDIE DRIVE,YORK,PA,17404,90,7177676941,https://encompasshealth.com/locations/yorkrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105925_encompass-health-rehabilitation-hospital-of-york_standardcharges.csv,mysequel
393039,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NITTAN,550 WEST COLLEGE AVENUE,PLEASANT GAP,PA,16823,73,8143593421,https://encompasshealth.com/locations/nittanyvalleyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105924_encompass-health-rehabilitation-hospital-of-nittany-valley_standardcharges.csv,mysequel
393040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTOON,2005 VALLEY VIEW BOULEVARD,ALTOONA,PA,16602,80,8149443535,https://encompasshealth.com/locations/altoonarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2198419_encompass-health-rehabilitation-hospital-of-altoona_standardcharges.csv,mysequel
393045,ENCOMPASS HEALTH REHAB HOSPITAL OF SEWICKLEY,351 CAMP MEETING ROAD,SEWICKLEY,PA,15143,55,4127419500,https://encompasshealth.com/locations/sewickleyrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1227351_encompass-health-rehabilitation-hospital-of-sewickley_standardcharges.csv,mysequel
393046,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,143 EAST SECOND STREET,ERIE,PA,16507,108,8148781200,https://encompasshealth.com/locations/erierehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105904_encompass-health-rehabilitation-hospital-of-erie_standardcharges.csv,mysequel
393047,GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,64 REHAB LANE,DANVILLE,PA,17821,42,5702716110,https://encompasshealth.com/locations/geisinger/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/72-1398803_geisinger-encompass-health-rehabilitation-hospital-_standardcharges.csv,mysequel
403025,HEALTH SOUTH REHABILITATION HOSPITAL OF SAN JUAN,UNIVERSITY DISTRICT HOSPITAL -- 3RD  FLOOR,SAN JUAN,PR,936,32,7872745100,https://encompasshealth.com/locations/puertoricorehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/46-0977422_encompass-health-rehabilitation-hospital-of-san-juan_standardcharges.csv,mysequel
403026,"HEALTHSOUTH REHABILITATION HOSPITAL OF MANATI, INC",CARR 2 K47 7,ALTS DE MANATI,PR,674,40,7876213800,https://encompasshealth.com/locations/manatirehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/20-1151662_encompass-health-rehabilitation-hospital-of-manati_standardcharges.csv,mysequel
