"Grapevine","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-1777119_BAYLOR%20SCOTT%20&%20WHITE%20REGIONAL%20MEDICAL%20CENTER%20AT%20GRAPEVINE_standardcharges.csv"
"Irving","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-2586857_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20IRVING_standardcharges.csv"
"Lake Pointe","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/26-0194016_BAYLOR%20SCOTT%20&%20WHITE%20MEDICAL%20CENTER%20LAKE%20POINTE_standardcharges.csv"
"McKinney","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-1037591_BAYLOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20MCKINNEY_standardcharges.csv"
"Plano","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/82-0551704_BAYLOR%20SCOTT%20&%20WHITE%20%20REGIONAL%20MEDICAL%20CENTER%20AT%20PLANO_standardcharges.csv"
"Waxahachie","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-1844139_BAYLOR%20SCOTT%20&%20WHITE%20MEDICAL%20CENTER%20AT%20WAXAHACHIE_standardcharges.csv"
"Denton","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/26-3603862_THE%20HEART%20HOSPITAL%20BAYLOR%20DENTON_standardcharges.csv"
"Heart McKinney","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/41-2101361_THE%20HEART%20HOSPITAL%20BAYLOR%20MCKINNEY_standardcharges.csv"
"Heart Plano","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/41-2101361_THE%20HEART%20HOSPITAL%20BAYLOR%20PLANO_standardcharges.csv"
"Baylor University Medical Center","https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/75-1837454_BAYLOR%20UNIVERSITY%20MEDICAL%20CENTER_standardcharges.csv"
