cms_certification_num,payer,code,internal_revenue_code,description,price,inpatient_outpatient,code_disambiguator,units
171300,GROSS CHARGE,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",107.00,OUTPATIENT,1019767_2 Influenza POC,
171300,CASH PRICE,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",101.65,OUTPATIENT,1019767_2 Influenza POC,
171300,MIN,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",16.55,OUTPATIENT,1019767_2 Influenza POC,
171300,MAX,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",107.00,OUTPATIENT,1019767_2 Influenza POC,
171300,BCBS_BLUE_CHOICE,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",51.59,OUTPATIENT,1019767_2 Influenza POC,
171300,BCBS_CAP,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",54.30,OUTPATIENT,1019767_2 Influenza POC,
171300,CHOICE_CARE_MEDICARE,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",107.00,OUTPATIENT,1019767_2 Influenza POC,
171300,OPTUM_VA_CCN,87804,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",16.55,OUTPATIENT,1019767_2 Influenza POC,
171300,GROSS CHARGE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,INPATIENT,1019780_1 Rapid Strep POC (87880),
171300,CASH PRICE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",88.35,INPATIENT,1019780_1 Rapid Strep POC (87880),
171300,MIN,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",16.53,INPATIENT,1019780_1 Rapid Strep POC (87880),
171300,MAX,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,INPATIENT,1019780_1 Rapid Strep POC (87880),
171300,GROSS CHARGE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,CASH PRICE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",88.35,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,MIN,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",16.53,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,MAX,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,BCBS_BLUE_CHOICE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",51.59,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,BCBS_CAP,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",54.30,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,CHOICE_CARE_MEDICARE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,OPTUM_VA_CCN,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",16.53,OUTPATIENT,1019780_1 Rapid Strep POC (87880),
171300,GROSS CHARGE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,CASH PRICE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",88.35,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,MIN,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",16.53,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,MAX,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,BCBS_BLUE_CHOICE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",51.59,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,BCBS_CAP,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",54.30,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,CHOICE_CARE_MEDICARE,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",93.00,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,OPTUM_VA_CCN,87880,0300,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Streptococcus, group A",16.53,OUTPATIENT,1019780_2 Rapid Strep POC (87880),
171300,GROSS CHARGE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",25.00,INPATIENT,1019797_1 Drug Screen POC (80305),
171300,CASH PRICE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",23.75,INPATIENT,1019797_1 Drug Screen POC (80305),
171300,MIN,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",12.60,INPATIENT,1019797_1 Drug Screen POC (80305),
171300,MAX,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",27.87,INPATIENT,1019797_1 Drug Screen POC (80305),
171300,GROSS CHARGE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",25.00,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,CASH PRICE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",23.75,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,MIN,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",12.60,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,MAX,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",27.87,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,BCBS_BLUE_CHOICE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",26.48,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,BCBS_CAP,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",27.87,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,CHOICE_CARE_MEDICARE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",25.00,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,OPTUM_VA_CCN,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",12.60,OUTPATIENT,1019797_1 Drug Screen POC (80305),
171300,GROSS CHARGE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",20.00,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,CASH PRICE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",19.00,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,MIN,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",12.60,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,MAX,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",27.87,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,BCBS_BLUE_CHOICE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",26.48,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,BCBS_CAP,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",27.87,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,CHOICE_CARE_MEDICARE,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",20.00,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,OPTUM_VA_CCN,80305,0300,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; capable of being read by direct optical observation only (eg, utilizing immunoassay [eg, dipsticks, cups, cards, or cartridges]), includes sample validation when performed, per date of service",12.60,OUTPATIENT,1019797_2 Drug Screen POC (80305),
171300,GROSS CHARGE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,INPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,CASH PRICE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",32.30,INPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,MIN,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",14.38,INPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,MAX,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,INPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,GROSS CHARGE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,CASH PRICE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",32.30,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,MIN,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",14.38,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,MAX,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,BCBS_BLUE_CHOICE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",29.33,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,BCBS_CAP,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",30.87,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,CHOICE_CARE_MEDICARE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,OPTUM_VA_CCN,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",14.38,OUTPATIENT,1019812_1 Helicobacter Pylori POC (87338),
171300,GROSS CHARGE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,CASH PRICE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",32.30,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,MIN,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",14.38,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,MAX,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,BCBS_BLUE_CHOICE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",29.33,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,BCBS_CAP,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",30.87,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,CHOICE_CARE_MEDICARE,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",34.00,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,OPTUM_VA_CCN,87338,0300,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; Helicobacter pylori, stool",14.38,OUTPATIENT,1019812_2 Helicobacter Pylori POC (87338),
171300,GROSS CHARGE,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",90.00,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,CASH PRICE,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",85.50,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,MIN,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",49.40,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,MAX,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",309.32,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,BCBS_BLUE_CHOICE,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",49.40,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,BCBS_CAP,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",52.00,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,CHOICE_CARE_MEDICARE,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",309.32,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,OPTUM_VA_CCN,99212,0521,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",0.00,OUTPATIENT,1027764_2 Office Visit Level 2 Est 99212,
171300,GROSS CHARGE,99212,0983,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",75.00,UNSPECIFIED,1027764_3 Office Visit Level 2 Est 99212,
171300,CASH PRICE,99212,0983,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",71.25,UNSPECIFIED,1027764_3 Office Visit Level 2 Est 99212,
171300,MIN,99212,0983,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",71.25,UNSPECIFIED,1027764_3 Office Visit Level 2 Est 99212,
171300,MAX,99212,0983,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",71.25,UNSPECIFIED,1027764_3 Office Visit Level 2 Est 99212,
171300,GROSS CHARGE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,INPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,CASH PRICE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",76.95,INPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,MIN,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",39.90,INPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,MAX,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,INPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,GROSS CHARGE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,CASH PRICE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",76.95,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,MIN,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",39.90,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,MAX,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,BCBS_BLUE_CHOICE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",39.90,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,BCBS_CAP,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",42.00,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,CHOICE_CARE_MEDICARE,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,OPTUM_VA_CCN,97124,0421,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",81.00,OUTPATIENT,1042079_1 PT Massage Charge Units 97124,
171300,GROSS CHARGE,86580,0300,"Skin test; tuberculosis, intradermal",32.00,INPATIENT,1055781_1 TB Skin Test,
171300,CASH PRICE,86580,0300,"Skin test; tuberculosis, intradermal",30.40,INPATIENT,1055781_1 TB Skin Test,
171300,MIN,86580,0300,"Skin test; tuberculosis, intradermal",17.26,INPATIENT,1055781_1 TB Skin Test,
171300,MAX,86580,0300,"Skin test; tuberculosis, intradermal",32.00,INPATIENT,1055781_1 TB Skin Test,
171300,GROSS CHARGE,86580,0300,"Skin test; tuberculosis, intradermal",32.00,OUTPATIENT,1055781_1 TB Skin Test,
171300,CASH PRICE,86580,0300,"Skin test; tuberculosis, intradermal",30.40,OUTPATIENT,1055781_1 TB Skin Test,
171300,MIN,86580,0300,"Skin test; tuberculosis, intradermal",17.26,OUTPATIENT,1055781_1 TB Skin Test,
171300,MAX,86580,0300,"Skin test; tuberculosis, intradermal",32.00,OUTPATIENT,1055781_1 TB Skin Test,
171300,BCBS_BLUE_CHOICE,86580,0300,"Skin test; tuberculosis, intradermal",17.26,OUTPATIENT,1055781_1 TB Skin Test,
171300,BCBS_CAP,86580,0300,"Skin test; tuberculosis, intradermal",18.17,OUTPATIENT,1055781_1 TB Skin Test,
171300,CHOICE_CARE_MEDICARE,86580,0300,"Skin test; tuberculosis, intradermal",32.00,OUTPATIENT,1055781_1 TB Skin Test,
171300,GROSS CHARGE,99384,0521,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; adolescent (age 12 through 17 years)",164.00,OUTPATIENT,1065765_2 Initial Comp Preventive Med 12 to 17 years New 99384,
171300,CASH PRICE,99384,0521,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, new patient; adolescent (age 12 through 17 years)",155.80,OUTPATIENT,1065765_2 Initial Comp Preventive Med 12 to 17 years New 99384,
