name,city,state,address,website
COMMUNITY DAY,SUNNYVALE,CA,589 W. FREMONT AVE.,
FREEDOM ELEMENTARY,FREEDOM,CA,25 HOLLY DR.,
MCDOWELL ELEMENTARY,PETALUMA,CA,421 S. MCDOWELL BLVD.,
BELLEVIEW ELEMENTARY,SONORA,CA,22736 KUIEN MILL RD.,
CONERLY ROAD SCHOOL,SOMERSET,NJ,35 CONERLY ROAD,
WASHINGTON MEMORIAL ELEMENTARY SCHOOL,WASHINGTON,NJ,300 WEST STEWART STREET,
WHITE OAK ELEMENTARY,SIMI VALLEY,CA,2201 ALSCOTT AVE.,
GARDEN GROVE ELEMENTARY,SIMI VALLEY,CA,2250 N. TRACY AVE.,
EVERITT MIDDLE SCHOOL,WHEAT RIDGE,CO,3900 KIPLING STREET,
PLATEAU VALLEY HIGH SCHOOL,COLLBRAN,CO,56600 HIGHWAY 330,
CREEKSIDE ELEMENTARY SCHOOL,MILLEDGEVILLE,GA,372 BLANDY RD NW,
SMOKE RISE ELEMENTARY SCHOOL,STONE MOUNTAIN,GA,1991 SILVER HILL RD,
MORNINGSIDE ELEMENTARY SCHOOL,ALBANY,GA,120 SUNSET LN,
PEPPERELL ELEMENTARY,LINDALE,GA,270 HUGHES DAIRY RD SE,
HAMILTON E. HOLMES ELEMENTARY,EAST POINT,GA,2301 CONNALLY DR,
KINGS CHAPEL ELEMENTARY SCHOOL,PERRY,GA,460 ARENA RD,
TOOMBS CENTRAL ELEMENTARY SCHOOL,LYONS,GA,6287 US HIGHWAY 1 S,
MORAVIA ELEMENTARY SCHOOL,MORAVIA,IA,507 N TRUSSELL AVE,
LINCOLN ELEMENTARY SCHOOL,MOUNT PLEASANT,IA,501 S CORKHILL,
HOYT MIDDLE SCHOOL,DES MOINES,IA,2700 E 42ND ST,
LENA WHITMORE ELEMENTARY SCHOOL,MOSCOW,ID,110 SOUTH BLAINE STREET,
MITCHELL ELEM SCHOOL,CHICAGO,IL,2233 W OHIO ST,
NETTELHORST ELEM SCHOOL,CHICAGO,IL,3252 N BROADWAY ST,
PEIRCE ELEM INTL STUDIES SCHOOL,CHICAGO,IL,1423 W BRYN MAWR AVE,
HUFF ELEM SCHOOL,ELGIN,IL,801 HASTINGS ST,
FRANKLIN ELEMENTARY SCHOOL,DOLTON,IL,14701 CHICAGO RD,
DR BESSIE RHODES-GLOBAL STUDIES,SKOKIE,IL,3701 DAVIS ST,
LINCOLN ACADEMY,ROSELLE,IL,320 LINCOLN ST,
TIOGA ELEMENTARY SCHOOL,BENSENVILLE,IL,212 W MEMORIAL RD,
JOHN E ALBRIGHT MIDDLE SCHOOL,VILLA PARK,IL,1110 S VILLA AVE,
WILLIAM W BORDEN ELEMENTARY SCHOOL,BORDEN,IN,303 WEST ST,
WOODVIEW ELEMENTARY SCHOOL,NAPPANEE,IN,800 E WOODVIEW DR,
CENTRAL ELEMENTARY SCHOOL,PLAINFIELD,IN,110 WABASH ST,
ROBERT TAFT MIDDLE SCHOOL,CROWN POINT,IN,1000 S MAIN,
MITCHELL JR HIGH SCHOOL,MITCHELL,IN,1010 BISHOP BLVD,
JACOB ELEMENTARY,LOUISVILLE,KY,3701 EAST WHEATMORE DRIVE,
MADISON MIDDLE SCHOOL,RICHMOND,KY,101 SUMMIT ST,
T C CHERRY ELEMENTARY SCHOOL,BOWLING GREEN,KY,1001 LIBERTY AVE,
NAPOLEONVILLE PRIMARY SCHOOL,NAPOLEONVILLE,LA,185 HWY 1008,
OAK PARK MICROSOCIETY ELEMENTARY SCHOOL,SHREVEPORT,LA,4331 HENRY STREET,
WILLIAM HART ELEMENTARY SCHOOL,GRETNA,LA,2001 HANCOCK STREET,
CENTRAL ELEMENTARY SCHOOL,CALHOUN,LA,1163 HIGHWAY 151 S,
CARVER ELEMENTARY SCHOOL,MONROE,LA,1700 ORANGE STREET,
PARMENTER,FRANKLIN,MA,235 WACHUSETT STREET,
CHEYENNE ELEMENTARY SCHOOL,MACOMB,MI,47600 HEYDENREICH RD,
SPECIAL SERVICES,HASTINGS,MN,1000 11TH ST W,
GREENHAVEN ELEMENTARY,HIBBING,MN,323 E 37TH ST,
ALTON HIGH,ALTON,MO,ROUTE 2 BOX 2180,
MERAMEC ELEM.,ST LOUIS,MO,2745 MERAMEC ST,
CHESTNUT MOUNTAIN ELEMENTARY SCHOOL,FLOWERY BRANCH,GA,4841 UNION CHURCH RD,
ARCANUM ELEMENTARY SCHOOL,ARCANUM,OH,2011 TROJAN AVE,
HIXSON MIDDLE SCHOOL,HIXSON,TN,5681 OLD HIXSON PIKE,
INTEGRITY CHARTER,NATIONAL CITY,CA,701 NATIONAL CITY BLVD.,
IMAGINE CLASSICAL ACADEMY,COLORADO SPRINGS,CO,6464 PETERSON ROAD,
MILLSTONE TOWNSHIP MIDDLE SCHOOL,MILLSTONE TOWNSHIP,NJ,5 DAWSON COURT,
NOVA ALTERNATIVE SCHOOL,OMAHA,NE,8502 MORMON BRIDGE RD,
EVIT - BRIMHALL JR. HIGH SCHOOL,MESA,AZ,1601 W. MAIN STREET,
NORTHERN ELEMENTARY SCHOOL,SOMERSET,KY,6155 HWY 39,
BURNS VALLEY,CLEARLAKE,CA,3620 PINE ST.,
MARK TWAIN ELEM SCHOOL,NILES,IL,9401 N HAMLIN AVE,
HARRISONBURG HIGH SCHOOL,HARRISONBURG,LA,505 BUSHLEY STREET,
THE BIJOU SCHOOL,COLORADO SPRINGS,CO,2115 AFTON WAY,
TEANECK COMMUNITY CHARTER SCHOOL,TEANECK,NJ,563 CHESTNUT AVENUE,
FRIENDSHIP ELEMENTARY,FRIENDSHIP,TN,6117 HIGHWAY 189,
DILLMAN EL,MULESHOE,TX,510 W 18TH,
PROJECT RESTORE,MAGNOLIA,TX,31141 NICHOLS SAWMILL RD,
ESTES PARK OPTIONS SCHOOL,ESTES PARK,CO,1575 SOUTH ST. VRAIN AVENUE,
GREENSPOINT EL,HOUSTON,TX,18020 CHISOLM TRAIL,
EARLY EDUCATION - BIRTH TO THREE,SAINT PAUL,MN,271 BELVIDERE ST E,
BECKLEY CENTER,BECKLEY,WV,4712 ROBERT C. BYRD DRIVE,
J J A E P,CLEBURNE,TX,505 N RIDGEWAY STE 100,
THURGOOD MARSHALL HIGH SCHOOL,DAYTON,OH,4447 HOOVER AVE,
ANDERSON PREPARATORY ACADEMY,ANDERSON,IN,101 WEST 29TH STREET,
MOUNTAIN VALLEY HIGH SCHOOL,RUMFORD,ME,799 HANCOCK STREET,
RUDSDALE CONTINUATION,OAKLAND,CA,8251 FONTAINE ST.,
WESLEY INTERNATIONAL ACADEMY CHARTER FACILITY,ATLANTA,GA,211 MEMORIAL DR SE,
INDEPENDENCE,LODI,CA,13451 N. EXTENSION RD.,
BUTTERFIELD CHARTER HIGH,PORTERVILLE,CA,900 W. PIONEER AVE.,
SALT SCHOOL,KANKAKEE,IL,50 W INDUSTRIAL DR,
THOMPSON ELEMENTARY,HIGHLAND,CA,7401 CHURCH AVE.,
RIVELON ELEMENTARY,ORANGEBURG,SC,350 THOMAS B. EKLUND CIRCLE,
E.B. ELLINGTON ELEMENTARY,RAVENEL,SC,5540 OLD JACKSONBORO ROAD,
MIDWAY COLONY,CONRAD,MT,605 HEALY SPRING RD.,
MINOT CONSOLIDATED SCHOOL,MINOT,ME,23 SHAW HILL ROAD,
WOODLAWN MIDDLE SCHOOL,LONG GROVE,IL,6362 GILMER RD,
UNIV OF CHICAGO CHARTER SCHOOLS,CHICAGO,IL,1313 E 60TH ST,
PINE CREEK ELEMENTARY SCHOOL,DREWSEY,OR,79654 PINE CREEK RD,
PINE GROVE SCHOOL,BRUSETT,MT,9 SEVEN BLACKFOOT ROAD,
EDISON JR. HIGH SCHOOL,RICHMOND,OH,9890 STATE ROUTE 152,
ROE20 LEARNING ALTERNATIVE BRANCH,NORRIS CITY,IL,305 N POWELL ST,
VOYAGER - A PUBLIC CHARTER SCHOOL,HONOLULU,HI,2428 WILDER AVE,
BURNSIDE ELEMENTARY SCHOOL,BURNSIDE,KY,435 EAST LAKESHORE DRIVE,
MN SPECIALTY HEALTH SYS-CAMBRIDGE,CAMBRIDGE,MN,1425 E RUM RIVER DR S,
ONALASKA MIDDLE SCHOOL,ONALASKA,WA,280 5TH STREET W,
DETROIT ACHIEVEMENT ACADEMY,DETROIT,MI,7000 OUTER DRIVE,
MODESTO HIGH,MODESTO,CA,18 H ST.,
EMERSON ELEMENTARY SCHOOL,EMERSON,GA,220 OLD ALABAMA RD SE,
RED LODGE HIGH SCHOOL,RED LODGE,MT,800 N. CHAMBERS AVE.,
O D SPEER SCHOOL,DEER LODGE,MT,444 MONTANA AVENUE,
WEST SACRAMENTO SCHOOL FOR INDEPENDENT STUDY,WEST SACRAMENTO,CA,1 RAIDER LN.,
MARCLAY SCH,MARKLEYSBURG,PA,111 BRUCETON ROAD,
BRANCH BROOK SCHOOL,NEWARK,NJ,228 RIDGE ST,
CHRISTOPHER COLUMBUS MIDDLE SCHOOL,CLIFTON,NJ,350 PIAGET AVENUE,
TEXICO ELEMENTARY,TEXICO,NM,520 NORTH GRIFFIN,
ARLINGTON ELEMENTARY SCHOOL,JACKSON,TN,701 ARLINGTON AVE,
LOCUST ECC,ABILENE,TX,625 S 8TH ST,
LINCOLN MIDDLE SCHOOL,SHINNSTON,WV,78 JERRY TOTH DR,
SPRINGDALE ELEMENTARY,WEST COLUMBIA,SC,361 WATTLING ROAD,
ZION PUBLIC SCHOOL,STILWELL,OK,470658 E 850 ROAD,
CARLOS RIVERA UFRET,HUMACAO,PR,#80 AVE ROOSEVELT,
EARLY CHILDHOOD SPECIAL EDUCATION,DULUTH,MN,215 N 1ST AVE E,
TIMOTHY L JOHNSON ACADEMY,FORT WAYNE,IN,4625 WERLING DR,
CRESTLINE ELEMENTARY SCHOOL,CRESTLINE,OH,435 OLDFIELD RD,
GIFT - FT. THOMAS HIGH SCHOOL,FORT THOMAS,AZ,HIGHWAY 70,
SEATTLE WORLD SCHOOL,SEATTLE,WA,1700 EAST UNION ST.,
B. MICHAEL CAUDILL MIDDLE SCHOOL,RICHMOND,KY,1428 ROBERT R. MARTIN BYPASS,
TRISTAR ACAD SAFE SCH PROGRAM,EFFINGHAM,IL,900 W EDGAR AVE,
WASECA INTERMEDIATE SCHOOL,WASECA,MN,400 19TH AVE NW,
KENDYL DEPOALI MIDDLE SCHOOL,RENO,NV,9300 WILBUR MAY PARKWAY,
SOROCO PRESCHOOL AT YAMPA,YAMPA,CO,26 W 5TH STREET,
DEVELOPMENTAL LEARNING CENTER,TINTON FALLS,NJ,100 TORNILLO WAY,
WM A WIRT/EMERSON VPA,GARY,IN,210 N GRAND BLVD,
MOUNDS VIEW ADULT EDUCATION,MOUNDS VIEW,MN,2574 COUNTY RD 10,
ARIZONA PREPARATORY ACADEMY,PHOENIX,AZ,10720 W INDIAN SCHOOL RD.,
BAILEY CHARTER SCHOOL,RENO,NV,210 GENTRY WAY,
INSPIRED VISION ACADEMY EL,DALLAS,TX,8421 BOHANNON DR,
HORIZON MIDDLE,EL PASO,TX,400 KENAZO AVE,
CROCKETT J H,CROCKETT,TX,1500 W LOOP 304,
LINCOLN HIGH SCHOOL,SHINNSTON,WV,100 JERRY TOTH DR,
MONTGOMERY COUNTY INTERMEDIATE SCHOOL,MOUNT STERLING,KY,29 NORTH MAYSVILLE,
KINDER RANCH AREA H S,NEW BRAUNFELS,TX,1404 IH 35 N,
IMAGINE SURPRISE MIDDLE,SURPRISE,AZ,14850 N. 156TH AVE.,
INDIAN SPRINGS EL,SAN ANTONIO,TX,25751 WILDERNESS OAK,
TUCSON INTERNATIONAL ACADEMY,TUCSON,AZ,2700 W. BROADWAY BLVD.,
LENORE PRE K-8 SCHOOL,WILLIAMSON,WV,100 RANGER AVE,
DICKINSON CONTINUATION CENTER,DICKINSON,TX,2805 OAK PARK,
ALBA,SAN DIEGO,CA,4041 OREGON ST,
WELBY COMMUNITY SCHOOL,DENVER,CO,1200 E 78TH AVE,
COSHOCTON ELEMENTARY,COSHOCTON,OH,1203 CAMBRIDGE RD,
TRANSITIONS PROGRAM,NORTH SAINT PAUL,MN,2586 E 7TH AVE,
EVIT - MARCOS DE NIZA HIGH SCHOOL,TEMPE,AZ,6000 S. LAKESHORE DR,
KINDER RANCH EL,SAN ANTONIO,TX,2035 KINDER PKWY,
BIRTH TO TWO ECSE,NEW BRIGHTON,MN,500 - 10TH ST NW,
MAROA-FORSYTH GRADE SCHOOL,MAROA,IL,PO BOX 738,
RICHMOND-BURTON HIGH SCHOOL,RICHMOND,IL,8311 IL ROUTE 31,
EARLY CHILDHOOD PROGRAM,LAS VEGAS,NV,2625 E ST LOUIS AVE,
CENTRAL HIGH SCHOOL,NEWARK,NJ,250 18TH AVENUE,
HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,BRONX,NY,965 LONGWOOD AVE,
GALLMAN ELEMENTARY,NEWBERRY,SC,255 HAWKINS ROAD,
LOS LUNAS FAMILY SCHOOL,LOS LUNAS,NM,17 SUN VALLEY RD,
KASKASKIA EDUCATION CENTER,CENTRALIA,IL,2100 E CALUMET ST,
U OF L PACT PROGRAM,LOUISVILLE,KY,DAVIDSON HALL ROOM 102,
CORRIGAN-CAMDEN EL,CORRIGAN,TX,5000 W SECOND,
KOELSCH ELEMENTARY SCHOOL,BOISE,ID,2015 NORTH CURTIS ROAD,
GLOBAL VILLAGE ACADEMY - FORT COLLINS,FORT COLLINS,CO,2130 HORSETOOTH ROAD,
CANKTON ELEMENTARY SCHOOL,CANKTON,LA,602 MAIN STREET,
WISDOM ELEMENTARY,LOS ANGELES,CA,1125 E. 74TH ST.,
MOSSY CREEK ELEMENTARY,NORTH AUGUSTA,SC,421 WEST FIVE NOTCH ROAD,
JACOB WIENS ELEMENTARY,HEMET,CA,935 E. CAMPUS WAY,
SILVER CREEK HIGH SCHOOL,HAILEY,ID,1060 FOX ACRES ROAD,
DR JOSEPH F POLLACK ACADEMIC CENTER OF EXCELLENCE,SOUTHFIELD,MI,23777 SOUTHFIELD RD,
GIRARD JUNIOR HIGH SCHOOL,GIRARD,OH,1244 SHANNON RD,
BLIND REGION 2,SALT LAKE CITY,UT,1655 EAST 3300,
CENTRAL HIGH SCHOOL,BURLINGTON,IL,PO BOX 68,
SPRING CREEK SCHOOL,DECKER,MT,LAKESHORE DRIVE,
LEBANON HIGH SCHOOL,LEBANON,TN,500 BLUE DEVIL BLVD,
CARLOCK ELEM SCHOOL,CARLOCK,IL,301 W WASHINGTON ST,
ELM GROVE MIDDLE SCHOOL,BOSSIER CITY,LA,4301 PANTHER DRIVE,
OWSLEY COUNTY ELEMENTARY SCHOOL,BOONEVILLE,KY,372 KENTUCKY 28,
BERGEN COUNTY TECHNICAL HIGH SCHOOL - PARAMUS,PARAMUS,NJ,E.285 PASCACK ROAD,
MT LOOKOUT ELEMENTARY SCHOOL,MOUNT LOOKOUT,WV,1945 MOUNT LOOKOUT ROAD,
REX ELEM,HAYSVILLE,KS,1100 W. GRAND,
SOUTH ELEMENTARY SCHOOL,HUDSONVILLE,MI,4900 40TH,
POINT PLEASANT JUNIOR/SENIOR HIGH SCHOOL,POINT PLEASANT,WV,280 SCENIC ROAD,
RAPIDES TRAINING ACADEMY,PINEVILLE,LA,901 CREPE MYRTLE STREET,
GATEWOOD ELEMENTARY,FAYETTEVILLE,WV,5094 GATEWOOD ROAD,
ALBERT GALLATIN SOUTH MS,POINT MARION,PA,224 NEW GENEVA ROAD,
SAM HOUSTON H S,ARLINGTON,TX,2000 SAM HOUSTON DR,
BRUCEVILLE-EDDY H S,EDDY,TX,1 EAGLE DR,
C C MASON EL,CEDAR PARK,TX,1501 N LAKELINE BLVD,
ESCUELA LIBRE DE MUSICA (ESPECIALIZADA),ARECIBO,PR,CARR 662 SECTOR LOS LLANOS BO SANTANA,
ARCHER HIGH SCHOOL,LAWRENCEVILLE,GA,2255 NEW HOPE RD,
WEST,HOLLAND,MI,500 WEST 24TH ST,
HEMPSTEAD MIDDLE,HEMPSTEAD,TX,2532 9TH ST,
NORTH GLEN ELEMENTARY,GLEN BURNIE,MD,615 WEST FURNACE BRANCH RD,
VALLEY FORGE ELEMENTARY SCHOOL,HUBER HEIGHTS,OH,7191 TROY MANOR RD,
MAYNARD ELEMENTARY,KNOXVILLE,TN,737 COLLEGE ST,
LAKE CHELAN PRESCHOOL,CHELAN,WA,324 E JOHNSON,
MARCELA GARCIA CORA,GUAYAMA,PR,BO PUERTO DE JOBOS 707,
DARWIN ELEM SCHOOL,CHICAGO,IL,3116 W BELDEN AVE,
WAUCONDA GRADE SCHOOL,WAUCONDA,IL,225 OSAGE ST,
COUNTRY MEADOW ELEMENTARY SCHOOL,ASHLEY,IN,2410 CR 10,
SANFORD REGIONAL TECHNICAL CENTER,SANFORD,ME,52 SANFORD HIGH SCHOOL BLVD,
FRANKLIN LOWER ELEMENTARY,MEADVILLE,MS,481 HWY 98 E,
SENECA HIGH SCHOOL,TABERNACLE,NJ,110 CARRANZA ROAD,
CORNELIA F. BRADFORD SCHOOL,JERSEY CITY,NJ,96 SUSSEX ST,
PS 197 JOHN B RUSSWURM,NEW YORK,NY,2230 5TH AVE,
KEEWAYDIN DISCOVERY CENTER,KENNEWICK,WA,202 SOUTH DAYTON STREET,
WEST VIEW ELEMENTARY,BURLINGTON,WA,515 W VICTORIA AVE,
JOSE M. RIVERA SOLIS,SAN JUAN,PR,CALLE CAMPANILLA URB RIVIERAS CUPEY,
INDEPENDENCE MIDDLE,VIRGINIA BEACH,VA,1370 DUNSTAN LN,
FERNWAY ELEMENTARY SCHOOL,SHAKER HEIGHTS,OH,17420 FERNWAY RD,
OUT OF DISTRICT FACILITY,RENTON,WA,300 SW 7TH ST,
NORTHEAST ELEM MAGNET SCHOOL,DANVILLE,IL,1330 E ENGLISH ST,
SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,BRONX,NY,360 E 145TH ST,
SHOREVIEW ELEMENTARY SCHOOL,EUCLID,OH,490 E 260TH ST,
ROANOKE VALLEY GOVERNOR'S SCHOOL,ROANOKE,VA,2104 GRANDIN RD SW,
JEFFERSON CO YOUTH ACAD,BEAUMONT,TX,5030 HWY 69S STE 100,
BRIER ELEMENTARY,BRIER,WA,3625 232ND ST SW,
GARFIELD ELEMENTARY,GARFIELD,WA,810 NORTH THIRD STREET,
GENERAL MYER ELEMENTARY SCHOOL,FT HUACHUCA,AZ,45103 BURNS STREET,
LEE COUNTY ELEMENTARY SCHOOL,BEATTYVILLE,KY,1665 HWY 11 SOUTH,
ELGIN HIGH SCHOOL,ELGIN,NE,101 N 4TH ST,
HIGHLAND ELEM SCHOOL,OMAHA,NE,2625 JEFFERSON ST,
PS 373 BROOKLYN TRANSITION CENTER,BROOKLYN,NY,185 ELLERY ST,
DEER PARK JR/SR HIGH SCHOOL,CINCINNATI,OH,8351 PLAINFIELD RD,
INGLESIDE PRIMARY SCHOOL,INGLESIDE,TX,2100 ACHIEVEMENT BLVD,
LITTLE EL,ARLINGTON,TX,3721 LITTLE RD,
THE RENAISSANCE ACADEMY,VIRGINIA BEACH,VA,5100 CLEVELAND STREET,
RICHMOND ELEMENTARY,RIDGECREST,CA,1206 KEARSARGE ST.,
STANISLAUS ELEMENTARY,MODESTO,CA,1931 KIERNAN AVE.,
SHOOP MATH-SCI TECH ELEM ACADEMY,CHICAGO,IL,11140 S BISHOP ST,
JASPER ELEM SCHOOL,FAIRFIELD,IL,RR 3 BOX 473,
STINNETT ELEMENTARY SCHOOL,HOSKINSTON,KY,12975 HWY 421,
SOUTH PLATTE HIGH SCHOOL,BIG SPRINGS,NE,610 PLUM ST,
FLOYDADA ISD DAEP,FLOYADA,TX,618 WHIRLWIND ALLEY,
REAL SPECIAL ED CTR,RICHMOND,VA,4929 CHAMBERLAYNE AVE.,
EDISON PARK ELEM SCHOOL,CHICAGO,IL,6220 N OLCOTT AVE,
WEST-MEC - SANDRA DAY O'CONNOR HIGH SCHOOL,GLENDALE,AZ,25250 N. 35TH AVE.,
ANNE BAILEY ELEMENTARY SCHOOL,ST. ALBANS,WV,405 WINFIELD ROAD,
GEO T WILKINS JR HIGH SCHOOL,JUSTICE,IL,8001 S 82ND AVE,
SPANISHBURG,SPANISHBURG,WV,8544 BECKLEY ROAD,
SUMMERSVILLE ELEMENTARY SCHOOL,SUMMERSVILLE,WV,108 MCKEES CREEK RD,
MARION P. THOMAS CHARTER SCHOOL,NEWARK,NJ,88-108 SHIPMAN STREET,
WAVERLY INTERMEDIATE SCHOOL,WAVERLY,OH,5 TIGER DRIVE,
LEWISVILLE H S,LEWISVILLE,TX,1098 W MAIN ST,
GRAHAM PARK MIDDLE,TRIANGLE,VA,3613 GRAHAM PARK RD,
MOOREFIELD MIDDLE SCHOOL,MOOREFIELD,WV,303 CALEDONIA HEIGHTS ROAD,
PHILIPSBURG PRIMARY SCHOOL,PHILLIPSBURG,NJ,1000 GREEN STREET,
ARAPAHOE HIGH SCHOOL,CENTENNIAL,CO,2201 EAST DRY CREEK ROAD,
CHILDERS ELEMENTARY,LINCOLNTON,NC,2595 ROCK DAM ROAD,
NEW VIENNA ELEMENTARY SCHOOL,NEW VIENNA,OH,301 E CHURCH ST,
BLAIR MILL EL SCH,HATBORO,PA,109 BENDER ROAD,
BELMONT STATION ELEMENTARY,ASHBURN,VA,20235 NIGHTWATCH ST.,
ILLAHEE MIDDLE SCHOOL,FEDERAL WAY,WA,36001 1ST AVE S,
NEW MANCHESTER ELEMENTARY SCHOOL,NEW CUMBERLAND,WV,128 FRANKFORT ROAD,
SOUTHEAST CORRECTIONAL CENTER,CHARLESTON,MO,300 E PEDRO SIMMONS DR,
VALLEY VIEW INTRMD SCH,ARCHBALD,PA,3 COLUMBUS DR,
AGNES E. LITTLE SCHOOL,PAWTUCKET,RI,60 SOUTH BEND STREET,
PATTI WELDER MIDDLE,VICTORIA,TX,1604 E N ST,
SANTIAGO IGLESIAS PANTIN,SAN JUAN,PR,CALLE JOSE A TORRES CINTRON URB SANTIAGO IGLESIAS,
LIBERTY POINT ELEMENTARY SCHOOL,UNION CITY,GA,9000 HIGHPOINT RD,
DAVIS N ELEM SCHOOL,CHICAGO,IL,3014 W 39TH PL,
EAST CARTER COUNTY HIGH SCHOOL,GRAYSON,KY,405 HITCHINS RD,
TINC RD. ELEMENTARY SCHOOL,FLANDERS,NJ,24 TINC ROAD,
SAMUEL A. HEYWARD CAREER AND TECHNOLOGY CENTER,COLUMBIA,SC,3560 LYNHAVEN DRIVE,
CANNONS ELEMENTARY,SPARTANBURG,SC,1315 OLD CONVERSE ROAD,
WINFIELD ELEMENTARY,WINTON,CA,6981 CHESTNUT LN.,
LAKE JOY PRIMARY SCHOOL,WARNER ROBINS,GA,995 LAKE JOY RD,
SCHAUMBURG HIGH SCHOOL,SCHAUMBURG,IL,1100 W SCHAUMBURG RD,
RUTH M SCHNEIDER ELEM SCHOOL,FARMER CITY,IL,309 N JOHN ST,
BARREN COUNTY HIGH SCHOOL,GLASGOW,KY,507 TROJAN TRAIL,
HILLSIDE ELEMENTARY SCHOOL,LIVINGSTON,NJ,98 BELMONT DRIVE,
EAST HIGH SCHOOL,YOUNGSTOWN,OH,474 BENNINGTON AVE,
WOODLAWN ACADEMY,SAN ANTONIO,TX,1717 W MAGNOLIA AVE,
MONROE TECHNOLOGY CENTER,LEESBURG,VA,715 CHILDRENS CTR RD SW,
RAES NIGHT SCHOOL,GALESBURG,IL,121 S PRAIRIE ST.,
CHICAGO MATH & SCI ELEM CHARTER,CHICAGO,IL,7212 N CLARK ST,
WESTMORE ELEM SCHOOL,LOMBARD,IL,340 S SCHOOL ST,
