cms_certification_num,payer,code,internal_revenue_code,description,price
520193,CASH PRICE,CPT 36510,10000093,CATH UMBILICAL VEIN,600.00
520193,CASH PRICE,CPT 36555,10000094,INSERT CVL NON TUNNELED <5 YRS,1880.00
520193,CASH PRICE,CPT 36557,10000095,INSERT CVL TUNNELED <5 YRS,6110.00
520193,CASH PRICE,CPT 36558,10000096,INSERT CVL TUNNELED 5 YRS >/=,6110.00
520193,CASH PRICE,CPT 36561,10000098,INSERT CVL TUNNELED W/PORT 5 YRS >/=,7220.00
520193,CASH PRICE,CPT 36565,10000100,INSERT CVL DUAL TUNNELED WO PORT,5170.00
520193,CASH PRICE,CPT 36568,10000102,PICC LINE INSERTION <5 YRS,1590.00
520193,CASH PRICE,CPT 36569,10000103,PICC INSERTION,1880.00
520193,CASH PRICE,CPT 36571,10000105,INSERT PICC W/PORT 5 YRS >/=,3720.00
520193,CASH PRICE,CPT 36575,10000106,REPAIR CVL CATH,1050.00
520193,CASH PRICE,CPT 36576,10000107,REPAIR CVL CATH W PORT/PUMP,1940.00
520193,CASH PRICE,CPT 36578,10000108,REPLACE CVL CATH ONLY,4420.00
520193,CASH PRICE,CPT 36580,10000109,REPLACE CVL NON TUNNELED COMPLETE,1940.00
520193,CASH PRICE,CPT 36581,10000110,REPLACE CVL TUNNELED COMPLETE,3880.00
520193,CASH PRICE,CPT 36582,10000111,REPLACE CVL TUNNELED W/PORT COMPLETE,5020.00
520193,CASH PRICE,CPT 36584,10000113,REPLACE PICC COMPLETE,1570.00
520193,CASH PRICE,CPT 36589,10000115,REMOVE CVL TUNNELED W/O PORT,1150.00
520193,CASH PRICE,CPT 36590,10000116,REMOVE CVL TUNNELED W/PORT,1880.00
520193,CASH PRICE,CPT 36591,10000117,BLOOD SPEC IMPLANTED DEVICE,145.00
520193,CASH PRICE,CPT 36595,10000118,REMOVE PERICATH OBSTRUCTIVE MATERIAL,3760.00
520193,CASH PRICE,CPT 36598,10000120,INJECT W FLUORO EVAL CENTRAL LINE,650.00
520193,CASH PRICE,CPT 37187,10000121,THROMBECTOMY VEIN(S),9650.00
520193,CASH PRICE,CPT 37188,10000122,THROMBECTOMY VEIN(S) REPEAT,9650.00
520193,CASH PRICE,CPT 37215,10000128,STENT CAROTID W/PROTECTION,11340.00
520193,CASH PRICE,CPT 38221,10000134,BONE MARROW BIOPSY,1020.00
520193,CASH PRICE,CPT 38790,10000136,INJECT LYMPHANGIOGRAPHY,330.00
520193,CASH PRICE,CPT 38792,10000137,INJECT RADIOACTIVE TRACER SENTINEL NODE,440.00
520193,CASH PRICE,CPT 42400,10000139,BX SALIVARY GLAND NEEDLE,1250.00
520193,CASH PRICE,CPT 42809,10000142,FB REMOVAL PHARYNGEAL,245.00
520193,CASH PRICE,CPT 43246,10000143,PEG TUBE PLACEMENT,3140.00
520193,CASH PRICE,CPT 44500,10000145,INTRO FEEDING TUBE,790.00
520193,CASH PRICE,CPT 46600,10000149,ANOSCOPY,275.00
520193,CASH PRICE,CPT 47000,10000150,LIVER BIOPSY,1810.00
520193,CASH PRICE,CPT 47490,10000151,PERCUTANEOUS CHOLECYSTOSTOMY,2600.00
520193,CASH PRICE,CPT 47555,10000158,BILIARY ENDOSCOPY WO STENT,3970.00
520193,CASH PRICE,CPT 47556,10000159,BILIARY ENDOSCOPY W STENT,4560.00
520193,CASH PRICE,CPT 49411,10000165,IMPLANT TISSUE MARKER PANCREAS,5860.00
520193,CASH PRICE,CPT 49418,10000172,INSERT INTRAPERITONEAL CATH TUNNEL,6030.00
520193,CASH PRICE,CPT 49421,10000173,INSERT DIALYSIS CATH PERMANENT,5410.00
520193,CASH PRICE,CPT 49422,10000174,REMOVE PERITONEAL CATH W PORT,4120.00
520193,CASH PRICE,CPT 49427,10000175,INJECT PERITONEAL/VENOUS SHUNT,840.00
520193,CASH PRICE,CPT 49440,10000177,INSERT GASTROSTOMY TUBE W S&I,1710.00
520193,CASH PRICE,CPT 49441,10000178,INSERT DUODENUM/J-TUBE W/S&I,1940.00
520193,CASH PRICE,CPT 49446,10000180,CONVERT TO G-J TUBE W/S&I,1570.00
520193,CASH PRICE,CPT 49450,10000181,CHANGE TUBE GASTRO/CECUM W/S&I,1150.00
520193,CASH PRICE,CPT 49451,10000182,CHANGE TUBE SM BOWEL W/S&I,1150.00
520193,CASH PRICE,CPT 49452,10000183,CHANGE G-J TUBE W/S&I,800.00
520193,CASH PRICE,CPT 49460,10000184,CLEAR OBSTRUCTED GI TUBE W/S&I,1150.00
520193,CASH PRICE,CPT 49465,10000185,INJECTIONS GI TUBE EVAL W/S&I,1070.00
520193,CASH PRICE,CPT 49999,10000186,ABLATION ABDOMEN/PERITONEUM,15570.00
520193,CASH PRICE,CPT 50382,10000189,CHANGE URETERAL STENT-PERC S&I,3920.00
520193,CASH PRICE,CPT 50384,10000190,REMOVE URETERAL STENT-PERC S&I,3920.00
520193,CASH PRICE,CPT 50385,10000191,CHANGE URETERAL STENT S&I,3860.00
520193,CASH PRICE,CPT 50386,10000192,REMOVE URETERAL STENT S&I,1150.00
520193,CASH PRICE,CPT 50387,10000193,CHANGE TRANSNEPHRIC STENT S&I,2780.00
520193,CASH PRICE,CPT 50389,10000194,REMOVE NEPHROSTOMY TUBE/FLUORO,1050.00
520193,CASH PRICE,CPT 50390,10000195,ASPIRATE RENAL CYST/PELVIS,1880.00
520193,CASH PRICE,CPT 50592,10000197,ABLATION RENAL LESION(S),6200.00
520193,CASH PRICE,CPT 50593,10000198,CRYOABLATION RENAL TUMOR(S),20310.00
520193,CASH PRICE,CPT 50688,10000199,CHANGE URETEROSTOMY TUBE,1600.00
520193,CASH PRICE,CPT 51100,10000201,BLADDER ASPIRATION,240.00
520193,CASH PRICE,CPT 51600,10000203,INJECT CYSTOGRAM,655.00
520193,CASH PRICE,CPT 51610,10000204,INJECT URETHROGRAM RETROGRADE,775.00
520193,CASH PRICE,CPT 51700,10000205,BLADDER IRRIGATE OR INSTALLATION,470.00
520193,CASH PRICE,CPT 51701,10000206,STRAIGHT CATH,205.00
520193,CASH PRICE,CPT 51702,10000207,FOLEY CATH INSERTION,340.00
520193,CASH PRICE,CPT 51703,10000208,BLADDER CATH COMPLEX,565.00
520193,CASH PRICE,CPT 51705,10000209,CYSTOSTOMY TUBE CHANGE,365.00
520193,CASH PRICE,CPT 51798,10000210,BLADDER SCAN-RESIDUAL URINE,200.00
520193,CASH PRICE,CPT 53899,10000211,URINARY PROCEDURE MISC,275.00
520193,CASH PRICE,CPT 54150,10000212,CIRCUMCISION,210.00
520193,CASH PRICE,CPT 54700,10000213,I&D SCROTAL SPACE,3510.00
520193,CASH PRICE,CPT 55700,10000214,"PROSTATE, NEEDLE BIOPSIES",2090.00
520193,CASH PRICE,CPT 58340,10000216,HYSTEROSALPINGOGRAM INJECT,1150.00
520193,CASH PRICE,CPT 58605,10000220,TUBAL LIGATION POST PARTUM,1600.00
520193,CASH PRICE,CPT 58611,10000221,TUBAL LIGATION WITH C-SECTION,595.00
520193,CASH PRICE,CPT 59000,10000223,"AMNIOCENTESIS, DIAGNOSTIC",445.00
520193,CASH PRICE,CPT 59001,10000224,"AMNIOCENTESIS, FLUID REDUCTION",625.00
520193,CASH PRICE,CPT 59020,10000226,FETAL CONTRACTION STRESS TEST,820.00
520193,CASH PRICE,CPT 59025,10000227,FETAL NON STRESS TEST,475.00
520193,CASH PRICE,CPT 59200,10000231,CERVICAL DILATOR INSERTION,660.00
520193,CASH PRICE,CPT 59320,10000232,CERCLAGE OF CERVIX,3750.00
520193,CASH PRICE,CPT 59412,10000234,"VERSION, W/WO TOCOLYSIS",1330.00
520193,CASH PRICE,CPT 59414,10000235,DELIVERY PLACENTA,1100.00
520193,CASH PRICE,CPT 59899,10000236,AMNIOINFUSION,440.00
520193,CASH PRICE,CPT 59899,10000237,INTRAUTERINE PRESSURE MONITORING,395.00
520193,CASH PRICE,CPT 60100,10000238,BX THYROID NEEDLE,1300.00
520193,CASH PRICE,CPT 60699,10000239,BX ADRENAL GLAND NEEDLE,6360.00
520193,CASH PRICE,CPT 61623,10000243,ENDOVASC OCCLUSION HEAD/NECK W/S&I,3260.00
520193,CASH PRICE,CPT 61630,10000244,PTA INTRACRANIAL,4720.00
520193,CASH PRICE,CPT 61635,10000245,PTA INTRACRANIAL W STENT,4190.00
520193,CASH PRICE,CPT 61640,10000246,DILATE INTRACRANIAL VASOSPASM 1ST,3280.00
520193,CASH PRICE,CPT 61782,10000250,ASSISTED NAVIGATION EXTRADURAL,1800.00
520193,CASH PRICE,CPT 62270,10000251,LUMBAR PUNCTURE DIAGNOSTIC,1000.00
520193,CASH PRICE,CPT 62273,10000252,EPIDURAL BLOOD OR CLOT PATCH,1720.00
520193,CASH PRICE,CPT 62284,10000253,INJECT FOR MYELOGRAM OR CT LUMBAR,1000.00
520193,CASH PRICE,CPT 62287,10000254,DISKECTOMY/PERCUTANEOUS LUMBAR,6050.00
520193,CASH PRICE,CPT 64405,10000259,INJECT NERVE OCCIPITAL,890.00
520193,CASH PRICE,CPT 64530,10000261,NERVE BLOCK CELIAC PLEXUS,2230.00
520193,CASH PRICE,CPT 65220,10000266,FB CORNEA NO SLIT,395.00
520193,CASH PRICE,CPT 65222,10000267,FB CORNEA W/SLIT,395.00
520193,CASH PRICE,CPT 68850,10000268,INJECT DACROCYSTOGRAM,350.00
520193,CASH PRICE,CPT 69200,10000269,FB REMOVAL EAR,140.00
520193,CASH PRICE,CPT 69210,10000270,REMOVE EAR WAX W/INSTRUMENT UNILAT,100.00
520193,CASH PRICE,CPT 70015,10000272,CISTERNOGRAM S&I,1590.00
520193,CASH PRICE,CPT 70030,10000273,XR EYE FOREIGN BODY,240.00
520193,CASH PRICE,CPT 70100,10000274,XR MANDIBLE PARTIAL,510.00
520193,CASH PRICE,CPT 70110,10000275,XR MANDIBLE COMPLETE,680.00
520193,CASH PRICE,CPT 70140,10000276,XR FACIAL BONES < 3 VIEW,470.00
520193,CASH PRICE,CPT 70150,10000277,XR FACIAL BONES COMPLETE,700.00
520193,CASH PRICE,CPT 70160,10000278,XR NASAL BONES,575.00
520193,CASH PRICE,CPT 70170,10000279,XR EYE DACROCYSTOGRAM S&I,770.00
520193,CASH PRICE,CPT 70200,10000280,XR ORBITS MINIMUM 4 VIEWS,565.00
520193,CASH PRICE,CPT 70210,10000281,XR SINUSES < 3 VIEW,490.00
520193,CASH PRICE,CPT 70220,10000282,XR SINUSES COMPLETE,740.00
520193,CASH PRICE,CPT 70250,10000283,XR SKULL < 4 VIEW,485.00
520193,CASH PRICE,CPT 70260,10000284,XR SKULL COMPLETE,725.00
520193,CASH PRICE,CPT 70320,10000286,XR DENTAL COMPLETE,385.00
520193,CASH PRICE,CPT 70355,10000289,XR ORTHOPANTOGRAM,485.00
520193,CASH PRICE,CPT 70360,10000290,XR NECK SOFT TISSUES,485.00
520193,CASH PRICE,CPT 70450,10000293,CT HEAD W/O DYE,2400.00
520193,CASH PRICE,CPT 70460,10000294,CT HEAD W/DYE,2600.00
520193,CASH PRICE,CPT 70470,10000295,CT HEAD W/WO DYE,3800.00
520193,CASH PRICE,CPT 70480,10000296,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE,2400.00
520193,CASH PRICE,CPT 70481,10000297,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE,2600.00
520193,CASH PRICE,CPT 70482,10000298,CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO DYE,3800.00
520193,CASH PRICE,CPT 70486,10000299,CT MAXILLIOFACIAL W/O DYE,2400.00
520193,CASH PRICE,CPT 70487,10000303,CT MAXILLIOFACIAL W/DYE,2600.00
520193,CASH PRICE,CPT 70488,10000304,CT MAXILLIOFACL W/WO DYE,3800.00
520193,CASH PRICE,CPT 70490,10000305,CT NECK W/O DYE,2400.00
520193,CASH PRICE,CPT 70491,10000306,CT NECK W/DYE,2600.00
520193,CASH PRICE,CPT 70492,10000307,CT NECK W/WO DYE,3800.00
520193,CASH PRICE,CPT 70496,10000308,CT ANGIO HEAD,3420.00
520193,CASH PRICE,CPT 70498,10000309,CT ANGIO NECK,3420.00
520193,CASH PRICE,CPT 70540,10000310,MR ORBIT/FACE/NECK W/O DYE,3700.00
520193,CASH PRICE,CPT 70542,10000311,MR ORBIT/FACE/NECK W/DYE,3900.00
520193,CASH PRICE,CPT 70543,10000312,MR ORBIT/FACE/NECK W/WO DYE,5750.00
520193,CASH PRICE,CPT 70544,10000313,MRA HEAD W/O DYE,3700.00
520193,CASH PRICE,CPT 70545,10000314,MRA HEAD W/DYE,3900.00
520193,CASH PRICE,CPT 70546,10000315,MRA HEAD W/WO DYE,5750.00
520193,CASH PRICE,CPT 70547,10000316,MRA NECK W/O DYE,3700.00
520193,CASH PRICE,CPT 70548,10000317,MRA NECK W/DYE,3900.00
520193,CASH PRICE,CPT 70549,10000318,MRA NECK W/WO DYE,5750.00
520193,CASH PRICE,CPT 70551,10000319,MR BRAIN W/O DYE,3700.00
520193,CASH PRICE,CPT 70552,10000320,MR BRAIN W/DYE,3900.00
520193,CASH PRICE,CPT 70553,10000321,MR BRAIN W/WO DYE,5750.00
520193,CASH PRICE,CPT 71045,10000324,XR CHEST 1 VIEW,420.00
520193,CASH PRICE,CPT 71046,10000325,XR CHEST 2 VIEWS,505.00
520193,CASH PRICE,CPT 71047,10000326,XR CHEST 3 VIEWS,630.00
520193,CASH PRICE,CPT 71048,10000328,XR CHEST 4 + VIEWS,715.00
520193,CASH PRICE,CPT 71110,10000331,XR RIBS BILATERAL 3 VIEW,550.00
520193,CASH PRICE,CPT 71111,10000332,XR RIBS W/CHEST BILATERAL 4 VIEW,640.00
520193,CASH PRICE,CPT 71120,10000333,XR STERNUM 2 VIEW,505.00
520193,CASH PRICE,CPT 71130,10000334,XR STERNOCLAVICULAR JOINT 3 VIEW,460.00
520193,CASH PRICE,CPT 71250,10000335,CT CHEST W/O DYE,2400.00
520193,CASH PRICE,CPT 71260,10000336,CT CHEST W/DYE,2600.00
520193,CASH PRICE,CPT 71270,10000337,CT CHEST W/WO DYE,3800.00
520193,CASH PRICE,CPT 71275,10000338,CT ANGIO CHEST,3420.00
520193,CASH PRICE,CPT 71550,10000339,MR CHEST W/O DYE,3700.00
520193,CASH PRICE,CPT 71552,10000341,MR CHEST W/WO DYE,5750.00
520193,CASH PRICE,CPT 72020,10000343,XR SPINE ANY LEVEL 1 VIEW,450.00
520193,CASH PRICE,CPT 72040,10000344,XR CERVICAL SPINE 2-3 VIEWS,545.00
520193,CASH PRICE,CPT 72050,10000345,XR CERVICAL SPINE 4-5 VIEWS,790.00
520193,CASH PRICE,CPT 72052,10000346,XR CERVICAL SPINE 6 VIEWS >,905.00
520193,CASH PRICE,CPT 72070,10000348,XR THORACIC SPINE 2 VIEW,545.00
520193,CASH PRICE,CPT 72072,10000349,XR THORACIC SPINE 3 VIEW,625.00
520193,CASH PRICE,CPT 72074,10000350,XR THORACIC SPINE 4 VIEW,720.00
520193,CASH PRICE,CPT 72080,10000351,XR THORACOLUMBAR SPINE 2 VIEW,590.00
520193,CASH PRICE,CPT 72100,10000353,XR LUMBAR SPINE 2 OR 3 VIEW,580.00
520193,CASH PRICE,CPT 72110,10000354,XR LUMBAR SPINE 4 VIEW MIN,815.00
520193,CASH PRICE,CPT 72114,10000355,XR L SPINE BENDING 6 VIEW OR >,955.00
520193,CASH PRICE,CPT 72120,10000356,XR L SPINE BENDING VIEW 2 TO 3,685.00
520193,CASH PRICE,CPT 72125,10000357,CT C SPINE W/O DYE,2400.00
520193,CASH PRICE,CPT 72126,10000358,CT C SPINE W/DYE,2600.00
520193,CASH PRICE,CPT 72127,10000359,CT C SPINE W/WO DYE,3800.00
520193,CASH PRICE,CPT 72128,10000360,CT T SPINE W/O DYE,2400.00
520193,CASH PRICE,CPT 72129,10000361,CT T SPINE W/DYE,2600.00
520193,CASH PRICE,CPT 72130,10000362,CT T SPINE W/WO DYE,3800.00
520193,CASH PRICE,CPT 72131,10000363,CT L SPINE W/O DYE,2400.00
520193,CASH PRICE,CPT 72132,10000364,CT L SPINE W/DYE,2600.00
520193,CASH PRICE,CPT 72133,10000365,CT L SPINE W/WO DYE,3800.00
520193,CASH PRICE,CPT 72141,10000366,MR C SPINE W/O DYE,3700.00
520193,CASH PRICE,CPT 72142,10000367,MR C SPINE W/DYE,3900.00
520193,CASH PRICE,CPT 72146,10000368,MR T SPINE WO DYE,3700.00
520193,CASH PRICE,CPT 72147,10000369,MR T SPINE W/DYE,3900.00
520193,CASH PRICE,CPT 72148,10000370,MR L SPINE WO DYE,3700.00
520193,CASH PRICE,CPT 72149,10000371,MR L SPINE W DYE,3900.00
520193,CASH PRICE,CPT 72156,10000372,MR C SPINE W/WO DYE,5750.00
520193,CASH PRICE,CPT 72157,10000373,MR T SPINE W/WO DYE,5750.00
520193,CASH PRICE,CPT 72158,10000374,MR L SPINE W/WO DYE,5750.00
520193,CASH PRICE,CPT 72170,10000376,XR PELVIS 1 OR 2 VIEW,465.00
520193,CASH PRICE,CPT 72190,10000377,XR PELVIS COMPLETE 3 VIEW MIN,625.00
520193,CASH PRICE,CPT 72191,10000378,CT ANGIO PELVIS,3420.00
520193,CASH PRICE,CPT 72192,10000379,CT PELVIS W/O DYE,2400.00
520193,CASH PRICE,CPT 72193,10000380,CT PELVIS W/DYE,2600.00
520193,CASH PRICE,CPT 72194,10000381,CT PELVIS W/WO DYE,3800.00
520193,CASH PRICE,CPT 72195,10000382,MR PELVIS W/O DYE,3700.00
520193,CASH PRICE,CPT 72196,10000383,MR PELVIS W/DYE,3900.00
520193,CASH PRICE,CPT 72197,10000384,MR PELVIS W/WO DYE,5750.00
520193,CASH PRICE,CPT 72200,10000385,XR SACROILIAC JOINTS < 3 VIEWS,440.00
520193,CASH PRICE,CPT 72202,10000386,XR SACROILIAC JOINTS 3 VIEW MIN,555.00
520193,CASH PRICE,CPT 72220,10000387,XR SACRUM & COCCYX 2 VIEW MIN,575.00
520193,CASH PRICE,CPT 72240,10000388,MYELOGRAM CERVICAL S&I,2180.00
520193,CASH PRICE,CPT 72255,10000389,MYELOGRAM THORACIC S&I,2180.00
520193,CASH PRICE,CPT 72265,10000390,MYELOGRAM LUMBAR S&I,2180.00
520193,CASH PRICE,CPT 72285,10000393,DISCOGRAM C/T EACH LEVEL S&I,3360.00
520193,CASH PRICE,CPT 72295,10000395,DISKOGRAM L/S EA LEVEL S&I,3360.00
520193,CASH PRICE,CPT 73010,10000397,XR SCAPULA COMPLETE,495.00
520193,CASH PRICE,CPT 73040,10000400,XR SHOULDER ARTHROGRAM S&I,1680.00
520193,CASH PRICE,CPT 73050,10000401,XR AC JOINTS BILATERAL,515.00
520193,CASH PRICE,CPT 73115,10000410,XR WRIST ARTHROGRAM S&I,1130.00
520193,CASH PRICE,CPT 73140,10000413,XR FINGER(S) 2 VIEW MINIMUM,525.00
520193,CASH PRICE,CPT 73525,10000425,XR HIP ARTHROGRAM S&I,1680.00
520193,CASH PRICE,CPT 73565,10000432,XR KNEES STANDING AP BILATERAL,440.00
520193,CASH PRICE,CPT 73580,10000433,XR KNEE ARTHROGRAM S&I,1680.00
520193,CASH PRICE,CPT 73600,10000436,XR ANKLE 2 VIEW,440.00
520193,CASH PRICE,CPT 73610,10000437,XR ANKLE COMPLETE,530.00
520193,CASH PRICE,CPT 73660,10000442,XR TOE(S) 2 VIEW MIN,440.00
520193,CASH PRICE,CPT 74018,10000453,XR ABDOMEN 1 VIEW,485.00
520193,CASH PRICE,CPT 74019,10000454,XR ABDOMEN 2 VIEWS,605.00
520193,CASH PRICE,CPT 74021,10000455,XR ABDOMEN 3 OR MORE VIEWS,730.00
520193,CASH PRICE,CPT 74022,10000456,"XR ABDOMEN, ACUTE SERIES",850.00
520193,CASH PRICE,CPT 74150,10000457,CT ABDOMEN W/O DYE,2400.00
520193,CASH PRICE,CPT 74160,10000458,CT ABDOMEN W/DYE,2600.00
520193,CASH PRICE,CPT 74170,10000459,CT ABDOMEN W/WO DYE,3800.00
520193,CASH PRICE,CPT 74175,10000460,CT ANGIO ABDOMEN,3420.00
520193,CASH PRICE,CPT 74181,10000461,MR ABDOMEN W/O DYE,3700.00
520193,CASH PRICE,CPT 74182,10000462,MR ABDOMEN W/DYE,3900.00
520193,CASH PRICE,CPT 74183,10000463,MR ABDOMEN W/WO DYE,5750.00
520193,CASH PRICE,CPT 74220,10000464,XR ESOPHAGRAM,875.00
520193,CASH PRICE,CPT 74230,10000465,XR SWALLOWING FUNCTION W/VIDEO,610.00
520193,CASH PRICE,CPT 74240,10000466,XR UPPER GI W/O KUB,1130.00
520193,CASH PRICE,CPT 74246,10000469,XR UPPER GI W/CONTRAST W/O KUB,1230.00
520193,CASH PRICE,CPT 74250,10000472,XR SMALL BOWEL SERIES,915.00
520193,CASH PRICE,CPT 74261,10000473,CT COLON DX W/O DYE,2400.00
520193,CASH PRICE,CPT 74262,10000474,CT COLON DX W/DYE,2600.00
520193,CASH PRICE,CPT 74263,10000475,CT COLON SCREENING,950.00
520193,CASH PRICE,CPT 74270,10000476,XR COLON BARIUM ENEMA,820.00
520193,CASH PRICE,CPT 74280,10000477,XR COLON DOUBLE CONTRAST,1070.00
520193,CASH PRICE,CPT 74283,10000478,ENEMA THERAPEUTIC AIR/CONTRAST,555.00
520193,CASH PRICE,CPT 74300,10000479,XR CHOLANGIOGRAM INTRAOP S&I,1100.00
520193,CASH PRICE,CPT 74328,10000484,ERCP BILE DUCT S&I,845.00
520193,CASH PRICE,CPT 74329,10000485,ERCP PANCREATIC DUCT S&I,845.00
520193,CASH PRICE,CPT 74330,10000486,ERCP BILE & PANCREAS DUCT S&I,1060.00
520193,CASH PRICE,CPT 74340,10000487,INSERT LONG FEEDING TUBE S&I,550.00
520193,CASH PRICE,CPT 74363,10000488,DILATION BILIARY DUCT W/WO STENT S&I,1930.00
520193,CASH PRICE,CPT 74400,10000489,XR IVP WITH OR W/O TOMOGRAM,1160.00
520193,CASH PRICE,CPT 74420,10000492,XR UROGRAPHY RETROGRADE,1610.00
520193,CASH PRICE,CPT 74425,10000493,XR UROGRAPHY ANTEGRADE S&I,975.00
520193,CASH PRICE,CPT 74430,10000494,XR CYSTOGRAM 3 VIEW MIN S&I,885.00
520193,CASH PRICE,CPT 74450,10000495,XR URETHROGRAM RETROGRADE S&I,895.00
520193,CASH PRICE,CPT 74455,10000496,XR CYSTOGRAM VOIDING S&I,1200.00
520193,CASH PRICE,CPT 74485,10000498,DILATION NEPHROSTOMY/URETERS S&I,2390.00
520193,CASH PRICE,CPT 74740,10000500,XR HYSTEROSALPINGOGRAM S&I,1020.00
520193,CASH PRICE,CPT 75557,10000502,MR CARDIAC W/O DYE,3700.00
520193,CASH PRICE,CPT 75561,10000503,MR CARDIAC W/WO DYE,5750.00
520193,CASH PRICE,CPT 75571,10000505,CT HEART W/O DYE CA+EVAL,49.00
520193,CASH PRICE,CPT 75572,10000506,CT HEART W/DYE STRUCTURE,2950.00
520193,CASH PRICE,CPT 75574,10000508,CT HEART VESSEL W/CONTRAST,2950.00
520193,CASH PRICE,CPT 75605,10000509,ANGIO THORACIC S&I,3890.00
520193,CASH PRICE,CPT 75625,10000510,ANGIO ABDOMEN S&I,3780.00
520193,CASH PRICE,CPT 75630,10000511,ANGIO ABD/BILAT ILIOFEM S&I,3940.00
520193,CASH PRICE,CPT 75635,10000512,HB CHB TA ABD AORTA/ILIOFEMORAL,3420.00
520193,CASH PRICE,CPT 75705,10000522,ANGIO SPINAL SELECTIVE S&I,3620.00
520193,CASH PRICE,CPT 75710,10000523,ANGIO EXTREMITY UNILATERAL S&I,3310.00
520193,CASH PRICE,CPT 75716,10000524,ANGIO EXTREMITY BILATERAL S&I,4130.00
520193,CASH PRICE,CPT 75726,10000527,ANGIO VISCERAL SELECTIVE S&I,3310.00
520193,CASH PRICE,CPT 75731,10000528,ANGIO ADRENAL SELECTIVE S&I,3120.00
520193,CASH PRICE,CPT 75736,10000529,ANGIO PELVIC SELECTIVE S&I,3010.00
520193,CASH PRICE,CPT 75741,10000530,ANGIO PULMONARY SELECTIVE UNILAT S&I,2840.00
520193,CASH PRICE,CPT 75743,10000531,ANGIO PULMONARY SELECTIVE BILAT S&I,4260.00
520193,CASH PRICE,CPT 75746,10000532,ANGIO PULMONARY NON-SELECT S&I,2120.00
520193,CASH PRICE,CPT 75774,10000533,ANGIO SELECT EA ADD VESSEL S&I,1820.00
520193,CASH PRICE,CPT 75809,10000535,SHUNTOGRAM NONVASCULAR S&I,525.00
520193,CASH PRICE,CPT 75820,10000536,VENOGRAM EXTREMITY UNILAT S&I,1820.00
520193,CASH PRICE,CPT 75822,10000537,VENOGRAM EXTREMITY BILAT S&I,2730.00
520193,CASH PRICE,CPT 75825,10000538,VENOGRAM IVC S&I,3640.00
520193,CASH PRICE,CPT 75827,10000539,VENOGRAM SVC S&I,3640.00
520193,CASH PRICE,CPT 75833,10000540,VENOGRAM RENAL SELECTIVE BILAT S&I,5460.00
520193,CASH PRICE,CPT 75860,10000542,VENOGRAM SINUS/JUGULAR S&I,2290.00
520193,CASH PRICE,CPT 75885,10000543,VENOGRAM LIVER W/EVAL S&I,4100.00
520193,CASH PRICE,CPT 75887,10000544,VENOGRAM LIVER W/O EVAL S&I,2730.00
520193,CASH PRICE,CPT 75889,10000545,VENOGRAM HEPATIC W HEMO S&I,4360.00
520193,CASH PRICE,CPT 75891,10000546,VENOGRAM HEPATIC WO HEMO S&I,3640.00
520193,CASH PRICE,CPT 75893,10000547,VENOUS BLOOD SAMPLING S&I,5350.00
520193,CASH PRICE,CPT 75894,10000548,TRANSCATHETER EMBOLIZATION S&I,6200.00
