cms_certification_num,code,description,payer,price,inpatient_outpatient,code_disambiguator,units
170075,82952,.Gluc 2 Hr,PROVIDRS CARE NETWORK,5.88,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,UHC_MEDICARE_ADVANTAGE,3.92,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,HUMANA_MEDICARE ADVANTAGE,3.332,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,UNITED HEALTHCARE_UHC,19.44,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,CHRISTIAN HEALTH AID_CHA,21.6,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,MIN,3.332,UNSPECIFIED,NONE,
170075,82952,.Gluc 2 Hr,GROSS CHARGE,21.6,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,CASH PRICE,21.6,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,MEDICARE,3.92,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,BCBS,14.43,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,SUNFLOWER_HEALTH,3.92,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,SUNFLOWER_HEALTH_COM_EXCHANGE,4.312,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,AETNA_BETTER_HEALTH_OF_KANSAS,3.92,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,AETNA,5.61,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,PROVIDRS CARE NETWORK,5.88,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,UHC_MEDICARE_ADVANTAGE,3.92,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,HUMANA_MEDICARE ADVANTAGE,3.332,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,UNITED HEALTHCARE_UHC,19.44,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,CHRISTIAN HEALTH AID_CHA,21.6,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,MIN,3.332,UNSPECIFIED,NONE,
170075,82952,.Gluc 3 Hr,GROSS CHARGE,21.6,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,CASH PRICE,72.3,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,MEDICARE,12.87,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,BCBS,48.24,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,SUNFLOWER_HEALTH,12.87,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,SUNFLOWER_HEALTH_COM_EXCHANGE,14.157,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,AETNA_BETTER_HEALTH_OF_KANSAS,12.87,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,AETNA,18.44,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,PROVIDRS CARE NETWORK,19.305,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,UHC_MEDICARE_ADVANTAGE,12.87,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,HUMANA_MEDICARE ADVANTAGE,10.939499999999999,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,UNITED HEALTHCARE_UHC,65.07,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,CHRISTIAN HEALTH AID_CHA,72.3,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,MIN,10.939499999999999,UNSPECIFIED,NONE,
170075,82951,.Gluc Fasting,GROSS CHARGE,72.3,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,CASH PRICE,145,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,MEDICARE,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,BCBS,113.05,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,SUNFLOWER_HEALTH,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,AETNA,51.31,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,PROVIDRS CARE NETWORK,87,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,UNITED HEALTHCARE_UHC,130.5,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,CHRISTIAN HEALTH AID_CHA,145,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,MIN,0,UNSPECIFIED,NONE,
170075,87635,2019 Coronavirus SARS-CoV-2 - AMS,GROSS CHARGE,145,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,CASH PRICE,17,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,MEDICARE,3,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,BCBS,11.93,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,SUNFLOWER_HEALTH,3,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,SUNFLOWER_HEALTH_COM_EXCHANGE,3.3000000000000003,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,AETNA_BETTER_HEALTH_OF_KANSAS,3,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,AETNA,4.8,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,PROVIDRS CARE NETWORK,4.5,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,UHC_MEDICARE_ADVANTAGE,3,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,HUMANA_MEDICARE ADVANTAGE,2.55,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,UNITED HEALTHCARE_UHC,15.3,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,CHRISTIAN HEALTH AID_CHA,17,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,MIN,2.55,UNSPECIFIED,NONE,
170075,36415,36415 Venipuncture,GROSS CHARGE,17,UNSPECIFIED,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,CASH PRICE,1256,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,MEDICARE,348.59,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,BCBS,905,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,SUNFLOWER_HEALTH,348.59,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,SUNFLOWER_HEALTH_COM_EXCHANGE,383.449,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,AETNA_BETTER_HEALTH_OF_KANSAS,348.59,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,AETNA,0,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,PROVIDRS CARE NETWORK,522.885,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,UHC_MEDICARE_ADVANTAGE,348.59,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,HUMANA_MEDICARE ADVANTAGE,296.3015,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,UNITED HEALTHCARE_UHC,1130.4,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,CHRISTIAN HEALTH AID_CHA,1256,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,MIN,0,OUTPATIENT,NONE,
170075,43202,43202 Esophagoscopy w/Biopsy,GROSS CHARGE,1256,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",CASH PRICE,7279,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",MEDICARE,498.55,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",BCBS,3774,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",SUNFLOWER_HEALTH,498.55,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",SUNFLOWER_HEALTH_COM_EXCHANGE,548.4050000000001,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",AETNA_BETTER_HEALTH_OF_KANSAS,498.55,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",AETNA,745.65,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",PROVIDRS CARE NETWORK,747.825,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",UHC_MEDICARE_ADVANTAGE,498.55,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",HUMANA_MEDICARE ADVANTAGE,423.7675,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",UNITED HEALTHCARE_UHC,6551.1,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",CHRISTIAN HEALTH AID_CHA,7279,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",MIN,423.7675,OUTPATIENT,NONE,
170075,49505,"49505 Repair initial inguinal hernia, age 5 years or older",GROSS CHARGE,7279,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,CASH PRICE,7279,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,MEDICARE,890.5,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,BCBS,2309,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,SUNFLOWER_HEALTH,890.5,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,SUNFLOWER_HEALTH_COM_EXCHANGE,979.5500000000001,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,AETNA_BETTER_HEALTH_OF_KANSAS,890.5,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,AETNA,0,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,PROVIDRS CARE NETWORK,1335.75,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,UHC_MEDICARE_ADVANTAGE,890.5,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,HUMANA_MEDICARE ADVANTAGE,756.925,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,UNITED HEALTHCARE_UHC,6551.1,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,CHRISTIAN HEALTH AID_CHA,7279,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,MIN,0,OUTPATIENT,NONE,
170075,49561,49561 Repair of incarcerated,GROSS CHARGE,7279,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",CASH PRICE,230,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",MEDICARE,77.58,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",BCBS,309.08,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",SUNFLOWER_HEALTH,77.58,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",SUNFLOWER_HEALTH_COM_EXCHANGE,85.33800000000001,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",AETNA_BETTER_HEALTH_OF_KANSAS,77.58,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",AETNA,72.77,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",PROVIDRS CARE NETWORK,116.37,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",UHC_MEDICARE_ADVANTAGE,77.58,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",HUMANA_MEDICARE ADVANTAGE,65.943,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",UNITED HEALTHCARE_UHC,207,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",CHRISTIAN HEALTH AID_CHA,230,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",MIN,65.943,OUTPATIENT,NONE,
170075,51700,"51700 Bladder irrigation, simple, lavage and/or instillation",GROSS CHARGE,230,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,CASH PRICE,110,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,MEDICARE,46.52,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,BCBS,143.46,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,SUNFLOWER_HEALTH,46.52,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,SUNFLOWER_HEALTH_COM_EXCHANGE,51.172000000000004,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,AETNA_BETTER_HEALTH_OF_KANSAS,46.52,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,AETNA,92.43,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,PROVIDRS CARE NETWORK,69.78,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,UHC_MEDICARE_ADVANTAGE,46.52,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,HUMANA_MEDICARE ADVANTAGE,39.542,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,UNITED HEALTHCARE_UHC,99,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,CHRISTIAN HEALTH AID_CHA,110,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,MIN,39.542,OUTPATIENT,NONE,
170075,51701,51701 Insertion of bladder catheter,GROSS CHARGE,110,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,CASH PRICE,110,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,MEDICARE,63.32,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,BCBS,143.46,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,SUNFLOWER_HEALTH,63.32,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,SUNFLOWER_HEALTH_COM_EXCHANGE,69.652,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,AETNA_BETTER_HEALTH_OF_KANSAS,63.32,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,AETNA,48.58,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,PROVIDRS CARE NETWORK,94.98,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,UHC_MEDICARE_ADVANTAGE,63.32,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,HUMANA_MEDICARE ADVANTAGE,53.821999999999996,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,UNITED HEALTHCARE_UHC,99,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,CHRISTIAN HEALTH AID_CHA,110,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,MIN,48.58,OUTPATIENT,NONE,
170075,51702,51702 Insertion of temporary indwelling bladder catheter; simple,GROSS CHARGE,110,OUTPATIENT,NONE,
170075,80305,80305 Drug Screen Collection Only,CASH PRICE,25,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,MEDICARE,12.6,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,BCBS,27.87,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,SUNFLOWER_HEALTH,12.6,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,SUNFLOWER_HEALTH_COM_EXCHANGE,13.860000000000001,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,AETNA_BETTER_HEALTH_OF_KANSAS,12.6,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,AETNA,13.52,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,PROVIDRS CARE NETWORK,18.9,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,UHC_MEDICARE_ADVANTAGE,12.6,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,HUMANA_MEDICARE ADVANTAGE,10.709999999999999,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,UNITED HEALTHCARE_UHC,22.5,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,CHRISTIAN HEALTH AID_CHA,25,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,MIN,10.709999999999999,UNSPECIFIED,NONE,
170075,80305,80305 Drug Screen Collection Only,GROSS CHARGE,25,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,CASH PRICE,125,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,MEDICARE,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,BCBS,148.59,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,SUNFLOWER_HEALTH,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,SUNFLOWER_HEALTH_COM_EXCHANGE,68.354,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,AETNA_BETTER_HEALTH_OF_KANSAS,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,AETNA,0,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,PROVIDRS CARE NETWORK,93.21000000000001,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,UHC_MEDICARE_ADVANTAGE,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,HUMANA_MEDICARE ADVANTAGE,52.819,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,UNITED HEALTHCARE_UHC,112.5,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,CHRISTIAN HEALTH AID_CHA,125,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,MIN,0,UNSPECIFIED,NONE,
170075,80307,80307 Urine AMS,GROSS CHARGE,125,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,CASH PRICE,135,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,MEDICARE,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,BCBS,148.59,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,SUNFLOWER_HEALTH,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,SUNFLOWER_HEALTH_COM_EXCHANGE,68.354,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,AETNA_BETTER_HEALTH_OF_KANSAS,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,AETNA,0,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,PROVIDRS CARE NETWORK,93.21000000000001,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,UHC_MEDICARE_ADVANTAGE,62.14,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,HUMANA_MEDICARE ADVANTAGE,52.819,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,UNITED HEALTHCARE_UHC,121.5,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,CHRISTIAN HEALTH AID_CHA,135,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,MIN,0,UNSPECIFIED,NONE,
170075,80307,80307 Urine w/Alcohol AMS,GROSS CHARGE,135,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,CASH PRICE,19.95,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,MEDICARE,3.17,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,BCBS,9.62,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,SUNFLOWER_HEALTH,3.17,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,SUNFLOWER_HEALTH_COM_EXCHANGE,3.487,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,AETNA_BETTER_HEALTH_OF_KANSAS,3.17,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,AETNA,4.54,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,PROVIDRS CARE NETWORK,4.755,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,UHC_MEDICARE_ADVANTAGE,3.17,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,HUMANA_MEDICARE ADVANTAGE,2.6944999999999997,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,UNITED HEALTHCARE_UHC,17.955,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,CHRISTIAN HEALTH AID_CHA,19.95,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,MIN,2.6944999999999997,UNSPECIFIED,NONE,
170075,81001,81001 UA AUTOMATED W/ MICRO,GROSS CHARGE,19.95,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,CASH PRICE,96.9,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,MEDICARE,14.7,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,BCBS,61.2,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,SUNFLOWER_HEALTH,14.7,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,SUNFLOWER_HEALTH_COM_EXCHANGE,16.17,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,AETNA_BETTER_HEALTH_OF_KANSAS,14.7,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,AETNA,21.06,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,PROVIDRS CARE NETWORK,22.049999999999997,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,UHC_MEDICARE_ADVANTAGE,14.7,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,HUMANA_MEDICARE ADVANTAGE,12.495,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,UNITED HEALTHCARE_UHC,87.21000000000001,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,CHRISTIAN HEALTH AID_CHA,96.9,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,MIN,12.495,UNSPECIFIED,NONE,
170075,82746,82746 B12 and Folate AMS,GROSS CHARGE,96.9,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,CASH PRICE,22,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,MEDICARE,9.3,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,BCBS,48.75,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,SUNFLOWER_HEALTH,9.3,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,SUNFLOWER_HEALTH_COM_EXCHANGE,10.230000000000002,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,AETNA_BETTER_HEALTH_OF_KANSAS,9.3,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,AETNA,13.32,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,PROVIDRS CARE NETWORK,13.950000000000001,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,UHC_MEDICARE_ADVANTAGE,9.3,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,HUMANA_MEDICARE ADVANTAGE,7.905,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,UNITED HEALTHCARE_UHC,19.8,UNSPECIFIED,NONE,
170075,82784,82784 Immunoelectrophoresis Serum AMS,CHRISTIAN HEALTH AID_CHA,22,UNSPECIFIED,NONE,
