X,Y,OBJECTID,NCESID,name,address,city,state,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,lat,lon,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,website,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-9383264.987,4547574.1589,102189,210372002217,B. MICHAEL CAUDILL MIDDLE SCHOOL,1428 ROBERT R. MARTIN BYPASS,RICHMOND,KY,40475,,(859) 625-6172,1,1,681,MADISON,21151,USA,37.774181459,-84.291303528,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210372002217,2011/09/30 00:00:00,IMAGERY/OTHER,2020/04/08 00:00:00,,MIDDLE,641,06,08,2103720,40,
-11020531.206,3050533.2047,102190,483774011414,ROEL A & CELIA R SAENZ EL,310 S GATE RD,ROMA,TX,78584,,(956) 849-7230,1,1,619,STARR,48427,USA,26.4146884780001,-98.999116215,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483774011414,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/17 00:00:00,http://rcs.romaisd.com,ELEMENTARY,580,PK,05,4837740,39,
-9682997.0924,3944263.4698,102191,010033001267,BESSEMER CENTER FOR TECHNOLOGY,4940 PREMIERE PARKWAY,BESSEMER,AL,35022,,(205) 432-3805,3,1,9,JEFFERSON,01073,USA,33.368083809,-86.9838428419999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=010033001267,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://bessemer.bcst.schoolinsites.com,HIGH,-999,09,12,100330,9,
-10856735.2608,4533315.6785,102192,200654001732,DWIGHT D. EISENHOWER MIDDLE SCHOOL,16152 W EXPLORER ST,GODDARD,KS,67052,,(316) 794-4150,1,1,512,SEDGWICK,20173,USA,37.672868914,-97.527712204,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=200654001732,2010/01/29 00:00:00,IMAGERY/OTHER,2020/03/11 00:00:00,http://www.goddardusd.com,MIDDLE,486,07,08,2006540,26,
-9856558.005,4736594.578,102193,170016504627,TRISTAR ACAD SAFE SCH PROGRAM,900 W EDGAR AVE,EFFINGHAM,IL,62401,1933,(217) 342-2865,4,1,5,EFFINGHAM,17049,USA,39.1041040790001,-88.542967047,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170016504627,2010/01/29 00:00:00,GEOCODE,2017/10/31 00:00:00,,MIDDLE,4,08,08,1700165,1,
-9631866.7151,5759325.2287,102194,260569004202,BIG BAY DE NOC SCHOOL,8928 OO 25 RD,COOKS,MI,49817,,(906) 644-2773,1,1,180,DELTA,26041,USA,45.868650071,-86.524530848,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=260569004202,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.bigbayschool.com,OTHER,166,PK,12,2605690,14,
-9130409.2515,4299220.3692,102195,370030000089,RIVERSIDE ELEMENTARY,8020 US 19E HWY SOUTH,NEWLAND,NC,28657,9452,(828) 737-5600,1,1,126,AVERY,37011,USA,35.9898175220001,-82.019861809,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370030000089,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.averyschools.net/schools,ELEMENTARY,117,PK,05,3700300,9,
-11407621.3621,5480231.7239,102196,466993000740,ELM SPRINGS ELEMENTARY - 13,21309 ELM SPRINGS RD,WASTA,SD,57791,,(605) 269-2264,1,1,15,MEADE,46093,USA,44.0954921420001,-102.47640625,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=466993000740,2010/01/29 00:00:00,UNVERIFIED,2020/03/02 00:00:00,http://www.meade.k12.sd.us,ELEMENTARY,13,KG,08,4669930,2,
-10409758.2299,5480453.0207,102197,274188001746,WASECA INTERMEDIATE SCHOOL,400 19TH AVE NW,WASECA,MN,56093,2276,(507) 835-3000,1,1,511,WASECA,27161,USA,44.0969198280001,-93.512449219,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=274188001746,2009/10/13 00:00:00,IMAGERY/OTHER,2020/04/17 00:00:00,,MIDDLE,474,04,06,2741880,37,10809676
-13328828.2418,4786054.9165,102198,320048000678,KENDYL DEPOALI MIDDLE SCHOOL,9300 WILBUR MAY PARKWAY,RENO,NV,89521,,(775) 852-6700,1,1,1284,WASHOE,32031,USA,39.448045129,-119.73490129,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=320048000678,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/01 00:00:00,,MIDDLE,1228,06,08,3200480,56,10820230
-13645454.9828,5680537.7598,102199,410933001725,ALLIANCE CHARTER ACADEMY,16075 S FRONT AVE,OREGON CITY,OR,97045,1237,(503) 785-8556,1,1,406,CLACKAMAS,41005,USA,45.3736478760001,-122.579207698,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=410933001725,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/08 00:00:00,http://alliancecharteracademy.com,OTHER,381,KG,12,4109330,25,
-7993016.7171,5251632.378,102200,250007301750,SIZER SCHOOL: A NORTH CENTRAL CHARTER ESSENTIAL SCHOOL,500 RINDGE ROAD,FITCHBURG,MA,01420,,(978) 345-2701,1,1,394,WORCESTER,25027,USA,42.6022995970001,-71.8024908319999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=250007301750,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/08 00:00:00,http://www.sizerschool.org,HIGH,359,07,12,2500073,35,
-11901082.9297,4888521.3827,102201,080591001910,SOROCO PRESCHOOL AT YAMPA,26 W 5TH STREET,YAMPA,CO,80483,,(970) 870-2659,1,1,34,ROUTT,08107,USA,40.1552011320001,-106.909246933,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080591001910,2010/01/29 00:00:00,IMAGERY/OTHER,2019/02/22 00:00:00,,PREKINDERGARTEN,32,PK,PK,805910,2,
-8246605.1148,4905302.7761,102202,340006900719,DEVELOPMENTAL LEARNING CENTER,100 TORNILLO WAY,TINTON FALLS,NJ,07712,,(732) 440-1122,2,1,70,MONMOUTH,34025,USA,40.270321525,-74.0805141669999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=340006900719,2010/01/29 00:00:00,IMAGERY/OTHER,2017/10/31 00:00:00,,OTHER,55,PK,12,3400069,15,
-8933644.2893,2998848.3028,102203,120018004057,BROWARD GIRLS ACADEMY,8301 S PALM DR,PEMBROKE PINES,FL,33025,4535,(754) 321-7650,4,2,-999,BROWARD,12011,USA,25.998121643,-80.25229208,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120018004057,2010/01/29 00:00:00,IMAGERY/OTHER,2020/01/10 00:00:00,http://www.browardschools.com,HIGH,-999,07,12,1200180,-999,
-9714045.4405,5102755.2869,102204,180387002199,WM A WIRT/EMERSON VPA,210 N GRAND BLVD,GARY,IN,46403,,(219) 321-8555,1,1,548,LAKE,18089,USA,41.6101215900001,-87.262754898,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180387002199,2010/01/29 00:00:00,IMAGERY/OTHER,2020/01/17 00:00:00,,HIGH,526,06,12,1803870,22,
-11809542.7487,4296585.9944,102205,590006900095,KHA'P'O COMMUNITY SCHOOL,625 KEE STREET,ESPANOLA,NM,87532,,(505) 753-4406,1,1,109,RIO ARRIBA,35039,USA,35.970667346,-106.086927496,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=590006900095,2011/09/30 00:00:00,IMAGERY/OTHER,2020/01/22 00:00:00,http://www.khapoeducation.org,ELEMENTARY,109,KG,06,5900069,-999,
-10376343.386,5638265.1584,102206,272295001038,MOUNDS VIEW ADULT EDUCATION,2574 COUNTY RD 10,MOUNDS VIEW,MN,55112,8888,(651) 621-6250,4,1,18,RAMSEY,27123,USA,45.106257901,-93.212278569,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=272295001038,2010/01/29 00:00:00,IMAGERY/OTHER,2020/03/25 00:00:00,,HIGH,11,12,12,2722950,7,
-12498211.4026,3961232.9295,102207,040030302181,ARIZONA PREPARATORY ACADEMY,10720 W INDIAN SCHOOL RD.,PHOENIX,AZ,85037,,(623) 907-2661,1,1,348,MARICOPA,04013,USA,33.4953009060001,-112.273343271,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040030302181,2009/10/13 00:00:00,IMAGERY/OTHER,2020/04/13 00:00:00,,HIGH,348,09,12,400303,-999,
-13335517.9624,4792754.9972,102208,320048000544,BAILEY CHARTER SCHOOL,210 GENTRY WAY,RENO,NV,89502,,(775) 323-6767,1,1,269,WASHOE,32031,USA,39.4945067370001,-119.794996073,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=320048000544,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/20 00:00:00,,ELEMENTARY,269,KG,06,3200480,-999,
-10763954.726,3861972.6078,102209,480020408759,INSPIRED VISION ACADEMY EL,8421 BOHANNON DR,DALLAS,TX,75217,,(214) 391-7964,1,1,779,DALLAS,48113,USA,32.7485278070001,-96.6942504789999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=480020408759,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,,ELEMENTARY,742,PK,06,4800204,37,
-11821279.0382,3723132.55,102210,481443010634,HORIZON MIDDLE,400 KENAZO AVE,EL PASO,TX,79928,,(915) 926-4700,1,1,739,EL PASO,48141,USA,31.693407575,-106.192356379,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481443010634,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,,MIDDLE,697,06,08,4814430,42,
-10627982.4412,3672526.5103,102211,481572001139,CROCKETT J H,1500 W LOOP 304,CROCKETT,TX,75835,2189,(936) 544-2125,1,1,303,HOUSTON,48225,USA,31.305795473,-95.472790663,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481572001139,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,,MIDDLE,281,06,08,4815720,22,
-8938632.0684,4778533.4658,102212,540051001238,LINCOLN HIGH SCHOOL,100 JERRY TOTH DR,SHINNSTON,WV,26431,,(304) 326-7400,1,1,597,HARRISON,54033,USA,39.3958507850001,-80.297098062,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=540051001238,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,,HIGH,559,09,12,5400510,38,
-10981377.679,3450429.4968,102213,483312012195,GARCIA MIDDLE,14900 KYLE SEALE PKWY,SAN ANTONIO,TX,78255,,(210) 397-8400,1,1,1556,BEXAR,48029,USA,29.5858848550001,-98.647394097,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483312012195,2011/08/04 00:00:00,GEOCODE,2017/10/31 00:00:00,http://www.nisd.net,MIDDLE,1474,06,08,4833120,82,
-9778537.0491,5247807.2782,102214,550732002779,KENOSHA 4 YEAR OLD KINDERGARTEN,6300 27TH AVE,KENOSHA,WI,53143,4653,(262) 359-7760,1,1,132,KENOSHA,55059,USA,42.577002029,-87.8420928749999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550732002779,2011/09/30 00:00:00,GEOCODE,2017/10/31 00:00:00,http://www.kusd.edu,PREKINDERGARTEN,123,PK,PK,5507320,9,
-9345715.6877,4591231.8782,102215,210425002326,MONTGOMERY COUNTY INTERMEDIATE SCHOOL,29 NORTH MAYSVILLE,MOUNT STERLING,KY,40353,,(859) 497-8703,1,1,783,MONTGOMERY,21173,USA,38.0835253920001,-83.9539924329999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210425002326,2015/05/08 00:00:00,IMAGERY/OTHER,2017/10/31 00:00:00,,MIDDLE,737,05,06,2104250,46,
-12340394.2252,3792121.4281,102216,040075202809,PCJTED - PALO VERDE HIGH SCHOOL,6420 E. BROADWAY BLVD. SUITE A,TUCSON,AZ,85710,,(520) 745-4588,3,1,-999,PIMA,04019,USA,32.2192218610001,-110.855647446,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040075202809,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.pimajted.org,HIGH,0,09,12,400752,-999,
-10919213.2988,3465680.1693,102217,481473012276,KINDER RANCH AREA H S,1404 IH 35 N,NEW BRAUNFELS,TX,78130,,(830) 221-2000,1,6,-999,COMAL,48091,USA,29.704951183,-98.088961969,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481473012276,2011/09/30 00:00:00,IMAGERY/OTHER,2020/03/25 00:00:00,,,-999,M,M,4814730,-999,
-12511932.1474,3977757.5747,102218,040044102658,IMAGINE SURPRISE MIDDLE,14850 N. 156TH AVE.,SURPRISE,AZ,85379,,(623) 344-4300,1,1,372,MARICOPA,04013,USA,33.6190039310001,-112.396598819,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040044102658,2010/01/29 00:00:00,IMAGERY/OTHER,2020/03/31 00:00:00,,MIDDLE,372,06,08,400441,-999,
-8573445.6015,4710243.9602,102219,110003000397,WASHINGTON METROPOLITAN HS,300 BRYANT ST NW,WASHINGTON,DC,20001,,(202) 939-3610,4,1,212,DISTRICT OF COLUMBIA,11001,USA,38.9201763450001,-77.016572214,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=110003000397,2011/09/30 00:00:00,IMAGERY/OTHER,2020/03/13 00:00:00,http://www.dcps.dc.gov,HIGH,195,08,12,1100030,17,
-10957933.5777,3463128.5235,102220,481473012350,INDIAN SPRINGS EL,25751 WILDERNESS OAK,SAN ANTONIO,TX,78261,,(830) 221-2000,1,1,852,BEXAR,48029,USA,29.6850395720001,-98.436792152,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481473012350,2011/09/30 00:00:00,IMAGERY/OTHER,2018/12/19 00:00:00,,ELEMENTARY,810,PK,05,4814730,42,
-10614108.1506,3459641.1831,102221,482364012609,ENERGIZED FOR STEM ACADEMY SOUTHEAST MIDDLE,7055 BEECHNUT,HOUSTON,TX,77074,6003,(713) 773-3600,1,1,368,HARRIS,48201,USA,29.6578199460001,-95.34815579,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482364012609,2012/11/02 00:00:00,IMAGERY/OTHER,2020/03/03 00:00:00,http://www.houstonisd.org,MIDDLE,368,06,08,4823640,-999,
-12359213.0895,3792462.7545,102222,040037302311,TUCSON INTERNATIONAL ACADEMY,2700 W. BROADWAY BLVD.,TUCSON,AZ,85745,,(520) 792-3255,1,1,103,PIMA,04019,USA,32.2218158630001,-111.02470018,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040037302311,2010/01/29 00:00:00,IMAGERY/OTHER,2020/01/08 00:00:00,,OTHER,103,KG,12,400373,-999,
-10385675.2947,5629148.4003,102223,270031604319,BRIGHT WATER ELEMENTARY,5140 FREMONT AVE N,MINNEAPOLIS,MN,55430,3419,(612) 302-3410,1,1,191,HENNEPIN,27053,USA,45.048426045,-93.296108531,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270031604319,2011/09/30 00:00:00,IMAGERY/OTHER,2020/03/10 00:00:00,http://www.brightwatermontessori.org,ELEMENTARY,179,KG,06,2700316,12,
-9160450.6933,4550900.0265,102224,540090001063,LENORE PRE K-8 SCHOOL,100 RANGER AVE,WILLIAMSON,WV,25661,,(304) 475-5231,1,1,579,MINGO,54059,USA,37.7977932210001,-82.289728672,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=540090001063,2010/01/29 00:00:00,IMAGERY/OTHER,2020/04/06 00:00:00,,ELEMENTARY,541,PK,08,5400900,38,
-10581216.9646,3434908.8336,102225,481707012520,DICKINSON CONTINUATION CENTER,2805 OAK PARK,DICKINSON,TX,77539,,(281) 229-6350,4,1,76,GALVESTON,48167,USA,29.464566232,-95.052689239,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481707012520,2012/11/02 00:00:00,IMAGERY,2017/10/31 00:00:00,,HIGH,71,08,12,4817070,5,
-13152335.6284,4002707.0862,102226,062250002753,REID HIGH,2153 W. HILL ST.,LONG BEACH,CA,90810,3400,(562) 989-2098,4,1,227,LOS ANGELES,06037,USA,33.8054391920001,-118.149441169,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062250002753,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.lbschools.net,HIGH,220,11,12,622500,7,10789965
-8570737.0758,4725634.8645,102227,240048090453,FRANCIS SCOTT KEY MIDDLE,910 SCHINDLER DRIVE,SILVER SPRING,MD,20903,,(301) 422-5600,1,1,1061,MONTGOMERY,24031,USA,39.0276632060001,-76.992241114,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240048090453,2009/12/10 00:00:00,IMAGERY/OTHER,2019/01/24 00:00:00,http://www.montgomeryschoolsmd.org/schools/fskms/,MIDDLE,996,06,08,2400480,65,
-13039390.533,3862278.7636,102228,063432007682,ALBA,4041 OREGON ST,SAN DIEGO,CA,92104,1706,(619) 344-3900,4,1,42,SAN DIEGO,06073,USA,32.7508408780001,-117.134838114,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007682,2010/01/29 00:00:00,IMAGERY/OTHER,2020/01/23 00:00:00,,OTHER,33,01,12,634320,9,
-13030421.002,3862821.7142,102229,063432011385,IFTIN CHARTER,5465 EL CAJON BLVD.,SAN DIEGO,CA,92115,3620,(619) 265-2411,1,1,349,SAN DIEGO,06073,USA,32.7549428350001,-117.054263446,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011385,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.iftincharter.org,ELEMENTARY,332,KG,08,634320,17,
-11683913.8335,4845509.5372,102230,080555001997,WELBY COMMUNITY SCHOOL,1200 E 78TH AVE,DENVER,CO,80229,5930,(303) 853-1700,1,1,269,ADAMS,08001,USA,39.859247472,-104.95838375,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=080555001997,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,,ELEMENTARY,253,PK,06,805550,16,
-10331684.8923,5630314.6321,102231,270036204106,ST. CROIX PREPARATORY ACADEMY LOWER,4620 STAGECOACH TR N,STILLWATER,MN,55082,1197,(651) 395-5920,1,1,472,WASHINGTON,27163,USA,45.055827263,-92.8111044949999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270036204106,2010/01/29 00:00:00,IMAGERY,2017/10/31 00:00:00,http://www.stcroixprep.org,ELEMENTARY,449,KG,04,2700362,23,
