Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"SUMMIT","CHARGE","10000034","ARTHROGRAM ELBOW INJECT","24220","760.00","355.86","646.00","365.22","467.76","646.00","364.56","470.75","646.00","382.59","409.54","463.60","608.00","473.65","436.27","451.20","646.00","418.00","467.07","646.00","370.30","454.97","394.88","447.35","418.00","355.86","646.00"
"SUMMIT","CHARGE","10000035","ARTHROGRAM WRIST INJECT","25246","760.00","355.86","646.00","365.22","467.76","646.00","364.56","470.75","646.00","382.59","409.54","463.60","608.00","473.65","436.27","451.20","646.00","418.00","467.07","646.00","370.30","454.97","394.88","447.35","418.00","355.86","646.00"
"SUMMIT","CHARGE","10000036","ARTHROGRAM HIP INJECT","27093","760.00","178.52","646.00","179.65","253.03","646.00","117.70","464.52","646.00","164.12","210.00","463.60","608.00","308.54","255.81","268.92","646.00","418.00","192.53","646.00","233.55","303.00","238.36","278.12","418.00","117.70","646.00"
"SUMMIT","CHARGE","10000037","ARTHROGRAM KNEE INJECT","27369","880.00","213.14","748.00","224.47","315.92","748.00","141.50","528.00","748.00","200.22","257.10","536.80","704.00","377.80","311.82","327.82","748.00","484.00","232.17","748.00","283.32","367.75","292.71","341.39","484.00","141.50","748.00"
"SUMMIT","CHARGE","10000038","ARTHROGRAM ANKLE INJECT","27648","760.00","183.26","646.00","192.95","272.51","646.00","120.78","456.00","646.00","171.78","221.39","463.60","608.00","326.76","272.09","286.05","646.00","418.00","202.62","646.00","244.55","317.95","251.45","293.53","418.00","120.78","646.00"
"SUMMIT","CHARGE","10000058","ENDO REPAIR TAA WO SUBCLAVIAN","33881","6,550.00","3,265.37","5,567.50","3,056.57","3,999.90","5,567.50","3,210.06","4,604.55","5,567.50","3,173.40","3,265.45","3,995.50","5,240.00","3,738.12","3,451.51","3,604.34","5,567.50","3,602.50","3,752.20","5,567.50","3,297.87","4,114.00","3,443.22","3,914.34","3,602.50","3,056.57","5,567.50"
"SUMMIT","CHARGE","10000080","SELECTIVE  CATH 1ST ORDER THORACIC","36215","1,600.00","797.65","1,360.00","746.64","977.08","1,360.00","784.14","1,124.78","1,360.00","775.18","797.67","976.00","1,280.00","913.13","843.12","880.45","1,360.00","880.00","916.57","1,360.00","805.59","1,004.95","841.09","956.17","880.00","746.64","1,360.00"
"SUMMIT","CHARGE","10000081","SELECTIVE CATH 2ND ORDER THORACIC","36216","1,600.00","797.65","1,360.00","746.64","977.08","1,360.00","784.14","1,124.78","1,360.00","775.18","797.67","976.00","1,280.00","913.13","843.12","880.45","1,360.00","880.00","916.57","1,360.00","805.59","1,004.95","841.09","956.17","880.00","746.64","1,360.00"
"SUMMIT","CHARGE","10000082","SELECTIVE  CATH 3RD ORDER THORACIC","36217","1,600.00","797.65","1,360.00","746.64","977.08","1,360.00","784.14","1,124.78","1,360.00","775.18","797.67","976.00","1,280.00","913.13","843.12","880.45","1,360.00","880.00","916.57","1,360.00","805.59","1,004.95","841.09","956.17","880.00","746.64","1,360.00"
"SUMMIT","CHARGE","10000084","SELECTIVE  CATH 2&3 THORARIC ADDL","36218","800.00","398.82","680.00","373.32","488.54","680.00","392.07","562.39","680.00","387.59","398.83","488.00","640.00","456.56","421.56","440.22","680.00","440.00","458.28","680.00","402.79","502.47","420.55","478.09","440.00","373.32","680.00"
"SUMMIT","CHARGE","10000085","SELECTIVE CATH 1ST ORDER ABD/PELVIC","36245","1,940.00","434.88","1,649.00","286.31","372.51","1,649.00","326.94","179.92","1,649.00","254.36","349.29","1,183.40","1,552.00","448.90","344.67","361.49","1,649.00","1,067.00","297.98","1,649.00","397.98","501.30","384.88","440.81","1,067.00","179.92","1,649.00"
"SUMMIT","CHARGE","10000086","SELECTIVE  CATH 2ND ABD/PELVIC/EXTREM","36246","1,940.00","916.14","1,649.00","871.60","1,168.90","1,649.00","913.82","1,258.03","1,649.00","968.65","1,008.25","1,183.40","1,552.00","959.39","823.84","864.96","1,649.00","1,067.00","1,096.68","1,649.00","794.05","1,025.86","972.12","1,134.85","1,067.00","794.05","1,649.00"
"SUMMIT","CHARGE","10000087","SELECTIVE  CATH 3RD ABD/PELVIC/EXTREM","36247","1,940.00","522.17","1,649.00","439.37","532.87","1,649.00","447.64","183.80","1,649.00","375.11","451.97","1,183.40","1,552.00","579.00","492.08","515.06","1,649.00","1,067.00","436.11","1,649.00","537.84","657.26","528.50","586.21","1,067.00","183.80","1,649.00"
"SUMMIT","CHARGE","10000088","SELECTIVE  CATH 2&3 ABD/PELVIC/EXTREM/ADDL","36248","970.00","255.90","824.50","226.51","296.25","824.50","253.07","183.32","824.50","220.15","258.15","591.70","776.00","296.38","248.49","260.64","824.50","533.50","260.14","824.50","258.94","327.84","275.62","316.49","533.50","183.32","824.50"
"SUMMIT","CHARGE","10000089","SCLEROTHERAPY SINGLE VEIN","36470","270.00","134.60","229.50","126.00","164.88","229.50","132.32","189.81","229.50","130.81","134.61","164.70","216.00","154.09","142.28","148.58","229.50","148.50","154.67","229.50","135.94","169.58","141.93","161.35","148.50","126.00","229.50"
"SUMMIT","CHARGE","10000090","SCLEROTHERAPY MULTIPLE VEINS","36471","405.00","201.90","344.25","188.99","247.32","344.25","198.48","284.71","344.25","196.22","201.91","247.05","324.00","231.14","213.41","222.86","344.25","222.75","232.01","344.25","203.91","254.38","212.90","242.03","222.75","188.99","344.25"
"SUMMIT","CHARGE","10000091","ABLATION VARICOSE VEIN LASER 1ST","36478","6,800.00","3,390.00","5,780.00","3,173.24","4,152.57","5,780.00","3,332.58","4,780.30","5,780.00","3,294.53","3,390.09","4,148.00","5,440.00","3,880.79","3,583.24","3,741.91","5,780.00","3,740.00","3,895.42","5,780.00","3,423.74","4,271.02","3,574.64","4,063.74","3,740.00","3,173.24","5,780.00"
"SUMMIT","CHARGE","10000092","CATH VENOUS BLOOD  SAMPLING","36500","1,250.00","623.16","1,062.50","583.32","763.34","1,062.50","612.61","878.73","1,062.50","605.61","623.18","762.50","1,000.00","713.38","658.68","687.85","1,062.50","687.50","716.07","1,062.50","629.36","785.11","657.10","747.01","687.50","583.32","1,062.50"
"SUMMIT","CHARGE","10000093","CATH UMBILICAL VEIN","36510","570.00","284.16","484.50","265.99","348.08","484.50","279.35","400.70","484.50","276.16","284.17","347.70","456.00","325.30","300.36","313.66","484.50","313.50","326.53","484.50","286.99","358.01","299.64","340.64","313.50","265.99","484.50"
"SUMMIT","CHARGE","10000094","INSERT CVL NON TUNNELED <5 YRS","36555","1,800.00","897.35","1,530.00","839.97","1,099.21","1,530.00","882.15","1,265.37","1,530.00","872.08","897.38","1,098.00","1,440.00","1,027.27","948.51","990.51","1,530.00","990.00","1,031.14","1,530.00","906.29","1,130.56","946.23","1,075.70","990.00","839.97","1,530.00"
"SUMMIT","CHARGE","10000095","INSERT CVL TUNNELED <5 YRS","36557","4,580.00","2,283.26","3,893.00","2,137.27","2,796.88","3,893.00","2,244.59","3,219.67","3,893.00","2,218.96","2,283.32","2,793.80","3,664.00","2,613.83","2,413.42","2,520.29","3,893.00","2,519.00","2,623.68","3,893.00","2,305.99","2,876.66","2,407.63","2,737.05","2,519.00","2,137.27","3,893.00"
"SUMMIT","CHARGE","10000096","INSERT CVL TUNNELED 5 YRS >/=","36558","4,580.00","2,283.26","3,893.00","2,137.27","2,796.88","3,893.00","2,244.59","3,219.67","3,893.00","2,218.96","2,283.32","2,793.80","3,664.00","2,613.83","2,413.42","2,520.29","3,893.00","2,519.00","2,623.68","3,893.00","2,305.99","2,876.66","2,407.63","2,737.05","2,519.00","2,137.27","3,893.00"
"SUMMIT","CHARGE","10000098","INSERT CVL TUNNELED W/PORT 5 YRS >/=","36561","3,530.00","3,171.88","3,000.50","3,230.20","3,350.88","3,000.50","3,245.70","3,344.76","3,000.50","3,254.05","3,280.79","2,153.30","2,824.00","3,300.98","3,270.69","3,287.05","3,000.50","1,941.50","3,334.42","3,000.50","3,248.24","3,337.66","3,290.17","3,347.62","1,941.50","1,941.50","3,350.88"
"SUMMIT","CHARGE","10000102","PICC LINE INSERTION <5 YRS","36568","1,520.00","757.76","1,292.00","709.31","928.22","1,292.00","744.93","1,068.54","1,292.00","736.42","757.78","927.20","1,216.00","867.47","800.96","836.43","1,292.00","836.00","870.74","1,292.00","765.31","954.70","799.04","908.37","836.00","709.31","1,292.00"
"SUMMIT","CHARGE","10000103","PICC INSERTION","36569","1,800.00","852.49","1,530.00","866.28","1,106.78","1,530.00","893.79","1,193.75","1,530.00","965.20","945.25","1,098.00","1,440.00","1,015.18","883.25","921.82","1,530.00","990.00","1,080.35","1,530.00","907.64","1,082.68","962.66","1,088.00","990.00","852.49","1,530.00"
"SUMMIT","CHARGE","10000105","INSERT PICC W/PORT 5 YRS >/=","36571","3,560.00","1,774.76","3,026.00","1,661.28","2,173.99","3,026.00","1,744.70","2,502.63","3,026.00","1,724.78","1,774.81","2,171.60","2,848.00","2,031.71","1,875.93","1,959.00","3,026.00","1,958.00","2,039.37","3,026.00","1,792.43","2,236.00","1,871.43","2,127.49","1,958.00","1,661.28","3,026.00"
"SUMMIT","CHARGE","10000106","REPAIR CVL CATH","36575","1,000.00","498.53","850.00","466.65","610.67","850.00","490.09","702.98","850.00","484.49","498.54","610.00","800.00","570.70","526.95","550.28","850.00","550.00","572.86","850.00","503.49","628.09","525.68","597.61","550.00","466.65","850.00"
"SUMMIT","CHARGE","10000107","REPAIR CVL CATH W PORT/PUMP","36576","1,860.00","927.26","1,581.00","867.97","1,135.85","1,581.00","911.56","1,307.55","1,581.00","901.15","927.29","1,134.60","1,488.00","1,061.51","980.12","1,023.52","1,581.00","1,023.00","1,065.51","1,581.00","936.49","1,168.25","977.77","1,111.55","1,023.00","867.97","1,581.00"
"SUMMIT","CHARGE","10000108","REPLACE CVL CATH ONLY","36578","4,230.00","2,108.78","3,595.50","1,973.94","2,583.14","3,595.50","2,073.06","2,973.63","3,595.50","2,049.39","2,108.83","2,580.30","3,384.00","2,414.08","2,228.99","2,327.69","3,595.50","2,326.50","2,423.18","3,595.50","2,129.77","2,656.83","2,223.64","2,527.88","2,326.50","1,973.94","3,595.50"
"SUMMIT","CHARGE","10000109","REPLACE CVL NON TUNNELED COMPLETE","36580","1,860.00","927.26","1,581.00","867.97","1,135.85","1,581.00","911.56","1,307.55","1,581.00","901.15","927.29","1,134.60","1,488.00","1,061.51","980.12","1,023.52","1,581.00","1,023.00","1,065.51","1,581.00","936.49","1,168.25","977.77","1,111.55","1,023.00","867.97","1,581.00"
"SUMMIT","CHARGE","10000110","REPLACE CVL TUNNELED COMPLETE","36581","3,710.00","1,849.54","3,153.50","1,731.28","2,265.59","3,153.50","1,818.22","2,608.07","3,153.50","1,797.45","1,849.59","2,263.10","2,968.00","2,117.32","1,954.98","2,041.54","3,153.50","2,040.50","2,125.29","3,153.50","1,867.95","2,330.22","1,950.28","2,217.13","2,040.50","1,731.28","3,153.50"
"SUMMIT","CHARGE","10000111","REPLACE CVL TUNNELED W/PORT COMPLETE","36582","4,800.00","2,392.94","4,080.00","2,239.93","2,931.23","4,080.00","2,352.41","3,374.33","4,080.00","2,325.55","2,393.00","2,928.00","3,840.00","2,739.38","2,529.35","2,641.35","4,080.00","2,640.00","2,749.71","4,080.00","2,416.76","3,014.84","2,523.28","2,868.52","2,640.00","2,239.93","4,080.00"
"SUMMIT","CHARGE","10000113","REPLACE PICC COMPLETE","36584","1,500.00","959.42","1,275.00","1,232.80","1,500.00","1,275.00","1,199.93","1,500.00","1,275.00","1,293.84","1,162.37","915.00","1,200.00","1,500.00","1,398.18","1,468.61","1,275.00","825.00","1,252.05","1,275.00","1,500.00","1,500.00","1,197.84","1,398.70","825.00","825.00","1,500.00"
"SUMMIT","CHARGE","10000115","REMOVE CVL TUNNELED W/O PORT","36589","1,100.00","215.56","935.00","116.63","159.53","935.00","243.81","557.94","935.00","158.24","186.49","671.00","880.00","263.73","214.27","225.05","935.00","605.00","281.27","935.00","229.51","292.45","197.74","230.91","605.00","116.63","935.00"
"SUMMIT","CHARGE","10000116","REMOVE CVL TUNNELED W/PORT","36590","1,800.00","1,174.79","1,530.00","1,423.56","1,673.49","1,530.00","1,412.33","1,665.64","1,530.00","1,473.12","1,398.55","1,098.00","1,440.00","1,696.43","1,582.45","1,621.80","1,530.00","990.00","1,462.14","1,530.00","1,640.43","1,710.94","1,439.02","1,599.97","990.00","990.00","1,710.94"
"SUMMIT","CHARGE","10000117","BLOOD SPEC IMPLANTED DEVICE","36591","141.00","32.06","119.85","14.40","17.27","119.85","17.25","84.60","119.85","28.73","38.11","86.01","112.80","63.92","17.93","17.93","119.85","77.55","11.45","119.85","45.24","53.69","38.92","45.94","77.55","11.45","119.85"
"SUMMIT","CHARGE","10000118","REMOVE PERICATH OBSTRUCTIVE MATERIAL","36595","3,600.00","1,794.70","3,060.00","1,679.95","2,198.42","3,060.00","1,764.31","2,530.75","3,060.00","1,744.16","1,794.75","2,196.00","2,880.00","2,054.54","1,897.01","1,981.01","3,060.00","1,980.00","2,062.28","3,060.00","1,812.57","2,261.13","1,892.46","2,151.39","1,980.00","1,679.95","3,060.00"
"SUMMIT","CHARGE","10000119","REMOVE INTRACATH OBSTRUCTION MATERIAL","36596","1,800.00","897.35","1,530.00","839.97","1,099.21","1,530.00","882.15","1,265.37","1,530.00","872.08","897.38","1,098.00","1,440.00","1,027.27","948.51","990.51","1,530.00","990.00","1,031.14","1,530.00","906.29","1,130.56","946.23","1,075.70","990.00","839.97","1,530.00"
"SUMMIT","CHARGE","10000120","INJECT W FLUORO EVAL CENTRAL LINE","36598","600.00","526.65","510.00","551.84","600.00","510.00","548.12","600.00","510.00","536.72","580.17","366.00","480.00","600.00","600.00","600.00","510.00","330.00","600.00","510.00","600.00","600.00","600.00","600.00","330.00","330.00","600.00"
"SUMMIT","CHARGE","10000121","THROMBECTOMY VEIN(S)","37187","8,210.00","4,092.92","6,978.50","3,831.22","5,013.62","6,978.50","4,023.60","5,771.51","6,978.50","3,977.66","4,093.03","5,008.10","6,568.00","4,685.49","4,326.24","4,517.80","6,978.50","4,515.50","4,703.14","6,978.50","4,133.67","5,156.63","4,315.86","4,906.37","4,515.50","3,831.22","6,978.50"
"SUMMIT","CHARGE","10000122","THROMBECTOMY VEIN(S) REPEAT","37188","8,210.00","4,092.92","6,978.50","3,831.22","5,013.62","6,978.50","4,023.60","5,771.51","6,978.50","3,977.66","4,093.03","5,008.10","6,568.00","4,685.49","4,326.24","4,517.80","6,978.50","4,515.50","4,703.14","6,978.50","4,133.67","5,156.63","4,315.86","4,906.37","4,515.50","3,831.22","6,978.50"
"SUMMIT","CHARGE","10000128","STENT CAROTID W/PROTECTION","37215","10,850.00","5,409.04","9,222.50","5,063.18","6,625.79","9,222.50","5,317.43","7,627.39","9,222.50","5,256.71","5,409.18","6,618.50","8,680.00","6,192.15","5,717.38","5,970.55","9,222.50","5,967.50","6,215.48","9,222.50","5,462.89","6,814.79","5,703.66","6,484.05","5,967.50","5,063.18","9,222.50"
"SUMMIT","CHARGE","10000129","PHLEBECTOMY 10-20 INCISIONS","37765","5,650.00","2,816.69","4,802.50","2,636.59","3,450.30","4,802.50","2,768.98","3,971.87","4,802.50","2,737.36","2,816.76","3,446.50","4,520.00","3,224.48","2,977.25","3,109.09","4,802.50","3,107.50","3,236.63","4,802.50","2,844.73","3,548.72","2,970.11","3,376.49","3,107.50","2,636.59","4,802.50"
"SUMMIT","CHARGE","10000130","PHLEBECTOMY >20 INCISIONS","37766","6,550.00","3,265.37","5,567.50","3,056.57","3,999.90","5,567.50","3,210.06","4,604.55","5,567.50","3,173.40","3,265.45","3,995.50","5,240.00","3,738.12","3,451.51","3,604.34","5,567.50","3,602.50","3,752.20","5,567.50","3,297.87","4,114.00","3,443.22","3,914.34","3,602.50","3,056.57","5,567.50"
"SUMMIT","CHARGE","10000131","PHLEBECTOMY <10 INCISIONS","37799","4,300.00","2,143.68","3,655.00","2,006.61","2,625.89","3,655.00","2,107.37","3,022.84","3,655.00","2,083.30","2,143.73","2,623.00","3,440.00","2,454.03","2,265.88","2,366.21","3,655.00","2,365.00","2,463.28","3,655.00","2,165.01","2,700.79","2,260.44","2,569.72","2,365.00","2,006.61","3,655.00"
"SUMMIT","CHARGE","10000134","BONE MARROW BIOPSY","38221","970.00","150.14","824.50","148.56","203.09","824.50","187.78","388.62","824.50","202.47","181.90","591.70","776.00","275.54","218.80","229.82","824.50","533.50","220.58","824.50","237.99","305.51","187.45","218.88","533.50","148.56","824.50"
"SUMMIT","CHARGE","10000136","INJECT LYMPHANGIOGRAPHY","38790","300.00","149.56","255.00","140.00","183.20","255.00","147.03","210.90","255.00","145.35","149.56","183.00","240.00","171.21","158.08","165.08","255.00","165.00","171.86","255.00","151.05","188.43","157.70","179.28","165.00","140.00","255.00"
"SUMMIT","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","199.41","340.00","186.66","244.27","340.00","196.03","281.19","340.00","193.80","199.42","244.00","320.00","228.28","210.78","220.11","340.00","220.00","229.14","340.00","201.40","251.24","210.27","239.04","220.00","186.66","340.00"
"SUMMIT","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","598.23","1,020.00","559.98","732.81","1,020.00","588.10","843.58","1,020.00","581.39","598.25","732.00","960.00","684.85","632.34","660.34","1,020.00","660.00","687.43","1,020.00","604.19","753.71","630.82","717.13","660.00","559.98","1,020.00"
"SUMMIT","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","140.81","199.75","143.87","175.82","199.75","144.63","149.38","199.75","152.64","149.05","143.35","188.00","165.54","161.24","165.22","199.75","129.25","160.57","199.75","131.48","158.94","151.88","167.73","129.25","129.25","199.75"
"SUMMIT","CHARGE","10000143","PEG TUBE PLACEMENT","43246","3,000.00","1,495.59","2,550.00","1,399.96","1,832.02","2,550.00","1,470.26","2,108.95","2,550.00","1,453.47","1,495.63","1,830.00","2,400.00","1,712.11","1,580.84","1,650.84","2,550.00","1,650.00","1,718.57","2,550.00","1,510.48","1,884.27","1,577.05","1,792.83","1,650.00","1,399.96","2,550.00"
"SUMMIT","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","373.90","637.50","349.99","458.00","637.50","367.56","527.24","637.50","363.37","373.91","457.50","600.00","428.03","395.21","412.71","637.50","412.50","429.64","637.50","377.62","471.07","394.26","448.21","412.50","349.99","637.50"
"SUMMIT","CHARGE","10000149","ANOSCOPY","46600","265.00","116.62","225.25","108.26","140.21","225.25","106.12","147.86","225.25","112.78","112.69","161.65","212.00","146.19","115.10","119.21","225.25","145.75","125.64","225.25","101.51","127.07","122.66","140.07","145.75","101.51","225.25"
"SUMMIT","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","464.11","1,470.50","596.35","815.15","1,470.50","580.45","1,201.28","1,470.50","625.88","562.28","1,055.30","1,384.00","851.75","676.35","710.42","1,470.50","951.50","731.86","1,470.50","735.66","944.37","579.44","676.60","951.50","464.11","1,470.50"
"SUMMIT","CHARGE","10000151","PERCUTANEOUS CHOLECYSTOSTOMY","47490","2,000.00","997.06","1,700.00","933.30","1,221.34","1,700.00","980.17","1,405.97","1,700.00","968.98","997.08","1,220.00","1,600.00","1,141.41","1,053.90","1,100.56","1,700.00","1,100.00","1,145.71","1,700.00","1,006.98","1,256.18","1,051.37","1,195.22","1,100.00","933.30","1,700.00"
"SUMMIT","CHARGE","10000157","BILIARY ENDOSCOPY DX WITH SPECI","47552","3,800.00","1,894.41","3,230.00","1,773.28","2,320.55","3,230.00","1,862.33","2,671.34","3,230.00","1,841.06","1,894.46","2,318.00","3,040.00","2,168.68","2,002.40","2,091.07","3,230.00","2,090.00","2,176.85","3,230.00","1,913.27","2,386.75","1,997.60","2,270.91","2,090.00","1,773.28","3,230.00"
"SUMMIT","CHARGE","10000159","BILIARY ENDOSCOPY W STENT","47556","4,360.00","2,173.59","3,706.00","2,034.60","2,662.53","3,706.00","2,136.77","3,065.01","3,706.00","2,112.37","2,173.64","2,659.60","3,488.00","2,488.27","2,297.49","2,399.22","3,706.00","2,398.00","2,497.65","3,706.00","2,195.22","2,738.48","2,291.98","2,605.57","2,398.00","2,034.60","3,706.00"
"SUMMIT","CHARGE","10000165","IMPLANT TISSUE MARKER PANCREAS","49411","5,610.00","2,796.75","4,768.50","2,617.92","3,425.87","4,768.50","2,749.38","3,943.75","4,768.50","2,717.98","2,796.82","3,422.10","4,488.00","3,201.65","2,956.18","3,087.07","4,768.50","3,085.50","3,213.72","4,768.50","2,824.59","3,523.59","2,949.08","3,352.58","3,085.50","2,617.92","4,768.50"
"SUMMIT","CHARGE","10000169","PLACE INTERSTITIAL DVC ABD/PELV","49411","5,610.00","2,796.75","4,768.50","2,617.92","3,425.87","4,768.50","2,749.38","3,943.75","4,768.50","2,717.98","2,796.82","3,422.10","4,488.00","3,201.65","2,956.18","3,087.07","4,768.50","3,085.50","3,213.72","4,768.50","2,824.59","3,523.59","2,949.08","3,352.58","3,085.50","2,617.92","4,768.50"
"SUMMIT","CHARGE","10000172","INSERT INTRAPERITONEAL CATH TUNNEL","49418","5,770.00","1,595.10","4,904.50","3,931.91","5,374.24","4,904.50","3,929.80","5,770.00","4,904.50","3,914.00","4,135.77","3,519.70","4,616.00","4,591.97","4,685.21","4,918.05","4,904.50","3,173.50","5,191.85","4,904.50","4,035.69","5,256.77","4,412.34","5,153.52","3,173.50","1,595.10","5,770.00"
"SUMMIT","CHARGE","10000173","INSERT DIALYSIS CATH PERMANENT","49421","5,180.00","2,582.38","4,403.00","2,417.26","3,163.28","4,403.00","2,538.64","3,641.46","4,403.00","2,509.65","2,582.45","3,159.80","4,144.00","2,956.25","2,729.59","2,850.45","4,403.00","2,849.00","2,967.39","4,403.00","2,608.09","3,253.51","2,723.04","3,095.61","2,849.00","2,417.26","4,403.00"
