Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HPN_HMO,Humana_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"ST. LUKE'S","CHARGE","10000058","ENDO REPAIR TAA WO SUBCLAVIAN","33881","6,550.00","2,684.65","5,567.50","2,417.03","3,158.53","5,567.50","2,679.90","3,309.51","5,567.50","2,541.54","2,522.07","3,995.50","5,240.00","3,027.81","2,715.79","2,843.53","5,567.50","3,602.50","2,820.26","5,567.50","2,833.69","3,104.82","2,723.20","3,078.80","3,602.50","2,417.03","5,567.50"
"ST. LUKE'S","CHARGE","10000075","HANDLING FEE","99001","20.00","7.86","17.00","7.25","9.03","17.00","7.79","11.54","17.00","8.12","8.02","12.20","16.00","9.44","7.61","7.90","17.00","11.00","8.15","17.00","8.64","9.79","8.70","9.74","11.00","7.25","17.00"
"ST. LUKE'S","CHARGE","10000080","SELECTIVE  CATH 1ST ORDER THORACIC","36215","1,820.00","745.96","1,547.00","671.60","877.64","1,547.00","744.64","919.59","1,547.00","706.20","700.79","1,110.20","1,456.00","841.32","754.62","790.11","1,547.00","1,001.00","783.64","1,547.00","787.38","862.71","756.68","855.48","1,001.00","671.60","1,547.00"
"ST. LUKE'S","CHARGE","10000081","SELECTIVE CATH 2ND ORDER THORACIC","36216","1,820.00","745.96","1,547.00","671.60","877.64","1,547.00","744.64","919.59","1,547.00","706.20","700.79","1,110.20","1,456.00","841.32","754.62","790.11","1,547.00","1,001.00","783.64","1,547.00","787.38","862.71","756.68","855.48","1,001.00","671.60","1,547.00"
"ST. LUKE'S","CHARGE","10000082","SELECTIVE  CATH 3RD ORDER THORACIC","36217","1,820.00","429.46","1,547.00","608.67","772.69","1,547.00","648.79","317.80","1,547.00","566.61","622.50","1,110.20","1,456.00","716.51","669.68","701.70","1,547.00","1,001.00","687.32","1,547.00","730.31","732.08","712.07","803.98","1,001.00","317.80","1,547.00"
"ST. LUKE'S","CHARGE","10000084","SELECTIVE  CATH 2&3 THORARIC ADDL","36218","910.00","372.98","773.50","335.80","438.82","773.50","372.32","459.79","773.50","353.10","350.39","555.10","728.00","420.66","377.31","395.06","773.50","500.50","391.82","773.50","393.69","431.36","378.34","427.74","500.50","335.80","773.50"
"ST. LUKE'S","CHARGE","10000085","SELECTIVE CATH 1ST ORDER ABD/PELVIC","36245","2,030.00","536.41","1,725.50","582.53","700.08","1,725.50","612.35","430.28","1,725.50","589.09","562.61","1,238.30","1,624.00","714.87","611.90","640.21","1,725.50","1,116.50","553.26","1,725.50","691.01","745.77","668.04","723.72","1,116.50","430.28","1,725.50"
"ST. LUKE'S","CHARGE","10000086","SELECTIVE  CATH 2ND ABD/PELVIC/EXTREM","36246","2,030.00","607.69","1,725.50","698.26","855.70","1,725.50","741.28","765.51","1,725.50","723.93","630.87","1,238.30","1,624.00","792.56","692.40","724.93","1,725.50","1,116.50","720.75","1,725.50","731.38","811.38","740.49","817.11","1,116.50","607.69","1,725.50"
"ST. LUKE'S","CHARGE","10000087","SELECTIVE  CATH 3RD ABD/PELVIC/EXTREM","36247","2,030.00","616.60","1,725.50","677.99","819.99","1,725.50","728.93","453.40","1,725.50","709.13","667.61","1,238.30","1,624.00","839.85","748.01","782.45","1,725.50","1,116.50","652.39","1,725.50","834.01","899.49","811.63","866.76","1,116.50","453.40","1,725.50"
"ST. LUKE'S","CHARGE","10000088","SELECTIVE  CATH 2&3 ABD/PELVIC/EXTREM/ADDL","36248","1,010.00","244.47","858.50","270.64","328.98","858.50","277.72","127.85","858.50","249.13","264.37","616.10","808.00","327.09","293.21","306.82","858.50","555.50","254.53","858.50","329.15","351.03","325.32","355.73","555.50","127.85","858.50"
"ST. LUKE'S","CHARGE","10000089","SCLEROTHERAPY SINGLE VEIN","36470","270.00","110.66","229.50","99.63","130.20","229.50","110.47","136.42","229.50","104.77","103.96","164.70","216.00","124.81","111.95","117.21","229.50","148.50","116.25","229.50","116.81","127.98","112.25","126.91","148.50","99.63","229.50"
"ST. LUKE'S","CHARGE","10000090","SCLEROTHERAPY MULTIPLE VEINS","36471","405.00","257.66","344.25","218.40","298.50","344.25","288.56","405.00","344.25","290.35","346.95","247.05","324.00","365.59","355.81","363.52","344.25","222.75","380.62","344.25","367.26","367.75","348.98","373.43","222.75","218.40","405.00"
"ST. LUKE'S","CHARGE","10000091","ABLATION VARICOSE VEIN LASER 1ST","36478","6,340.00","4,349.35","5,389.00","3,775.26","5,159.74","5,389.00","5,007.67","6,340.00","5,389.00","5,014.75","6,006.71","3,867.40","5,072.00","6,301.45","6,158.64","6,309.00","5,389.00","3,487.00","6,340.00","5,389.00","6,340.00","6,309.00","6,035.02","6,340.00","3,487.00","3,487.00","6,340.00"
"ST. LUKE'S","CHARGE","10000092","CATH VENOUS BLOOD  SAMPLING","36500","1,250.00","512.34","1,062.50","461.26","602.77","1,062.50","511.43","631.59","1,062.50","485.03","481.31","762.50","1,000.00","577.83","518.28","542.66","1,062.50","687.50","538.22","1,062.50","540.78","592.52","519.70","587.56","687.50","461.26","1,062.50"
"ST. LUKE'S","CHARGE","10000094","INSERT CVL NON TUNNELED <5 YRS","36555","1,800.00","737.77","1,530.00","664.22","867.99","1,530.00","736.46","909.48","1,530.00","698.44","693.09","1,098.00","1,440.00","832.07","746.32","781.43","1,530.00","990.00","775.03","1,530.00","778.72","853.23","748.36","846.08","990.00","664.22","1,530.00"
"ST. LUKE'S","CHARGE","10000095","INSERT CVL TUNNELED <5 YRS","36557","4,040.00","1,655.87","3,434.00","1,490.81","1,948.16","3,434.00","1,652.94","2,041.28","3,434.00","1,567.61","1,555.60","2,464.40","3,232.00","1,867.54","1,675.08","1,753.87","3,434.00","2,222.00","1,739.52","3,434.00","1,747.80","1,915.03","1,679.66","1,898.98","2,222.00","1,490.81","3,434.00"
"ST. LUKE'S","CHARGE","10000096","INSERT CVL TUNNELED 5 YRS >/=","36558","4,040.00","1,894.79","3,434.00","2,105.28","2,535.64","3,434.00","2,367.05","2,519.64","3,434.00","2,415.82","2,185.10","2,464.40","3,232.00","2,595.61","2,366.76","2,453.63","3,434.00","2,222.00","2,712.56","3,434.00","2,442.23","2,677.73","2,369.12","2,509.60","2,222.00","1,894.79","3,434.00"
"ST. LUKE'S","CHARGE","10000098","INSERT CVL TUNNELED W/PORT 5 YRS >/=","36561","6,090.00","3,691.09","5,176.50","4,194.43","5,391.35","5,176.50","4,187.06","4,770.69","5,176.50","4,169.39","4,746.20","3,714.90","4,872.00","5,314.00","5,093.59","5,268.69","5,176.50","3,349.50","5,394.98","5,176.50","5,291.50","5,386.36","4,947.89","5,389.73","3,349.50","3,349.50","5,394.98"
"ST. LUKE'S","CHARGE","10000100","INSERT CVL DUAL TUNNELED WO PORT","36565","4,950.00","2,028.86","4,207.50","1,826.61","2,386.98","4,207.50","2,025.26","2,501.08","4,207.50","1,920.71","1,905.99","3,019.50","3,960.00","2,288.19","2,052.39","2,148.93","4,207.50","2,722.50","2,131.34","4,207.50","2,141.49","2,346.39","2,057.99","2,326.73","2,722.50","1,826.61","4,207.50"
"ST. LUKE'S","CHARGE","10000102","PICC LINE INSERTION <5 YRS","36568","1,520.00","623.00","1,292.00","560.90","732.97","1,292.00","621.90","768.01","1,292.00","589.79","585.27","927.20","1,216.00","702.64","630.23","659.87","1,292.00","836.00","654.47","1,292.00","657.59","720.51","631.95","714.47","836.00","560.90","1,292.00"
"ST. LUKE'S","CHARGE","10000103","PICC INSERTION","36569","3,980.00","1,663.92","3,383.00","1,720.23","2,182.97","3,383.00","1,938.64","2,283.15","3,383.00","1,987.54","1,677.50","2,427.80","3,184.00","2,087.90","1,836.80","1,919.84","3,383.00","2,189.00","2,128.70","3,383.00","1,927.01","2,224.93","1,825.97","1,979.94","2,189.00","1,663.92","3,383.00"
"ST. LUKE'S","CHARGE","10000104","INSERT PICC W/PORT <5 YRS","36570","3,380.00","1,385.36","2,873.00","1,247.26","1,629.90","2,873.00","1,382.91","1,707.81","2,873.00","1,311.51","1,301.47","2,061.80","2,704.00","1,562.44","1,401.43","1,467.35","2,873.00","1,859.00","1,455.34","2,873.00","1,462.27","1,602.18","1,405.26","1,588.75","1,859.00","1,247.26","2,873.00"
"ST. LUKE'S","CHARGE","10000105","INSERT PICC W/PORT 5 YRS >/=","36571","3,560.00","1,459.14","3,026.00","1,313.68","1,716.70","3,026.00","1,456.55","1,798.76","3,026.00","1,381.36","1,370.77","2,171.60","2,848.00","1,645.65","1,476.06","1,545.49","3,026.00","1,958.00","1,532.84","3,026.00","1,540.14","1,687.51","1,480.09","1,673.36","1,958.00","1,313.68","3,026.00"
"ST. LUKE'S","CHARGE","10000106","REPAIR CVL CATH","36575","1,000.00","409.87","850.00","369.01","482.22","850.00","409.14","505.27","850.00","388.02","385.05","610.00","800.00","462.26","414.62","434.13","850.00","550.00","430.57","850.00","432.62","474.02","415.76","470.05","550.00","369.01","850.00"
"ST. LUKE'S","CHARGE","10000107","REPAIR CVL CATH W PORT/PUMP","36576","1,860.00","762.36","1,581.00","686.36","896.93","1,581.00","761.01","939.80","1,581.00","721.72","716.19","1,134.60","1,488.00","859.81","771.20","807.48","1,581.00","1,023.00","800.87","1,581.00","804.68","881.67","773.31","874.28","1,023.00","686.36","1,581.00"
"ST. LUKE'S","CHARGE","10000108","REPLACE CVL CATH ONLY","36578","4,230.00","1,733.75","3,595.50","1,560.92","2,039.78","3,595.50","1,730.68","2,137.29","3,595.50","1,641.33","1,628.76","2,580.30","3,384.00","1,955.37","1,753.86","1,836.36","3,595.50","2,326.50","1,821.33","3,595.50","1,830.00","2,005.10","1,758.65","1,988.29","2,326.50","1,560.92","3,595.50"
"ST. LUKE'S","CHARGE","10000109","REPLACE CVL NON TUNNELED COMPLETE","36580","1,860.00","762.36","1,581.00","686.36","896.93","1,581.00","761.01","939.80","1,581.00","721.72","716.19","1,134.60","1,488.00","859.81","771.20","807.48","1,581.00","1,023.00","800.87","1,581.00","804.68","881.67","773.31","874.28","1,023.00","686.36","1,581.00"
"ST. LUKE'S","CHARGE","10000110","REPLACE CVL TUNNELED COMPLETE","36581","3,710.00","2,356.96","3,153.50","2,394.59","2,579.71","3,153.50","2,470.66","2,609.54","3,153.50","2,426.73","2,362.93","2,263.10","2,968.00","2,456.92","2,404.02","2,431.40","3,153.50","2,040.50","2,470.67","3,153.50","2,379.41","2,469.76","2,420.78","2,515.53","2,040.50","2,040.50","3,153.50"
"ST. LUKE'S","CHARGE","10000111","REPLACE CVL TUNNELED W/PORT COMPLETE","36582","4,800.00","4,477.31","4,080.00","4,568.00","4,800.00","4,080.00","4,487.44","4,800.00","4,080.00","4,513.43","4,800.00","2,928.00","3,840.00","4,800.00","4,800.00","4,800.00","4,080.00","2,640.00","4,800.00","4,080.00","4,800.00","4,800.00","4,800.00","4,800.00","2,640.00","2,640.00","4,800.00"
"ST. LUKE'S","CHARGE","10000113","REPLACE PICC COMPLETE","36584","1,500.00","393.73","1,275.00","445.03","608.67","1,275.00","449.07","865.13","1,275.00","474.69","466.13","915.00","1,200.00","617.01","530.77","557.40","1,275.00","825.00","535.65","1,275.00","566.79","654.58","479.20","559.50","825.00","393.73","1,275.00"
"ST. LUKE'S","CHARGE","10000115","REMOVE CVL TUNNELED W/O PORT","36589","1,100.00","706.04","935.00","699.46","748.01","935.00","747.75","794.11","935.00","747.36","722.68","671.00","880.00","782.11","744.56","755.61","935.00","605.00","828.61","935.00","771.60","807.28","742.15","749.78","605.00","605.00","935.00"
"ST. LUKE'S","CHARGE","10000116","REMOVE CVL TUNNELED W/PORT","36590","1,800.00","969.53","1,530.00","1,242.81","1,607.11","1,530.00","1,211.59","1,800.00","1,530.00","1,300.78","1,174.62","1,098.00","1,440.00","1,636.31","1,396.30","1,459.38","1,530.00","990.00","1,261.13","1,530.00","1,503.91","1,696.81","1,209.61","1,396.76","990.00","969.53","1,800.00"
"ST. LUKE'S","CHARGE","10000117","BLOOD SPEC IMPLANTED DEVICE","36591","141.00","38.75","119.85","29.31","32.51","119.85","27.67","84.54","119.85","33.09","39.67","86.01","112.80","47.13","26.53","27.22","119.85","77.55","23.07","119.85","41.96","45.82","48.29","53.71","77.55","23.07","119.85"
"ST. LUKE'S","CHARGE","10000118","REMOVE PERICATH OBSTRUCTIVE MATERIAL","36595","3,600.00","1,475.53","3,060.00","1,328.44","1,735.99","3,060.00","1,472.92","1,818.97","3,060.00","1,396.88","1,386.18","2,196.00","2,880.00","1,664.14","1,492.65","1,562.86","3,060.00","1,980.00","1,550.07","3,060.00","1,557.45","1,706.47","1,496.72","1,692.16","1,980.00","1,328.44","3,060.00"
"ST. LUKE'S","CHARGE","10000119","REMOVE INTRACATH OBSTRUCTION MATERIAL","36596","1,800.00","737.77","1,530.00","664.22","867.99","1,530.00","736.46","909.48","1,530.00","698.44","693.09","1,098.00","1,440.00","832.07","746.32","781.43","1,530.00","990.00","775.03","1,530.00","778.72","853.23","748.36","846.08","990.00","664.22","1,530.00"
"ST. LUKE'S","CHARGE","10000120","INJECT W FLUORO EVAL CENTRAL LINE","36598","600.00","586.55","510.00","484.42","599.34","510.00","538.70","600.00","510.00","585.79","600.00","366.00","480.00","600.00","600.00","600.00","510.00","330.00","600.00","510.00","600.00","600.00","600.00","600.00","330.00","330.00","600.00"
"ST. LUKE'S","CHARGE","10000121","THROMBECTOMY VEIN(S)","37187","6,580.00","2,696.94","5,593.00","2,428.10","3,173.00","5,593.00","2,692.17","3,324.67","5,593.00","2,553.18","2,533.62","4,013.80","5,264.00","3,041.68","2,728.23","2,856.56","5,593.00","3,619.00","2,833.18","5,593.00","2,846.67","3,119.04","2,735.68","3,092.90","3,619.00","2,428.10","5,593.00"
"ST. LUKE'S","CHARGE","10000122","THROMBECTOMY VEIN(S) REPEAT","37188","6,580.00","2,696.94","5,593.00","2,428.10","3,173.00","5,593.00","2,692.17","3,324.67","5,593.00","2,553.18","2,533.62","4,013.80","5,264.00","3,041.68","2,728.23","2,856.56","5,593.00","3,619.00","2,833.18","5,593.00","2,846.67","3,119.04","2,735.68","3,092.90","3,619.00","2,428.10","5,593.00"
"ST. LUKE'S","CHARGE","10000128","STENT CAROTID W/PROTECTION","37215","10,850.00","4,285.04","9,222.50","4,606.24","6,186.54","9,222.50","5,255.62","6,441.14","9,222.50","4,880.56","4,336.01","6,618.50","8,680.00","5,138.30","4,686.78","4,920.47","9,222.50","5,967.50","5,255.74","9,222.50","4,476.65","5,247.93","4,829.83","5,638.61","5,967.50","4,285.04","9,222.50"
"ST. LUKE'S","CHARGE","10000129","PHLEBECTOMY 10-20 INCISIONS","37765","5,650.00","3,516.97","4,802.50","3,139.09","4,290.11","4,802.50","4,182.47","5,650.00","4,802.50","4,165.65","5,055.96","3,446.50","4,520.00","5,581.29","5,326.76","5,594.75","4,802.50","3,107.50","5,650.00","4,802.50","5,650.00","5,594.75","5,106.42","5,650.00","3,107.50","3,107.50","5,650.00"
"ST. LUKE'S","CHARGE","10000130","PHLEBECTOMY >20 INCISIONS","37766","6,550.00","2,684.65","5,567.50","2,417.03","3,158.53","5,567.50","2,679.90","3,309.51","5,567.50","2,541.54","2,522.07","3,995.50","5,240.00","3,027.81","2,715.79","2,843.53","5,567.50","3,602.50","2,820.26","5,567.50","2,833.69","3,104.82","2,723.20","3,078.80","3,602.50","2,417.03","5,567.50"
"ST. LUKE'S","CHARGE","10000131","PHLEBECTOMY <10 INCISIONS","37799","4,300.00","1,762.44","3,655.00","1,586.75","2,073.54","3,655.00","1,759.32","2,172.65","3,655.00","1,668.49","1,655.71","2,623.00","3,440.00","1,987.72","1,782.89","1,866.75","3,655.00","2,365.00","1,851.47","3,655.00","1,860.29","2,038.28","1,787.75","2,021.20","2,365.00","1,586.75","3,655.00"
"ST. LUKE'S","CHARGE","10000134","BONE MARROW BIOPSY","38221","970.00","255.99","824.50","292.66","375.71","824.50","304.13","550.64","824.50","327.71","278.34","591.70","776.00","394.03","324.74","340.55","824.50","533.50","432.21","824.50","352.83","429.06","301.97","335.65","533.50","255.99","824.50"
"ST. LUKE'S","CHARGE","10000136","INJECT LYMPHANGIOGRAPHY","38790","300.00","122.96","255.00","110.70","144.67","255.00","122.74","151.58","255.00","116.41","115.51","183.00","240.00","138.68","124.39","130.24","255.00","165.00","129.17","255.00","129.79","142.21","124.73","141.01","165.00","110.70","255.00"
"ST. LUKE'S","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","98.80","340.00","102.64","138.88","340.00","131.10","121.13","340.00","108.61","149.00","244.00","320.00","164.77","142.06","149.14","340.00","220.00","120.75","340.00","169.00","165.69","154.97","180.18","220.00","98.80","340.00"
"ST. LUKE'S","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","528.18","1,020.00","215.54","294.83","1,020.00","450.58","1,200.00","1,020.00","292.44","344.65","732.00","960.00","487.41","395.99","415.92","1,020.00","660.00","432.54","1,020.00","424.15","540.48","365.45","426.75","660.00","215.54","1,200.00"
"ST. LUKE'S","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","114.24","199.75","117.87","151.28","199.75","119.90","124.23","199.75","123.14","118.52","143.35","188.00","138.68","131.02","135.78","199.75","129.25","131.70","199.75","114.32","131.02","130.83","148.82","129.25","114.24","199.75"
"ST. LUKE'S","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","332.28","637.50","315.40","377.43","637.50","366.17","423.40","637.50","376.82","319.02","457.50","600.00","398.84","349.03","363.20","637.50","412.50","372.19","637.50","374.56","420.70","313.45","332.67","412.50","313.45","637.50"
"ST. LUKE'S","CHARGE","10000149","ANOSCOPY","46600","265.00","107.03","225.25","89.51","116.09","225.25","86.68","156.58","225.25","90.12","96.61","161.65","212.00","135.74","88.78","91.90","225.25","145.75","108.12","225.25","91.64","112.96","108.28","124.85","145.75","86.68","225.25"
"ST. LUKE'S","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","488.70","1,470.50","577.83","758.53","1,470.50","581.82","1,181.19","1,470.50","608.99","565.18","1,055.30","1,384.00","770.74","647.03","675.69","1,470.50","951.50","719.09","1,470.50","694.88","841.60","588.31","667.23","951.50","488.70","1,470.50"
"ST. LUKE'S","CHARGE","10000151","PERCUTANEOUS CHOLECYSTOSTOMY","47490","5,880.00","2,410.03","4,998.00","2,169.79","2,835.44","4,998.00","2,405.77","2,970.98","4,998.00","2,281.57","2,264.09","3,586.80","4,704.00","2,718.10","2,437.99","2,552.67","4,998.00","3,234.00","2,531.77","4,998.00","2,543.83","2,787.23","2,444.65","2,763.87","3,234.00","2,169.79","4,998.00"
"ST. LUKE'S","CHARGE","10000157","BILIARY ENDOSCOPY DX WITH SPECI","47552","3,800.00","696.80","3,230.00","749.03","1,006.01","3,230.00","854.63","1,047.41","3,230.00","793.64","705.09","2,318.00","3,040.00","835.55","762.13","800.13","3,230.00","2,090.00","854.62","3,230.00","847.02","985.66","785.39","916.91","2,090.00","696.80","3,230.00"
"ST. LUKE'S","CHARGE","10000158","BILIARY ENDOSCOPY WO STENT","47555","3,800.00","1,557.51","3,230.00","1,402.25","1,832.43","3,230.00","1,554.75","1,920.02","3,230.00","1,474.48","1,463.19","2,318.00","3,040.00","1,756.59","1,575.57","1,649.68","3,230.00","2,090.00","1,636.18","3,230.00","1,643.97","1,801.27","1,579.87","1,786.17","2,090.00","1,402.25","3,230.00"
"ST. LUKE'S","CHARGE","10000159","BILIARY ENDOSCOPY W STENT","47556","4,360.00","1,787.03","3,706.00","1,608.89","2,102.47","3,706.00","1,783.87","2,202.97","3,706.00","1,691.77","1,678.81","2,659.60","3,488.00","2,015.46","1,807.76","1,892.80","3,706.00","2,398.00","1,877.30","3,706.00","1,886.24","2,066.72","1,812.70","2,049.40","2,398.00","1,608.89","3,706.00"
"ST. LUKE'S","CHARGE","10000165","IMPLANT TISSUE MARKER PANCREAS","49411","5,610.00","2,299.37","4,768.50","2,070.16","2,705.24","4,768.50","2,295.30","2,834.56","4,768.50","2,176.80","2,160.13","3,422.10","4,488.00","2,593.29","2,326.05","2,435.45","4,768.50","3,085.50","2,415.52","4,768.50","2,427.02","2,659.24","2,332.39","2,636.96","3,085.50","2,070.16","4,768.50"
"ST. LUKE'S","CHARGE","10000169","PLACE INTERSTITIAL DVC ABD/PELV","49411","5,610.00","2,299.37","4,768.50","2,070.16","2,705.24","4,768.50","2,295.30","2,834.56","4,768.50","2,176.80","2,160.13","3,422.10","4,488.00","2,593.29","2,326.05","2,435.45","4,768.50","3,085.50","2,415.52","4,768.50","2,427.02","2,659.24","2,332.39","2,636.96","3,085.50","2,070.16","4,768.50"
"ST. LUKE'S","CHARGE","10000172","INSERT INTRAPERITONEAL CATH TUNNEL","49418","5,770.00","1,496.56","4,904.50","3,689.01","5,042.24","4,904.50","3,687.04","5,770.00","4,904.50","3,672.21","4,457.06","3,519.70","4,616.00","4,920.17","4,695.78","4,932.03","4,904.50","3,173.50","5,636.71","4,904.50","5,048.18","4,932.03","4,501.54","5,252.30","3,173.50","1,496.56","5,770.00"
"ST. LUKE'S","CHARGE","10000173","INSERT DIALYSIS CATH PERMANENT","49421","5,180.00","2,123.13","4,403.00","1,911.48","2,497.89","4,403.00","2,119.37","2,617.29","4,403.00","2,009.95","1,994.55","3,159.80","4,144.00","2,394.51","2,147.76","2,248.78","4,403.00","2,849.00","2,230.37","4,403.00","2,241.00","2,455.42","2,153.62","2,434.84","2,849.00","1,911.48","4,403.00"
"ST. LUKE'S","CHARGE","10000174","REMOVE PERITONEAL CATH W PORT","49422","3,940.00","1,614.89","3,349.00","1,453.91","1,899.94","3,349.00","1,612.03","1,990.76","3,349.00","1,528.80","1,517.09","2,403.40","3,152.00","1,821.31","1,633.62","1,710.46","3,349.00","2,167.00","1,696.46","3,349.00","1,704.54","1,867.63","1,638.08","1,851.98","2,167.00","1,453.91","3,349.00"
"ST. LUKE'S","CHARGE","10000175","INJECT PERITONEAL/VENOUS SHUNT","49427","800.00","322.95","680.00","174.73","239.01","680.00","365.27","800.00","680.00","237.07","279.40","488.00","640.00","395.12","321.02","337.17","680.00","440.00","421.44","680.00","343.85","438.15","296.25","345.95","440.00","174.73","800.00"
"ST. LUKE'S","CHARGE","10000177","INSERT GASTROSTOMY TUBE W S&I","49440","1,640.00","829.66","1,394.00","817.96","1,010.81","1,394.00","892.46","1,114.22","1,394.00","906.95","791.03","1,000.40","1,312.00","962.40","854.79","887.37","1,394.00","902.00","1,044.97","1,394.00","879.41","1,005.40","875.50","961.09","902.00","791.03","1,394.00"
"ST. LUKE'S","CHARGE","10000178","INSERT DUODENUM/J-TUBE W/S&I","49441","1,860.00","762.36","1,581.00","686.36","896.93","1,581.00","761.01","939.80","1,581.00","721.72","716.19","1,134.60","1,488.00","859.81","771.20","807.48","1,581.00","1,023.00","800.87","1,581.00","804.68","881.67","773.31","874.28","1,023.00","686.36","1,581.00"
"ST. LUKE'S","CHARGE","10000180","CONVERT TO G-J TUBE W/S&I","49446","1,500.00","600.06","1,275.00","636.56","828.43","1,275.00","716.77","835.98","1,275.00","697.67","596.52","915.00","1,200.00","728.96","652.42","684.20","1,275.00","825.00","894.66","1,275.00","647.75","752.97","666.09","752.51","825.00","596.52","1,275.00"
"ST. LUKE'S","CHARGE","10000181","CHANGE TUBE GASTRO/CECUM W/S&I","49450","1,100.00","450.86","935.00","405.91","530.44","935.00","450.06","555.80","935.00","426.82","423.55","671.00","880.00","508.49","456.09","477.54","935.00","605.00","473.63","935.00","475.89","521.42","457.33","517.05","605.00","405.91","935.00"
