Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HMO,Humana_HPN_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"MANITOWOC","CHARGE","10000137","INJECT RADIOACTIVE TRACER SENTINEL NODE","38792","400.00","169.80","340.00","168.38","223.53","340.00","174.77","241.53","340.00","169.67","178.63","244.00","320.00","205.59","192.29","201.44","340.00","220.00","203.26","340.00","181.17","229.22","192.16","220.33","220.00","168.38","340.00"
"MANITOWOC","CHARGE","10000139","BX SALIVARY GLAND NEEDLE","42400","1,200.00","509.39","1,020.00","505.14","670.60","1,020.00","524.31","724.59","1,020.00","509.01","535.88","732.00","960.00","616.78","576.86","604.33","1,020.00","660.00","609.78","1,020.00","543.52","687.67","576.47","660.99","660.00","505.14","1,020.00"
"MANITOWOC","CHARGE","10000142","FB REMOVAL PHARYNGEAL","42809","235.00","129.89","199.75","133.36","167.15","199.75","134.01","134.22","199.75","141.68","136.90","143.35","188.00","155.74","152.81","156.88","199.75","129.25","150.17","199.75","120.57","148.15","141.95","158.46","129.25","120.57","199.75"
"MANITOWOC","CHARGE","10000143","PEG TUBE PLACEMENT","43246","3,000.00","1,273.47","2,550.00","1,262.85","1,676.50","2,550.00","1,310.77","1,811.46","2,550.00","1,272.53","1,339.69","1,830.00","2,400.00","1,541.94","1,442.15","1,510.84","2,550.00","1,650.00","1,524.45","2,550.00","1,358.80","1,719.17","1,441.18","1,652.46","1,650.00","1,262.85","2,550.00"
"MANITOWOC","CHARGE","10000145","INTRO FEEDING TUBE","44500","750.00","318.37","637.50","315.71","419.13","637.50","327.69","452.87","637.50","318.13","334.92","457.50","600.00","385.48","360.54","377.71","637.50","412.50","381.11","637.50","339.70","429.79","360.29","413.12","412.50","315.71","637.50"
"MANITOWOC","CHARGE","10000149","ANOSCOPY","46600","265.00","139.51","225.25","118.58","145.72","225.25","120.94","168.13","225.25","109.34","132.51","161.65","212.00","160.76","123.60","126.67","225.25","145.75","125.60","225.25","126.37","143.71","138.61","151.29","145.75","109.34","225.25"
"MANITOWOC","CHARGE","10000150","LIVER BIOPSY","47000","1,730.00","624.01","1,470.50","714.20","976.18","1,470.50","695.11","1,530.99","1,470.50","749.55","673.43","1,055.30","1,384.00","1,020.01","809.99","850.81","1,470.50","951.50","876.48","1,470.50","880.97","1,131.02","693.96","810.27","951.50","624.01","1,530.99"
"MANITOWOC","CHARGE","10000185","INJECTIONS GI TUBE EVAL W/S&I","49465","1,020.00","467.62","867.00","491.84","651.88","867.00","489.69","625.42","867.00","510.31","529.58","622.20","816.00","604.53","635.82","656.60","867.00","561.00","625.20","867.00","467.95","596.63","538.76","616.38","561.00","467.62","867.00"
"MANITOWOC","CHARGE","10000203","INJECT CYSTOGRAM","51600","625.00","286.53","531.25","301.37","399.44","531.25","300.05","383.23","531.25","312.69","324.50","381.25","500.00","370.42","389.60","402.33","531.25","343.75","383.09","531.25","286.73","365.58","330.12","377.69","343.75","286.53","531.25"
"MANITOWOC","CHARGE","10000205","BLADDER IRRIGATE OR INSTALLATION","51700","450.00","191.02","382.50","189.43","251.48","382.50","196.62","271.72","382.50","190.88","200.95","274.50","360.00","231.29","216.32","226.63","382.50","247.50","228.67","382.50","203.82","257.87","216.18","247.87","247.50","189.43","382.50"
"MANITOWOC","CHARGE","10000206","STRAIGHT CATH","51701","195.00","102.66","165.75","87.26","107.23","165.75","88.99","123.72","165.75","80.46","97.50","118.95","156.00","118.30","90.95","93.21","165.75","107.25","92.42","165.75","92.99","105.75","102.00","111.32","107.25","80.46","165.75"
"MANITOWOC","CHARGE","10000207","FOLEY CATH INSERTION","51702","325.00","140.00","276.25","141.27","193.66","276.25","150.72","246.37","276.25","148.96","161.53","198.25","260.00","159.85","225.17","229.94","276.25","178.75","237.06","276.25","125.36","162.86","145.24","168.73","178.75","125.36","276.25"
"MANITOWOC","CHARGE","10000208","BLADDER CATH COMPLEX","51703","540.00","229.22","459.00","227.31","301.77","459.00","235.94","326.06","459.00","229.06","241.15","329.40","432.00","277.55","259.59","271.95","459.00","297.00","274.40","459.00","244.58","309.45","259.41","297.44","297.00","227.31","459.00"
"MANITOWOC","CHARGE","10000210","BLADDER SCAN-RESIDUAL URINE","51798","190.00","87.29","161.50","92.21","126.18","161.50","95.50","119.72","161.50","99.17","101.18","115.90","152.00","115.38","128.36","131.62","161.50","104.50","128.35","161.50","86.29","112.08","101.63","117.46","104.50","86.29","161.50"
"MANITOWOC","CHARGE","10000212","CIRCUMCISION","54150","200.00","134.50","170.00","136.86","163.06","170.00","134.81","175.44","170.00","141.27","139.58","122.00","160.00","144.40","137.66","140.98","170.00","110.00","152.55","170.00","112.61","138.09","131.53","143.83","110.00","110.00","175.44"
"MANITOWOC","CHARGE","10000216","HYSTEROSALPINGOGRAM INJECT","58340","1,100.00","1,100.00","935.00","712.14","974.05","935.00","851.62","1,100.00","935.00","966.13","1,100.00","671.00","880.00","1,100.00","1,100.00","1,100.00","935.00","605.00","1,100.00","935.00","1,100.00","1,100.00","1,100.00","1,100.00","605.00","605.00","1,100.00"
"MANITOWOC","CHARGE","10000220","TUBAL LIGATION POST PARTUM","58605","1,520.00","778.58","1,292.00","807.36","1,071.09","1,292.00","798.94","1,113.70","1,292.00","952.82","819.94","927.20","1,216.00","889.34","819.15","857.70","1,292.00","836.00","958.67","1,292.00","706.76","901.25","825.89","950.25","836.00","706.76","1,292.00"
"MANITOWOC","CHARGE","10000221","TUBAL LIGATION WITH C-SECTION","58611","565.00","291.48","480.25","302.73","413.86","480.25","303.57","505.28","480.25","340.19","305.38","344.65","452.00","329.73","306.06","321.32","480.25","310.75","353.29","480.25","265.38","342.73","299.73","350.02","310.75","265.38","505.28"
"MANITOWOC","CHARGE","10000223","AMNIOCENTESIS, DIAGNOSTIC","59000","425.00","190.40","361.25","193.55","255.48","361.25","177.33","233.39","361.25","210.54","209.28","259.25","340.00","260.47","219.15","229.57","361.25","233.75","275.12","361.25","195.78","248.06","233.87","269.52","233.75","177.33","361.25"
"MANITOWOC","CHARGE","10000227","FETAL NON STRESS TEST","59025","450.00","373.07","382.50","375.10","430.22","382.50","357.80","360.00","382.50","361.80","365.83","274.50","360.00","383.54","450.00","450.00","382.50","247.50","450.00","382.50","342.90","375.48","365.04","386.75","247.50","247.50","450.00"
"MANITOWOC","CHARGE","10000230","D&C","","2,270.00","1,162.75","1,929.50","1,205.73","1,599.60","1,929.50","1,193.15","1,663.23","1,929.50","1,422.96","1,224.51","1,384.70","1,816.00","1,328.16","1,223.33","1,280.91","1,929.50","1,248.50","1,431.69","1,929.50","1,055.50","1,345.95","1,233.40","1,419.12","1,248.50","1,055.50","1,929.50"
"MANITOWOC","CHARGE","10000231","CERVICAL DILATOR INSERTION","59200","630.00","262.71","535.50","273.09","373.28","535.50","265.07","428.54","535.50","360.98","279.96","384.30","504.00","309.85","277.24","291.07","535.50","346.50","343.34","535.50","235.66","304.69","292.19","340.97","346.50","235.66","535.50"
"MANITOWOC","CHARGE","10000232","CERCLAGE OF CERVIX","59320","3,570.00","1,828.64","3,034.50","1,896.23","2,515.66","3,034.50","1,876.45","2,615.74","3,034.50","2,237.88","1,925.77","2,177.70","2,856.00","2,088.78","1,923.91","2,014.46","3,034.50","1,963.50","2,251.60","3,034.50","1,659.97","2,116.75","1,939.75","2,231.83","1,963.50","1,659.97","3,034.50"
"MANITOWOC","CHARGE","10000234","VERSION, W/WO TOCOLYSIS","59412","1,270.00","650.52","1,079.50","674.57","894.93","1,079.50","667.53","930.53","1,079.50","796.11","685.08","774.70","1,016.00","743.07","684.42","716.63","1,079.50","698.50","800.99","1,079.50","590.52","753.02","690.05","793.96","698.50","590.52","1,079.50"
"MANITOWOC","CHARGE","10000235","DELIVERY PLACENTA","59414","1,050.00","537.84","892.50","557.72","739.90","892.50","551.90","769.33","892.50","658.20","566.40","640.50","840.00","614.35","565.86","592.49","892.50","577.50","662.24","892.50","488.23","622.57","570.52","656.42","577.50","488.23","892.50"
"MANITOWOC","CHARGE","10000236","AMNIOINFUSION","59899","420.00","238.20","357.00","247.63","338.48","357.00","239.65","411.14","357.00","331.80","254.25","256.20","336.00","281.99","251.52","264.05","357.00","231.00","313.38","357.00","213.40","275.92","266.78","311.28","231.00","213.40","411.14"
"MANITOWOC","CHARGE","10000237","INTRAUTERINE PRESSURE MONITORING","59899","375.00","168.66","318.75","175.31","237.69","318.75","170.89","262.57","318.75","225.62","179.34","228.75","300.00","197.86","177.88","186.75","318.75","206.25","217.71","318.75","151.59","195.97","185.75","216.25","206.25","151.59","318.75"
"MANITOWOC","CHARGE","10000238","BX THYROID NEEDLE","60100","1,240.00","526.37","1,054.00","521.98","692.95","1,054.00","541.78","748.74","1,054.00","525.98","553.74","756.40","992.00","637.33","596.09","624.48","1,054.00","682.00","630.11","1,054.00","561.64","710.59","595.69","683.02","682.00","521.98","1,054.00"
"MANITOWOC","CHARGE","10000251","LUMBAR PUNCTURE DIAGNOSTIC","62270","950.00","505.46","807.50","318.31","432.61","807.50","556.36","719.72","807.50","406.37","462.99","579.50","760.00","582.83","492.10","516.80","807.50","522.50","618.30","807.50","516.53","617.94","479.35","559.76","522.50","318.31","807.50"
"MANITOWOC","CHARGE","10000252","EPIDURAL BLOOD OR CLOT PATCH","62273","1,650.00","1,046.65","1,402.50","762.63","917.57","1,402.50","1,111.77","1,523.61","1,402.50","914.54","979.66","1,006.50","1,320.00","1,157.64","1,043.68","1,068.54","1,402.50","907.50","1,198.12","1,402.50","1,078.77","1,223.81","1,005.62","1,082.02","907.50","762.63","1,523.61"
"MANITOWOC","CHARGE","10000253","INJECT FOR MYELOGRAM or CT LUMBAR","62284","950.00","403.27","807.50","399.90","530.89","807.50","415.08","573.63","807.50","402.97","424.24","579.50","760.00","488.28","456.68","478.43","807.50","522.50","482.74","807.50","430.29","544.40","456.37","523.28","522.50","399.90","807.50"
"MANITOWOC","CHARGE","10000258","EPIDURAL INJ 1ST LEVEL W/ IMAGING","","2,580.00","1,761.23","2,193.00","952.93","1,303.43","2,193.00","1,937.98","2,502.93","2,193.00","1,292.94","1,523.73","1,573.80","2,064.00","2,154.87","1,750.67","1,838.83","2,193.00","1,419.00","2,249.91","2,193.00","1,875.20","2,389.49","1,615.66","1,886.69","1,419.00","952.93","2,502.93"
"MANITOWOC","CHARGE","10000259","INJECT NERVE OCCIPITAL","64405","850.00","360.82","722.50","357.81","475.01","722.50","371.38","513.25","722.50","360.55","379.58","518.50","680.00","436.88","408.61","428.07","722.50","467.50","431.93","722.50","384.99","487.10","408.33","468.20","467.50","357.81","722.50"
"MANITOWOC","CHARGE","10000266","FB CORNEA NO SLIT","65220","380.00","256.01","323.00","266.42","368.71","323.00","287.85","380.00","323.00","275.61","308.67","231.80","304.00","309.89","380.00","380.00","323.00","209.00","380.00","323.00","234.57","305.63","258.78","299.48","209.00","209.00","380.00"
"MANITOWOC","CHARGE","10000267","FB CORNEA W/SLIT","65222","380.00","172.70","323.00","177.84","241.27","323.00","176.69","335.13","323.00","178.14","187.37","231.80","304.00","202.54","353.67","355.25","323.00","209.00","350.29","323.00","151.07","194.27","174.18","200.49","209.00","151.07","355.25"
"MANITOWOC","CHARGE","10000269","FB REMOVAL EAR","69200","135.00","61.35","114.75","63.18","85.71","114.75","62.77","119.06","114.75","63.29","66.57","82.35","108.00","71.96","125.64","126.21","114.75","74.25","124.45","114.75","53.67","69.02","61.88","71.23","74.25","53.67","126.21"
"MANITOWOC","CHARGE","10000270","REMOVE EAR WAX W/INSTRUMENT UNILAT","69210","100.00","52.65","85.00","44.75","54.99","85.00","45.64","63.45","85.00","41.26","50.00","61.00","80.00","60.67","46.64","47.80","85.00","55.00","47.39","85.00","47.69","54.23","52.31","57.09","55.00","41.26","85.00"
"MANITOWOC","CHARGE","10000273","XR EYE FOREIGN BODY","70030","230.00","61.50","195.50","64.47","91.28","195.50","40.17","138.00","195.50","57.35","74.25","140.30","184.00","109.67","92.10","96.80","195.50","126.50","68.39","195.50","82.21","106.88","84.54","98.70","126.50","40.17","195.50"
"MANITOWOC","CHARGE","10000275","XR MANDIBLE COMPLETE","70110","650.00","297.99","552.50","313.43","415.42","552.50","312.05","398.55","552.50","325.20","337.48","396.50","520.00","385.24","405.18","418.42","552.50","357.50","398.41","552.50","298.20","380.21","343.33","392.79","357.50","297.99","552.50"
"MANITOWOC","CHARGE","10000276","XR FACIAL BONES < 3 VIEW","70140","450.00","206.30","382.50","216.99","287.60","382.50","216.04","275.92","382.50","225.14","233.64","274.50","360.00","266.71","280.51","289.68","382.50","247.50","275.83","382.50","206.45","263.22","237.69","271.93","247.50","206.30","382.50"
"MANITOWOC","CHARGE","10000277","XR FACIAL BONES COMPLETE","70150","670.00","364.82","569.50","379.62","519.79","569.50","372.32","292.25","569.50","430.34","383.17","408.70","536.00","505.18","396.10","416.14","569.50","368.50","364.82","569.50","340.49","443.41","429.60","501.63","368.50","292.25","569.50"
"MANITOWOC","CHARGE","10000278","XR NASAL BONES","70160","550.00","252.15","467.50","265.21","351.51","467.50","264.05","337.24","467.50","275.17","285.56","335.50","440.00","325.97","342.85","354.05","467.50","302.50","337.12","467.50","252.33","321.71","290.51","332.36","302.50","252.15","467.50"
"MANITOWOC","CHARGE","10000280","XR ORBITS MINIMUM 4 VIEWS","70200","540.00","247.56","459.00","260.39","345.11","459.00","259.25","331.11","459.00","270.16","280.37","329.40","432.00","320.05","336.61","347.61","459.00","297.00","330.99","459.00","247.74","315.86","285.23","326.32","297.00","247.56","459.00"
"MANITOWOC","CHARGE","10000281","XR SINUSES < 3 VIEW","70210","470.00","205.67","399.50","214.04","296.19","399.50","231.24","384.27","399.50","221.42","247.97","286.70","376.00","248.96","470.00","470.00","399.50","258.50","470.00","399.50","188.42","245.53","207.88","240.59","258.50","188.42","470.00"
"MANITOWOC","CHARGE","10000282","XR SINUSES COMPLETE","70220","710.00","325.50","603.50","342.36","453.76","603.50","340.86","435.34","603.50","355.22","368.63","433.10","568.00","420.80","442.58","457.05","603.50","390.50","435.19","603.50","325.73","415.30","375.02","429.05","390.50","325.50","603.50"
"MANITOWOC","CHARGE","10000283","XR SKULL < 4 VIEW","70250","465.00","213.18","395.25","224.22","297.18","395.25","223.24","285.12","395.25","232.64","241.43","283.65","372.00","275.60","289.86","299.33","395.25","255.75","285.02","395.25","213.33","271.99","245.61","281.00","255.75","213.18","395.25"
"MANITOWOC","CHARGE","10000284","XR SKULL COMPLETE","70260","695.00","318.62","590.75","335.13","444.18","590.75","333.66","426.15","590.75","347.71","360.84","423.95","556.00","411.91","433.23","447.39","590.75","382.25","426.00","590.75","318.85","406.53","367.10","419.99","382.25","318.62","590.75"
"MANITOWOC","CHARGE","10000290","XR NECK SOFT TISSUES","70360","445.00","327.34","378.25","340.60","445.00","378.25","334.06","262.24","378.25","386.13","343.81","271.45","356.00","445.00","355.38","373.36","378.25","244.75","327.34","378.25","305.54","397.87","385.46","445.00","244.75","244.75","445.00"
"MANITOWOC","CHARGE","10000293","CT HEAD W/O DYE","70450","2,520.00","833.79","2,142.00","856.78","1,158.11","2,142.00","803.76","931.63","2,142.00","908.92","857.25","1,537.20","2,016.00","1,143.15","984.55","1,032.74","2,142.00","1,386.00","916.11","2,142.00","809.28","1,042.59","975.25","1,127.91","1,386.00","803.76","2,142.00"
"MANITOWOC","CHARGE","10000294","CT HEAD W/DYE","70460","2,720.00","680.95","2,312.00","700.42","941.89","2,312.00","584.82","1,194.83","2,312.00","709.27","699.26","1,659.20","2,176.00","1,003.45","800.51","838.37","2,312.00","1,496.00","730.90","2,312.00","720.72","919.17","827.49","953.90","1,496.00","584.82","2,312.00"
"MANITOWOC","CHARGE","10000295","CT HEAD W/WO DYE","70470","3,980.00","636.40","3,383.00","344.27","471.23","3,383.00","411.93","1,441.95","3,383.00","408.75","550.83","2,427.80","3,184.00","778.89","553.62","581.48","3,383.00","2,189.00","484.76","3,383.00","677.79","863.66","583.87","681.77","2,189.00","344.27","3,383.00"
"MANITOWOC","CHARGE","10000296","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/O DYE","70480","2,520.00","816.98","2,142.00","840.42","1,167.77","2,142.00","464.18","1,512.00","2,142.00","732.82","777.67","1,537.20","2,016.00","1,538.96","1,072.01","1,124.68","2,142.00","1,386.00","830.59","2,142.00","1,028.92","1,340.64","1,066.97","1,244.88","1,386.00","464.18","2,142.00"
"MANITOWOC","CHARGE","10000297","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/DYE","70481","2,720.00","820.62","2,312.00","833.68","1,154.64","2,312.00","465.39","1,632.00","2,312.00","730.59","781.18","1,659.20","2,176.00","1,516.40","1,056.18","1,107.58","2,312.00","1,496.00","809.74","2,312.00","1,027.34","1,331.17","1,063.25","1,238.96","1,496.00","465.39","2,312.00"
"MANITOWOC","CHARGE","10000298","CT ORBIT/SELLA/FOSSA/MASTOID/EAR W/WO  DYE","70482","3,980.00","812.32","3,383.00","835.40","1,160.97","3,383.00","461.28","2,388.00","3,383.00","728.74","773.31","2,427.80","3,184.00","1,529.91","1,065.84","1,118.38","3,383.00","2,189.00","825.85","3,383.00","1,022.86","1,332.90","1,061.07","1,237.78","2,189.00","461.28","3,383.00"
"MANITOWOC","CHARGE","10000299","CT MAXILLIOFACIAL W/O DYE","70486","2,520.00","777.14","2,142.00","796.43","1,100.34","2,142.00","558.80","1,279.03","2,142.00","755.24","775.15","1,537.20","2,016.00","1,307.35","1,017.42","1,067.83","2,142.00","1,386.00","861.18","2,142.00","891.30","1,160.62","966.96","1,127.94","1,386.00","558.80","2,142.00"
"MANITOWOC","CHARGE","10000303","CT MAXILLIOFACIAL W/DYE","70487","2,720.00","680.95","2,312.00","700.42","941.89","2,312.00","584.82","1,194.83","2,312.00","709.27","699.26","1,659.20","2,176.00","1,003.45","800.51","838.37","2,312.00","1,496.00","730.90","2,312.00","720.72","919.17","827.49","953.90","1,496.00","584.82","2,312.00"
"MANITOWOC","CHARGE","10000304","CT MAXILLIOFACL W/WO DYE","70488","3,980.00","996.39","3,383.00","1,024.89","1,378.21","3,383.00","855.73","1,748.32","3,383.00","1,037.84","1,023.19","2,427.80","3,184.00","1,468.28","1,171.34","1,226.73","3,383.00","2,189.00","1,069.47","3,383.00","1,054.58","1,344.95","1,210.81","1,395.79","2,189.00","855.73","3,383.00"
"MANITOWOC","CHARGE","10000305","CT NECK W/O DYE","70490","2,520.00","551.21","2,142.00","557.51","772.13","2,142.00","312.65","1,512.00","2,142.00","491.82","526.68","1,537.20","2,016.00","1,022.95","707.53","741.72","2,142.00","1,386.00","543.23","2,142.00","692.41","897.29","714.50","833.03","1,386.00","312.65","2,142.00"
"MANITOWOC","CHARGE","10000306","CT NECK W/DYE","70491","2,720.00","1,106.86","2,312.00","1,106.09","1,521.34","2,312.00","895.79","1,711.79","2,312.00","1,060.98","1,103.55","1,659.20","2,176.00","1,567.13","1,243.72","1,304.78","2,312.00","1,496.00","1,195.26","2,312.00","1,159.17","1,500.17","1,357.33","1,580.18","1,496.00","895.79","2,312.00"
