name,business_type,state_registered,street_registered,city_registered,zip5_registered,corp_id
"SAM'S TRUCKING, INC.",CORPORATION,AL,,,,190655
"MCHUNT INVESTMENTS, INC.",CORPORATION,AL,,,,190657
"MAZALES COMPANY, INC.",CORPORATION,AL,,,,190658
"HANDY HAMMER, INC.",CORPORATION,AL,,ROBERTSDALE,,190660
"LINK REAL ESTATE, INC.",CORPORATION,AL,,SUMMERDALE,,190662
"XSCAPE SERVICES, INC.",CORPORATION,AL,,,,190663
"CHRISTIES THE FLORIST & NURSERY, INC.",CORPORATION,AL,,FOLEY,,190665
"CHRISTIES THE FLORIST & NURSERY, INC.",CORPORATION,AL,,FOLEY,,190665
"MAGNOLIA LANDSCAPE SUPPLY, INC.",CORPORATION,AL,,SUMMERDALE,,190666
"CONTINENTAL RECOVERY, INC.",CORPORATION,AL,,ROBERTSDALE,,190667
"BLUE CASTLE TECHNICAL SERVICES, INC.",CORPORATION,AL,,,,190671
"M.C. PAINTER, INC.",CORPORATION,AL,,FAIRHOPE,,190673
"GAR-WORLD, INC.",CORPORATION,AL,,BIRMINGHAM,,190674
"SHANNON AND DAUGHTERS, INC.",CORPORATION,AL,,,,190675
"TRADITIONAL HOME CONSTRUCTION, INC.",CORPORATION,AL,,,,190676
"MCCORQUODALE TRANSFER, INC.",CORPORATION,AL,,BIRMINGHAM,,190677
"KID'S CHOICE, INC.",CORPORATION,AL,,BIRMINGHAM,,190678
"KID'S CHOICE, INC.",CORPORATION,AL,,BIRMINGHAM,,190678
"BAMA MAINLINE CONTRACTING SERVICES, INC.",CORPORATION,AL,,BIRMINGHAM,,190679
"JSC ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,190680
"AGF, INC.",CORPORATION,AL,,BIRMINGHAM,,190681
"REESE STREET STUDIO, INC.",CORPORATION,AL,,HOMEWOOD,,190683
"JOY'S DAYCARE, INC.",CORPORATION,AL,,WARRIOR,,190684
"EBONY LEASING COMPANY, INC.",CORPORATION,AL,,,,190685
"SANDCASTLE, INC.",CORPORATION,AL,,,,190686
"PARKS-COLLINS GROUP, INC.",CORPORATION,AL,,SYLACAUGA,,190688
"SUNCOAST SERVICES, INC.",CORPORATION,AL,,,,190689
"KELLEY MEDICAL, INC.",CORPORATION,AL,,,,190691
"ARTHUR LANIER CONSULTING, INC.",CORPORATION,AL,,BIRMINGHAM,,190692
"LAW OFFICE OF ALICIA F BENNETT, A PROFESSIONAL CORPORATION",CORPORATION,AL,,HOMEWOOD,,190694
"M C SERVICES, INC.",CORPORATION,AL,,ENTERPRISE,,190878
"A-1 HOME INSPECTION, INC.",CORPORATION,AL,,WETUMPKA,,190879
"BAMA VIDEO, INC.",CORPORATION,AL,,,,190880
"IDLEWILD, INC.",CORPORATION,AL,,,,190881
"SOUTHERN MEDIA COMMUNICATIONS, INC.",CORPORATION,AL,BAY MINETTE AL,,,190885
"MADDOX'S SOUTHERN WOODS MOBILE HOME PARK, INC.",CORPORATION,AL,,CHUNCHULA,,190886
"SOUTHERN TIMBER MOBILE HOME PARK, INC.",CORPORATION,AL,,CHUNCHULA,,190887
"CHILD SUPPORT MANAGEMENT GROUP, INC.",CORPORATION,AL,,,,190888
"PHILLIPS, BROWN AND ASSOCIATES, INC.",CORPORATION,AL,,,,190890
"CHICKEN MAGIC, INC.",CORPORATION,AL,,HALEYVILLE,,191334
"PATILLA'S TRUCKING, INC.",CORPORATION,AL,,LAFAYETTE,,191335
"PENNY L. TAYLOR, D.M.D, M.S., P.C.",CORPORATION,AL,,DECATUR,,191336
ANNIE MAE'S LEASING CORPORATION,CORPORATION,AL,,BURKVILLE,,191337
"ANNIE MAE'S PLACE, INC.",CORPORATION,AL,,BURKVILLE,,191338
"HI-TEC MANUFACTURING, INC.",CORPORATION,AL,,HUNTSVILLE,,191341
"ENDEAVORS 2000, INC.",CORPORATION,AL,,,,191342
LIBERTY POINT DEVELOPMENT CORPORATION,CORPORATION,AL,,HUNTSVILLE,,191344
"ALLIANCE LOCATING CO., INC.",CORPORATION,AL,,,,191345
"BIG BEAR ENTERTAINMENT, INC.",CORPORATION,AL,,HUNTSVILLE,,191347
"QCD USA, INC.",CORPORATION,AL,OWENS CROSS ROADS AL,,,191348
"ALABAMA DIGESTIVE DISORDERS CENTER, P.C.",CORPORATION,AL,,,,191350
"JOHANSON CONSTRUCTION GROUP, INC.",CORPORATION,AL,,,,191546
"RITEWAY AUTO SALVAGE, INC.",CORPORATION,AL,,,,191548
"BAILEY TRANSPORTATION, INC.",CORPORATION,AL,,BREWTON,,191549
"TRIFECTA PIZZA SUBS & WINGS, INC.",CORPORATION,AL,,DALEVILLE,,191550
"GLOBAL FITNESS & TANNING, INC.",CORPORATION,AL,,WARRIOR,,191551
"HAC DISCOVERY, INC.",CORPORATION,AL,,BIRMINGHAM,,191553
"GAMBLE PARTS DART, INC.",CORPORATION,AL,MT OLIVE AL,,,191554
"TOWNLEY CHIROPRACTIC, P.C.",CORPORATION,AL,,,,191772
"GANN HEATING & COOLING, INC.",CORPORATION,AL,,,,191773
"NORRIS WOOD PRODUCTS, INC.",CORPORATION,AL,,BRILLIANT,,191776
"AMZI R. SHERLING, D.D.S., P.C.",CORPORATION,AL,,FAIRHOPE,,191777
"THOMASVILLE FEED & SEED, INC.",CORPORATION,AL,,,,191778
"THE BROWN LEAF COMPANY, INC.",CORPORATION,AL,,ALBERTVILLE,,191780
"NORTH ALABAMA COMMERCIAL & INDUSTRIAL COATING, INC.",CORPORATION,AL,,FLORENCE,,191781
"DRUG COMPANY OF THE SOUTH, INC.",CORPORATION,AL,,,,191784
"BARAN FIBER OPTICS SERVICES, INC.",CORPORATION,AL,,,,191785
"SANFORD MORTGAGE, INC.",CORPORATION,AL,,MONTEVALLO,,191786
"WORLD OF WHEELS, INC.",CORPORATION,AL,,MONTEVALLO,,191787
"A TO Z BAIL BONDS, INC.",CORPORATION,AL,,,,191907
"TUCKER NURSING SITTER SERVICE, INC.",CORPORATION,AL,,,,191909
"MATERIAL HANDLING TECHNOLOGIES, INC.",CORPORATION,AL,,,,191910
"BODY WRAP OF MONTGOMERY, INC.",CORPORATION,AL,,MONTGOMERY,,191912
"MOOTY & ASSOCIATES, P.C.",CORPORATION,AL,,,,191914
"COIN-OP OF ALABAMA, INC.",CORPORATION,AL,,MONTGOMERY,,191915
"ZINK CHIROPRACTIC CENTER, INC.",CORPORATION,AL,,MONTGOMERY,,191916
CALDWELL ENTERPRISES INC.,CORPORATION,AL,,MONTGOMERY,,191919
"GILLMAN INVESTMENTS, INC.",CORPORATION,AL,,,,192166
"ALABAMA INJURY & PAIN CLINIC, INC.",CORPORATION,AL,,,,192167
"A WOMAN'S CHOICE, P.C.",CORPORATION,AL,,,,192168
"J & P HOLDINGS, INC.",CORPORATION,AL,,GORDO,,192170
"KATHY L. MARINE, ATTORNEY AT LAW, P.C.",CORPORATION,AL,,,,192171
"JOE ESTANO CONSTRUCTION CO., INC.",CORPORATION,AL,,,,192172
"KENNETH RAWLINSON DRYWALL, INC.",CORPORATION,AL,,PRATTVILLE,,192174
"GRACE HILL FARM, INC",CORPORATION,AL,,,,192175
"HOWARD CREEK FARM, INC.",CORPORATION,AL,,,,192176
"MURRAY'S GARAGE, INC.",CORPORATION,AL,,ODENVILLE,,192178
"GABE DEVELOPMENT, INC.",CORPORATION,AL,,ODENVILLE,,192179
"SHINES SCENTS, INC.",CORPORATION,AL,,COLUMBIANA,,192181
"REFORM MEDICAL CENTER, P.C.",CORPORATION,AL,,,,192612
"R & B VINTAGE, INC.",CORPORATION,AL,,,,192614
"T & T HAULING, INC.",CORPORATION,AL,,,,192616
"MOFFETT ROAD CHIROPRACTIC, P.C.",CORPORATION,AL,,,,192617
"WILLY T'S, INC.",CORPORATION,AL,,OPELIKA,,192619
"MCNEILL TIMBER COMPANY, INC.",CORPORATION,AL,,MCINTOSH,,192620
"ALABAMA EYE CLINIC, P.C.",CORPORATION,AL,,,,192621
"D & J OPTICAL, INC.",CORPORATION,AL,,,,192622
"THOMPSON SOUND, INC.",CORPORATION,AL,,DECATUR,,192623
"NORALCO INDUSTRIES, INC.",CORPORATION,AL,,,,192624
"MYSTICAL LADIES, INC.",CORPORATION,AL,,IRVINGTON,,192625
"AMERICAN MANUFACTURERS SUPPLY, INC.",CORPORATION,AL,,,,192627
"INDUSTRIAL SOLUTIONS, INC.",CORPORATION,AL,,,,192924
"MR. CASH TITLE PAWN, INC.",CORPORATION,AL,,HUNTSVILLE,,192926
AUDIO VISUAL ENTERTAINMENT INC.,CORPORATION,AL,,HUNTSVILLE,,192927
"PROPELLER REPAIR SERVICE OF HUNTSVILLE, INC.",CORPORATION,AL,,HUNTSVILLE,,192929
"HIGHWAY 53 PISTOL, PAWN & RENTAL, INC.",CORPORATION,AL,,ARDMORE,,192931
"CLIFTON & COMPANY, INC.",CORPORATION,AL,,,,192932
"B.K. BORGMAN, INC.",CORPORATION,AL,,TALLADEGA,,192933
"E. B. PAINTING, INC.",CORPORATION,AL,,,,192936
"SJG ENTERPRISES, INC.",CORPORATION,AL,,,,192937
"RESOURCE SERVICES, INC.",CORPORATION,AL,,,,192938
"COUNTRY CLUB CARTS AND SUPPLIES, INC.",CORPORATION,AL,,OZARK,,193224
"SIMPLY SOUTHERN, INC.",CORPORATION,AL,,,,193225
"SAMMY T'S, INC.",CORPORATION,AL,OWENS CROSS ROADS AL,,,193226
NATIONAL MARKETING & MANAGEMENT CORPORATION,CORPORATION,AL,,BIRMINGHAM,,193228
"NATIONAL NOVELTY, INC.",CORPORATION,AL,,BIRMINGHAM,,193231
"CREATIVE MARKETING SOLUTIONS, INC.",CORPORATION,AL,,BIRMINGHAM,,193232
"ODD JOBBERS, INC.",CORPORATION,AL,,ELDRIDGE,,193233
"PROGRESSIVE SOLUTIONS, INC.",CORPORATION,AL,,,,193235
"ADVANTAGE ROOFING & CONSTRUCTION, INC.",CORPORATION,AL,,,,193586
"AMELIA'S DELI & CATERING, INC.",CORPORATION,AL,,,,193589
"PARKS' FUEL & ICE, INC.",CORPORATION,AL,BON SECOUR AL,,,193591
"MIND YOUR OWN BUSINESS, INC.",CORPORATION,AL,,WARRIOR,,193596
"DIXIE CLASSIC PANELS, INC.",CORPORATION,AL,,ONEONTA,,193598
"JAMES A. ROUSE SERVICES, INC.",CORPORATION,AL,,,,193599
"WADE EXCAVATING & CONTRACTING, INC.",CORPORATION,AL,,,,193871
"UNITED SHEET METAL, INC.",CORPORATION,AL,,,,193872
"YOUR CLERICAL CONNECTIONS, INC.",CORPORATION,AL,,,,193874
"BOUDREAUX'S, INC.",CORPORATION,AL,,,,193875
"WOODLING CHIROPRACTIC, P.C.",CORPORATION,AL,,,,193876
FREEMAN PHARMACY INCORPORATED,CORPORATION,AL,,,,193878
"BLEVINS AND SONS, INC.",CORPORATION,AL,,PELL CITY,,193880
"MERRIMAN - BROWN, INC.",CORPORATION,AL,,,,193882
"J. D. TOWNLEY CONSTRUCTION, INC.",CORPORATION,AL,,,,194286
REGIONAL SECURITY CORPORATION,CORPORATION,AL,,BIRMINGHAM,,194287
"MIND MATTERS, P.C.",CORPORATION,AL,,,,194289
"B & M PACKAGE STORES, INC.",CORPORATION,AL,,IRVINGTON,,194293
"JONES & JONES PROPERTIES, INC.",CORPORATION,AL,,OPELIKA,,194294
"JACQUELINE ELAINE WILLIAMS, M.D., P.C.",CORPORATION,AL,,BIRMINGHAM,,194655
"BUSINESSSOURCE, INC.",CORPORATION,AL,,IRONDALE,,194656
"COASTAL PAGING, INC.",CORPORATION,AL,,ANDALUSIA,,194657
"SCOOTER'S PLUMBING AND EXCAVATING, INC.",CORPORATION,AL,,BANKSTON,,194658
"SANDLIN AGENCY, INC.",CORPORATION,AL,,DECATUR,,194659
"ROR CONSULTING, INCORPORATED",CORPORATION,AL,,FLORENCE,,194660
"TIRE-CYCLERS, INC.",CORPORATION,AL,,,,194662
"S.R.M. RESOURCES, INC.",CORPORATION,AL,,,,194663
"DOUBLE DIAMONDS, INC.",CORPORATION,AL,,,,194665
"NAVIGATOR CONSTRUCTION CO., INC.",CORPORATION,AL,,MONTGOMERY,,194667
"WILLOW CREEK ENTERPRISES, INC.",CORPORATION,AL,,JEMISON,,194669
"CAR FIND NETWORK, INC.",CORPORATION,AL,,RANBURNE,,194670
"SPEEDEE CASH OF ALABAMA, INC.",CORPORATION,AL,,,,194671
"SPEEDEE CASH OF ALABAMA, INC.",CORPORATION,AL,,,,194671
"YES OF DECATUR, INC.",CORPORATION,AL,,DECATUR,,194672
"JOHN BURKE PLUMBING, INC.",CORPORATION,AL,,MONTGOMERY,,194674
"THE PUBLIX AUTO AUCTION, INC.",CORPORATION,AL,,MONTGOMERY,,194675
"AAA HEARING SERVICES, INC.",CORPORATION,AL,,MONTGOMERY,,194676
"MORGAN, SMITH & NORRIS MORTGAGE CORPORATION",CORPORATION,AL,,MONTGOMERY,,194677
"SHANNON WOODS MANAGEMENT, INC.",CORPORATION,AL,,MONTGOMERY,,194678
"SOUTHEAST ATLANTIC PROPERTIES MANAGEMENT, INC.",CORPORATION,AL,,MONTGOMERY,,194679
"WA MANAGEMENT, INC.",CORPORATION,AL,,MONTGOMERY,,194680
"PATTERSON FAMILY HEALTH CARE, P.C.",CORPORATION,AL,,MONTGOMERY,,194682
"B & B ARTS, INC",CORPORATION,AL,,MONTGOMERY,,194683
"HOLLAND'S BEAUTY SUPPLY, INC.",CORPORATION,AL,,,,194684
"SUZANNE MCKISSACK MARKETING, INC.",CORPORATION,AL,,,,194685
"EXPORT AUTO, INC.",CORPORATION,AL,,THEODORE,,194686
"EXPORT AUTO, INC.",CORPORATION,AL,,THEODORE,,194686
"EUBANKS CONCRETE, INC.",CORPORATION,AL,,,,194687
"DPS MANUFACTURING, INC.",CORPORATION,AL,,BIRMINGHAM,,194692
"JMD HOLDINGS, INC.",CORPORATION,AL,,BIRMINGHAM,,194693
"THE BRADLEY GROUP, INC.",CORPORATION,AL,,BIRMINGHAM,,194695
"OZWORKS DESIGN & PRODUCTION STUDIOS, INC.",CORPORATION,AL,,,,194696
"FIRE-TECH FIRE STOPPING, INC.",CORPORATION,AL,,BESSEMER,,194697
"FRY COMMERCIAL FLOORING, INC.",CORPORATION,AL,,BIRMINGHAM,,194698
"TECHNICAL CONTRACT SERVICES, INC.",CORPORATION,AL,,,,194701
"PEAVY ENTERPRISES, INC.",CORPORATION,AL,,,,194702
"DAYBREAK CONSTRUCTION, INC.",CORPORATION,AL,,FAIRHOPE,,194703
"BALDWIN COUNTY PULMONARY & SLEEP PHYSICIANS, P.C.",CORPORATION,AL,,FOLEY,,194704
USA INVESTIGATIONS INC.,CORPORATION,AL,,VINEMONT,,195268
"THE PARALLAX GROUP, INC.",CORPORATION,AL,,,,195269
"MCCULLEY EQUIPMENT COMPANY, INC.",CORPORATION,AL,,CARROLLTON,,195270
BOSEY ENTERPRISE,CORPORATION,AL,,ANNISTON,,195274
"BAILCO BONDING COMPANY, INC.",CORPORATION,AL,,,,195277
"BAY AREA SUPPLY, INC.",CORPORATION,AL,,,,195279
"MIDDLE BAY ROYALTY, INC.",CORPORATION,AL,,,,195280
"LITTLE NEW YORK II, INC.",CORPORATION,AL,,,,195282
"MIKE'S PLACE, INC.",CORPORATION,AL,,ALBERTVILLE,,195283
"THE BIRMINGHAM BAKING COMPANY, INC.",CORPORATION,AL,,GARDENDALE,,195830
"CRAIG PROPERTY MANAGEMENT, INC.",CORPORATION,AL,,,,195831
"DANIEL AUTOMOTIVE, INC.",CORPORATION,AL,,BIRMINGHAM,,195833
"EDGE COMMUNICATIONS, INC.",CORPORATION,AL,,,,195834
"SCOTT THOMSON BUILDER, INC.",CORPORATION,AL,,BIRMINGHAM,,195836
"FITNESS, DIAGNOSTIC, & REPAIR SERVICES, INC.",CORPORATION,AL,,BIRMINGHAM,,195837
"ALLIED GUARANTEE & SURETY GROUP, INC.",CORPORATION,AL,,,,195839
"CARPET & WALLPAPER UNLIMITED, INC.",CORPORATION,AL,RED BAY AL,,,195840
"MATTRESS GALLERY, INC.",CORPORATION,AL,,ALBERTVILLE,,195841
"M & K MATERIALS, INC.",CORPORATION,AL,,,,196242
"BEN JAMMIN FILM SERVICES, INC.",CORPORATION,AL,,ALABASTER,,196244
ADVANCED SERVICES FINANCIAL INC.,CORPORATION,AL,,BIRMINGHAM,,196248
"BCX INTERNATIONAL, INC.",CORPORATION,AL,,BIRMINGHAM,,196249
"BCX INTERNATIONAL, INC.",CORPORATION,AL,,BIRMINGHAM,,196249
"STAR ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,196250
"GOREASSOCIATES, P.C.",CORPORATION,AL,,BIRMINGHAM,,196251
"LADDSCAPES, INC.",CORPORATION,AL,,,,196257
"ELEGANT DINETTES, INC.",CORPORATION,AL,,HALEYVILLE,,196259
"MEDLEY DEMOLITION, INC.",CORPORATION,AL,,FORT PAYNE,,196261
ACTIVE SPECIALTY ITEMS CORPORATION,CORPORATION,AL,,,,196317
"EXPRESS LEASING, INC.",CORPORATION,AL,,HUNTSVILLE,,196318
"MONEY EXPRESS TITLE PAWN, INC.",CORPORATION,AL,,HUNTSVILLE,,196319
"EMW CONSTRUCTION, INC.",CORPORATION,AL,,,,196321
"CHAMPION'S R.C. COLA DISTRIBUTORS, INC.",CORPORATION,AL,,EUFAULA,,196322
"SANFORD DISPLAYS, INC.",CORPORATION,AL,,CHELSEA,,196323
"GEIER & SMITH BUILDERS, INC.",CORPORATION,AL,,FOLEY,,196324
VENDING QUEEN INC.,CORPORATION,AL,,ELBERTA,,196326
"NORM THE TIREMAN, INC.",CORPORATION,AL,,,,196330
"DICK SHANK, INC.",CORPORATION,AL,,FOLEY,,196331
"JOHN RUSSELL ENTERPRISES, INC.",CORPORATION,AL,,,,197143
"DIVERSIFIED MANPOWER GROUP, INC.",CORPORATION,AL,,,,197146
"TBS COMMUNICATIONS, INC.",CORPORATION,AL,,BIRMINGHAM,,197149
"GREG STEWART HOMES, INC.",CORPORATION,AL,,,,197151
"S&S INDUSTRIES, INC.",CORPORATION,AL,,,,197152
"ESTATES UNLIMITED, INC.",CORPORATION,AL,,THEODORE,,197153
"J & R SEAFOOD, INC.",CORPORATION,AL,,CODEN,,197154
"BATH CREST OF THE EASTERN SHORE, INC.",CORPORATION,AL,,,,197157
JAMES H LICKERT ENTERPRISES INC.,CORPORATION,AL,,MONTROSE,,197158
"SOUTHEASTERN HANDICAPPED SERVICES, INC.",CORPORATION,AL,,,,197159
"PNJ ENTERPRISES, INC.",CORPORATION,AL,,ORANGE BEACH,,197161
"ISLAND RESTORATIONS, INC.",CORPORATION,AL,,,,197164
"FIRST CHECK, INC.",CORPORATION,AL,,,,197706
"CELENI, INC.",CORPORATION,AL,,,,197708
"COOPER CLEANERS, INC.",CORPORATION,AL,,,,197709
"EASTABOGA TACKLE MFG. CO., INC.",CORPORATION,AL,,EASTABOGA,,197713
"COLOURS SALON, INC.",CORPORATION,AL,,CULLMAN,,197715
"GLENN GENERAL CONTRACTING, INC.",CORPORATION,AL,,BIRMINGHAM,,197718
RUGAR CORPORATION,CORPORATION,AL,,,,197719
"SUNRISE JANITORIAL SERVICE, INC.",CORPORATION,AL,,,,197720
"ACANTHUS, P.C.",CORPORATION,AL,,MONTGOMERY,,197721
"BRUCE R. SANSOM, M.D., P.C.",CORPORATION,AL,,MONTGOMERY,,197723
"DAVID L. LAW, P.C.",CORPORATION,AL,,,,198808
"PRECISION PROPELLER, INC.",CORPORATION,AL,,,,198809
"OWEN LILLY APPRAISAL, INC.",CORPORATION,AL,,FLORENCE,,198810
"FRIENDS & COMPANY, INC.",CORPORATION,AL,,PELL CITY,,198811
"CHRIS SIMS TRUCKING, INC.",CORPORATION,AL,,HALEYVILLE,,198813
"SOUTHERN HOME PLACE, INC.",CORPORATION,AL,,,,198814
"DOLLAR DAZE, INC.",CORPORATION,AL,,ANDALUSIA,,198816
"ALLSOUTH SIGNS, INC.",CORPORATION,AL,,BIRMINGHAM,,198818
"SUDS-R-US, INC.",CORPORATION,AL,,CLANTON,,199585
"KOMMERLING USA, INC.",CORPORATION,AL,,HUNTSVILLE,,199586
"JONES LAW & ASSOCIATES, P.C.",CORPORATION,AL,,,,199588
"EAGLE EYE CONTRACTING, INC.",CORPORATION,AL,,NORTHPORT,,199589
VICTORY FOR E.B.,CORPORATION,AL,,NORTHPORT,,199590
"PATRICK MURPHY SOFTBALL SCHOOL, INC.",CORPORATION,AL,,TUSCALOOSA,,199592
"STONE TURF MANAGEMENT, INC.",CORPORATION,AL,,,,200187
"JOHN WINK, INC.",CORPORATION,AL,,,,200188
"VINYL SIDING CREATIONS, INC.",CORPORATION,AL,,MILLBROOK,,200191
"DEMETRI'S BAR-B-Q, INC.",CORPORATION,AL,,BIRMINGHAM,,200195
"CASA FISTA, INC.",CORPORATION,AL,,DOUGLASVILLE,,200196
"OMNI GOVERNMENT SERVICES, INC.",CORPORATION,AL,,OZARK,,200197
