name,city,state,website
916 MAHTOMEDI ACADEMY,WHITE BEAR LAKE,MN,HTTP://WWW.NEMETRO.K12.MN.US
917 DASH,ROSEMOUNT,MN,nan
917 INTRA-DAKOTA EDUCATIONAL ALT,ROSEMOUNT,MN,HTTP://WWW.ISD917.K12.MN.US
917 PACES,ROSEMOUNT,MN,HTTP://WWW.ISD917.K12.MN.US
917 SUN,ROSEMOUNT,MN,http://www.isd917.org/about/departments_services/special_education_services/site-based_programs/students_with_unique_needs__sun_
917 TRANSITIONAL EDUCATION SERV ALT,ROSEMOUNT,MN,HTTP://WWW.ISD917.K12.MN.US
91ST PSALM CHRISTIAN SCHOOL,PHOENIX,AZ,nan
9TH GRADE ACADEMY,MOUNT AIRY,GA,HTTP://WWW.HABERSHAMSCHOOLS.COM
9THBRIDGE SCHOOL,LAS VEGAS,NV,nan
A & M CONS H S,COLLEGE STATION,TX,HTTP://AMCHS.CSISD.ORG
A & M CONSOLIDATED MIDDLE,COLLEGE STATION,TX,HTTP://AMCMS.CSISD.ORG
A A ANASTASIA ELEMENTARY SCHOOL,LONG BRANCH,NJ,https://www.longbranch.k12.nj.us/domain/12
A A GATES ELEMENTARY SCHOOL,PORT BYRON,NY,HTTP://WWW.PBCSCHOOOLS.ORG
A A KINGSTON MIDDLE SCHOOL,POTSDAM,NY,HTTP://WWW.POTSDAM.K12.NY.US
A B C LITTLE SCHOOL,VAN NUYS,CA,nan
A B CHANDLER ELEMENTARY SCHOOL,CORYDON,KY,https://abchandler.henderson.kyschools.us/
A B DUNCAN EL,FLOYDADA,TX,HTTP://WWW.FLOYDADAISD.ESC17.NET
A B MCBAY EL,MEXIA,TX,HTTP://WWW.MEXIAISD.NET/INDEX.PHP?PAGEID=122560_2
A B MCDONALD ELEMENTARY SCHOOL,MOSCOW,ID,http://moscowsdmcdonald.ss18.sharpschool.com/
A B SHEPARD HIGH SCH (CAMPUS),PALOS HEIGHTS,IL,nan
A BETTER CHANCE / CALIFORNIA AUTISM FOUNDATION,RICHMOND,CA,www.calautism.org
A BETTER CHANCE SCHOOL/CAL AUTISM FOUNDATION,RICHMOND,CA,nan
A BOOKS CHRISTIAN ACADEMY,APOPKA,FL,nan
A BRIGHT BEGINNING,INGLEWOOD,CA,nan
A BRIGHT BEGINNING CDC,INGLEWOOD,CA,nan
A C BLUNT MIDDLE,ARANSAS PASS,TX,HTTP://APISD.ORG
A C HOUGHTON ELEMENTARY SCHOOL,IRRIGON,OR,HTTP://ACH.MORROW.K12.OR.US/
A C JONES H S,BEEVILLE,TX,HTTP://BEEVILLEISD.NET
A C THOMPSON ELEM SCHOOL,ROCKFORD,IL,nan
A CARING TOUCH CHRISTIAN FAMILY CENTER,PALMDALE,CA,nan
A CHESTER REDSHAW SCHOOL,NEW BRUNSWICK,NJ,https://www.nbpschools.net/domain/373
A CHILD S PLACE,BALTIMORE,MD,nan
A CHILD S PLACE SCHOOL,LINCROFT,NJ,nan
A CHILD'S CHOICE MONTESSORI SCHOOL,BETHLEHEM,PA,nan
A CHILD'S CHOICE MONTESSORI SCHOOL,MERIDIAN,ID,nan
A CHILD'S GARDEN,BEND,OR,nan
A CHILD'S PLACE DAY SCHOOL,EAST ELMHURST,NY,nan
A CHILD'S TOUCH,THORNTON,CO,nan
A CHILDREN'S HABITAT MONTESSORI SCHOOL,INDIANAPOLIS,IN,nan
A CHILDRENS PLACE LEARNING CENTER,ALLENTOWN,PA,nan
A CHILDS GARDEN MONTESSORI SCHOOL,CARROLLTON,TX,nan
A CHILDS PLACE TOO,EAST ELMHURST,NY,nan
A CHILDS UNIVERSITY,CRANSTON,RI,nan
A CHILDS WORLD,DOYLESTOWN,PA,nan
A CHILDS WORLD,NEWTOWN,PA,nan
A COUNTRY GARDEN MONTESSORI,ENUMCLAW,WA,nan
A D OLIVER MIDDLE SCHOOL,BROCKPORT,NY,HTTP://WWW.BCS1.ORG
A DARE TO CARE LEARNING CENTER,CULVER CITY,CA,nan
A DIFFERENT WORLD ACADEMY,GRETNA,LA,nan
A DREWICZ ELEMENTARY,LYNN,MA,HTTP://WWW.LYNNSCHOOLS.ORG
A E ANGIER,WABAN,MA,HTTP://ANGIER.NEWTON.K12.MA.US/
A E BURLING ELEMENTARY SCHOOL,PENNSAUKEN,NJ,https://burling.pennsauken.net/
A E BUTLER INT,QUINLAN,TX,https://butler.quinlanisd.net/
A E R O EDUCATIONAL CENTER,BURBANK,IL,nan
A ENGLISH LANGUAGE SCHOOL,EAST LANSING,MI,https://elc.msu.edu/
A F AMES ELEM SCHOOL,RIVERSIDE,IL,https://ames.district96.org/
A F MALONEY,BLACKSTONE,MA,HTTP://WWW.BMRSD.NET
A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,WINDSOR,NY,HTTP://WWW.WINDSOR-CSD.ORG
A G COX MIDDLE,WINTERVILLE,NC,HTTP://WWW.PITT.K12.NC.US
A G DAY CARE LEARNING CENTER,MIAMI,FL,nan
A G ELDER EL,JOSHUA,TX,HTTP://WWW.JOSHUAISD.ORG
A G WEST BLACK HILLS HIGH SCHOOL,TUMWATER,WA,https://www.tumwater.k12.wa.us/bhhs
A GROWING PLACE MONTESSORI,SAINT LOUIS,MO,nan
A H BUSH ELEMENTARY SCHOOL,IDAHO FALLS,ID,https://www.d91.k12.id.us/5/home
A H ROBERTS ELEMENTARY,LIVINGSTON,TN,https://ahroberts.net/
A H SNIPES ACADEMY OF ARTS/DES,WILMINGTON,NC,HTTP://WWW.NHCS.K12.NC.US/SNIPES/
A HABITAT FOR LEARNING,ABILENE,TX,nan
A J JORDAK ELEMENTARY SCHOOL,MIDDLEFIELD,OH,https://cardinalschools.org/jes/principals-page/
A J KATZENMAIER ACADEMY,NORTH CHICAGO,IL,https://ajk.d187.org/
A J MCMULLEN SCH,MARKLEYSBURG,PA,https://aj.uasdschools.org/
A J MITCHELL ELEMENTARY SCHOOL,NOGALES,AZ,HTTP://WWW.MITCHELL.NUSD.K12.AZ.US/
A J SCHMIDT ELEMENTARY SCHOOL,ANGOLA,NY,HTTP://WWW.LAKESHORECSD.ORG
A J WEST ELEMENTARY,ABERDEEN,WA,HTTP://WWW.ASD5.ORG
A J WINTERS ELEMENTARY SCHOOL,MONTPELIER,ID,https://www.ajwes.blsd.net/en-US
A K SMITH AREA CAREER CENTER,MICHIGAN CITY,IN,https://www.mcas.k12.in.us/careertech
A KID'S PLACE,LEESBURG,VA,nan
A L BROWN HIGH,KANNAPOLIS,NC,HTTP://ALBHS.KCS.K12.NC.US/CMS/ONE.ASPX
A L HAGEN JUNIOR HIGH SCHOOL,DICKINSON,ND,HTTP://WWW.DICKINSON.K12.ND.US
A L LOTTS ELEMENTARY,KNOXVILLE,TN,nan
A L STANBACK MIDDLE,HILLSBOROUGH,NC,HTTP://WWW.ORANGE.K12.NC.US/ALS/DEFAULT.HTM
A L WILSON EL SCH,FAIRCHANCE,PA,https://www.agasd.org/alwilsonelementaryschool_home1.aspx
A LEAL JR MIDDLE,SAN ANTONIO,TX,https://www.harlandale.net/lealms
A LEARNING DAY CARE CENTER,HOMESTEAD,FL,nan
A M COSGROVE MIDDLE SCHOOL,SPENCERPORT,NY,HTTP://WWW.SPENCERPORTSCHOOLS.ORG
A M OCHOA EL,DONNA,TX,HTTP://WWW.DONNAISD.NET
A M PATE EL,FORT WORTH,TX,HTTP://WWW.FORTWORTHISD.ORG
A M WINDHAM ELEMENTARY SCHOOL,DALEVILLE,AL,HTTP://WWW.DALEVILLE.K12.AL.US/WES.HTML
A M YEALEY ELEMENTARY SCHOOL,FLORENCE,KY,https://www.boone.k12.ky.us/24/Home
A MACARTHUR BARR MIDDLE SCHOOL,NANUET,NY,HTTP://WWW.NANUETSD.ORG
A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE,NANUET,NY,HTTP://WWW.NANUETSD.ORG
A MACEO SMITH NEW TECH H S,DALLAS,TX,HTTP://WWW.DALLASISD.ORG/NEWTECH
A MOTHER'S TOUCH CREATIVE LEARNING CENTER,ARLINGTON HEIGHTS,IL,nan
A MOTHERS TOUCH LEARNING ACADEMY,DES PLAINES,IL,nan
A N RICO EL,WESLACO,TX,HTTP://WWW.RICO.WISD.US/
A NEW WORLD OF MONTESSORI,DANVILLE,CA,nan
A O MARSHALL ELEM SCHOOL,JOLIET,IL,nan
A P BEUTEL EL,LAKE JACKSON,TX,nan
A P SOLIS MIDDLE,DONNA,TX,HTTP://WWW.DONNAISD.NET
A PERFECT PLACE 4 KIDZ,MIAMI GARDENS,FL,nan
A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,NEW YORK,NY,nan
A PHILIP RANDOLPH TECHNICAL HIGH SCHOOL,DETROIT,MI,https://www.detroitk12.org/randolphctc
A PLACE TO GROW,OJAI,CA,https://aplacetogrowpreschool.net/
A PLUS LEARNING ACADEMY,LAKE CITY,FL,nan
A PLUS PREPARATORY LEARNING ACADEMY,ELLENWOOD,GA,nan
A RAINBOW OF FRIENDS PRESCHOOL,COLORADO SPRINGS,CO,nan
A STEP AHEAD,FERNLEY,NV,nan
A STEP AHEAD LEARNING CENTER,REX,GA,nan
A STEP UP @ IMMOKALEE,IMMOKALEE,FL,nan
A STEP UP ACADEMY,JENKINTOWN,PA,nan
A STEP UP INC.,EAST GREENWICH,RI,nan
A STREET ELEMENTARY,PERRIS,CA,nan
A T ALLEN ELEMENTARY,CONCORD,NC,HTTP://WWW.CABARRUS.K12.NC.US/ALLEN
A T STILL UNIVERSITY OF HEALTH SCIENCES,KIRKSVILLE,MO,WWW.ATSU.EDU
A TOUCH OF LOVE ACADEMY,TRACY,CA,nan
A UNIQUE LEARNING ACADEMY,LITHONIA,GA,nan
A V CATO EL,FORT WORTH,TX,HTTP://AVC.CASTLEBERRYISD.NET/
A VILLAGE GREEN MONTESSORI,LIBERTYVILLE,IL,nan
A VITO MARTINEZ MIDDLE SCHOOL,ROMEOVILLE,IL,nan
A W BEATTIE CAREER CENTER,ALLISON PARK,PA,HTTP://WWW.BEATTIETECH.COM
A W BROWN - F L A EARLY CHILDHOOD CAMPUS,DALLAS,TX,https://www.awbrown.org/
A W JAMES ELEMENTARY SCHOOL,DREW,MS,HTTP://WWW.SUNFLOWER.K12.MS.US
A W JOHNSON ELEMENTARY SCHOOL,FIRTH,ID,https://idahoschools.org/schools/0390
A WORLD DISCOVERY MONTESSORI SCHOOL,EVERETT,WA,nan
A WORLD OF KNOWLEDGE PRESCHOOL AND LEARNING CENTER,PEMBROKE PINES,FL,nan
A+ ACADEMY EL,DALLAS,TX,HTTP://WWW.RYLIEFFA.COM
A+ ARTS ACADEMY,COLUMBUS,OH,HTTP://APLUSARTS.COM
A+ CHILDREN'S ACADEMY,COLUMBUS,OH,HTTP://APLUSCHILDRENSACADEMY.ORG/
A+ SECONDARY SCHOOL,DALLAS,TX,https://aplussec.apluscharterschools.org/
A+ UNLIMITED POTENTIAL,HOUSTON,TX,https://aplusup.org/
A+UP UNIVERSITY,HOUSTON,TX,https://aplusup.org/
A-3 MULTIAGENCY ADOLESCENT PROG,SPOKANE,WA,HTTP://WWW.SPOKANESCHOOLS.ORG
A-C CENTRAL ELEMENTARY SCHOOL,CHANDLERVILLE,IL,https://www.a-ccentral.com/
A-C CENTRAL HIGH SCHOOL,ASHLAND,IL,https://www.a-ccentral.com/
A-C CENTRAL MIDDLE SCHOOL,ASHLAND,IL,nan
A. A. NELSON ELEMENTARY SCHOOL,LAKE CHARLES,LA,https://www.cpsb.org/nelson
A. B. HILL ELEMENTARY,MEMPHIS,TN,HTTP://WWW.SCSK12.ORG/
A. B. MORRIS INTERMEDIATE,CASTRO VALLEY,CA,nan
A. BALDWIN MIDDLE SCHOOL,GUILFORD,CT,HTTP://BMS.GUILFORDSCHOOLS.ORG
A. C. CORCORAN ELEMENTARY,NORTH CHARLESTON,SC,https://www.ccsdschools.com/Domain/8
A. C. E.,MARANA,AZ,HTTP://WWW.MUSD.ORG
A. C. FLORA HIGH,COLUMBIA,SC,https://www.richlandone.org/Domain/45
A. C. MOORE ELEMENTARY,COLUMBIA,SC,https://www.richlandone.org/Domain/26
A. C. WHELAN ELEMENTARY SCHOOL,REVERE,MA,HTTP://WWW.REVEREPS.MEC.EDU
A. CRAWFORD MOSLEY HIGH SCHOOL,LYNN HAVEN,FL,HTTP://WWW.BAY.K12.FL.US/
A. CROSBY KENNETT MIDDLE SCHOOL,CONWAY,NH,HTTP://WELCOMEKMS.COM/
A. D. STOWELL ELEM.,HANNIBAL,MO,HTTP://WWW.HANNIBAL.K12.MO.US/STOWELL/STOWELL.HTML
A. E. ARNOLD ELEMENTARY,CYPRESS,CA,https://ar.cypsd.org/
A. E. PHILLIPS LABORATORY SCHOOL,RUSTON,LA,nan
A. G. A. P. E. TEEN PARENT,SAINT PAUL,MN,HTTP://WWW.SPPS.ORG
A. G. COOK ELEMENTARY,GARDEN GROVE,CA,http://cook.ggusd.us
A. G. CURRIE MIDDLE,TUSTIN,CA,nan
A. HENDERSON ELEMENTARY,DUMFRIES,VA,https://hendersones.pwcs.edu/
A. I. PRINCE TECHNICAL HIGH SCHOOL,HARTFORD,CT,HTTP://WWW.CTTECH.ORG/PRINCE/INDEX.HTM
A. I. ROOT MIDDLE SCHOOL,MEDINA,OH,HTTP://WWW.MEDINABEES.ORG
A. IRVIN STUDLEY ELEMENTARY SCHOOL,ATTLEBORO,MA,HTTP://SES.ATTLEBOROSCHOOLS.COM
A. J. COOK ELEMENTARY,GARDEN GROVE,CA,HTTP://WWW.GGUSD.US/COOK
A. J. DORSA ELEMENTARY,SAN JOSE,CA,https://dorsa.arusd.org/
A. J. LEWIS GREENVIEW ELEMENTARY,COLUMBIA,SC,https://www.richlandone.org/Domain/23
A. J. MARTIN ELEM.,EAST PRAIRIE,MO,HTTP://WWW.EASTPRAIRIE.ORG
A. K. SUTER ELEMENTARY SCHOOL,PENSACOLA,FL,HTTP://WWW.ECSD-FL.SCHOOLLOOP.COM
A. L. CONNER ELEMENTARY,ORANGE COVE,CA,HTTP://WWW.KCUSD.COM
A. L. MEBANE MIDDLE SCHOOL,ALACHUA,FL,HTTP://WWW.SBAC.EDU/PAGES/ACPS
A. LINWOOD HOLTON GOVERNOR'S SCHOOL,ABINGDON,VA,nan
A. M. THOMAS MIDDLE,LOST HILLS,CA,https://www.cde.ca.gov/schooldirectory/details?cdscode=15635946102792
A. M. WINN WALDORF-INSPIRED,SACRAMENTO,CA,nan
A. MACEO WALKER MIDDLE,MEMPHIS,TN,HTTP://WWW.SCSK12.ORG/
A. MARIO LOIEDERMAN MIDDLE,SILVER SPRING,MD,HTTP://WWW.MONTGOMERYSCHOOLSMD.ORG/SCHOOLS/LOIEDERMANMS/
A. MONTOYA ELEMENTARY,TIJERAS,NM,HTTP://WWW.APS.EDU/APS/AMONTOYA/INDEX.HTML
A. PHILIP RANDOLPH ACADEMIES,JACKSONVILLE,FL,HTTP://WWW.DUVALSCHOOLS.ORG/APRTECH
A. PHILLIP RANDOLPH LEADERSHIP ACADEMY CHARTER,SAN DIEGO,CA,nan
A. R. RUCKER MIDDLE,LANCASTER,SC,https://rms.lancastercsd.com/
A. RUSSELL KNIGHT ELEMENTARY SCHOOL,CHERRY HILL,NJ,https://www.chclc.org/knight
A. T. ALLISON ELEMENTARY SCHOOL,CHESTER,WV,https://boe.hancock.k12.wv.us/ATA
A. W. COX SCHOOL,GUILFORD,CT,HTTP://AWC.GUILFORDSCHOOLS.ORG
A. WARD SPAULDING SCHOOL,SUFFIELD,CT,HTTP://WWW.SUFFIELD.ORG/SPAULDING/DEFAULT.HTM
A. WARREN MCCLASKEY ADULT CENTER,SACRAMENTO,CA,nan
A. Z. KELLEY ELEMENTARY,ANTIOCH,TN,HTTP://SCHOOLS.MNPS.ORG/AZ-KELLEY-ELEMENTARY-SCHOOL
A.B. COMBS ELEMENTARY SCHOOL,COMBS,KY,nan
A.B. SKANE CENTER,BRIDGEPORT,CT,https://www.bridgeportedu.net/skane
A.C. ALEXANDER ELEMENTARY SCHOOL,KENNER,LA,https://www.jpschools.org/alexander
A.C. STEERE ELEMENTARY SCHOOL,SHREVEPORT,LA,http://www.acsgators.com/
A.C.E. ACADEMY,HARRISBURG,NC,HTTP://WWW.ACEACADEMYCHARTER.ORG
A.C.E. ADULT,FALLBROOK,CA,nan
A.C.G.C. ELEMENTARY,ATWATER,MN,http://www.acgc.k12.mn.us/elementary/elementary.aspx
A.C.G.C. SECONDARY,GROVE CITY,MN,HTTP://WWW.ACGC.K12.MN.US
A.D. HENDERSON UNIVERSITY SCHOOL & FAU HIGH SCHOOL,BOCA RATON,FL,HTTP://WWW.ADHUS.FAU.EDU
A.G. RICHARDSON ELEMENTARY,CULPEPER,VA,nan
A.I. JEDLICKA MIDDLE SCHOOL,PROCTOR,MN,https://ms.proctor.k12.mn.us/
A.J. WHITTENBURG ELEMENTARY,GREENVILLE,SC,https://www.greenville.k12.sc.us/ajw/
A.L. BURRUSS ELEMENTARY SCHOOL,MARIETTA,GA,HTTP://ALBURRUSS.MARIETTA-CITY.ORG
A.M. DAVIS ELEMENTARY,NORTH CHESTERFIELD,VA,https://mychesterfieldschools.com/des/
A.P LUTALI,PAGO PAGO,AS,HTTP://WWW.ASDOE.NET/
A.P. HILL ELEMENTARY,PETERSBURG,VA,https://www.petersburg.k12.va.us/aphill
A.P. MORRIS EARLY CHILDHOOD CENTER,HILLSIDE,NJ,https://www.district.hillsidek12.org/6/home
A.QUINN JONES CENTER,GAINESVILLE,FL,HTTP://WWW.SBAC.EDU/PAGES/ACPS
A.S. RHODES ELEMENTARY,FRONT ROYAL,VA,HTTP://WWW.WCPS.K12.VA.US/ASR
A.W.E. BASSETTE ELEMENTARY,HAMPTON,VA,https://bas.hampton.k12.va.us/
A/O PROGRAM,STILLWATER,MN,HTTP://WWW.NEMETRO.K12.MN.US
AA RATHER SCHOOL,IONIA,MI,HTTP://WWW.IONIASCHOOLS.ORG
AAA ACADEMY,BLUE ISLAND,IL,nan
AAEC - PARADISE VALLEY,PHOENIX,AZ,nan
AAEC - SMCC CAMPUS,PHOENIX,AZ,https://aaechs.com/
AANIIIH NAKODA COLLEGE,HARLEM,MT,WWW.ANCOLLEGE.EDU
AARDVARK CHILD CARE & LEARNING CENTER,GLEN MILLS,PA,nan
AARON COHN MIDDLE SCHOOL,MIDLAND,GA,HTTP://TINYURL.COM/AARONCOHN
AARON COHN REGIONAL YOUTH DETENTION CENTER,MIDLAND,GA,https://djj.georgia.gov/locations/aaron-cohn-columbus-rydc
AARON DECKER SCHOOL,BUTLER,NJ,https://www.butlerboe.org/Domain/13
AARON PARKER EL,POWDERLY,TX,HTTP://WWW.NORTHLAMAR.NET
AARON SCHOOL,NEW YORK,NY,nan
AB DAVIS STEAM HIGH SCHOOL,MOUNT VERNON,NY,HTTP://WWW.MTVERNONCSD.ORG
AB HARRISON INT,WYLIE,TX,HTTP://WWW.WYLIEISD.NET
ABA ACADEMY,ST PETERSBURG,FL,nan
ABA AUTISM PROGRAM,NORWICH,CT,https://www.beaconct.org/
ABA NICHOLS,STRATFORD,CT,"https://www.ziprealty.com/schools/detail/0903973/Stratford,CT/Stratford-School-District/Aba-Nichols?src=hd-schools"
ABA SECOND HILL LANE,STRATFORD,CT,https://www.stratfordk12.org/secondhill/academics/aba
ABA WHITNEY,STRATFORD,CT,nan
ABACUS MONTESSORI ACADEMY,CHALFONT,PA,nan
ABACUS SCHOOL OF AUSTIN,AUSTIN,TX,nan
ABB'S VALLEY-BOISSEVAIN ELEMENTARY,BLUEFIELD,VA,https://aves.tcpsva.org/
ABBA INDEPENDENT LEARNING CENTER,PASADENA,TX,nan
ABBETT EL,GARLAND,TX,HTTP://WWW.GARLANDISDSCHOOLS.NET/ABBETT
ABBEVILLE CHRISTIAN ACADEMY,ABBEVILLE,AL,nan
