cms_certification_num,internal_revenue_code,description,code,price,inpatient_outpatient,payer
520113,10000035,ARTHROGRAM WRIST INJECT,25246,223.49,,ANTHEM BLUE PREFERRED
520113,10000035,ARTHROGRAM WRIST INJECT,25246,225.06,,ANTHEM PPO
520113,10000035,ARTHROGRAM WRIST INJECT,25246,410.40,,AURORA CAREGIVER
520113,10000035,ARTHROGRAM WRIST INJECT,25246,654.36,,CIGNA
520113,10000035,ARTHROGRAM WRIST INJECT,25246,524.40,,EXCHANGE COMMON GROUND
520113,10000035,ARTHROGRAM WRIST INJECT,25246,691.60,,HEALTH EOS
520113,10000035,ARTHROGRAM WRIST INJECT,25246,456.00,,HUMANA WVN
520113,10000035,ARTHROGRAM WRIST INJECT,25246,577.60,,HUMANA HMO
520113,10000035,ARTHROGRAM WRIST INJECT,25246,646.00,,HUMANA PPO
520113,10000035,ARTHROGRAM WRIST INJECT,25246,684.00,,TRILOGY
520113,10000035,ARTHROGRAM WRIST INJECT,25246,199.29,,UHC HMO
520113,10000035,ARTHROGRAM WRIST INJECT,25246,646.00,,UHC PPO
520113,10000035,ARTHROGRAM WRIST INJECT,25246,529.72,,WEA
520113,10000035,ARTHROGRAM WRIST INJECT,25246,252.73,,WPS ARISE
520113,10000035,ARTHROGRAM WRIST INJECT,25246,294.51,,WPS STATEWIDE
520113,10000035,ARTHROGRAM WRIST INJECT,25246,418.00,,CASH PRICE
520113,10000035,ARTHROGRAM WRIST INJECT,25246,199.29,,MIN
520113,10000035,ARTHROGRAM WRIST INJECT,25246,691.60,,MAX
520113,10000036,ARTHROGRAM HIP INJECT,27093,691.60,,AETNA
520113,10000036,ARTHROGRAM HIP INJECT,27093,215.57,,ANTHEM BLUE PRIORITY
520113,10000036,ARTHROGRAM HIP INJECT,27093,216.52,,ANTHEM BLUE PREFERRED
520113,10000036,ARTHROGRAM HIP INJECT,27093,218.27,,ANTHEM PPO
520113,10000036,ARTHROGRAM HIP INJECT,27093,410.40,,AURORA CAREGIVER
520113,10000036,ARTHROGRAM HIP INJECT,27093,654.36,,CIGNA
520113,10000036,ARTHROGRAM HIP INJECT,27093,524.40,,EXCHANGE COMMON GROUND
520113,10000036,ARTHROGRAM HIP INJECT,27093,691.60,,HEALTH EOS
520113,10000036,ARTHROGRAM HIP INJECT,27093,456.00,,HUMANA WVN
520113,10000036,ARTHROGRAM HIP INJECT,27093,577.60,,HUMANA HMO
520113,10000036,ARTHROGRAM HIP INJECT,27093,646.00,,HUMANA PPO
520113,10000036,ARTHROGRAM HIP INJECT,27093,684.00,,TRILOGY
520113,10000036,ARTHROGRAM HIP INJECT,27093,192.00,,UHC HMO
520113,10000036,ARTHROGRAM HIP INJECT,27093,646.00,,UHC PPO
520113,10000036,ARTHROGRAM HIP INJECT,27093,529.72,,WEA
520113,10000036,ARTHROGRAM HIP INJECT,27093,244.73,,WPS ARISE
520113,10000036,ARTHROGRAM HIP INJECT,27093,285.09,,WPS STATEWIDE
520113,10000036,ARTHROGRAM HIP INJECT,27093,418.00,,CASH PRICE
520113,10000036,ARTHROGRAM HIP INJECT,27093,192.00,,MIN
520113,10000036,ARTHROGRAM HIP INJECT,27093,691.60,,MAX
520113,10000037,ARTHROGRAM KNEE INJECT,27369,800.80,,AETNA
520113,10000037,ARTHROGRAM KNEE INJECT,27369,313.66,,ANTHEM BLUE PRIORITY
520113,10000037,ARTHROGRAM KNEE INJECT,27369,335.57,,ANTHEM BLUE PREFERRED
520113,10000037,ARTHROGRAM KNEE INJECT,27369,525.61,,ANTHEM PPO
520113,10000037,ARTHROGRAM KNEE INJECT,27369,475.20,,AURORA CAREGIVER
520113,10000037,ARTHROGRAM KNEE INJECT,27369,757.68,,CIGNA
520113,10000037,ARTHROGRAM KNEE INJECT,27369,607.20,,EXCHANGE COMMON GROUND
520113,10000037,ARTHROGRAM KNEE INJECT,27369,800.80,,HEALTH EOS
520113,10000037,ARTHROGRAM KNEE INJECT,27369,528.00,,HUMANA WVN
520113,10000037,ARTHROGRAM KNEE INJECT,27369,668.80,,HUMANA HMO
520113,10000037,ARTHROGRAM KNEE INJECT,27369,748.00,,HUMANA PPO
520113,10000037,ARTHROGRAM KNEE INJECT,27369,792.00,,TRILOGY
520113,10000037,ARTHROGRAM KNEE INJECT,27369,518.63,,UHC HMO
520113,10000037,ARTHROGRAM KNEE INJECT,27369,748.00,,UHC PPO
520113,10000037,ARTHROGRAM KNEE INJECT,27369,613.36,,WEA
520113,10000037,ARTHROGRAM KNEE INJECT,27369,430.55,,WPS ARISE
520113,10000037,ARTHROGRAM KNEE INJECT,27369,493.86,,WPS STATEWIDE
520113,10000037,ARTHROGRAM KNEE INJECT,27369,484.00,,CASH PRICE
520113,10000037,ARTHROGRAM KNEE INJECT,27369,313.66,,MIN
520113,10000037,ARTHROGRAM KNEE INJECT,27369,800.80,,MAX
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,691.60,,AETNA
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,270.89,,ANTHEM BLUE PRIORITY
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,289.81,,ANTHEM BLUE PREFERRED
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,453.93,,ANTHEM PPO
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,410.40,,AURORA CAREGIVER
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,654.36,,CIGNA
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,524.40,,EXCHANGE COMMON GROUND
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,691.60,,HEALTH EOS
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,456.00,,HUMANA WVN
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,577.60,,HUMANA HMO
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,646.00,,HUMANA PPO
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,684.00,,TRILOGY
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,447.90,,UHC HMO
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,646.00,,UHC PPO
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,529.72,,WEA
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,371.84,,WPS ARISE
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,426.51,,WPS STATEWIDE
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,418.00,,CASH PRICE
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,270.89,,MIN
520113,10000038,ARTHROGRAM ANKLE INJECT,27648,691.60,,MAX
520113,10000075,HANDLING FEE,99001,18.20,,AETNA
520113,10000075,HANDLING FEE,99001,6.61,,ANTHEM BLUE PRIORITY
520113,10000075,HANDLING FEE,99001,7.14,,ANTHEM BLUE PREFERRED
520113,10000075,HANDLING FEE,99001,10.24,,ANTHEM PPO
520113,10000075,HANDLING FEE,99001,10.80,,AURORA CAREGIVER
520113,10000075,HANDLING FEE,99001,17.22,,CIGNA
520113,10000075,HANDLING FEE,99001,13.80,,EXCHANGE COMMON GROUND
520113,10000075,HANDLING FEE,99001,18.20,,HEALTH EOS
520113,10000075,HANDLING FEE,99001,12.00,,HUMANA WVN
520113,10000075,HANDLING FEE,99001,15.20,,HUMANA HMO
520113,10000075,HANDLING FEE,99001,17.00,,HUMANA PPO
520113,10000075,HANDLING FEE,99001,18.00,,TRILOGY
520113,10000075,HANDLING FEE,99001,7.96,,UHC HMO
520113,10000075,HANDLING FEE,99001,17.00,,UHC PPO
520113,10000075,HANDLING FEE,99001,13.94,,WEA
520113,10000075,HANDLING FEE,99001,8.74,,WPS ARISE
520113,10000075,HANDLING FEE,99001,9.93,,WPS STATEWIDE
520113,10000075,HANDLING FEE,99001,11.00,,CASH PRICE
520113,10000075,HANDLING FEE,99001,6.61,,MIN
520113,10000075,HANDLING FEE,99001,18.20,,MAX
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,3103.10,,AETNA
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,903.15,,ANTHEM BLUE PRIORITY
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,914.80,,ANTHEM BLUE PREFERRED
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2042.62,,ANTHEM PPO
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,1841.40,,AURORA CAREGIVER
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2936.01,,CIGNA
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2352.90,,EXCHANGE COMMON GROUND
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,3103.10,,HEALTH EOS
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2046.00,,HUMANA WVN
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2591.60,,HUMANA HMO
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2898.50,,HUMANA PPO
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,3069.00,,TRILOGY
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,1827.37,,UHC HMO
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2898.50,,UHC PPO
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,2376.77,,WEA
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,1593.03,,WPS ARISE
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,1834.19,,WPS STATEWIDE
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,1875.50,,CASH PRICE
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,903.15,,MIN
520113,10000080,SELECTIVE CATH 1ST ORDER THORACIC,36215,3103.10,,MAX
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,3103.10,,AETNA
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,903.15,,ANTHEM BLUE PRIORITY
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,914.80,,ANTHEM BLUE PREFERRED
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2042.62,,ANTHEM PPO
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,1841.40,,AURORA CAREGIVER
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2936.01,,CIGNA
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2352.90,,EXCHANGE COMMON GROUND
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,3103.10,,HEALTH EOS
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2046.00,,HUMANA WVN
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2591.60,,HUMANA HMO
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2898.50,,HUMANA PPO
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,3069.00,,TRILOGY
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,1827.37,,UHC HMO
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2898.50,,UHC PPO
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,2376.77,,WEA
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,1593.03,,WPS ARISE
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,1834.19,,WPS STATEWIDE
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,1875.50,,CASH PRICE
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,903.15,,MIN
520113,10000081,SELECTIVE CATH 2ND ORDER THORACIC,36216,3103.10,,MAX
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,3103.10,,AETNA
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,903.15,,ANTHEM BLUE PRIORITY
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,914.80,,ANTHEM BLUE PREFERRED
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2042.62,,ANTHEM PPO
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,1841.40,,AURORA CAREGIVER
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2936.01,,CIGNA
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2352.90,,EXCHANGE COMMON GROUND
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,3103.10,,HEALTH EOS
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2046.00,,HUMANA WVN
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2591.60,,HUMANA HMO
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2898.50,,HUMANA PPO
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,3069.00,,TRILOGY
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,1827.37,,UHC HMO
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2898.50,,UHC PPO
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,2376.77,,WEA
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,1593.03,,WPS ARISE
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,1834.19,,WPS STATEWIDE
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,1875.50,,CASH PRICE
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,903.15,,MIN
520113,10000082,SELECTIVE CATH 3RD ORDER THORACIC,36217,3103.10,,MAX
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1547.00,,AETNA
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,450.25,,ANTHEM BLUE PRIORITY
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,456.06,,ANTHEM BLUE PREFERRED
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1018.31,,ANTHEM PPO
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,918.00,,AURORA CAREGIVER
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1463.70,,CIGNA
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1173.00,,EXCHANGE COMMON GROUND
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1547.00,,HEALTH EOS
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1020.00,,HUMANA WVN
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1292.00,,HUMANA HMO
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1445.00,,HUMANA PPO
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1530.00,,TRILOGY
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,911.01,,UHC HMO
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1445.00,,UHC PPO
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1184.90,,WEA
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,794.18,,WPS ARISE
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,914.40,,WPS STATEWIDE
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,935.00,,CASH PRICE
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,450.25,,MIN
520113,10000084,SELECTIVE CATH 2&3 THORARIC ADDL,36218,1547.00,,MAX
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,3103.10,,AETNA
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,903.15,,ANTHEM BLUE PRIORITY
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,914.80,,ANTHEM BLUE PREFERRED
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2042.62,,ANTHEM PPO
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,1841.40,,AURORA CAREGIVER
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2936.01,,CIGNA
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2352.90,,EXCHANGE COMMON GROUND
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,3103.10,,HEALTH EOS
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2046.00,,HUMANA WVN
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2591.60,,HUMANA HMO
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2898.50,,HUMANA PPO
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,3069.00,,TRILOGY
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,1827.37,,UHC HMO
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2898.50,,UHC PPO
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,2376.77,,WEA
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,1593.03,,WPS ARISE
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,1834.19,,WPS STATEWIDE
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,1875.50,,CASH PRICE
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,903.15,,MIN
520113,10000085,SELECTIVE CATH 1ST ORDER ABD/PELVIC,36245,3103.10,,MAX
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,3103.10,,AETNA
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,903.15,,ANTHEM BLUE PRIORITY
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,914.80,,ANTHEM BLUE PREFERRED
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2042.62,,ANTHEM PPO
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,1841.40,,AURORA CAREGIVER
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2936.01,,CIGNA
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2352.90,,EXCHANGE COMMON GROUND
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,3103.10,,HEALTH EOS
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2046.00,,HUMANA WVN
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2591.60,,HUMANA HMO
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2898.50,,HUMANA PPO
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,3069.00,,TRILOGY
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,1827.37,,UHC HMO
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2898.50,,UHC PPO
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,2376.77,,WEA
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,1593.03,,WPS ARISE
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,1834.19,,WPS STATEWIDE
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,1875.50,,CASH PRICE
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,903.15,,MIN
520113,10000086,SELECTIVE CATH 2ND ABD/PELVIC/EXTREM,36246,3103.10,,MAX
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,3103.10,,AETNA
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,903.15,,ANTHEM BLUE PRIORITY
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,914.80,,ANTHEM BLUE PREFERRED
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2042.62,,ANTHEM PPO
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,1841.40,,AURORA CAREGIVER
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2936.01,,CIGNA
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2352.90,,EXCHANGE COMMON GROUND
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,3103.10,,HEALTH EOS
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2046.00,,HUMANA WVN
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2591.60,,HUMANA HMO
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2898.50,,HUMANA PPO
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,3069.00,,TRILOGY
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,1827.37,,UHC HMO
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2898.50,,UHC PPO
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,2376.77,,WEA
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,1593.03,,WPS ARISE
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,1834.19,,WPS STATEWIDE
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,1875.50,,CASH PRICE
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,903.15,,MIN
520113,10000087,SELECTIVE CATH 3RD ABD/PELVIC/EXTREM,36247,3103.10,,MAX
520113,10000088,SELECTIVE CATH 2&3 ABD/PELVIC/EXTREM/ADDL,36248,1547.00,,AETNA
