property_id,property_type,sale_date,sale_price,num_units,city,physical_address,county,state,source_url
157704002,RESIDENTIAL SINGLE FAMILY,2005-03-04 00:00:00,117600,1,YAMPA,221 FIFTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157704001,RESIDENTIAL SINGLE FAMILY,2000-04-20 00:00:00,35000,1,YAMPA,211 FIFTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
100403007,RESIDENTIAL SINGLE FAMILY,1997-06-01 00:00:00,101700,1,YAMPA,748 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154703008,RESIDENTIAL SINGLE FAMILY,2017-08-29 00:00:00,155000,,YAMPA,548 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154703025,RESIDENTIAL SINGLE FAMILY,1993-08-01 00:00:00,45000,1,YAMPA,525 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
100403001,RESIDENTIAL SINGLE FAMILY,2007-06-13 00:00:00,269000,1,YAMPA,500 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703006,RESIDENTIAL SINGLE FAMILY,2018-08-17 00:00:00,247000,1,YAMPA,511 TERHUNE AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703007,RESIDENTIAL SINGLE FAMILY,2019-10-31 00:00:00,284500,1,YAMPA,260 FIFTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703008,RESIDENTIAL SINGLE FAMILY,2013-02-26 00:00:00,85000,1,YAMPA,220 FIFTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703010,RESIDENTIAL SINGLE FAMILY,1990-08-01 00:00:00,34750,1,YAMPA,510 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154703029,RESIDENTIAL SINGLE FAMILY,2009-10-28 00:00:00,173000,1,YAMPA,501 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703005,RESIDENTIAL SINGLE FAMILY,1993-08-01 00:00:00,10000,1,YAMPA,491 TERHUNE AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703002,RESIDENTIAL SINGLE FAMILY,2017-03-24 00:00:00,235000,1,YAMPA,221 FOURTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157703001,RESIDENTIAL SINGLE FAMILY,2020-12-28 00:00:00,385000,1,YAMPA,470 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702017,MOBILE HOME LAND (NON-PARK),2020-06-26 00:00:00,35000,,YAMPA,155 FIFTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144504013,RESIDENTIAL SINGLE FAMILY,2018-08-31 00:00:00,249000,1,YAMPA,479 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702019,RESIDENTIAL SINGLE FAMILY,1972-01-12 00:00:00,5000,1,YAMPA,473 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144504017,MOBILE HOME LAND (NON-PARK),2007-05-23 00:00:00,79000,,YAMPA,440 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702011,RESIDENTIAL LAND,2020-07-31 00:00:00,75000,,YAMPA,100 FIFTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144504010,RESIDENTIAL SINGLE FAMILY,2012-11-07 00:00:00,95000,1,YAMPA,455 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702006,RESIDENTIAL SINGLE FAMILY,1996-06-27 00:00:00,128900,1,YAMPA,441 TERHUNE AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702007,RESIDENTIAL SINGLE FAMILY,2015-06-26 00:00:00,226000,1,YAMPA,260 FOURTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702008,RESIDENTIAL SINGLE FAMILY,2021-02-26 00:00:00,74900,1,YAMPA,448 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702008,RESIDENTIAL SINGLE FAMILY,2021-04-22 00:00:00,267500,1,YAMPA,240 FOURTH STREET CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702010,RESIDENTIAL SINGLE FAMILY,1991-08-01 00:00:00,65000,1,YAMPA,440 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702003,RESIDENTIAL SINGLE FAMILY,2005-06-23 00:00:00,194000,1,YAMPA,443 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702006,RESIDENTIAL SINGLE FAMILY,2019-06-07 00:00:00,199000,1,YAMPA,436 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702002,RESIDENTIAL SINGLE FAMILY,2012-01-18 00:00:00,99000,1,YAMPA,423 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144504026,RESIDENTIAL SINGLE FAMILY,2008-10-04 00:00:00,192500,1,YAMPA,83 E FOURTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702005,RESIDENTIAL SINGLE FAMILY,2017-09-27 00:00:00,268000,1,YAMPA,411 TERHUNE AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154702001,RESIDENTIAL SINGLE FAMILY,1992-03-01 00:00:00,51900,1,YAMPA,418 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702004,RESIDENTIAL SINGLE FAMILY,2012-08-17 00:00:00,120000,1,YAMPA,261 W 4TH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702003,RESIDENTIAL SINGLE FAMILY,2020-10-06 00:00:00,147000,1,YAMPA,241 W FOURTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
157702001,RESIDENTIAL SINGLE FAMILY,2001-10-15 00:00:00,161500,1,YAMPA,211 W FOURTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144504001,RESIDENTIAL SINGLE FAMILY,2022-01-28 00:00:00,225000,1,YAMPA,43 E FOURTH ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144505001,MOBILE HOME PARK,2000-07-21 00:00:00,115000,,YAMPA,16400 2 STATE HIGHWAY 131,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701017,RESIDENTIAL SINGLE FAMILY,2021-09-30 00:00:00,499000,1,YAMPA,385 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701013,RESIDENTIAL SINGLE FAMILY,2015-12-15 00:00:00,200000,1,YAMPA,384 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144503015,RESIDENTIAL SINGLE FAMILY,1990-02-01 00:00:00,35000,1,YAMPA,385 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701020,RESIDENTIAL SINGLE FAMILY,2021-03-26 00:00:00,365000,1,YAMPA,355 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144506009,RESIDENTIAL SINGLE FAMILY,2018-11-14 00:00:00,115000,1,YAMPA,361 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701023,RESIDENTIAL SINGLE FAMILY,1990-05-01 00:00:00,25000,1,YAMPA,327 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701009,RESIDENTIAL SINGLE FAMILY,2016-03-31 00:00:00,95000,1,YAMPA,354 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144503023,RESIDENTIAL SINGLE FAMILY,2021-11-01 00:00:00,275000,1,YAMPA,348 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144503005,RESIDENTIAL SINGLE FAMILY,1982-05-01 00:00:00,37500,1,YAMPA,325 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701028,RESIDENTIAL SINGLE FAMILY,1990-02-01 00:00:00,32000,1,YAMPA,325 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
154701001,RESIDENTIAL SINGLE FAMILY,1989-08-01 00:00:00,28000,1,YAMPA,306 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144503001,RESIDENTIAL SINGLE FAMILY,2021-06-28 00:00:00,325000,1,YAMPA,307 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144506001,RESIDENTIAL SINGLE FAMILY,1999-07-01 00:00:00,130000,1,YAMPA,301 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504009,RESIDENTIAL SINGLE FAMILY,1994-03-01 00:00:00,30000,1,YAMPA,273 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504007,RESIDENTIAL SINGLE FAMILY,2019-07-22 00:00:00,215000,1,YAMPA,272 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503007,RESIDENTIAL SINGLE FAMILY,2006-05-23 00:00:00,214900,1,YAMPA,284 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502012,RESIDENTIAL SINGLE FAMILY,1998-10-30 00:00:00,110500,1,YAMPA,285 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502017,RESIDENTIAL SINGLE FAMILY,2020-09-25 00:00:00,341000,1,YAMPA,284 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507015,RESIDENTIAL SINGLE FAMILY,1994-07-01 00:00:00,60000,1,YAMPA,291 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503010,RESIDENTIAL SINGLE FAMILY,2021-10-28 00:00:00,373700,1,YAMPA,273 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507013,RESIDENTIAL SINGLE FAMILY,2019-05-16 00:00:00,140000,1,YAMPA,279 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504011,RESIDENTIAL SINGLE FAMILY,1990-09-01 00:00:00,18000,1,YAMPA,246 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504006,RESIDENTIAL SINGLE FAMILY,2022-01-07 00:00:00,300000,1,YAMPA,260 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503005,RESIDENTIAL SINGLE FAMILY,2009-04-20 00:00:00,130000,1,YAMPA,260 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507009,RESIDENTIAL SINGLE FAMILY,2020-05-12 00:00:00,275000,1,YAMPA,261 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502008,RESIDENTIAL SINGLE FAMILY,2011-07-08 00:00:00,130000,1,YAMPA,255 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503004,RESIDENTIAL SINGLE FAMILY,2004-07-13 00:00:00,20000,1,YAMPA,236 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502025,MOBILE HOME PARK,2017-03-24 00:00:00,230000,1,YAMPA,200 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507007,RESIDENTIAL SINGLE FAMILY,2018-05-01 00:00:00,177000,1,YAMPA,243 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504014,RESIDENTIAL SINGLE FAMILY,1998-04-09 00:00:00,97000,1,YAMPA,225 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502007,RESIDENTIAL SINGLE FAMILY,2005-09-14 00:00:00,82500,1,YAMPA,237 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504003,RESIDENTIAL SINGLE FAMILY,2014-09-30 00:00:00,70000,1,YAMPA,224 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503002,RESIDENTIAL SINGLE FAMILY,2021-09-24 00:00:00,342500,1,YAMPA,212 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144502004,RESIDENTIAL SINGLE FAMILY,2017-06-07 00:00:00,167500,1,YAMPA,225 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507004,RESIDENTIAL SINGLE FAMILY,2021-07-15 00:00:00,160000,1,YAMPA,231 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504001,RESIDENTIAL SINGLE FAMILY,2020-05-01 00:00:00,105000,1,YAMPA,200 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124504016,RESIDENTIAL SINGLE FAMILY,2019-02-01 00:00:00,107000,1,YAMPA,201 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144507001,RESIDENTIAL SINGLE FAMILY,2006-06-15 00:00:00,192000,1,YAMPA,207 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124503001,INDUSTRIAL,1996-08-29 00:00:00,26000,1,YAMPA,200 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124505009,RESIDENTIAL SINGLE FAMILY,2021-12-01 00:00:00,363500,1,YAMPA,175 W SECOND ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502009,RESIDENTIAL SINGLE FAMILY,2019-06-28 00:00:00,354900,1,YAMPA,76 W SECOND ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144501014,RESIDENTIAL SINGLE FAMILY,2003-04-25 00:00:00,42000,1,YAMPA,24 E SECOND ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144501017,RESIDENTIAL SINGLE FAMILY,1996-01-01 00:00:00,150000,1,YAMPA,184 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144508013,RESIDENTIAL SINGLE FAMILY,1989-06-01 00:00:00,22000,1,YAMPA,185 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
169608003,RESIDENTIAL SINGLE FAMILY,2003-09-16 00:00:00,152000,1,YAMPA,172 RICH AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124505005,RESIDENTIAL SINGLE FAMILY,1995-05-01 00:00:00,72000,1,YAMPA,160 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502011,RESIDENTIAL SINGLE FAMILY,2000-12-28 00:00:00,55000,1,YAMPA,161 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502005,RESIDENTIAL SINGLE FAMILY,2012-10-23 00:00:00,54362,1,YAMPA,160 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
188300003,RESIDENTIAL SINGLE FAMILY,2019-05-31 00:00:00,349000,1,YAMPA,161 RICH AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144501021,RESIDENTIAL SINGLE FAMILY,2000-05-31 00:00:00,125000,1,YAMPA,154 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
169608002,RESIDENTIAL SINGLE FAMILY,1990-08-01 00:00:00,20000,2,YAMPA,348 RICH AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144508009,RESIDENTIAL SINGLE FAMILY,2017-06-23 00:00:00,231000,1,YAMPA,161 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124505012,RESIDENTIAL SINGLE FAMILY,2011-07-01 00:00:00,154500,1,YAMPA,151 ROSELAWN AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502012,RESIDENTIAL SINGLE FAMILY,1999-02-26 00:00:00,87500,1,YAMPA,149 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502003,RESIDENTIAL SINGLE FAMILY,2021-11-09 00:00:00,35000,1,YAMPA,134 MAIN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144508008,RESIDENTIAL SINGLE FAMILY,2017-10-30 00:00:00,194000,1,YAMPA,143 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
169608101,MOBILE HOME LAND (NON-PARK),1970-08-10 00:00:00,1200,,YAMPA,130 RICH AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
144501025,RESIDENTIAL SINGLE FAMILY,2017-01-03 00:00:00,175000,1,YAMPA,130 LINCOLN ST,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
188300002,RESIDENTIAL SINGLE FAMILY,2019-01-04 00:00:00,133000,1,YAMPA,141 RICH AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
124502014,RESIDENTIAL SINGLE FAMILY,2019-07-26 00:00:00,260000,1,YAMPA,125 CLIFTON AVE,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
