book,page,sale_date,sale_price,physical_address,property_id,county,state,source_url
599,1553,2016-12-30 00:00:00,0,ICARD RIDGE RD,0004734,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
610,1923,2018-08-29 00:00:00,0,SIGMON DRUM RD,0067689,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
298,460,1989-01-01 00:00:00,0,5514 ICARD RIDGE RD,0003199,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
310,616,1990-01-01 00:00:00,0,ICARD RIDGE RD,0023050,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
485,46,2005-07-01 00:00:00,60000,61 SIGMON DRUM RD,0067427,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
599,1543,2017-06-02 00:00:00,0,5580 ICARD RIDGE RD,0019707,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,1953,2011-09-23 00:00:00,0,ICARD RIDGE RD,0064659,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
610,193,2018-08-29 00:00:00,0,SIGMON DRUM RD,0004890,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
610,1923,2018-08-29 00:00:00,0,60 SIGMON DRUM RD,0004889,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
474,1690,2004-10-01 00:00:00,115000,5138 ICARD RIDGE RD,0004352,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
165,776,1972-01-01 00:00:00,0,8 SIGMON DRUM RD,0005664,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
586,1983,2015-12-04 00:00:00,300000,5354 ICARD RIDGE RD,0004341,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
636,2163,2021-03-09 00:00:00,225000,5330 ICARD RIDGE RD,0004339,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
540,1356,2010-05-26 00:00:00,460000,5250 ICARD RIDGE RD,0064041,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
388,873,1998-01-01 00:00:00,0,5230 ICARD RIDGE RD,0004747,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
530,1122,2009-04-22 00:00:00,675000,215 MARINERS POINT LN,0019965,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
288,405,1988-06-01 00:00:00,64000,212 MARINERS POINT LN,0019964,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
600,595,2017-06-23 00:00:00,214000,211 MARINERS POINT LN,0019963,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
450,1960,2003-05-01 00:00:00,105000,MARINERS POINT LN,0019966,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
289,449,1988-01-01 00:00:00,0,182 MARINERS POINT LN,0019968,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,179,2017-03-31 00:00:00,790000,195 MARINERS POINT LN,0019962,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
498,1808,2006-09-18 00:00:00,145000,160 MARINERS POINT LN,0019967,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
637,22,2021-03-12 00:00:00,0,177 MARINERS POINT LN,0020052,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
631,2130,2020-10-09 00:00:00,650000,157 MARINERS POINT LN,0020051,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
590,150,2016-05-02 00:00:00,105000,MARINERS POINT LN,0019969,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
383,921,1997-01-01 00:00:00,0,112 MARINERS POINT LN,0019970,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
394,1194,1998-01-01 00:00:00,0,90 MARINERS POINT LN,0019971,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
645,1054,2021-10-15 00:00:00,500000,70 MARINERS POINT LN,0019972,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
638,649,2021-04-14 00:00:00,580000,46 MARINERS POINT LN,0019973,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
636,345,2021-02-12 00:00:00,805000,1004 NORTH SHORE DR,0019974,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
291,359,1988-01-01 00:00:00,0,988 NORTH SHORE DR,0019975,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
517,618,2008-02-04 00:00:00,210000,NORTH SHORE DR,0019976,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
554,690,2012-02-22 00:00:00,600000,944 NORTH SHORE DR,0019977,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
647,2427,2021-12-29 00:00:00,1250000,248 CHARLOTTE ANN LN,0020002,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
577,2500,2014-10-31 00:00:00,415000,240 CHARLOTTE ANN LN,0020003,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
628,427,2020-06-30 00:00:00,0,228 CHARLOTTE ANN LN,0020004,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
588,2466,2016-03-18 00:00:00,756500,255 CHARLOTTE ANN LN,0020001,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
568,714,2013-08-27 00:00:00,443500,231 CHARLOTTE ANN LN,0019999,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
541,1488,2010-07-14 00:00:00,0,746 NORTH SHORE DR,0019987,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
644,1764,2021-09-24 00:00:00,110000,NORTH SHORE DR,0019988,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
631,1343,2020-10-02 00:00:00,0,756 NORTH SHORE DR,0019985,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
600,2264,2017-07-20 00:00:00,605000,726 NORTH SHORE DR,0019989,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,2052,2016-11-09 00:00:00,405000,706 NORTH SHORE DR,0019990,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
600,1759,2017-07-12 00:00:00,0,926 NORTH SHORE DR,0019978,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
642,607,2021-07-26 00:00:00,90000,NORTH SHORE DR,0019979,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
629,1131,2020-08-06 00:00:00,0,822 NORTH SHORE DR,0019982,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
628,1940,2020-07-17 00:00:00,72500,NORTH SHORE DR,0020020,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
620,970,2019-09-26 00:00:00,535000,216 CHARLOTTE ANN LN,0020005,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
436,1188,2002-07-01 00:00:00,230000,65 OLD FERRY LN,0005017,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
555,1198,2012-04-05 00:00:00,240000,206 CHARLOTTE ANN LN,0020007,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,927,2016-10-21 00:00:00,0,181 EDGEWATER RD,0063308,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,927,2016-10-21 00:00:00,0,EDGEWATER RD,0063309,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
586,2089,2015-12-07 00:00:00,0,51 OLD FERRY LN,0063310,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
462,1306,2003-12-01 00:00:00,155000,81 OLD FERRY LN,0004855,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2020-12-31 00:00:00,0,100 OLD FERRY LN,0020079,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
589,718,2016-03-31 00:00:00,470000,195 CHARLOTTE ANN LN,0019998,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
630,2485,2020-09-18 00:00:00,43000,CHARLOTTE ANN LN,0020008,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2020-12-31 00:00:00,0,EDGEWATER RD,0063314,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
643,897,2021-08-23 00:00:00,110000,CHARLOTTE ANN LN,0019997,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
602,730,2017-09-14 00:00:00,21000,130 CHARLOTTE ANN LN,0020009,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
540,486,2010-05-07 00:00:00,0,100 EDGEWATER RD,0063311,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
603,256,2017-10-16 00:00:00,440000,115 CHARLOTTE ANN LN,0019996,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,2117,2015-09-05 00:00:00,0,104 CHARLOTTE ANN LN,0020010,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
479,985,2005-03-01 00:00:00,40000,167 EDGEWATER RD,0063307,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,1147,2015-08-20 00:00:00,0,92 EDGEWATER RD,0063312,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
471,1924,2004-01-01 00:00:00,0,87 EDGEWATER RD,0063306,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
508,674,2007-05-17 00:00:00,0,81 CHARLOTTE ANN LN,0019995,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,1147,2015-08-20 00:00:00,0,EDGEWATER RD,0003152,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
626,183,2020-04-23 00:00:00,22500,CHARLOTTE ANN LN,137149,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
620,1043,2019-09-27 00:00:00,0,70 CHARLOTTE ANN LN,0020011,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
471,1921,2004-08-01 00:00:00,34500,EDGEWATER RD,0063305,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
373,44,1996-01-01 00:00:00,0,NORTH SHORE DR,0019993,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
579,2350,2015-02-03 00:00:00,40000,GREGORY AND MICHAELS LN,0005803,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
600,439,2017-06-21 00:00:00,0,ICARD RIDGE RD,0003592,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
472,1615,2004-08-01 00:00:00,80000,5635 ICARD RIDGE RD,0005330,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
583,241,2015-06-24 00:00:00,0,ICARD RIDGE RD,0005331,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
461,1939,2003-11-01 00:00:00,136500,57 GREGORY AND MICHAELS LN,0004562,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
590,1370,2016-05-23 00:00:00,0,284 LAKESIDE LP,0005346,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
456,2271,2003-08-01 00:00:00,7500,LAKESIDE LP,0004014,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
554,2291,2012-03-19 00:00:00,0,47 GREGORY AND MICHAELS LN,0003922,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
544,2480,2010-12-08 00:00:00,0,35 GREGORY AND MICHAELS LN,0004878,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
165,34,1970-01-01 00:00:00,0,281 LAKESIDE LP,0005347,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
570,2458,2013-12-10 00:00:00,117000,230 LAKESIDE LP,0004013,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
415,610,2000-01-01 00:00:00,0,LAKESIDE LP,0021480,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
552,2496,2011-12-22 00:00:00,0,267 LAKESIDE LP,0003265,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
357,356,1993-01-01 00:00:00,0,253 LAKESIDE LP,0003264,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
284,296,1988-01-01 00:00:00,0,241 LAKESIDE LP,0003595,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,674,2016-10-18 00:00:00,0,217 LAKESIDE LP,0004731,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
646,937,2021-11-16 00:00:00,0,193 LAKESIDE LP,0004779,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
601,209,2017-07-27 00:00:00,165000,177 LAKESIDE LP,0003790,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
578,1889,2014-12-05 00:00:00,260000,197 MICHAELS GAP LN,0005795,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
631,1180,2020-09-30 00:00:00,260000,181 MICHAELS GAP LN,0004668,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,1046,2016-10-26 00:00:00,255000,213 MICHAELS GAP LN,0004630,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
609,1355,2018-07-12 00:00:00,235000,229 MICHAELS GAP LN,0003593,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
647,1507,2021-12-17 00:00:00,0,MICHAELS GAP LN,0023453,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
646,2201,2021-11-30 00:00:00,705000,112 MICHAELS GAP LN,0063301,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
647,1507,2021-12-17 00:00:00,0,247 MICHAELS GAP LN,0004363,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
583,241,2015-06-24 00:00:00,0,ICARD RIDGE RD,137347,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
564,574,2013-04-01 00:00:00,0,5565 ICARD RIDGE RD,0021488,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
406,1732,1999-01-01 00:00:00,0,21 LAKESIDE LP,0014849,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
633,255,2020-11-13 00:00:00,92000,ICARD RIDGE RD,0064764,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
646,940,2021-11-16 00:00:00,0,LAKESIDE LP,0004780,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
646,943,2021-11-16 00:00:00,0,LAKESIDE LP,0004781,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
605,1982,2017-12-31 00:00:00,60000,86 LAKESIDE LP,0004288,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,2091,2011-09-27 00:00:00,0,111 LAKESIDE LP,138258,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
643,786,2021-08-20 00:00:00,480000,90 LAKESIDE LOOP EXT,0003990,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,2091,2011-09-27 00:00:00,0,111 LAKESIDE LP,138257,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
625,218,2020-03-20 00:00:00,397000,50 LAKESIDE LOOP EXT,0003786,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
567,2281,2013-08-14 00:00:00,365000,70 LAKESIDE LOOP EXT,0004799,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
398,852,1999-02-01 00:00:00,75000,161 LAKESIDE LP,0004766,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
384,1739,1997-08-01 00:00:00,152000,145 LAKESIDE LP,0004460,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
464,2358,2004-02-01 00:00:00,85000,129 LAKESIDE LP,0003609,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
398,133,1999-01-01 00:00:00,0,121 LAKESIDE LP,0003465,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,2093,2011-09-27 00:00:00,0,111 LAKESIDE LP,0005007,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
581,79,2015-03-26 00:00:00,0,327 N HUGHES BLV,0004275,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
603,105,2017-10-12 00:00:00,255500,319 N HUGHES BLV,0004472,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
632,164,2020-10-16 00:00:00,0,311 N HUGHES BLV,0004203,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2019-01-02 00:00:00,0,5294 ICARD RIDGE RD,0004342,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
492,2298,2006-10-02 00:00:00,34500,5349 ICARD RIDGE RD,0064753,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
631,1645,2020-10-06 00:00:00,95000,ICARD RIDGE RD,0064763,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,2381,2011-09-29 00:00:00,0,5305 ICARD RIDGE RD,0005184,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
517,2445,2008-02-29 00:00:00,197000,5275 ICARD RIDGE RD,0005183,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
628,449,2020-06-30 00:00:00,145000,42 EARL CT,0064762,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
532,897,2009-06-19 00:00:00,0,108 EARL CT,137193,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
474,271,2004-10-01 00:00:00,85500,EARL CT,0064761,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
541,1584,2010-07-16 00:00:00,0,225 EARL CT,0064755,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
476,1339,2005-01-01 00:00:00,0,301 N HUGHES BLV,0005226,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
412,1702,2000-01-01 00:00:00,0,232 EARL CT,0064760,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
628,628,2020-07-01 00:00:00,725000,176 PLEASANT POINTE DR,0061328,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,2233,2015-09-04 00:00:00,0,MARINERS POINT LN,0020050,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,2252,2015-09-04 00:00:00,730000,184 PLEASANT POINTE DR,0061329,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,2233,2015-09-04 00:00:00,0,34 SHIPWATCH DR,0020048,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
563,1385,2013-03-11 00:00:00,0,40 SHIPWATCH DR,0020047,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
470,785,2004-03-01 00:00:00,699000,161 PLEASANT POINTE DR,0061331,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
617,1418,2019-05-31 00:00:00,660000,166 PLEASANT POINTE DR,0061367,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
359,1663,1994-01-01 00:00:00,0,134 PLEASANT POINTE DR,0061368,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
619,1292,2019-08-19 00:00:00,0,141 PLEASANT POINTE DR,0061332,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
587,1757,2016-01-15 00:00:00,0,102 PLEASANT POINTE DR,0061369,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
580,1123,2015-02-27 00:00:00,685000,121 PLEASANT POINTE DR,0061333,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
479,206,2005-03-01 00:00:00,468000,105 PLEASANT POINTE DR,0061334,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
441,2005,2002-11-01 00:00:00,91000,PLEASANT POINTE DR,0061335,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
625,1743,2020-04-09 00:00:00,582500,166 PLAYERS RIDGE RD,0061338,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
555,2355,2012-04-30 00:00:00,342000,150 PLAYERS RIDGE RD,0061337,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
450,1801,2003-05-01 00:00:00,230000,115 MARINERS POINT LN,0020049,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
612,2405,2018-11-26 00:00:00,582000,25 SHIPWATCH DR,0020043,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
388,68,1998-01-01 00:00:00,306500,995 NORTH SHORE DR,0020031,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
