cms_certification_num,payer,code,internal_revenue_code,description,price,inpatient_outpatient,code_disambiguator,units
171309,Medicare,76830,402,"US ULTRASOUND, TRANSVAGINAL",0.00,OUTPATIENT,3730165,
171309,Blue Cross,76830,402,"US ULTRASOUND, TRANSVAGINAL",122.00,OUTPATIENT,3730165,
171309,United Healthcare,76830,402,"US ULTRASOUND, TRANSVAGINAL",0.00,OUTPATIENT,3730165,
171309,Corizon,76830,402,"US ULTRASOUND, TRANSVAGINAL",0.00,OUTPATIENT,3730165,
171309,WPPA,76830,402,"US ULTRASOUND, TRANSVAGINAL",163.46,OUTPATIENT,3730165,
171309,GROSS CHARGE,76830,402,"US ULTRASOUND, TRANSVAGINAL",0.00,OUTPATIENT,3730165,
171309,MIN,L2580,270,PELVIC SAM SLING STANDARD,0.00,OUTPATIENT,3250657,
171309,MAX,L2580,270,PELVIC SAM SLING STANDARD,233.70,OUTPATIENT,3250657,
171309,Medicare,L2580,270,PELVIC SAM SLING STANDARD,132.84,OUTPATIENT,3250657,
171309,Blue Cross,L2580,270,PELVIC SAM SLING STANDARD,0.00,OUTPATIENT,3250657,
171309,United Healthcare,L2580,270,PELVIC SAM SLING STANDARD,233.70,OUTPATIENT,3250657,
171309,Corizon,L2580,270,PELVIC SAM SLING STANDARD,125.46,OUTPATIENT,3250657,
171309,WPPA,L2580,270,PELVIC SAM SLING STANDARD,172.20,OUTPATIENT,3250657,
171309,GROSS CHARGE,L2580,270,PELVIC SAM SLING STANDARD,246.00,OUTPATIENT,3250657,
171309,MIN,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,MAX,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,Medicare,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,Blue Cross,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,United Healthcare,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,Corizon,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,WPPA,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,GROSS CHARGE,87493,300,RL CLOSTRIDIUM DIFFICILE PCR,0.00,OUTPATIENT,3558904,
171309,MIN,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,MAX,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,Medicare,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,Blue Cross,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,United Healthcare,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,Corizon,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,WPPA,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,GROSS CHARGE,82985,300,RL FRUCATOSAMINE,0.00,OUTPATIENT,3558822,
171309,MIN,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,50.32,OUTPATIENT,329700,
171309,MAX,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,276.00,OUTPATIENT,329700,
171309,Medicare,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,82.62,OUTPATIENT,329700,
171309,Blue Cross,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,276.00,OUTPATIENT,329700,
171309,United Healthcare,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,145.35,OUTPATIENT,329700,
171309,Corizon,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,78.03,OUTPATIENT,329700,
171309,WPPA,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,50.32,OUTPATIENT,329700,
171309,GROSS CHARGE,29700,982,PF REMOVE GAUNTLET/BOOT/BODY CAST,153.00,OUTPATIENT,329700,
171309,MIN,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,194.00,OUTPATIENT,3210007,
171309,MAX,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,669.75,OUTPATIENT,3210007,
171309,Medicare,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,380.70,OUTPATIENT,3210007,
171309,Blue Cross,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,194.00,OUTPATIENT,3210007,
171309,United Healthcare,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,669.75,OUTPATIENT,3210007,
171309,Corizon,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,359.55,OUTPATIENT,3210007,
171309,WPPA,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,466.13,OUTPATIENT,3210007,
171309,GROSS CHARGE,96413,335,CH CHEMOTHERAPY IV 1ST HR INITIAL,705.00,OUTPATIENT,3210007,
171309,MIN,L3908,274,WRIST EXOFORM XS LEFT,0.00,OUTPATIENT,3254988,
171309,MAX,L3908,274,WRIST EXOFORM XS LEFT,42.75,OUTPATIENT,3254988,
171309,Medicare,L3908,274,WRIST EXOFORM XS LEFT,24.30,OUTPATIENT,3254988,
171309,Blue Cross,L3908,274,WRIST EXOFORM XS LEFT,0.00,OUTPATIENT,3254988,
171309,United Healthcare,L3908,274,WRIST EXOFORM XS LEFT,42.75,OUTPATIENT,3254988,
171309,Corizon,L3908,274,WRIST EXOFORM XS LEFT,22.95,OUTPATIENT,3254988,
171309,WPPA,L3908,274,WRIST EXOFORM XS LEFT,31.50,OUTPATIENT,3254988,
171309,GROSS CHARGE,L3908,274,WRIST EXOFORM XS LEFT,45.00,OUTPATIENT,3254988,
171309,MIN,72072,320,XR T-SPINE 3 VIEWS,0.00,OUTPATIENT,3700250,
171309,MAX,72072,320,XR T-SPINE 3 VIEWS,199.64,OUTPATIENT,3700250,
171309,Medicare,72072,320,XR T-SPINE 3 VIEWS,0.00,OUTPATIENT,3700250,
171309,Blue Cross,72072,320,XR T-SPINE 3 VIEWS,199.64,OUTPATIENT,3700250,
171309,United Healthcare,72072,320,XR T-SPINE 3 VIEWS,0.00,OUTPATIENT,3700250,
171309,Corizon,72072,320,XR T-SPINE 3 VIEWS,0.00,OUTPATIENT,3700250,
171309,WPPA,72072,320,XR T-SPINE 3 VIEWS,163.46,OUTPATIENT,3700250,
171309,GROSS CHARGE,72072,320,XR T-SPINE 3 VIEWS,0.00,OUTPATIENT,3700250,
171309,MIN,86753,300,RL BABESIA MICROTII IGG,0.00,OUTPATIENT,3550923,
171309,MAX,86753,300,RL BABESIA MICROTII IGG,73.15,OUTPATIENT,3550923,
171309,Medicare,86753,300,RL BABESIA MICROTII IGG,41.58,OUTPATIENT,3550923,
171309,Blue Cross,86753,300,RL BABESIA MICROTII IGG,0.00,OUTPATIENT,3550923,
171309,United Healthcare,86753,300,RL BABESIA MICROTII IGG,73.15,OUTPATIENT,3550923,
171309,Corizon,86753,300,RL BABESIA MICROTII IGG,39.27,OUTPATIENT,3550923,
171309,WPPA,86753,300,RL BABESIA MICROTII IGG,0.00,OUTPATIENT,3550923,
171309,GROSS CHARGE,86753,300,RL BABESIA MICROTII IGG,77.00,OUTPATIENT,3550923,
171309,MIN,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,MAX,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,Medicare,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,Blue Cross,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,United Healthcare,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,Corizon,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,WPPA,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,GROSS CHARGE,83789,300,RL SELEGILINE,0.00,OUTPATIENT,3558885,
171309,MIN,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",0.00,OUTPATIENT,3255423,
171309,MAX,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",19.95,OUTPATIENT,3255423,
171309,Medicare,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",11.34,OUTPATIENT,3255423,
171309,Blue Cross,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",0.00,OUTPATIENT,3255423,
171309,United Healthcare,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",19.95,OUTPATIENT,3255423,
171309,Corizon,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",10.71,OUTPATIENT,3255423,
171309,WPPA,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",14.70,OUTPATIENT,3255423,
171309,GROSS CHARGE,NONE,270,"""ESMARK BANDAGE 3""""X108""""""",21.00,OUTPATIENT,3255423,
171309,MIN,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,464.61,OUTPATIENT,3300217,
171309,MAX,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,865.45,OUTPATIENT,3300217,
171309,Medicare,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,491.94,OUTPATIENT,3300217,
171309,Blue Cross,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,735.00,OUTPATIENT,3300217,
171309,United Healthcare,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,865.45,OUTPATIENT,3300217,
171309,Corizon,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,464.61,OUTPATIENT,3300217,
171309,WPPA,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,812.43,OUTPATIENT,3300217,
171309,GROSS CHARGE,32554,450,THORACENTESIS NDL/CATH PLEUR W/O IMAGING,911.00,OUTPATIENT,3300217,
171309,MIN,36415,300,LB DRAWING BLOOD ALCOHOL,0.00,OUTPATIENT,3550890,
171309,MAX,36415,300,LB DRAWING BLOOD ALCOHOL,62.70,OUTPATIENT,3550890,
171309,Medicare,36415,300,LB DRAWING BLOOD ALCOHOL,35.64,OUTPATIENT,3550890,
171309,Blue Cross,36415,300,LB DRAWING BLOOD ALCOHOL,0.00,OUTPATIENT,3550890,
171309,United Healthcare,36415,300,LB DRAWING BLOOD ALCOHOL,62.70,OUTPATIENT,3550890,
171309,Corizon,36415,300,LB DRAWING BLOOD ALCOHOL,33.66,OUTPATIENT,3550890,
171309,WPPA,36415,300,LB DRAWING BLOOD ALCOHOL,0.00,OUTPATIENT,3550890,
171309,GROSS CHARGE,36415,300,LB DRAWING BLOOD ALCOHOL,66.00,OUTPATIENT,3550890,
171309,MIN,80323,300,RL COTININE (NICOTINE),0.00,OUTPATIENT,3550041,
171309,MAX,80323,300,RL COTININE (NICOTINE),121.60,OUTPATIENT,3550041,
171309,Medicare,80323,300,RL COTININE (NICOTINE),69.12,OUTPATIENT,3550041,
171309,Blue Cross,80323,300,RL COTININE (NICOTINE),0.00,OUTPATIENT,3550041,
171309,United Healthcare,80323,300,RL COTININE (NICOTINE),121.60,OUTPATIENT,3550041,
171309,Corizon,80323,300,RL COTININE (NICOTINE),65.28,OUTPATIENT,3550041,
171309,WPPA,80323,300,RL COTININE (NICOTINE),89.60,OUTPATIENT,3550041,
171309,GROSS CHARGE,80323,300,RL COTININE (NICOTINE),128.00,OUTPATIENT,3550041,
171309,MIN,67938,450,"ER REMOVE FB EYELID, EMBEDDED",223.38,OUTPATIENT,3300980,
171309,MAX,67938,450,"ER REMOVE FB EYELID, EMBEDDED",416.10,OUTPATIENT,3300980,
171309,Medicare,67938,450,"ER REMOVE FB EYELID, EMBEDDED",236.52,OUTPATIENT,3300980,
171309,Blue Cross,67938,450,"ER REMOVE FB EYELID, EMBEDDED",343.00,OUTPATIENT,3300980,
171309,United Healthcare,67938,450,"ER REMOVE FB EYELID, EMBEDDED",416.10,OUTPATIENT,3300980,
171309,Corizon,67938,450,"ER REMOVE FB EYELID, EMBEDDED",223.38,OUTPATIENT,3300980,
171309,WPPA,67938,450,"ER REMOVE FB EYELID, EMBEDDED",391.92,OUTPATIENT,3300980,
171309,GROSS CHARGE,67938,450,"ER REMOVE FB EYELID, EMBEDDED",438.00,OUTPATIENT,3300980,
171309,MIN,NONE,272,TELFA ISLAND DRESSING 4X10,0.00,OUTPATIENT,3250996,
171309,MAX,NONE,272,TELFA ISLAND DRESSING 4X10,2.38,OUTPATIENT,3250996,
171309,Medicare,NONE,272,TELFA ISLAND DRESSING 4X10,1.35,OUTPATIENT,3250996,
171309,Blue Cross,NONE,272,TELFA ISLAND DRESSING 4X10,0.00,OUTPATIENT,3250996,
171309,United Healthcare,NONE,272,TELFA ISLAND DRESSING 4X10,2.38,OUTPATIENT,3250996,
171309,Corizon,NONE,272,TELFA ISLAND DRESSING 4X10,1.28,OUTPATIENT,3250996,
171309,WPPA,NONE,272,TELFA ISLAND DRESSING 4X10,1.75,OUTPATIENT,3250996,
171309,GROSS CHARGE,NONE,272,TELFA ISLAND DRESSING 4X10,2.50,OUTPATIENT,3250996,
171309,MIN,NONE,270,STANDARD 12 FLUTE BUR 4.0,0.00,OUTPATIENT,3256520,
171309,MAX,NONE,270,STANDARD 12 FLUTE BUR 4.0,171.95,OUTPATIENT,3256520,
171309,Medicare,NONE,270,STANDARD 12 FLUTE BUR 4.0,97.74,OUTPATIENT,3256520,
171309,Blue Cross,NONE,270,STANDARD 12 FLUTE BUR 4.0,0.00,OUTPATIENT,3256520,
171309,United Healthcare,NONE,270,STANDARD 12 FLUTE BUR 4.0,171.95,OUTPATIENT,3256520,
171309,Corizon,NONE,270,STANDARD 12 FLUTE BUR 4.0,92.31,OUTPATIENT,3256520,
